Sample	prior	likelihood	posterior
0	-19.78598429889327	-4328.601363147554	-4348.387347446448
200	2.338371221674815	-3634.830116426817	-3632.4917452051423
400	-5.749281310702644	-3334.2663687535046	-3340.0156500642074
600	-7.139688967149404	-3272.540950065712	-3279.6806390328616
800	-10.94251247954499	-3203.4218139847876	-3214.3643264643324
1000	16.58991526376007	-3184.1270160353033	-3167.5371007715435
1200	14.59849544711978	-3168.9862703826125	-3154.387774935493
1400	11.76191686371324	-3159.9785950341825	-3148.216678170469
1600	8.102231036695427	-3121.1196200454383	-3113.017389008743
1800	15.38535914877342	-3106.0205190867464	-3090.635159937973
2000	14.097035979193542	-3109.1263663662908	-3095.029330387097
2200	13.784089125040285	-3112.169291827973	-3098.385202702933
2400	13.273423709900705	-3109.3867568949445	-3096.1133331850438
2600	14.237742040235231	-3111.879459041276	-3097.6417170010404
2800	14.636285293683356	-3101.408272085798	-3086.771986792115
3000	15.362788027883072	-3098.3666974480707	-3083.0039094201875
3200	14.471147772732492	-3098.3383031346107	-3083.8671553618783
3400	15.599232465720664	-3093.765579378298	-3078.166346912577
3600	15.227819507627416	-3090.7035186869557	-3075.4756991793283
3800	14.03347024050266	-3087.5449535805365	-3073.511483340034
4000	22.3889907878573	-3087.813906230693	-3065.4249154428358
4200	25.005092822162922	-3090.109044604229	-3065.103951782066
4400	21.971685494021568	-3089.036224245558	-3067.0645387515365
4600	23.130143215752973	-3089.7447302815226	-3066.6145870657697
4800	23.25103950405344	-3088.6863780652257	-3065.435338561172
5000	20.96705522361717	-3091.5688960409925	-3070.6018408173754
5200	21.74145581696114	-3095.793940299696	-3074.0524844827346
5400	18.39429956149522	-3087.05769267307	-3068.663393111575
5600	18.93350465806473	-3090.136894380089	-3071.2033897220244
5800	18.118322451078466	-3093.9744966242183	-3075.85617417314
6000	18.04448588506716	-3088.210792886575	-3070.1663070015074
6200	18.28231303782775	-3081.3211339533464	-3063.0388209155185
6400	21.447780552745257	-3083.504873467522	-3062.0570929147766
6600	20.416820830309913	-3081.3577912300857	-3060.940970399776
6800	17.630199617865788	-3085.2749556710596	-3067.6447560531938
7000	16.201137588665556	-3080.6913514910234	-3064.490213902358
7200	18.41859154267007	-3076.182174614671	-3057.763583072001
7400	19.289635162876195	-3073.581639560341	-3054.292004397465
7600	21.950409527800446	-3076.1617255125943	-3054.211315984794
7800	20.287110511795074	-3075.0037886758687	-3054.7166781640735
8000	19.253905169372903	-3069.5163379517435	-3050.2624327823705
8200	17.418315354367216	-3066.388490827495	-3048.9701754731277
8400	17.62427315087832	-3076.7144674970173	-3059.090194346139
8600	17.395422787262103	-3077.0326200957225	-3059.63719730846
8800	15.642789740964032	-3078.404027881505	-3062.761238140541
9000	14.476512006278265	-3069.355414796716	-3054.8789027904377
9200	15.644498710657807	-3072.269067481619	-3056.624568770961
9400	12.030213725792125	-3073.882806068193	-3061.852592342401
9600	15.294949220224456	-3078.8812677182896	-3063.586318498065
9800	16.663575291556555	-3070.8030550504495	-3054.139479758893
10000	16.221718438497863	-3074.595209385387	-3058.3734909468894
10200	16.286439365219294	-3069.0058134074316	-3052.719374042212
10400	16.6118178859548	-3069.9599484919167	-3053.348130605962
10600	18.57749907283003	-3073.9708602486553	-3055.3933611758252
10800	19.311276763592616	-3075.31301835289	-3056.0017415892976
11000	17.70607075379046	-3064.5384660976597	-3046.8323953438694
11200	17.392240524973875	-3063.9131036604813	-3046.5208631355076
11400	16.665295535285942	-3066.8820833635355	-3050.2167878282494
11600	19.125543152048973	-3061.5369656762377	-3042.4114225241888
11800	17.841145799822492	-3062.904000244417	-3045.0628544445944
12000	14.536426332025371	-3060.959399116845	-3046.4229727848196
12200	18.381490188509947	-3069.0664023644795	-3050.6849121759697
12400	15.95906934668515	-3065.598148653073	-3049.639079306388
12600	15.753536169984399	-3061.7810227116815	-3046.0274865416973
12800	16.518502519294785	-3062.466510161866	-3045.948007642571
13000	12.34902507359033	-3056.5637374628113	-3044.214712389221
13200	12.938904806059186	-3059.6367431549584	-3046.697838348899
13400	15.501347129696894	-3063.046069723339	-3047.544722593642
13600	14.171974669353911	-3062.343039917901	-3048.171065248547
13800	15.897667208633512	-3067.6046056723058	-3051.706938463672
14000	17.403193710846928	-3064.9559202478363	-3047.552726536989
14200	15.014354111917344	-3067.537971558504	-3052.5236174465867
14400	16.086098516908503	-3066.672776974145	-3050.5866784572368
14600	14.36958790057521	-3057.918503712414	-3043.5489158118385
14800	14.447400668364994	-3061.6020434093675	-3047.1546427410026
15000	12.365375566839036	-3061.858823993349	-3049.4934484265095
15200	10.380824133551476	-3059.846316070274	-3049.4654919367226
15400	10.254878776331982	-3061.7483516700936	-3051.4934728937615
15600	9.511905143699064	-3059.6882565613864	-3050.1763514176873
15800	6.914638696979047	-3056.645627641437	-3049.7309889444577
16000	10.831467555419621	-3063.9790629464483	-3053.1475953910285
16200	8.995884026488625	-3064.4064524116134	-3055.410568385125
16400	9.85637406347946	-3063.2656285702437	-3053.4092545067642
16600	9.941908084024046	-3055.770443594656	-3045.8285355106323
16800	8.419265936075696	-3062.9464494390595	-3054.527183502984
17000	8.181985658486747	-3055.1045273253285	-3046.922541666842
17200	6.938583718097617	-3053.7973108483884	-3046.858727130291
17400	7.286460928449354	-3052.1765292276614	-3044.890068299212
17600	6.232355780736397	-3056.5735281347575	-3050.341172354021
17800	5.159512550439311	-3051.515674506876	-3046.356161956437
18000	8.262666005496108	-3055.343675461031	-3047.081009455535
18200	12.161392135955097	-3055.3762027258426	-3043.2148105898877
18400	10.425196488231698	-3055.9185728085995	-3045.4933763203676
18600	10.277406075020693	-3061.5472769773965	-3051.2698709023757
18800	11.528243003650072	-3054.8947683476144	-3043.3665253439644
19000	10.552370199389607	-3050.8600936551757	-3040.307723455786
19200	10.235683001068146	-3045.628472599779	-3035.392789598711
19400	11.433531544433018	-3046.393708466713	-3034.96017692228
19600	11.850009596645819	-3051.477186141377	-3039.627176544731
19800	13.736255891849135	-3058.6809793574316	-3044.9447234655827
20000	13.626865729226573	-3052.0901821904263	-3038.4633164611996
20200	15.547365354320748	-3051.2087370449503	-3035.6613716906295
20400	15.684644010040682	-3058.2154458749087	-3042.530801864868
20600	15.529964887474105	-3062.5379754083588	-3047.0080105208845
20800	16.861114425732882	-3063.9217706322474	-3047.0606562065145
21000	16.091600048855714	-3059.869950888251	-3043.7783508393954
21200	10.81638202021859	-3059.343972171208	-3048.5275901509895
21400	12.789829561364728	-3057.112360766091	-3044.3225312047266
21600	15.303176281213467	-3055.14333285105	-3039.840156569837
21800	12.642837961884725	-3052.7616031423095	-3040.118765180425
22000	18.317872793879914	-3054.9860961504983	-3036.6682233566185
22200	19.320649914134634	-3056.9114035494067	-3037.590753635272
22400	20.724970347392873	-3053.7194474920466	-3032.9944771446535
22600	20.247013254673107	-3053.7717464465504	-3033.524733191877
22800	17.222597993801315	-3047.4835972449846	-3030.2609992511834
23000	15.088155138294766	-3047.2928498006017	-3032.204694662307
23200	12.749241399691162	-3046.208581846529	-3033.459340446838
23400	11.864304313953582	-3051.899382341551	-3040.035078027597
23600	9.66427686962605	-3043.3489864808407	-3033.6847096112147
23800	16.090201161459788	-3047.1001283285545	-3031.0099271670947
24000	11.200127345532431	-3050.5159216098327	-3039.3157942643
24200	16.40552719774091	-3050.08599284515	-3033.680465647409
24400	16.06194535139309	-3038.970442404915	-3022.908497053522
24600	16.613039735585136	-3036.271104465098	-3019.6580647295127
24800	17.95296669053703	-3043.448607768864	-3025.495641078327
25000	18.385765719656735	-3037.2346207190935	-3018.8488549994368
25200	17.36234271623772	-3039.300731309959	-3021.938388593721
25400	15.350022243703226	-3030.79398546053	-3015.443963216827
25600	12.885828190420321	-3031.6859932429506	-3018.8001650525302
25800	9.724798509211901	-3035.095616745176	-3025.370818235964
26000	9.57722596573889	-3038.405510545569	-3028.8282845798303
26200	9.268064567719247	-3034.913764821206	-3025.6457002534867
26400	12.129408942608581	-3032.7217539962376	-3020.592345053629
26600	10.475677714231624	-3029.5944143831935	-3019.118736668962
26800	10.16860813600891	-3030.6304702254256	-3020.4618620894166
27000	11.027230439210932	-3032.1489764550024	-3021.1217460157914
27200	10.098200176591675	-3031.122604152968	-3021.0244039763766
27400	10.568622122346493	-3027.0754379474993	-3016.506815825153
27600	10.611819189358176	-3024.2188372578316	-3013.6070180684733
27800	10.467385359382082	-3022.0723201549977	-3011.6049347956155
28000	11.146948324959798	-3023.6088540931905	-3012.4619057682307
28200	9.150966146234174	-3023.6810922667455	-3014.5301261205113
28400	7.582003441590848	-3026.5216179225777	-3018.9396144809866
28600	8.100225477654595	-3030.4512684624688	-3022.3510429848143
28800	7.9552083799166375	-3029.4750967612786	-3021.519888381362
29000	8.234519848409064	-3030.743714491804	-3022.509194643395
29200	11.190050135054367	-3030.2541738799114	-3019.064123744857
29400	8.76544043539332	-3025.399525002443	-3016.6340845670497
29600	11.922387981914781	-3023.6630802671816	-3011.740692285267
29800	10.255912316983553	-3020.6464181659862	-3010.3905058490027
30000	9.604850697592289	-3020.4438416677467	-3010.8389909701546
30200	10.97554001813006	-3025.162057227409	-3014.186517209279
30400	15.591087702466279	-3018.268617852061	-3002.677530149595
30600	12.99069980661787	-3020.111652100845	-3007.1209522942268
30800	11.159490774214024	-3016.7117118607753	-3005.552221086561
31000	10.566607635722422	-3020.920113649291	-3010.3535060135687
31200	7.503426812571991	-3025.3192131817973	-3017.8157863692254
31400	8.400877060009412	-3021.740363122245	-3013.3394860622357
31600	5.877442084415122	-3020.595137405196	-3014.717695320781
31800	5.9046476231993195	-3012.8781688153476	-3006.9735211921484
32000	4.684308186576564	-3017.124451392902	-3012.4401432063255
32200	4.612066859410708	-3017.3651792041624	-3012.7531123447516
32400	4.458180313168038	-3019.7821735724006	-3015.3239932592323
32600	5.221277382834994	-3022.610131833752	-3017.388854450917
32800	5.677798206572002	-3021.0120471715186	-3015.3342489649467
33000	1.4323883929716272	-3018.4092297440206	-3016.976841351049
33200	3.0403810867034746	-3029.0555292847184	-3026.015148198015
33400	2.001388734104173	-3025.919481996266	-3023.9180932621616
33600	0.8192764165812387	-3018.3911053436227	-3017.5718289270417
33800	0.7500318878762733	-3020.775290722034	-3020.0252588341577
34000	3.1986392547418556	-3024.4256900932955	-3021.2270508385536
34200	2.624810185856553	-3017.4441175538304	-3014.819307367974
34400	1.9888234591276883	-3021.9387779082194	-3019.949954449092
34600	-0.3399987814265166	-3019.297267340844	-3019.6372661222704
34800	0.3503285604206581	-3022.5852902885867	-3022.234961728166
35000	-2.6523344743517336	-3017.443915637833	-3020.096250112185
35200	-0.9002892768411794	-3019.358005414591	-3020.258294691432
35400	-1.2525065706649683	-3016.137372044596	-3017.389878615261
35600	-4.1532269624101215	-3021.9610450326118	-3026.1142719950217
35800	-4.33123048906189	-3018.371641895981	-3022.702872385043
36000	0.02405896984182565	-3020.7824097041216	-3020.7583507342797
36200	-2.719338420300157	-3014.123587529308	-3016.8429259496083
36400	-2.4075265859529216	-3011.934603895634	-3014.342130481587
36600	-4.705561669230208	-3013.7306865630185	-3018.4362482322485
36800	-5.158305136275879	-3014.2292078882074	-3019.3875130244833
37000	-3.75726367682588	-3011.408855634101	-3015.166119310927
37200	-5.019631500891786	-3017.25831294582	-3022.2779444467114
37400	-7.248456041369859	-3021.9800941582184	-3029.2285501995884
37600	-7.415108984460203	-3020.2941152216194	-3027.70922420608
37800	-10.5037454149238	-3015.7247433666416	-3026.2284887815654
38000	-12.1552248069031	-3015.5271472453933	-3027.682372052296
38200	-9.973709615019736	-3018.1298509779854	-3028.103560593005
38400	-11.434875320011315	-3026.0667784011257	-3037.501653721137
38600	-8.633397854371953	-3024.820454254377	-3033.4538521087493
38800	-13.78488377389289	-3019.3475202947016	-3033.1324040685945
39000	-11.700866309216169	-3017.558539665327	-3029.259405974543
39200	-10.648588119840438	-3019.69280059668	-3030.3413887165207
39400	-12.212808166914993	-3020.2588524470734	-3032.471660613988
39600	-12.504487765387557	-3019.766026859938	-3032.2705146253256
39800	-14.659400234342796	-3014.6806349670364	-3029.340035201379
40000	-15.142943627358138	-3016.372804342938	-3031.515747970296
40200	-14.73510681092291	-3014.8793038869007	-3029.6144106978236
40400	-15.767941506293816	-3014.2788945064726	-3030.0468360127666
40600	-15.666640803696943	-3013.5075899156595	-3029.1742307193563
40800	-15.096301862062745	-3011.4275609504957	-3026.5238628125585
41000	-15.074276398498716	-3015.0380125404918	-3030.1122889389903
41200	-14.013321914015679	-3017.9694649378	-3031.9827868518155
41400	-15.751375332055193	-3013.609228661177	-3029.360603993232
41600	-12.179034977121232	-3015.6439302403137	-3027.822965217435
41800	-11.888989972533215	-3014.1071938892687	-3025.996183861802
42000	-16.036592833859576	-3018.7849062226915	-3034.821499056551
42200	-15.86207903957554	-3012.579500413983	-3028.441579453559
42400	-18.25989828011626	-3014.181455863439	-3032.4413541435556
42600	-17.04165388481198	-3020.084745131335	-3037.126399016147
42800	-18.51577662120159	-3020.050778283559	-3038.5665549047603
43000	-18.533163783016008	-3013.4321650535703	-3031.965328836586
43200	-17.642367166653532	-3015.788414784459	-3033.4307819511123
43400	-14.766305688923962	-3010.6975181644057	-3025.46382385333
43600	-14.439884514749844	-3010.3975560320096	-3024.8374405467594
43800	-15.488962030263663	-3006.4461522238566	-3021.9351142541204
44000	-15.022174856805732	-3007.322973847537	-3022.3451487043426
44200	-14.512415277483958	-3009.20913204665	-3023.721547324134
44400	-15.440259160579622	-3013.651432619627	-3029.0916917802065
44600	-11.22986079263259	-3012.904895842135	-3024.1347566347677
44800	-14.077286159515625	-3015.379772427898	-3029.4570585874135
45000	-14.204633524032351	-3021.64226322212	-3035.8468967461527
45200	-16.47947796866265	-3013.815711081827	-3030.2951890504896
45400	-13.949241016337945	-3011.345403398676	-3025.294644415014
45600	-16.34885255526207	-3015.767439375689	-3032.116291930951
45800	-12.274320064816058	-3014.577386023095	-3026.851706087911
46000	-13.5175022993556	-3007.673272911135	-3021.1907752104908
46200	-10.461655326657075	-3010.69979517688	-3021.161450503537
46400	-10.080022565069875	-3009.942439431228	-3020.0224619962983
46600	-9.715199264078592	-3019.963310708097	-3029.6785099721756
46800	-7.884037002885209	-3016.0957232188666	-3023.979760221752
47000	-6.320852211897233	-3020.822060683681	-3027.142912895578
47200	-6.157364199521503	-3021.1406362309785	-3027.2980004305
47400	-4.023022446580412	-3012.026265802286	-3016.0492882488666
47600	-5.865808503985258	-3013.501491448649	-3019.3672999526343
47800	-5.700029570900332	-3016.488959253127	-3022.1889888240275
48000	-1.609914321738865	-3016.343835056091	-3017.95374937783
48200	-3.121688807285226	-3015.6648410500843	-3018.7865298573697
48400	-7.3581577472206785	-3014.2236440999486	-3021.581801847169
48600	-8.299507429885818	-3010.319623339151	-3018.619130769037
48800	-3.193077178249029	-3014.4662402400286	-3017.6593174182776
49000	-3.5524130162113345	-3015.2428164803496	-3018.7952294965608
49200	-5.072088530440047	-3018.666150472518	-3023.738239002958
49400	-3.135783864248169	-3014.844495335486	-3017.980279199734
49600	-4.046477770334747	-3006.469429390886	-3010.5159071612206
49800	-1.5657871775390013	-3010.179104345403	-3011.744891522942
50000	-4.301479521090671	-3016.990408081307	-3021.2918876023978
50200	-4.436951336840603	-3013.2055096012036	-3017.642460938044
50400	-3.5250465024272355	-3023.895406804857	-3027.4204533072843
50600	-2.031907738923069	-3025.846019186257	-3027.87792692518
50800	-4.124678692236161	-3024.2895005475075	-3028.4141792397436
51000	-2.6300032082399643	-3024.5911471055038	-3027.2211503137437
51200	-6.423553808869491	-3029.7833794686967	-3036.2069332775663
51400	-8.514193908794207	-3027.0298881989493	-3035.5440821077436
51600	-7.94168998272214	-3023.869039168237	-3031.810729150959
51800	-6.632941596494685	-3024.7841815067964	-3031.417123103291
52000	-6.304622267325386	-3020.3896803564653	-3026.694302623791
52200	-0.4901645229570315	-3027.2645093644805	-3027.7546738874375
52400	-0.17187768190676156	-3025.18912976785	-3025.3610074497565
52600	-2.00716493741431	-3020.4954198654673	-3022.5025848028818
52800	-1.5967804196096624	-3017.74514783463	-3019.34192825424
53000	0.38893337458133015	-3017.529895164277	-3017.1409617896957
53200	2.961194951498951	-3019.196098607201	-3016.234903655702
53400	-2.898461528104479	-3022.153911283116	-3025.0523728112207
53600	-1.658120698550912	-3029.008543196016	-3030.666663894567
53800	1.1765077420527899	-3022.914973759942	-3021.738466017889
54000	-0.7289972335806367	-3022.1129676508767	-3022.8419648844574
54200	-3.8645185865394818	-3018.6350159158487	-3022.499534502388
54400	-4.248324684184805	-3025.9913095772395	-3030.2396342614243
54600	-3.6882965021634124	-3019.49586867588	-3023.1841651780433
54800	-2.663378679838127	-3018.8904325521557	-3021.5538112319937
55000	-1.00397202206748	-3016.0565395500835	-3017.060511572151
55200	-3.9863937166885415	-3013.9402996641143	-3017.9266933808026
55400	-2.8228342665028774	-3017.214587616969	-3020.037421883472
55600	-2.8512449621726046	-3020.924538002194	-3023.7757829643665
55800	-4.5860497667170765	-3014.4636325508845	-3019.0496823176018
56000	-2.133481887691561	-3019.3155141698808	-3021.4489960575725
56200	0.04327874500719453	-3014.3816658382716	-3014.3383870932644
56400	-1.938999415235359	-3013.55645143185	-3015.495450847085
56600	-2.185457338297071	-3010.9216704427486	-3013.1071277810456
