Sample	prior	likelihood	posterior
0	-16.97190418404853	-4644.15893395721	-4661.130838141259
200	20.467306153043246	-3934.0104708433905	-3913.543164690347
400	25.955141939509	-3313.1963400675113	-3287.2411981280025
600	54.61569380680955	-2984.7462959449704	-2930.1306021381606
800	42.079963249000286	-2807.9999917323485	-2765.9200284833482
1000	43.50449198510389	-2758.871739955658	-2715.367247970554
1200	46.60284462406421	-2672.9502016561555	-2626.347357032091
1400	47.7359388359543	-2645.5301566237968	-2597.7942177878426
1600	43.03363743461129	-2577.450584592884	-2534.4169471582727
1800	30.611646519481706	-2546.0102141985676	-2515.3985676790858
2000	41.4897948012892	-2511.070754540193	-2469.580959738904
2200	39.09617684752821	-2478.6089257184276	-2439.5127488708995
2400	49.44266032762944	-2443.6694291777453	-2394.226768850116
2600	49.82668295939328	-2431.576205531183	-2381.74952257179
2800	39.246661268722335	-2435.0856068193625	-2395.8389455506403
3000	42.88206469922236	-2427.606876469682	-2384.72481177046
3200	40.82052318280446	-2427.476196432585	-2386.65567324978
3400	55.064186019361365	-2431.6645772517495	-2376.600391232388
3600	55.53161969742476	-2418.227864167616	-2362.6962444701912
3800	59.51059384497445	-2413.9224613818665	-2354.411867536892
4000	62.9237350427399	-2393.9889996824922	-2331.0652646397525
4200	58.93906320567779	-2385.4243043091237	-2326.485241103446
4400	54.3035284900479	-2388.2735956584834	-2333.9700671684354
4600	60.283816397009716	-2377.1165027647494	-2316.83268636774
4800	59.12698409817181	-2381.5788131256795	-2322.4518290275078
5000	65.00919047305914	-2385.112734451962	-2320.1035439789025
5200	66.8540628035442	-2375.2558606324287	-2308.4017978288844
5400	66.7111795610211	-2355.8416458704396	-2289.1304663094184
5600	63.62160946416722	-2345.108215488525	-2281.4866060243576
5800	63.000404227143875	-2338.0663419475904	-2275.0659377204465
6000	66.48031840483954	-2318.938456641862	-2252.4581382370225
6200	73.65758663392117	-2317.6614403480717	-2244.0038537141504
6400	74.97941164393616	-2309.963253985744	-2234.9838423418078
6600	73.27576201588023	-2293.4253047032475	-2220.149542687367
6800	72.61070223909852	-2273.4368596443314	-2200.826157405233
7000	83.83861734148729	-2259.9815123562084	-2176.142895014721
7200	84.98903168794058	-2253.075177583342	-2168.0861458954014
7400	86.49409683080943	-2243.8786856332804	-2157.384588802471
7600	89.22928933394537	-2237.7792520581033	-2148.549962724158
7800	88.78504854185672	-2223.309123562735	-2134.524075020878
8000	84.02222625978581	-2218.0243653718767	-2134.002139112091
