Sample	prior	likelihood	posterior
0	-17.975824968228945	-728.3463004711903	-746.3221254394192
200	-18.248566948766783	-605.3412365264212	-623.589803475188
400	5.488575155639959	-597.9347351407715	-592.4461599851315
600	12.676356327854462	-598.8054964649691	-586.1291401371146
800	13.08625533771711	-597.5213614446744	-584.4351061069573
1000	29.12018073523988	-595.6423037784508	-566.522123043211
1200	49.77639332536156	-592.6113314941919	-542.8349381688303
1400	49.882550327279354	-594.0707197737106	-544.1881694464313
1600	47.63322586705407	-591.3987576512704	-543.7655317842164
1800	61.7268402895326	-588.5510616782757	-526.8242213887431
2000	60.88206585275567	-591.8996013059093	-531.0175354531536
2200	63.58250882988685	-590.2440055145247	-526.6614966846379
2400	62.83852516221039	-591.7721220358922	-528.9335968736817
2600	61.44423601872151	-590.8780953145101	-529.4338592957886
2800	63.69002830806132	-591.7050775644038	-528.0150492563425
3000	62.0940013476234	-593.9907135026714	-531.896712155048
3200	60.84018152695498	-591.8700248719192	-531.0298433449642
3400	61.791910023359094	-594.7128992232911	-532.9209891999319
3600	61.97380973706126	-593.7958403671512	-531.8220306300899
3800	65.90216633195996	-590.0885105731663	-524.1863442412064
4000	68.09372253108151	-594.7921325798283	-526.6984100487467
4200	68.7463994861676	-592.1374663244864	-523.3910668383187
4400	67.7389679644452	-589.8130468771627	-522.0740789127175
4600	65.8200447263955	-591.6539126334179	-525.8338679070224
4800	64.10711166699711	-589.9294662333425	-525.8223545663454
5000	65.88988261831487	-591.1498893035384	-525.2600066852235
5200	67.27851709169025	-589.5987294927646	-522.3202124010744
5400	64.97858017278553	-591.7157385172837	-526.7371583444982
5600	63.044328186935694	-589.7215926618379	-526.6772644749022
5800	65.9037948511854	-588.99522532527	-523.0914304740846
6000	67.44860702259547	-589.9420897280867	-522.4934827054913
6200	67.94711653593144	-589.9702992613419	-522.0231827254105
6400	68.36200750485499	-591.2131023802682	-522.8510948754132
6600	68.9580551459281	-589.5023050518009	-520.5442499058728
6800	63.748047845766884	-589.2044276224331	-525.4563797766662
7000	68.95948304793366	-591.7609266322496	-522.801443584316
7200	70.2163293817857	-589.9304628399262	-519.7141334581405
7400	68.73753825336067	-589.6777863536216	-520.940248100261
7600	68.51208563734313	-588.9889400836269	-520.4768544462837
7800	65.98941795385007	-590.5001444182865	-524.5107264644364
8000	67.96942671820457	-588.5878794360954	-520.6184527178908
8200	67.01257424795487	-588.5024408497178	-521.489866601763
8400	69.91862811338183	-589.4666097847683	-519.5479816713864
8600	67.6058970914155	-591.3595529748653	-523.7536558834498
8800	69.26939285226884	-587.9449341628062	-518.6755413105374
9000	69.40789017065178	-588.8246733367379	-519.4167831660861
9200	64.1764683053263	-590.8490283354469	-526.6725600301206
9400	63.41348124922947	-586.8440786738418	-523.4305974246123
9600	63.530031725566324	-588.630003140808	-525.0999714152416
9800	62.32332867511848	-590.14428177926	-527.8209531041416
10000	60.95678712679542	-587.9610028711758	-527.0042157443803
10200	62.5646767117816	-588.1381705551587	-525.573493843377
10400	62.92814065595907	-589.1658265532833	-526.2376858973242
10600	64.8701048928268	-589.4496713589214	-524.5795664660945
10800	65.58728862367288	-589.6234539022684	-524.0361652785955
11000	64.80649015204514	-593.6395001356366	-528.8330099835914
11200	66.67978822145861	-593.3167999725565	-526.6370117510979
11400	66.83051817457466	-589.8724492944024	-523.0419311198277
11600	66.19887759629188	-590.9917890401799	-524.792911443888
11800	67.88084135204187	-591.8364690199624	-523.9556276679205
12000	64.33284880469222	-587.3783123531234	-523.0454635484311
12200	62.21019379062744	-589.6234558875553	-527.4132620969278
12400	63.77849723636536	-592.827994420585	-529.0494971842196
12600	63.012238875470494	-591.5132566335222	-528.5010177580517
12800	66.63996237853718	-591.4644224872405	-524.8244601087033
13000	67.90459259278548	-590.0712002369303	-522.1666076441448
13200	67.88073961981166	-590.9475721307115	-523.0668325108998
13400	66.07144136758544	-588.6511359984484	-522.579694630863
13600	66.05872094952855	-591.9854455484578	-525.9267245989292
13800	66.88024142440705	-593.8720612658968	-526.9918198414898
14000	67.11418850225499	-595.8668289579824	-528.7526404557275
14200	65.4233904324258	-589.7759735335478	-524.352583101122
14400	65.21236827104053	-589.4397632757998	-524.2273950047593
14600	65.18988200984094	-590.3851270177784	-525.1952450079374
14800	59.17509345929684	-593.9230632790637	-534.7479698197669
15000	57.748258227475944	-595.4125720680556	-537.6643138405797
15200	61.81207941534661	-594.8107856583474	-532.9987062430008
15400	62.99143844266076	-588.322496254758	-525.3310578120972
15600	65.57693443873627	-591.5326840716448	-525.9557496329085
15800	66.19043753650087	-591.5515661959199	-525.361128659419
16000	64.3024169892215	-592.4310637962785	-528.1286468070571
16200	65.44320703205406	-590.8096010874084	-525.3663940553544
16400	65.04426830486541	-592.6827063491445	-527.638438044279
16600	62.909867059484355	-590.7687247847391	-527.8588577252548
16800	63.818912163380034	-592.8668307738432	-529.0479186104632
17000	63.16454806381501	-596.1003396020924	-532.9357915382774
17200	61.74384572908732	-589.6114273949003	-527.867581665813
17400	64.56094785062848	-590.4661494246897	-525.9052015740612
17600	64.26314068968087	-589.2052852075326	-524.9421445178517
17800	63.57793895372856	-589.5699254773713	-525.9919865236427
18000	63.12146789979428	-589.379678683528	-526.2582107837337
18200	63.81137040383066	-589.9875059432787	-526.1761355394481
18400	63.96020085831258	-589.0387758498955	-525.078574991583
18600	64.74104669901216	-591.8530472546036	-527.1120005555914
18800	67.33630146110558	-588.1653803773419	-520.8290789162363
19000	67.28972812326987	-589.4622745549698	-522.1725464316999
19200	69.79494954482011	-589.2819183946995	-519.4869688498793
19400	67.00554962140073	-591.107398337437	-524.1018487160362
19600	66.7234915766129	-589.9936442824027	-523.2701527057898
19800	66.36670123392835	-592.0985826827772	-525.7318814488489
20000	64.61362121595462	-590.7019910302082	-526.0883698142536
20200	64.45140344764648	-588.852605567465	-524.4012021198185
20400	65.43999681978651	-593.3228486793519	-527.8828518595653
20600	67.86277966877512	-592.1762941289893	-524.3135144602142
20800	67.84239148826681	-590.4979566622109	-522.6555651739441
21000	68.13281163200216	-588.8889590529999	-520.7561474209978
21200	67.9201180583988	-587.3188836557401	-519.3987655973414
21400	67.95953157991762	-591.4427470319979	-523.4832154520802
21600	66.73042498949152	-591.8897755454989	-525.1593505560073
21800	68.81220065847812	-590.3196704692883	-521.5074698108102
22000	68.33803217715267	-589.2346393507925	-520.8966071736398
22200	68.19709594599288	-587.6702488181554	-519.4731528721625
22400	67.16350104246165	-589.3235122815548	-522.1600112390931
22600	66.43379776371418	-588.7417271530746	-522.3079293893604
22800	66.16233422592875	-588.8761372331531	-522.7138030072244
23000	68.64011928405398	-593.8252642017076	-525.1851449176536
23200	66.42221193127098	-589.6642622266255	-523.2420502953545
23400	67.43127242933673	-588.7703405918759	-521.3390681625392
23600	64.58613427384351	-588.7392999735697	-524.1531656997262
23800	64.40829333440729	-587.8291655122598	-523.4208721778525
24000	64.6679352619761	-587.5160085223229	-522.8480732603467
24200	64.16016927476176	-587.7294756716154	-523.5693063968537
24400	64.53447022245074	-588.85726494318	-524.3227947207292
24600	63.381314750384696	-590.175608311445	-526.7942935610603
24800	62.67550350609024	-588.445076038949	-525.7695725328588
25000	64.31431752150172	-587.3077415817655	-522.9934240602638
25200	67.05097116992128	-591.0720691330155	-524.0210979630942
25400	68.69824113455263	-591.3615749497507	-522.663333815198
