	Aromanian	Asturian	Catalan (Castelló de la Plana)	Catalan (Central)	Catalan (Manises)	Catalan (Minorcan)	Catalan (Northwestern)	Catalan (Valencia)	Dalmatian	Emiliano (Carpigiano)	Emiliano (Ferrarese)	Emiliano (Reggiano)	Franco-Provençal	French	Friulian	Galician	Istro-Romanian	Italian	Ladin (Fassano)	Ladin (Gardenese)	Latin (Archaic)	Latin (Late Classical)	Ligurian (Genoa)	Ligurian (Rapallo)	Ligurian (Stella)	Lombard (Bergamo)	Lombard (Plesio)	Megleno-Romanian	Neapolitan	Occitan	Old French	Old Italian	Picard	Piedmontese (Barbania)	Piedmontese (Carmagnola)	Piedmontese (Lanzo Torinese)	Piedmontese (Turinese)	Piedmontese (Vercellese)	Portuguese	Romagnol	Romanian	Romansh (Grischun)	Romansh (Surmiran)	Romansh (Sursilvan)	Romansh (Vallader)	Sardinian (Campidanese)	Sardinian (Logudorese)	Sicilian (Catanian)	Sicilian (Messinese)	Sicilian (Palermitan)	Sicilian (Southeastern)	Spanish	Tuscan	Umbrian	Venetian (Bellunese)	Venetian (Primiero)	Venetian (Venice)	Walloon
FEATHER_1	pˈe̯anə	plˈuma	pɫˈoma	pɫˈomə	pɫˈoma	pɫˈomə	pɫˈomɛ	pɫˈoma	pˈajna	pˈɛna	pˈɛna	pjˈoma	pʎˈɔ̃ma	plym	plˈume	plˈuma	pˈæna	pˈenna	pjˈuma	plˈuma	pˈɛnna~pˈɪnna	pˈɪnna	pˈenna	pˈeŋŋa	ʧˈymma	pjˈøma	pjˈyma	pˈe̯anə	pˈennə	plˈymo	plỹmə	pˈenna	plœm	pjˈyma	pjˈyma	pjˈyma	pjˈyma	pjˈyːma	pˈenɐ	pˈɛna	pˈanə	plˈimə	plˈemə	plˈemə	pˈɛnə	pˈinna	prˈumma	pˈinna	pˈinna	pˈinna	pjˈuma	plˈuma	pˈenna	pˈenna	pˈena	pjˈuma	pˈena	plym
FINGERNAIL_1	ˈunɡʎe	ˈuɲa	ˈuŋɡɫa	ˈuŋɡɫə	ˈuŋɡɫa	ˈuŋɡɫə	ˈuŋɡɫɛ	ˈuŋɡɫa	ˈoŋɡla	ˈuŋʤa	ˈɔnʤa	ˈonʤa	ˈɔ̃ɡʎa	ɔ̃ɡl	oŋɡulˈe	ˈunʎa	ˈuŋɡʎe	ˈuŋɡja	ˈombja	ˈondla	ˈʊŋɡʷɪs	ˈʊŋɡʷɪs	ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈonʤa	ˈunʤa	ˈunɡʎə	ˈoɲɲə~ˈɔɲɲə	ˈuŋɡlo	õŋɡlə	ˈuŋɡja	ɔ̃ɡ	ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈuŋʤa	ˈoːŋʤa	ˈuɲɐ	ˈonʤa	ˈuŋɡje	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡlə	ˈuŋɡa	ˈuŋɡra	ˈuɲɲa	ˈuɲɲa	ˈuɲɲa	ˈuɲɲa	ˈuɲa	ˈuŋɡja	ˈoɲɲa~rˈunʧu	ˈoŋʤa	ˈoŋʤa	ˈoŋʤa	ɔ̃k
FIRE_1																					ˈɪŋnɪs	ˈɪŋnɪs																																				
FIRE_2	fˈokŭ	fwˈeu	fɔk	fɔk	fɔk	fɔk	fɔk	fɔk	fuk	foːɡ	fɔɡ	fɔːɡ	fwa	fø	fuːk	fˈɔɣo	fok	fwˈɔko	fek	fwek			fˈøɡu	fˈøːɡu	fø	føk	føːk	fok	fˈokə~fwˈokə~ffwˈokə	fjɔ	few	fwˈɔko	fy	fø	fø	fø	fø~føɡ	føk	fˈoɣu	fuɡ	fok	fjew	fi	fjuk	fø	fˈoɣu	fˈoɡu	fˈɔku	fˈɔku	fwˈɔku	fwˈɔku	fwˈeɣo	fˈɔko	fˈoku	fˈoɡo	fok	fˈɔɡo~fˈoɡo	føː
FIRE_3																lˈume																																										
FISH_1	pˈesku	pˈeʃe	pejʃ	peʃ	pejʃ	peʃ	pejʃ	pejʃ	pjas	pɛs	pɛs	pɛs	pˈajsɔ̃~pˈɛsɔ̃	pwasɔ̃	pɛs	pˈejʃe		pˈeʃʃe	peʃ	pəʃ	pˈɪskɪs	pˈɪskɪs	pˈeʃʃu	pˈɛʃʃu	pˈɛːʃʃu	pɛs	pɛss	pˈe̯aʃti	pˈeʃʃə	pɛjs	pˈojsõn	pˈeʃʃe	piʃɔ̃	pəs	pɛs	pɛs	pes	pøs	pˈɐjʃɨ	pɛs	pˈeʃte	peʃ	peʃ	pɛʃ	peʃ	pˈiʃʃi	pˈiske	pˈiʃʃi	pˈiʃʃi	pˈiʃʃi	pˈiʃʃi	peθ	pˈeʃʃe	pˈeʃʃe	pes	pes	pˈese	pɛʃɔ̃
FISH_2																	rˈibæ																																									
FLESH OR MEAT_1													vjˈãda	vjɑ̃d																vjˈande			vjɑ̃n																									
FLESH OR MEAT_2																																														pˈɛʦʦa	pˈeʦʦa							ʧˈiʧʧa				
FLESH OR MEAT_3	kˈarne	kˈaɾne	kaɾn	kaɾn	kaɾn	kaɾn	kaɾn	kaɾn	kwˈorno	kˈɛrna	kˈaran	kˈɛːrna			car	kˈaɾne	kˈɒrne	kˈarne	ɕɛrn	ɕərn	kˈaroː	kˈaroː	kˈarne	kˈarne	kˈaːrne	kˈarne	kˈarna	kˈarni	kˈarnə		ʧar	kˈarne		karn	karn	karn	karŋ	kˈarne	kˈaɾnɨ	kˈeə̯rna	kˈarne	ɕarn	cɛrn	karn	ɕarn			kˈaɾni	kˈanni	kˈaɾni	kˈaɾni	kˈaɾne	kˈarne		kˈarne	kˈarne	kˈarne	ʧoːʀ
FLY (MOVE THROUGH AIR)_1																	letˈi				wɔɫˈaːrɛ					ulˈa																																
FLY (MOVE THROUGH AIR)_2	asbˈo̯airŭ	bolˈaɾ	voɫˈaɾ	buɫˈa	boɫˈaɾ	vuɫˈa	boɫˈa	boɫˈaɾ		vulˈɛːr	vulˈar	vulˈɛːr	volˈaː	vɔle	zvolˈaː	boˈaɾ		volˈare	ʒɡolˈɛr	ʒulˈɛ		vɔɫˈaːrɛ	ʒoˈaː	ʒuˈa	ʒvuˈɛ	ɡulˈa	ɡulˈa		vulˈa	vulˈa	volˈeːr	volˈare	vɔle	vulˈe	vulˈe	vulˈe	vulˈe	vulˈɛ	vuˈaɾ	vulˈeə̯	azburˈa	ʒɡulˈar	ʒɡulˈar	ʒɡulˈar	ʒvəlˈar	bolˈaj	bolˈare	vulˈaɾi~abbulˈaɾi	vulˈaɾɨ	vulˈaɾi	abbulˈaɾi	bolˈaɾ	volˈare	volˈa	volˈar	volˈar	volˈar~zvoe̯ˈar	vɔle
FLY (MOVE THROUGH AIR)_3																												pərəjˈes																														
FOOT_1		pje	pɛw	pɛw	pɛw	pɛw	pɛw	pɛw	pins	peː	pjɛ	pɛ	piː	pje	piːt	pɛ	piʧˈor	pjˈɛde	pe	pe	peːs	peːs	peː	pe	pe	pe	pɛ	piʧˈor	pˈɛɾə	pɛt	pje	pjˈɛ~pjˈɛde	pje	pe	pe	pe	pe	pɛ	pɛ	pe	piʧˈor	pe	pe	pej	pɛ~pe	pɛj	pˈede	pˈɛdi	pˈɛɾi~pˈɛdi	pjˈɛɾi	pˈɛɾi	pje	pjˈɛde		pie	pie~pɛ	pie	piː
FOOT_2	ʧiʧˈorŭ																																																									
FOOT_3																																																						fˈetta				
FULL_1		enʎˈeno																																																		ʎˈeno						
FULL_2																ʧˈeo																							ʃˈɐju																			
FULL_3	plˈinŭ~mplˈinŭ		pɫe	pɫɛ	pɫe	pɫɛ	pɫe	pɫe	plajn	piːn	pin	piːn	pʎɛː	plɛ̃	plɛŋ		pʎir	pjˈɛno	pjeŋ	pləŋ	pɫˈeːnʊs	pɫˈeːnʊs	piŋ	piŋ	ʧɛːŋ	pje	pjˈee	ɐmplˈin	kˈinə	pleŋ	plẽj̃n	pjˈɛno	plɛ̃	pjɛŋ	pjɛŋ	pjɛŋ	pjeŋ	piːŋ		pin	plin	plajn	plaɲ	plɛjn	plajn	prˈenu	prˈenu	kˈinu	kˈinu	kˈinu	ʧˈinu		pjˈɛno	pjˈenu~pˈinu	pjeŋ	pjeŋ	pjɛŋ~pjeŋ	plɛ̃
GIVE_1	daw	daɾ	donˈaɾ	dunˈa	donˈaɾ	dunˈa	donˈa	donˈaɾ	dwor	dɛːr	dar	dɛːr	baʎˈiː	dɔne	daː	daɾ	dɒ	dˈare	dɛr	dɛ	dˈarɛ	dˈarɛ	daː	da	dɛ	da	da	daw	dˈa	dunˈa	dõnˈeːr	dˈare	baje	de	de	dɛ	dɛ	dɛ	daɾ	deə̯	adˈa	dar	dar	dar	dar	donˈaj	dˈare	dˈaɾi	dˈaɾɨ	dˈaɾi~ɾˈaɾi	dˈaɾi	daɾ	dˈare	da	dar	dar	dar	dyne~nne
GOOD_1	bˈunŭ	boŋ	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	bɔ~bɔn	buŋ	bɔwn	bon	bɔwn	bɔ̃	bɔ̃	bɔŋ	bo	bur	bwˈɔno	boŋ	boŋ	bˈɔnʊs	bˈɔnʊs	buŋ	buŋ	buŋ	by	buŋ	bun	bwˈonə~bbwˈonə	boŋ	bõn	bwˈɔno	bwɛ̃	buŋ	buŋ	buŋ	buŋ	boːŋ	bõ	bown	bun	bun	buŋ	bjen	bun	bˈonu	vˈonu	bˈɔnu	bˈɔnu	bwˈɔnu	bwˈɔnu	bwˈeno	bˈɔno	bˈonu	boŋ	bɔŋ	boŋ	bɔ̃
GREEN_1																					wˈɪrɪdɪs					ert																																
GREEN_2	vˈe̯arde	bˈeɾde	vɛɾt	bɛɾt	bɛɾt	vɛɾt	bɛɾt	bɛɾt	vjard	verd	verd	vɛjrd	vɛ	vɛʁ	vɛrt	bˈeɾde		vˈerde	vert	vərt		vˈɪrɪdɪs	vˈɛrde	vˈerde	vˈɛːrde	vert	veːrt	vˈe̯ardi	vˈɛrdə~vvˈɛrdə	veɾt	vɛrt	vˈerde	vɛʁ	vɛrd	vɛrd	vɛrd	vɛrd	veːrt	vˈeɾðɨ	veːr	vˈerde	vɛrt	vɛrt	vɛrt	vɛrt	bˈirdi	vˈirde	vˈiɾdi	vˈiddɨ	vˈiɾdi	vˈiɾdi	bˈeɾðe	vˈerde	vˈerde	vert	vert	vˈerde	vɛʀ
GREEN_3																	zelˈen																																									
HAIR_1																																																kapˈiɖɖi	kapˈiɖɖɨ	kapˈiɖɖi	kapˈiɖɖi							
HAIR_2			kaβˈeʎ	kəβˈɛʎ		kəβˈɛj	kaβˈeʎ	kaβˈeʎ	kapˈej	kavˈiː	kavˈi	kavˈiː	ʃevˈøː	ʃəvø	cavˈɛj	kaβˈelo		kapˈello	ɕavˈej	ɕavˈəj	kˈapɪɫɫʊs	kˈapɪɫɫʊs	kavˈelli	kavˈelli	kavˈɛːji		kavˈɛll		kapˈillə		ʧəvˈel	kapˈello	kavjo	kavɛj	kavɛj	kavɛj	kavˈej	kavˈøj	kɐβˈelu	kavˈɛl		ɕəvˈɛls	cəvˈɛls	kəvˈɛʎs	ɕəvˈɛls								kapˈelli	kˈapillu	kavˈei	kavˈei	kavˈei	ʧyvɛ~ʧvɛ
HAIR_3	pˈerŭ	pˈelo														pˈelo	per									kjˈej		per		pɛw		pˈelo									pər					pˈiluzu	pˈilos					pˈelo						
HAIR_4					mˈoɲo																																																					
HAND_1	mˈɨnə	mˈano	ma	ma	ma	ma	ma	ma	mwoŋ	maŋ	man	maːn	mã	mɛ̃	maŋ	maŋ	mər	mˈano	maŋ	maŋ	mˈanʊs	mˈanʊs	maŋ	maŋ	maŋ	ma	maŋ	mˈɔnə	mˈanə	maŋ	mẽj̃n	mˈano	mɛ̃	maŋ	maŋ	maŋ	maŋ	maŋ	mɐ̃w̃	mãn	mˈɨnə	mawn	maŋ	mawn	man	mˈanu	mˈanu	mˈanu	mˈanu	mˈanu	mˈanu	mˈano	mˈano	mˈano	maŋ	maŋ	maŋ	mwɛ̃
HEAD_1		tjˈesta							tjˈasta	tˈɛsta		tˈɛsta	tˈeta	tɛt				tˈɛsta					tˈesta	tˈesta	tˈɛːsta					tˈɛsto		tˈɛsta	tjɛt	tˈɛsta	tˈesta	tˈɛsta	tˈesta	tˈɛsta		tˈɛə̯sta								tˈɛsta	tˈɛsta	tjˈɛsta	tˈɛsta		tˈɛsta		tˈɛsta	tˈɛsta	tˈɛsta	tjɛːs
HEAD_2																																														kˈɔŋka	kˈoŋka											
HEAD_3	kˈapŭ	kabˈeθa	kap	kap	kap	kap	kap	kap	kup		kɔ				caːf	kaβˈeθa	kɒp		ʧef	ʧə	kˈapʊt	kˈapʊt				ko	kˈoo	kap	kˈapə		ʧjef	kˈapo							kɐβˈesɐ		kap	ɕaw	cˈeə	ɕaw	ɕew							kaβˈeθa		kapˈɔʧʧa				
HEAR_1		sentˈiɾ	sentˈiɾ	səntˈi	sentˈiɾ	səntˈi	sentˈi	sentˈiɾ	sentˈar	siŋtˈiːr	sintˈir	sˈɛjnteːr~sintˈɛjr			sintˈiː			sentˈire	sentˈir				seŋtˈiː	seŋtˈi	seŋtˈi	sintˈi~sentˈi	sentˈi		səntˈi					sˈɛŋte	sˈɛŋte	sˈɛŋte	sˈeŋte	sˈeːŋti		sintˈi			santˈɛkr					sˈɛntiɾi	sˈɛntɨɾɨ	sjˈɛntiɾi	sˈɛntiɾi		sentˈire	sintˈi	seŋtˈir	seŋtˈir	seŋtˈir	
HEAR_2													awˈire			owβˈiɾ				awdˈi	awdˈiːrɛ	awdˈiːrɛ						ut		awzˈi	oˈir	udˈire							owvˈiɾ		aawzˈi	udˈir		udˈir								oˈiɾ						
HEAR_3																														entˈɛndɾe																intˈɛndi	intˈendere											
HEAR_4	ˈavdu												ɛ̃tˈɛ̃dre~ɛtˈɛdre	ɑ̃tɑ̃dʁ			avzˈi																ɛ̃tɛ̃d												dudˈir													atɛ̃t
HEART_1	ˈinimə																jˈirimæ																								ˈinimə																	
HEART_2		koɾaθˈoŋ	kɔɾ	kɔɾ	kɔɾ	kɔ	kɔɾ	kɔɾ	kwor	koːr	kɔr	koːr	køː	kœʁ	kuːr	koɾaθˈoŋ		kwˈɔre	ker	kwer	kɔr	kɔr	kø	kø	kø	kør	køːr	burˈik	kˈɔɾə	kɔɾ	kwœr	kwˈɔre	ʧœʁ	kør	kør	kør	kør	kør	kuɾɐsˈɐ̃w̃	kɔə̯r		kor	kor	kor	kɔwr	kˈɔru	kˈoro	kˈɔɾi	kˈɔɾɨ	kwˈɔɾi	kˈɔɾi	koɾaθˈon	kˈɔre	kˈɔre	kɔr	kɔr	kwɔr	kœːʀ
HEAVY_1														luʁ																luɾd			luʁ																									
HEAVY_2		pesˈao	pezˈat	pəzˈat~pəzˈan	pesˈat	pəzˈat	pezˈat~pezˈan	pezˈat	pezwˈont	peːz	pes	pɛjz	pɛzã		pezˈant	pesˈaðo		pesˈante	pezˈok	pəzˈɔk			pezˈaŋte	pezˈaːŋte	pezˈaːŋte		pezˈaːnt		pəsˈantə~pˈisantə	pˈɛwʤe~pˈezant	pəzˈãnt							pizˈaːŋt	pɨzˈaðu	pˈɛzãnt					pəzˈant			pisˈanti	pisˈantɨ	pisˈanti	pisˈanti	pesˈaðo	pˈeso	pˈesu	pezˈaŋte		pezˈaŋte	pɛzã
HEAVY_3	ɡrew																ɡrev				ɡrˈawɪs	ɡrˈavɪs				ɡref		ɡrew				ɡrˈave		ɡrɛv	ɡrɛv	ɡrɛv	ɡrɛv				ɡrew	ɡref	ɡref	ɡref	ɡrɛjf	ɡraj	ɡrˈave									ɡrew		
HORN (ANATOMY)_1	kˈornu	kwˈeɾno	bˈaɲa	bˈaɲə	bˈaɲa	bˈaɲə	bˈaɲɛ	bˈaɲa	kwarŋ	kˈɔren	kˈɔran	kˈɔːren	kˈøːrna	kɔʁn	kwaːr	kˈɔɾno	korn	kˈɔrno	kɔrn	kɔrn	kˈɔrnuː	kˈɔrnuː	kˈɔːrnu	kˈɔrnu	kˈɔːrnu	kˈøren	kˈɔrnu	korn	kˈɔrnə	bˈano	kɔr	kˈɔrno	kɔʁn	kɔrn	kɔrn	kɔrn	kɔrn	kˈɔːrnu	kˈoɾnu	kˈɔə̯ran	korn	kˈɔrnə	kˈɔrnə	kˈɔrnə~ɕjern	kˈɔrnə	kˈɔrru	kˈorru	kˈɔɾnu	kˈɔnnu	kwˈɔɾnu	kwˈɔɾnu	kwˈerno	kˈɔrno	kˈornu	kˈɔrno	kˈɔrno	kˈɔrno	kwãn
HORN (ANATOMY)_2																																							ʃˈifɾɨ																			
I_1	jo~mˈine	jo~mi	jɔ~me	ʒɔ~mə	jo~me	ʒɔ~mɛ	jɔ~me	jɔ~me	ju~me~mi	mɛ	mi	me	dɛ~maj~mɛ	ʒə~mwa	jo~me	ɛw~miŋ	jo~mˈire	ˈio~me	ʤe~me	je~me	ˈɛɡoː~ˈɛɡɔ~meːd	ˈɛɡɔ~meː	mi	mi	mi	me	mi	jo~jew~iwə~mini	ˈijə~i~me	jew~me	ʤə~moj	ˈio~me	eʒ~mi	mi	mi	mi	mi	miː	ew~mɨ	me	jew~mˈine	jaw	ˈiə~me	jew~mej	ɛw~maj	dɛw~mɛj	dˈeo~me	ju~mi	jɔ~mi	jɔ~ju~mi	ju~mi	ɟ͡ʝo~mi	ˈio~me	ˈio~me	mi	mi	mi	ʤy~mi
KILL_1									dramwˈor				twaː	tɥe																tyˈa~tyjˈa			tɥe																									tuwe
KILL_2																	uʧˈide	uʧʧˈidere													oʦˈirə	anʧˈidere									auʧˈide																	
KILL_3																													aʧʧˈiɾəɾə																													
KILL_4															kopˈaː						ɔkkˈiːdɛrɛ	ɔkkˈiːdɛrɛ				køpˈa														akupˈeə̯					kəpˈar										kopˈar	kopˈar	kopˈar	
KILL_5	vˈatəm																																																									
KILL_6																																														boʧʧˈiri	bokkˈire											
KILL_7		matˈaɾ	matˈaɾ	mətˈa	matˈaɾ	mətˈa	matˈa	matˈaɾ		masˈɛːr	maʦˈar	masˈɛːr				matˈaɾ			maʦˈɛr	maʦˈɛ			massˈaː	ammassˈa	maʦʦˈɛ		maʦˈa	nek						masˈe	masˈe	masˈe	masˈɛ	masˈɛ	mɐtˈaɾ		aomorˈɨ	məʦˈar	məʦˈar	məʦˈar				ammaʦʦˈaɾi~mmaʦʦˈaɾi	ammaʦʦˈaɾɨ	ammaʦʦˈaɾi	ammaʦʦˈaɾi	matˈaɾ	ammaʦʦˈare	mmaʦʦˈa				
KNEE_1		rodjˈeʎa																																																		roðˈiʎa						
KNEE_2			ʤinˈoʎ	ʒənˈoʎ	ʧenˈoʎ	ʒunˈoj	ʒinˈoʎ	ʧinˈoʎ	ʤinwˈak~ʤinˈawk	znɔːʧ	ʒnɔʧ	ʒnɔːʧ	ðɛnˈœ~ðɛnˈɔ~ðɛnˈoj	ʒənu	ʤenˈɔli	ʃeˈonʎo			ʒənˈeje		ɡˈɛnʊ	ɡˈɛnʊ	ʒenˈuʤʤu	zenˈuʤʤu	ʒenˈuʤʤu	zønˈøʧ	ʤinˈøʧʧ			ʤejnˈuj~ʤinˈuŋ	ʤənˈoʎ		eʒnu	ʤinˈuj	ʤinˈuj	ʤinˈuj	ʤˈinuj	znøʧ	ʒuˈɐʎu	ʒnɔʧ	ʤenˈuŋkʲ	ʒənˈuʎ	ʒənˈuʎ	ʒənˈuʎ	ʒnwoʎ	ʒenˈuɣu									denˈɔʧo	denˈɔʧo	zenˈɔʧo	ʤynɔ~ɲɲɔ
KNEE_3	ʒinˈukʎu																ʒerˈuŋkʎu	ʤinˈɔkkjo		ʒənˈodl								zinˈukʎu	dənˈukkjə			ʤinˈɔkkjo															benˈukkru	ʤinˈɔkkju~dinˈɔkkju~inˈɔkkju	ʤinˈɔkkju	ɾinwˈɔkkju			ʤinˈɔkkjo	ʤinˈokkju				
KNEE_4																																																			ɾinwˈɔʧʧu							
KNOW (SOMETHING)_1	ʃtiw	sabˈeɾ	saβˈeɾ	saβˈɛ	saβˈeɾ	sˈɛβɾə	saβˈe~sapiɣˈe	saβˈeɾ	sapˈar	savˈer	saˈɛr	savˈɛjr	savˈaj	savwaʁ	savˈeː	saβˈeɾ	ʃti	sapˈere	saˈer	savˈəj	skˈiːrɛ	skˈiːrɛ	savˈeː	savˈej	savˈɛj	saˈi	savˈɛ	ʃtiw	sapˈɛ~sapˈe	sˈawpɾe~saʧˈe	savˈojr	sapˈere	savweʁ	savˈɛj	savˈɛj	savˈɛj	savˈej	savˈej	sɐβˈeɾ	savˈeː	aʃtˈi	səvˈajr	səvˈɛkr	səvˈer	səvˈajr	ʃˈiri	iskˈire	sapˈiɾi	sapˈiɾɨ	sˈapiɾi~sapˈiɾi	sapˈiɾi	saβˈeɾ	sapˈere	sapˈe	savˈer	saˈer~savˈer	savˈer	sawɛ~sawɛʀ
LEAF_1																																																		pˈampina	pˈammina							
LEAF_2	frˈɨnʒə																			plˈeʧa								frˈunzə													frˈunzə																	
LEAF_3		fwˈeja	fˈuʎa	fˈuʎə	fˈuʎa	fˈuə	fˈuʎɛ	fˈuʎa	fwˈaʎa~fwaʎ	fˈoja	fˈɔja	fˈɔja	fˈoʎe	fœj	fwˈee	fˈoʎa	fˈoʎe	fˈɔʎʎa	fˈoa		fˈɔlɪũ	fˈɔljũ	fˈøʤʤa	fˈøʤa	fˈøːja	fˈɔja	fˈøja		fˈɔʎʎə	fɥˈɛjo	fwˈœʎə	fˈɔʎʎa	fœl	fˈøja	fˈøja	fˈøja	fˈøja	fˈɔːja	fˈoʎɐ	fˈoja		feʎ	fiʎ	feʎ	fˈøʎə	fˈɔlla	fˈoʒa	fˈɔɟɟa	fˈɔɟɟa	fwˈɔɟɟa	fˈɔɟɟa		fˈɔʎʎa	fˈɔja	fˈɔja	fˈɔja	fˈɔja	fuj
LEAF_4																																																				ˈoxa						
LIE (REST)_1																																																kuɾkˈaɾisi	kukkˈaɾɨsɨ	kuɾkˈaɾisi								
LIE (REST)_2																													kukkˈa																													
LIE (REST)_3																										bøtˈassˈo	bytˈassʤˈu																															
LIE (REST)_4								ʧitˈaɾse			kuʧˈars					dejtˈaɾse																																										
LIE (REST)_5																					jakˈeːrɛ	jakˈeːrɛ																																				
LIE (REST)_6	ʒˈakŭ					ʒˈɛwɾə				zakˈɛːr		ʒakˈɛːr~ʒakwˈer					zaʧˈɒ			ʤˈəʒər								zak			ʤezˈir	ʤaʧˈere										ʤəʒˈajr		ʒer	ʤəʒˈajr													
LIE (REST)_7														ɛtʁkuʃe																			ɛtkuʧe																									ɛskuːʧeː
LIE (REST)_8																				ʃtˈɛpundˈu														stˈekuʤˈa	stˈekuʤˈa	stˈekuʤˈa	stˈɛkuʤˈa	stɛkwatˈaː																				
LIE (REST)_9																							ˈeːseakwˈeːɡoːw																																			
LIE (REST)_10																																						vesikwatˈaː																				
LIE (REST)_11																									ruversˈeːse																																	
LIE (REST)_12																																									astˈakulkˈat~afˈikulkˈat						essˈerekolkˈadu~istˈarekolkˈadu											
LIE (REST)_13																													stˈakukkˈatə																													
LIE (REST)_14																																											ʃtˈartˈarə															
LIE (REST)_15																																																									stˈardestirˈa	
LIE (REST)_16		estˈaɾtumbˈao	estˈaɾtombˈat																																																	estˈaɾtumbˈaðo						
LIE (REST)_17					estˈaɾʧitˈat														ˈeserbutˈaʒˈu~ʃtˈerbutˈaʒˈu																				iʃtˈaɾdɐjtˈaðu																stˈarbutˈado	stˈarbutˈado		
LIE (REST)_18																				veʃtˈərpundˈu																																						
LIE (REST)_19																		ˈɛsserezdrajˈato																																			ˈɛsserezdrajˈato					
LIE (REST)_20				əstˈastiɾˈat			astˈaastiɾˈat								jesidistirˈaːt																																											
LIE (REST)_21																																																			ʃtinnˈiɾisi			ʃtˈɛnnese				
LIE (REST)_22																								sdrˈajaːse																																		
LIE (REST)_23																																														abarrˈajkrokkˈaw												
LIVER_1														fwa																	fˈojə		fwɛ																									fwa
LIVER_2	ɕikˈatŭ~ixkˈatŭ	fˈeɡado	fˈeʤe	fˈeʤə	fˈeʧe	fˈeʤə	fˈeʤe	fˈeʧe	fiɡwˈot	fˈedeɡ	fˈɛɡat	fˈedeɡ	fˈɛðo		fiˈaːt	fˈiɣaðo	fikˈɒʦ	fˈeɡato					fˈeɡatu	fiɡˈɛːtu	fˈeɡatu	fˈidek	fˈidɛk		fˈɛɣatə~fˈeɣatə~fˈekatə	fˈeʤe		fˈeɡato		fˈidik	fˈidik	fˈidik	fˈedik	fˈiːdik	fˈiɣɐðu	fˈeːɡat	fikˈat					fiɡˈaw	fˈikadu	fˈikatu	fˈikatu	fˈikatu	fˈikitu	ˈiɣaðo	fˈeɡato	fˈekatu~fˈeðiɡu	fˈeɡato	fˈɛɡato	fiɡˈa	
LIVER_3																			fjˈanˈejɡɛr																																							
LIVER_4																					jˈɛkʊr	jˈɔkʊr																																				
LIVER_5																												drop														ɲirˈom~dir	nirˈom~dɛkr	dir	ɲərˈom~ɲirˈom													
LIVER_6																				fujˈafˈoʃk																																						
LONG_1	lˈunɡu	ʎˈaɾɡo	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk	ʎaɾk	luŋɡ	luŋɡ	luŋɡ	lɔŋɡ	lɔ̃	lɔ̃	luŋk	lˈoŋɡo	luŋɡ	lˈuŋɡo	loŋk	loŋk	ɫˈɔŋɡʊs	ɫˈɔŋɡʊs	lˈuŋɡu	lˈuŋɡu	lˈuŋɡu	loŋk	loŋk	lunk	lwˈoŋɡə	loŋk	lõŋk	lˈuŋɡo	lɔ̃	luŋɡ	luŋɡ	luŋɡ	luŋɡ	loːŋ		loŋɡ	luŋɡ	luŋ	luŋ	ljuŋ	luŋ	lˈoŋɡu	lˈoŋɡu	lˈɔŋɡu	lˈɔŋɡu	lwˈɔŋɡu	lwˈɔŋku	lˈaɾɡo	lˈuŋɡo	lˈoŋɡu	lɔŋk	lɔŋk	e̯ˈoŋɡo	lɔ̃
LONG_2																																							kõmpɾˈiðu																			
LOUSE_1	pidˈukʎu								pedˈoklo								pedˈukʎu	pidˈɔkkjo										pidˈukʎu	pəɾˈukkjə			pidˈɔkkjo									pədˈuke						preˈukku	piɾˈɔkkju~pidˈɔkkju	piɾˈɔkkju~pidˈɔkkju	piɾwˈɔkkju			pidˈɔkkjo	piðˈokkju				
LOUSE_2											vdɔʧ										pˈeːdɪs	pˈeːdɪs	piɡˈøʤʤu	piɡˈøʤʤu																bdɔʧ															pedˈɔʧo	pedˈɔʧo		
LOUSE_3		pjˈojo	poʎ	poʎ	poʎ	poj	poʎ	poʎ		pjoːʧ		pjoːʧ	pjy~pjyː	pu	pedˈɔli	piˈoʎo			pˈoje	podl					pjˈøʤʤu	pjøʧ	pjøʧʧ			pezˈu	peˈoʎə		pu	puj	puj	puj	puj	pjøʧ	piˈoʎu			pluʎ	pluʎ	pluʎ	plwoʎ	priˈoɣu					pɾˈuʧʧu	pjˈoxo					peˈɔʧo~peˈoʧo	pøː
MALE PERSON_1	bərbˈatŭ																											bərbˈat													bərbˈat																	
MALE PERSON_2																	mˈuʃki															mˈaskjo																	mˈaskulu	mˈaʃkulu								
