	Anuta	Austral (Ra'ivavae)	Austral (Rurutuan)	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
BIG_11								tamana																						
BIG_12										ruʔaruʔa																				
BIG_13																		koorereka												
BIG_14															hamataku															
BIRD_1	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manulele	manu	manu	manu	manu	manu~maimua	manu	manurere	manu	manulele		manu	manu	manu	manu	manulele	manumanu	manulele
BIRD_2																							kivi							
BITE_1				ʔuu	utia				uu~eki	eti			eti						ɡau	eti	uʔu	utia~u			uuti	uʔu			usia~esia	uʔu
BITE_2							nahu				ŋau			nahu									nunu		ŋau				ŋalia	
BITE_3	kati		paʔati					kati				ketʃia				kati	kati	kakati				ʔati			kati		kati			
BITE_4						maŋuʃia																								
BITE_5															takiluu															
BITE_6																								hohoni						
BITE_7			ʔooʔiniʔini																											
BLACK_1														hivahiva													hiva			
BLACK_2			ʔereʔere				ʔeleʔele			kerekere								kerekere	kerekere					ʔereʔere		ʔuliʔuli				
BLACK_3		ʔeɢeʔeɢe																												
BLACK_4											maŋu	paku																		
BLACK_5	uri				uri	uri		uli		uri			uli			uri	uli	uriuri		uri		uliuli	uli		uri		uri	uli	uli	
BLACK_6				ʔuli					ʔuli											ʔiva~kere	ʔuɡi						kere			ʔuli
BLACK_7															riparara															
BLOOD_1	toto	toto	toto	toto	toto	toto	koko	dodo	koko	toto	toto	atoto	toto	toto	toto	toto	toto	toto	toto	toto	toto	toto		toto	toto	toto	toto	toto	toto	toto
BLOOD_2																												kelakela		
BLOOD_3																							haeko							
BONE_1	ivi~ui	iviivi	ivi	ivi	sui	iui	iwi	iwi	ivi	ivi	iwi	teiβi	ivi~hui	ivi	ivi	ivi	ivi	ivi	ivi	ivi	ibi	ivi	ivi	ivi	ivi	hui	ivi	ivi	ivi	hui
BREAST_1															hatahata														hatahata	
BREAST_2			tiitiiːti																					tiitiiːti						
BREAST_3										kuperu																				
BREAST_4														kiʔinene																
BREAST_5		ʔouma	ʔoouma																ʔuu								koouma			
BREAST_6	uu			uu	mumu	u	uu	uu	uu		uu			u	uu	uu	aloalo~wuu~uma	uu~umauma~alo		uu	uu		uu		uu			uu		
BREAST_7												susu										susu								
BREAST_8													huhu													huhu				huhu
BURN_1				susunu																		susunu								
BURN_2	tutu~tuŋia~tapu	tutuʔi			tuŋia	tuŋia	kuni	dudu~tuŋi	kuŋi	tutu~taʔu	tahu	tuŋia	tuŋi~tafu	tutu	ttuni	tahu	tutu	tutu	tutu	tutuŋi~taʔu	tutu~tuuŋia	tafu	tutu~tuunia	tutuʔi	tutu~tafu	tutu	tuŋi~tahu	tuɡia~tafu		tutu
BURN_3							ʔaa			kaʔa								kaa											khaa	
BURN_4																						mu							ula	
BURN_5			ʔaʔaʔama																											
BURN_6														hakauʔa																
CLOUD_1								kororaŋi												tumuraŋi										
CLOUD_2												taeteraŋi															titi			
CLOUD_3											kapua				kaniva		kaapuao	kapua												
CLOUD_4																		kaikaiŋa										kaumana		
CLOUD_5									puulehu										kohu											
CLOUD_6					ᵐboroa																								meluao	
CLOUD_7													laɡi						raɡi											
CLOUD_8	ao	ata	ata	ʔao		boa	ao			ao				ao		oo		ao		tiao	ʔao	ao		ata	ao	ʔao	ao			ʔao
CLOUD_9																							lehuna							
COLD_1			toʔetoʔe															toketoke		anutoketoke				toʔetoʔe			toketoke			
COLD_2							anu			anu				anu		anu	ano			anu							anu			
COLD_3																						maluuluuːlu						maaluaːluluaːluːlu		
COLD_4	makariri			makalili	makariri	makaliɡi		makariri	maalili	makariri	makariri	makariri	makalili	makarere	makariri	makariri	makalili	makalili			makaɡiɡi	maʔalili	makalili		makariri		makariri	makalili	maliki	makalili
COLD_5				momoko																						momoko				
COLD_6																			takeo											
COLD_7														kamariri																
COLD_8		haumaaɢuaːɢu																												
COME_1														tihe																
COME_2																			tuʔu											
COME_3			ʔaeremai~ʔanomai									fenmai						taumai												
COME_4		haeɢemai						hani	haamai		haeremai			heʔemai				hanomai~haeremai					halemai	haeremai						
COME_5					numai	ʰmai	mai								oomai		lolomai	naumai~romai				oomai				oomai	mai	mai		
COME_6	au			ʔau						aʔu			aua				jau	aro			aʔu	sau			au	haʔu		hau	au	aʔu
COME_7																				taataaːtaʔi										
COUNT_1	rau			lau	taua	tau		dau	pau			tao		tau	ppau	tau		taale		taareaːre	tau		pau		tau~rau	laua		lau~tau	phaua	lau
COUNT_2		taiʔo	taiʔo								tatau		totou				tatau	tatauaŋa	tataku	tatau		faitau		taiʔo						
COUNT_3										touʔara																				
COUNT_4																	wakalau													
COUNT_5							helu																							
DIRTY_1														paʔapaʔa						ʔavaʔava	paɡapaɡa									
DIRTY_2	parapara			palapala									palapala		kerekere			parapara				ʔeleʔelea						kelekelea	pelapela	palapala
DIRTY_3										paneu	paru		pilo				palanui						pela		kere	ʔuli		pala		
DIRTY_4						paku		tokoria				paku					pakuoŋea												paku	
DIRTY_5									sava					hava		sava			hava				sava				hava			
DIRTY_6		ɢepo	repo				lepo										lepo	lepo		repo				repo						liko
DIRTY_7					uri	uriuri													one											
DOG_1														nuhe																
DOG_2																						maile								
DOG_3	korii	ʔuɢi	ʔuuriuːri	kulii	kuri	kuli	ʔiilio		poi	kurii	kurii	kori	kulii	kuʔi		kurii	puakaoa~kulii	kurii	kuri	kurii	kuɡi	ʔulii	kulii	ʔurii	kuri	kulii	kurio	kulii	kulii	kulii
DOG_4								pana																						
DOG_5																			paiheɡa											
DOG_6															manukaitama															
DRINK_1	inu	inu	unu	inu	βinu	inu	inu	inu	uŋu	inu	inu	unu	inu	inu	inu	inu	inu	inu	unu	inu		inu	unu	inu	inu	inu	inu	inu	inumia	inu
DRINK_2																					mia									
DRY_1		maɢo	maroo	maloo~masa	maro	masa~matu	maloʔo	maŋo		maro	maroke	matu	maha	moʔo		masa	omoi	maroo		maroo	maɡoo	maŋo	masa	maroo	maroo~masa	moomoa	maroo		matʰuː~maŋoa	malo~maha
DRY_2																					maamala									
DRY_3	pakupaku								paupaʔu				pakaka	pakaka	pakupaku				pakapaka			paʔupaʔu~paʔaʔa								
DRY_4																												tauaki		
DRY_5																	wakapakapaka													
EAR_1	tariŋa	taɢiʔa	tariʔa	taliɡa	tariŋa	tariŋa		daliŋa	kaliŋa	tariŋa	tariŋa	teriŋa	teliŋa			tariŋa	taliŋa	tariŋa	tariɡa	tariŋa	taɡiŋa	taliŋa	talina	tariʔa	tariŋa	teliŋa	tariŋa	taliɡa	taliŋa	taliɡa
EAR_2														pua																
EAR_3							pepeiao																							
EAR_4															kautarina															
EARTH (SOIL)_1		ɢepo	repo				lepo			repo	repo			ʔepo		repo			repo	repo				repo			repo			
EARTH (SOIL)_2											oneone								one										tuaone	
EARTH (SOIL)_3	kerekere			kele	kere	kere		ɡele	ʔele		kere	kere	kele		kerekere		kelekele				keɡe		kele		kere	kelekele		kele	pela	kele
EARTH (SOIL)_4																	palapala													
EARTH (SOIL)_5																						lalolaŋi								
EARTH (SOIL)_6							honua																							
EAT_1	kai	ʔamu	ʔai	omaki~kai	foro~kaikai	keina	ʔai	ɡai	ʔai	kai	kai	kai	kai	ʔai	kai	kai	kaikai	kaikai	kai	kaiŋa	kai	ʔai	kai	ʔamu	kai	kai	kai	kai	kai	ʔomaki~kai
EAT_2																	tamitami													
EGG_1						vahvaka																								
EGG_2																													hatukio	
EGG_3		hueɢo					hua		hua		huamanu~heeki				hua	hua					hua			huero						
EGG_4																	wuamoa			ua										
EGG_5	puai		ʔua	fua	fuamoa							atolu							toua			fuaamoa			fuei		toouo	fua		
EGG_6																							tamamoa							
EGG_7																										foʔimanu				
EGG_8										maamarimoa									maamari											
EGG_9								ŋoko						mamaʔi																
EGG_10				niuniu																										
EYE_1	mata	mata	mata	mata	mata	mata	maka	mata	maka	mata	mata	mata	mata	mata		mata	mata	mata	mata	mata	mata	mata		mata	mata	mata	mata	mata	mata	mata
EYE_2														korohi				kanohi					kale							
EYE_3															kanamata					kanoʔi										
FALL_1			marua	malele						marere	makere	melu	mokulu	mokuʔu~mekeʔe			makulu			marere~makuru							marere~makiri		meu~emo	malele~mokulu
FALL_2																	paŋulu													
FALL_3								hiŋa						hina	heke				hiɡa								hiŋa			hiɡa
FALL_4							haaʔule																							
FALL_5														viʔi								paʔuu								
FALL_6	remo	topa	topa	too~siɡa	to				siŋa	topa				topa		siŋa	too	topa	topa	topa~ʔiŋa	too	too	sina	topa	siŋa	too	topa	too		
FALL_7						takaifo																								
FALL_8																	jiijiŋa													
FALL_9														huutehenua																
FAR_1				taumamaʔo																							taumamao			taumamaʔo
FAR_2			aatea																					aatea						
FAR_3	mamao			mamaʔo	iᵐbua	pʰai	mamao	mokoa	mao	mamaʔo		imao	mamao	memaʔo	mmao	momoo	mamao	momoo		mamao	mamaʔo	mamao	mmao		mao	mamaʔo		mamao	mao	mamaʔo
FAR_4																			kumi											
FAR_5											tafiti																			
FAR_6																		hakarere												
FAT (ORGANIC SUBSTANCE)_1								kiris						kerehi																
FAT (ORGANIC SUBSTANCE)_2									sunu	hinu			huni			sunu				ʔinu		suni	sinu		sinu		hinu			huni
FAT (ORGANIC SUBSTANCE)_3												kanainai																		
FAT (ORGANIC SUBSTANCE)_4														hinuʔama																
FAT (ORGANIC SUBSTANCE)_5	momona						momona								moomona							momona								
FAT (ORGANIC SUBSTANCE)_6																	tooŋaoːŋaua													
FAT (ORGANIC SUBSTANCE)_7										matatere																				
FAT (ORGANIC SUBSTANCE)_8																													utouto	
FAT (ORGANIC SUBSTANCE)_9			miʔi	ɡako	ŋako	ŋako					ŋako		ɡako				ŋako~matuu		nako	ŋako	ŋako	ŋaʔo		miʔi		ŋako		ɡako		
FAT (ORGANIC SUBSTANCE)_10		poɢia																												
FEATHER_1			ʔuruʔuru																	ʔuruʔuru						fulufulu				
FEATHER_2							hulu	ŋahuru								huru		huruhuru	huruhuru					huruhuru			huru		hulu	
FEATHER_3												wero					wulu													
FEATHER_4	puru			fulu	ᵐbala	furu			palaa	ʔuru			palaa		paraa						pala	ʔula~fulu	palaa		furu			fulu		palaa
FEATHER_5											hurumanu			huʔumanu																
FEATHER_6		huɢuhuɢumanu																												
FEMALE PERSON_1																		tamahine	tama											
FEMALE PERSON_2		vahine					wahine	ahina	hiŋe		wahine			hine~vehine	hahine	hine~vahine		vahine	bahine		hine~hahine		hine~hahine	vahine			hiine~vahiine		hana~hahine	
FEMALE PERSON_3	papine		vaʔine	fine	fafine	fafine				ʔaʔine~ʔine		tefine	fine~fifine							ʔine~vaʔine		fafine			fine	fefine		fafine		fine
FEMALE PERSON_4																	waawine													
FIRE_1	api	auahi	auaʔi	afi	afi	afi	ahi	ahi	ahi	aʔi	ahi	afi	afi	ahi	ahi	ahi	awi	ahi	ahi	aʔi	ahi	afi	ahi	auahi	afi	afi	ahi	afi	keu	afi
FIRE_2																												kavakava		
FISH_1	ika	iʔa	iʔa	ika	ika	ika	iʔa	iɡa		ika	ika	ika	ika	iʔa	ika	ika	ika	iika	ʔiika	ika	ika	iʔa	ika	iʔa	ika	ika	paru	ika	ika	ika
FISH_2									kaŋaha																					
FIVE_1	nima	pae	pae	lima	rima	rima	lima	lima	lima	rima	rima	erima	lima	ʔima	rima	rima	lima	lima	rima	rima	ɡima	lima	lima	pae~rima	rima	nima	rima	lima	lima	nima
FIVE_2																		taapahi												
FLESH OR MEAT_1									aŋohi														io						io	
FLESH OR MEAT_2												pakasi																		
FLESH OR MEAT_3																														meʔakai
FLESH OR MEAT_4	kanofi			kanofi		kʰano		kano							kanohi						kano				kanofi	kano		kanofi		
FLESH OR MEAT_5		ʔiʔo	ʔiʔo~ʔiinaʔi				ʔiʔo			kiko	kiko		kiko~kakano	kiko		kiko	kiko	kiko	kiko	kiko		ʔiʔo~ʔaʔano		ʔiʔo			kiko			
FLESH OR MEAT_6					kanmate																									
FLOWER_1															purupuru															
FLOWER_2																										kakala				
FLOWER_3								akai	uke												laka								imea	
FLOWER_4	pua		tiare	see		se	pua			tiare~pua	puaawai	fuma		pua		pua	pua~tiale	tiare	pua	pua		fuŋa	see	tiare	see		pua	pula		
FLOWER_5		tiaɢe		fiti	serakau								fiti																	fisi
FLY (MOVE THROUGH AIR)_1		ɢeɢe																			ɡeɡe					puna				
FLY (MOVE THROUGH AIR)_2								maaŋi																						
FLY (MOVE THROUGH AIR)_3	rere		rere	lele	rere	rere	lele		lele	rere	rere	rere	lele		rere	rere	lele	rere	rere	rere		lele	lele	rere	rere		rere	lele	lele	lele
FLY (MOVE THROUGH AIR)_4														ona							eba									
FLY (MOVE THROUGH AIR)_5															herrei															
FLY (MOVE THROUGH AIR)_6			ʔaʔamaraʔa																											
FLY (MOVE THROUGH AIR)_7																	pepeke													
FOOT OR LEG_1							waawae	wae			waewae							waewae												
FOOT OR LEG_2			ʔaavae																					ʔaavae						
FOOT OR LEG_3									kapuae											tapuae			tapuae							
FOOT OR LEG_4	vae			vaʔe	βae	vae			vae	aʔape		βae	vee	vae	vae	vae	vae		vaʔe	vae	baʔe	vae	vae		vae	vaʔe	vae	vae	vae	vaʔe
FOOT OR LEG_5		umaha																												
FOUR_1	paa	maha	ʔa	faa	fa	fa	haa	haa	haa	ʔa	faa	efa	faa	faa	haa	haa	waa	faa	ha	ʔaa	haa	efaa	haa	maha	faa	faa	haa	faa	haa	faa
GOOD_1										porotu																				
GOOD_2															taurekareka															
GOOD_3		maitaʔi	maitaʔi				maikaʔi							meitaʔi		maitaki		maitaki		meitaki				maitaʔi			meitaki			
GOOD_4						rufie													rivariva											
GOOD_5	rerei													ʔeka		reka	leka~lelei		reka	reka		lelei	leka		rekareka	lelei	reka	lelei	lavoi	lelei
GOOD_6									kau		pai						kalule				ŋɡaoi									
GOOD_7					sumarie											suumariŋa														
GOOD_8				maalie				humalia		marie		merie	melie									malie								maalie
GOOD_9														kanahau																
GRASS_1						ŋafari																								
GRASS_2												manamu																		
GRASS_3			matie	mutie	mauku		mauʔu			mutie				mutie	mouku	mauku			mouku	matie~mauku	mutie	mutia		matie	mauku	mohuku	moouku	mouku		musie~mohuku
GRASS_4									veve								vajavaja						veve							
GRASS_5	vao																												kaoa	
GRASS_6											karaaihe																			
GREEN_1												keskesa																		
GREEN_2														ʔoutiteʔe																
GREEN_3													lanulaukou															lanulauniu		
GREEN_4															uri														uiui	
GREEN_5																	ujiŋele													
GREEN_6																						usiusi								
GREEN_7	kepu								kea																kefu					
GREEN_8						rauneamaʰmata																lanumeamata				lanumata				
GREEN_9					matamata		maʔomaʔo																							
GREEN_10	mata	matie	matie	moto		moto				moto						matie			mata		moto		moto	matie	mata		matie			moto
GREEN_11																				taamatie										
GREEN_12																								niinamu						
GREEN_13																				ʔakamatie										
GREEN_14											kaakaaːkariki																			
HAIR_1							lauoho							ʔouoho																
HAIR_2								ŋahuru~hulu						huʔu		huru			oho		huɡu						huru			
HAIR_3																			huruhuru											
HAIR_4	puru		rouru	lauulu~fulu	fereuru	rauru~furu			laulu			rouru	lauulu~fulu		rauru		wuluwulu~lauulu	rauru		rauru~ʔuru		lauulu	laulu	rouru	rauuru~furu	louʔulu	roouru		laulu	lauulu~fulu
HAIR_5										rauoʔo																				
HAIR_6																												fulufulu		
HAIR_7											makawe																			
HAIR_8		huɢuhuɢupoʔo																												
HAND_1																				kapu							kapu			
HAND_2	nima~rima	ɢima	rima	lima	rima	rima	lima	lima	lima	rima	riŋa	rima	lima	ʔima	rima	rima	lima	rima	rima	rima	ɡima	lima	lima	rima	rima	nima	rima	lima	lima	nima
HEAD_1	uru		pao	ʔulu	nauru	uru				oʔo		kele	ulu	uʔu			ulu	ulu			ʔuɡu	ulu				ʔulu	uru	ulu		ʔulu
HEAD_2									poho														poho					piho	pihoulu	
HEAD_3		upoʔo	upoʔo				poʔo	liboɡo		upoko	upoko			upoko	pokouru	upoko		upoko	puoko	upoko				upoʔo	poko		upoko			
HEAR_1	roŋo			loɡo		raŋona		loŋo	loŋo		roŋo	roŋona		ʔono	rono	roŋo	laŋona	laŋona		roŋo	ɡoŋo		lono		roɡo		roŋo	loɡo	loŋo	loɡo
HEAR_2			ʔiiroʔaroʔa																											
HEAR_3																			ɡaroʔa											
HEAR_4					fanoŋo								faanoŋo													fenoŋo				
HEAR_5										ʔakaroŋo												faʔaloŋo		faʔaroʔo						
HEAR_6							hoʔolono																							
HEAR_7		haʔaɢoʔo																												
HEAVY_1										kikikiki																				
HEAVY_2																											tuʔatuʔa			
HEAVY_3	mamafa			mamafa	mamafa	mafa		maha	maha			mafa	mamafa								mamaha	mamafa	mmaha		mafa	mamafa		mamafa	maha	mamafa
HEAVY_4		toimaha					kaumaha			teimaha	taimaha				taenaha	taimaha		taimaha						toiaha						
HEAVY_5														tono			taewana													
HEAVY_6			tiaʔa											toko						teimaʔa										
HEAVY_7																			paɡahaʔa											
HOLD_1								tahi	kaohi						taaohi								taaohi							
HOLD_2			taapeʔa																		pipiki			taapeʔa						
HOLD_3																	liko		aaru											
HOLD_4					tauai									mau				mau							fesu					
HOLD_5	kuku	ɢave		kuku		kumia	paʔa				pupuri	puatia	kuku	ʔiʔima		kuku			kuku	kukua	ʔoso	ʔuʔu			puke~kuku	kuku		puke	pikia	puke~kuku
HOLD_6				sapo						taamau			hapo			taŋo	taŋo			taŋo					sapo		taŋo	taɡo		taɡo~hapo
I_1	kau	vau	au~vau	ku~kau	kou	au~avau	au	au	aŋau	au	au	aβau	ku~kau	ʔu~au	nau	au	aku~au	koau	au	ku~au	ku~kau	aʔu	au	vau~au	ku~kau	ou	ku~au	aku	au	koau
KILL_1							hoʔomake							haʔamate																
KILL_2														kukumi						kikini										
KILL_3																								taparahi			taparahi			
KILL_4			ta						kaa				taa	pehi	tiinai	taa		taa		taa	taa		taa		ta				taia	
KILL_5								taliki																						
KILL_6											patu						patu	patu		putu		fasioti					patu			
KILL_7	tamate		ʔaʔamate	tamate	teiakemate	ʃiakamate				tinaʔi		teiamatia							tiɡaʔi	taamatemate		taamate				taamateʔi		taamate	tamatea	tamatei
KILL_8																		pehikitetoka												
KNOW (SOMETHING)_1											moohio																			
KNOW (SOMETHING)_2														hani																
KNOW (SOMETHING)_3	iroa				iroa	iroa		iloo	ailoa				iloa		iloa		iiloloa					iloa	iloa		iloa			iloa	iloa	
KNOW (SOMETHING)_4																	wanewane													
KNOW (SOMETHING)_5				masani														maarama												
KNOW (SOMETHING)_6												taea											atamai							
KNOW (SOMETHING)_7				maatino													maawutu			maatau	maatino						maatau			
KNOW (SOMETHING)_8	poto	ʔite	ʔite	poto			ʔike			kite						kite		kite	aɡi	kite				ʔite	poto	ʔilo	kite			ʔiloʔi
LAUGH_1			ata												piha															
LAUGH_2	kata	ʔata		kata	kata	kata	ʔaka	katakata	ʔaka	kata	kata	kata	kata	ʔata		kata	kaakata	kata	kata	kata	kata	ʔata	kata	ʔata	kata	kata	kata	kata	kata	kata
LEAF_1	rau		rauʔere	lau	raurau	rau	lau	rou	lau	rau	rau	rau	au	ʔau	rau	rau	lau		raupa	rau	ɡau	lau	lau	rauʔere	rau	lou	rau	mulo~lau	lau	lau
LEAF_2		ɢaueɢe																												
LIE DOWN_1			taarava																											
LIE DOWN_2			tiiraʔa																											
LIE DOWN_3		tiiɢaha																												
LIE DOWN_4	takoto								kaʔoko		takoto		takoto		takoto	takoto	takoto	takato				taʔoto		taʔoto		tokoto	takoto		takoto	takoto
LIE DOWN_5			tiipapa																									fakapale		
LIE DOWN_6										ʔakaearaŋa																				
LIE DOWN_7																				ʔakatakoto										
LIE DOWN_8																				ʔakatiipapa										
LIE DOWN_9																	moekilalo											moekilalo		
LIE DOWN_10				moe	moe	moe		moe				moe		moe					moe	moe	moe		moe		moe					
LIE DOWN_11							hinamoe																							
LIE DOWN_12																		roharoha												
LIVER_1		ʔuupaʔa	ʔupaʔa																					ʔupaʔa						
LIVER_2	ate		ate	ʔate	ate	ate	ake	ade	ʔate	ate	ate	ate	ate	ate	ate	ate	ate	ate	ate	ate	ʔate	ate	ate		ate	ʔate	ate	ate	ate	ʔate
LIVER_3										kakaroumei																				
LONG_1	roa	ɢoa	roa	loa			loa	loo	loa	roa	roa		loa	ʔoa	rooroa	roa	loa	roa	roa	roa	ɡoa	loloa	loa	roa	loa	looloa	roa	loa	loa	loa
LONG_2						pʰalo																ʔumi								
LONG_3					leβaleβa																									
LONG_4												totoe																		
LOUSE_1				tuma									tuma													tuma				tuma
LOUSE_2																	lia													
LOUSE_3														kutupapa						kutupapa										
LOUSE_4	kutu	ʔutuʔu	ʔutu	kutu	kutu	kutu	ʔuku	ɡudu	ʔuku	kutu	kutu	kutu	kutu	ʔutu	kutu	kutu		ŋutu	kutu	kutu	kutu	ʔutu	kutu	ʔutu	kutu	kutu	kutu		kutu	kutu
MALE PERSON_1														heko													haakoi			
MALE PERSON_2																													mhe	
MALE PERSON_3	tamaaroa~taŋata	taane	taane	taɡata	taŋata	taane	kaane	daane	kaŋe	taŋata~tamaroa	taane	tane	taane	toa~tane~tamaʔoa	tanata	taane	taane	taŋata	tane	taane~tamaroa	taŋata	taane	tanata~taane	taane	taane	taŋata	taane	taane	taŋata	taʔane
MALE PERSON_4																		roopaoːpa												
MOON_1		ʔaavaʔe	ʔaavaʔe																					ʔaavaʔe						
MOON_2	maaina			maasina	masina	marama	mahina	maahina	malama	maʔina~maaʔina	marama		mahina	meʔama	marama	marama	maina	marama	mahina	marama	maasina	maalama~maasina	malama		marama	maahina	hina	maalama		maahina
MOON_3												aŋale																		
MOON_4																													akahu	
MOUTH_1		vaha					waha	haha			waha					vaha		vaha	haha					vaha			vaha			
MOUTH_2	ŋutu			ɡutu	ŋutu			ŋudu				ŋutu	ŋutu	nutu			ŋutu	ŋutu	ɡutu		ŋutu	ŋutu			ŋutu	ŋutu	ŋutu	ɡutu	ŋutu	mutu
MOUTH_3			vaʔa			fafa			puʔu	ʔaʔa				fafa	pukua					vaʔa			pukua							
NAME_1	iŋoa	iʔoa	iʔoa	iɡoa	iŋoa	iɡoa	inoa	iŋoo	iŋoa	iŋoa	iŋoa	iŋoa	hiɡoa	ikoa	inoa	iŋoa	iŋoa	iŋoa		iŋoa	iŋoa	iŋoa	male	iʔoa	iɡoa	hiŋoa	iŋoa	iɡoa	iŋoa	hiɡoa
NAME_2																			ʔiiɡoa											
NEAR_1								hoho											hahine											
NEAR_2							kokoke																							
NEAR_3																					hitaiaki									
NEAR_4				ofi																						ofi				
NEAR_5	nei			nei					ŋei								pili								piri			pili		
NEAR_6																			tupuaki										leuetʰaki	
NEAR_7															taupirimai								taupili							
NEAR_8			ʔatata		fefetai	tata				tata	tata	etata	tata	tata		tata	vaatata			tata		vaalata~lata		faatata			tata			tata
NEAR_9																						tafatafa								
NEAR_10																		taha												
NECK_1	ua			ʔua	ua			ua	ʔua		ua		ua				ua		ɡao		uʔa	ua	ua		ua	kia	ua	ua	ua	kia~uʔa
NECK_2			ʔaʔii				ʔaaʔiaːʔi			kaki				kaakiaːki		kakii	kakii	kakii		kakii				ʔaʔii			kaakiaːki			
NECK_3						penaaua						popo																		
NECK_4															koomanu															
NECK_5		ʔaɢapoʔa																												
NEW_1	pou	aapi		foʔou	fou	fou	hou	hoou	hoou	ʔou	hoou	fou	foou	hou	hoou	hoou	wou	foou	hoʔou	ʔoou	hoʔou	fou	hou		fou	foʔou	hoou	foou	hou	foʔou
NEW_2			aapiaːpi																					ʔaapiaːpi						
NIGHT_1	pouri~poo	poo	poo	pooʔuli	po	po	poo	boo	poo	poo	poo	po	pouli~poo	poo	poo	poo	poo	poiri~poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	taiao~poouli~poo	poo	pooʔuli~poo
NIGHT_2																											ruki			
NO OR NOT_1									he														heai							heʔe
NO OR NOT_2						ʃikai														ʔauraka	siʔai					ʔikai	kauraka			
NO OR NOT_3																	kaakole		taʔe	kaaʔore				ʔaita						
NO OR NOT_4	kairo	eʔere	eʔore	see	e		ʔole	tee		kore	kaahore	sai	tee	tee~ieai	te	kare	kaani~kaaji~kiai~jee	ekore	inakai		siai	iʔai~leai			siei			mooe~ikai	siai	
NOSE_1			putaeʔu																	putaaŋi									poŋaiu	
