	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
BURN (SOMETHING)_4							ʦʰwa																		ʦʋá							ʂwã					
BURN (SOMETHING)_5	pja															vja		pja		βa						fjà			pja	p͡furʱa							
BURN (SOMETHING)_6								βeːβja											vùʣa			psa															
BURN (SOMETHING)_7															kóóʃákúóʃá																						
BURN (SOMETHING)_8		dik	ʣiʔi	ɡɡja																							baka										
BURN (SOMETHING)_9												etumba	tumbuka	teːma																			támà				
CLOUD_1													lilu																			rù					
CLOUD_2																					ilifu					elevu					refu				ifu		ífù
CLOUD_3								eðwɛɔ	ìtù																												
CLOUD_4		nkut	ŋ̍kut																									winɡu									
CLOUD_5					mavunde																																
CLOUD_6																nihútte																					
CLOUD_7				kile		ekiʧwi	ɡole																ekiʧu	iɡicu	ɡòré									ɡole		kùtú	
CLOUD_8										dituta				diːkumbi	dívúbá							tambo															
CLOUD_9											tuti	lipáta																		papa							
CLOUD_10																			vìŋɡu	biŋɡu																	
CLOUD_11																	irumbe										ilunde						éléndè				
CLOUD_12	ìkumbi																	oʃikoɡo											ikkumbi								
COME_1				jja		ija						jà		ija		wa		ja					ija										íjà			jè	
COME_2																									buda				boola								
COME_3															vwá																						
COME_4																										fìkà											
COME_5	isa	zu	zu		úza		ʒa	oka	óka	iza	uisa						oriʃo		ʒá	ʤa	za	ʣa		za			iza	ʄa		ta	ta	t͡ɬà		da	za		zà
COME_6													taha																								
COUNT_1																			hasibu									hesabu									
COUNT_2																								harura													
COUNT_3																						welenɡa			ʋerenɡa												
COUNT_4																				waza																	
COUNT_5	pend										tanɡa	tánɡa			badika											badika						dúédísà	tenda			tánɡ	
COUNT_6		lan̂	laŋ													alakela																					
COUNT_7				bala	vala		bala	tala	tára								tanla				bala		bara				bala							βala	bala		bala
COUNT_8																														ɬàja							
DIE_1								̈a	â																												
DIE_2		wu	wu																																	wá	
DIE_3	fwa			fwa	fwa	fa	fa			fa	fwa	fa	ʃwa	fwà	fwa		fwa	sa	fa	fa	fa	fa	fa	p͡fa	fá	fwǎ	ʧa	fa	fwa	fá	fá	swá	fà	fa	fa		fá
DIE_4																kʰwa																					
DOG_1													nja								inja														inja		ínjà
DOG_2	imbwà	mvu	mvu	embwa	ḿbwa	embwa				mbua	mbwa	mbwá		mbwà	mbwá	mwalápwa		ombwa	mbwá	mbwá			embwa	imbwa	imbwá	ḿbwà	mva	mbwa	mubwa	mbjáná			ómbwà	mmbwa		mbóándé	
DOG_3								ŋɡiteːsolo																													
DOG_4																															mbzáná						
DOG_5																																ɲ̀ʧá					
DOG_6									kuro								ikite					ɡaru															
DOG_7							bɡa																														
DRINK_1	nwa	nju	ɲu	ɲra	ŋwa	ɲwa		ɲẅa	ɲuâ	nua	nwa		nwa		nwa		nwa	nwa	nwa	nwa		mwa	ɲwa	ɲwa	mwá		ŋwa	ɲwa	ɲwa	nwá	nwá	nwá	njwà	nwa		nú	
DRINK_2												mela									natʰa																
DRINK_3																wúrja																					
DRINK_4														tòma												tòma											
DRINK_5																																			sela		
DRINK_6																																					pʰuza
EAR_1																					inɮebe									nd͡levé	nd͡levé			ndeβe	ind͡ɮebe		índ͡ɮʱèbé
EAR_2																niɲáru																					
EAR_3																																				lóè	
EAR_4													zebe		díʧí					ʃiʃíjo								sikio				ʦɛ̀bɛ́					
EAR_5	ukùtwi			kutu	íkutu	okutwi		koto	ɣoto	kiiadi	kutu			kutwì			kuri	okuʦi	kío			kʰutu	okutu	uɡutwi			ɡutu		kutwi								
EAR_6		alo	alɔ																																		
EAR_7												litoi													itwí	etwì							étwɪ				
EARTH (SOIL)_1															búlóbá												bulonɡo										
EARTH (SOIL)_2					iloóŋɡo			moðaŋɡa											doŋɡó	doŋɡó								udonɡo									
EARTH (SOIL)_3														lobà																							
EARTH (SOIL)_4				ttaka												ittʰája						dotʰe															
EARTH (SOIL)_5						eitaka																	eitaka														
EARTH (SOIL)_6													fafasi					pevi								paʃi							pósì			vàsé	
EARTH (SOIL)_7											ntoto										umɬabatʰi														umɬaba		úḿɬâbà
EARTH (SOIL)_8												nansé																		misává	misává			mavu			
EARTH (SOIL)_9	ùmusilì								téːri								uteri																				
EARTH (SOIL)_10		si	si				vu			iʃi														isi	iv̤u												
EAT_1	lja				lja	lʲa	ja	ja̋	reâ			lía				lja	la	lja	la	la			rʲa	rʲa				la	lja				ljà	la			
EAT_2		di	ʣi							zuela	dia		ʧa	djà	dja						ɮa	dia			djá	djǎ				djá		ʤá			tja	dì	ɮʱá
EAT_3																															ɡá						
EGG_1						eihuli																	eihuri														
EGG_2	ilìni												lii				ijai	eji								ejì		jai	iji			ɪ́					
EGG_3			aki				ɡai			ba		likɛi												iɡi			iɡi									kɛ́í	
EGG_4				ɡɡi							diakì																										
EGG_5					iɡáaŋka			etumbe	itúmbé												iǃanda									tanʣá	tanʣá			ɡumba	iǃanda		íǃàndá
EGG_6		atji												dì	díjí				ʒwaí	ʤwaí		ʣira			zàí								ésa̍là				
EGG_7																nijóʧe																					
EYE_1		dis	ʣis								disu			dîːso	dîsú				ʣíʦo	ʣíʦo		díso			zísó			ʄiʧo		tíɬó	tíɬó						
EYE_2	ilìnso			luso	líiso	eliiʃo	eʃo	iːðɔ	ríːθɔ			líso	liito			usu	iriso				iliɬo		eriiʃo	ijiʃo		eìso	liso		lisi			ít͡ɬʰɔ́	ísò	lito	iliɬoameɬo	ísɔ̀	îsó
EYE_3										meɲa																											
EYE_4																		eho																			
FALL_1	wu						wa					éja				wúlùwa	wa			wa	wa									wà		wà			wà		wa
FALL_2								βaloka					lauka																				loka				
FALL_3															pòna											fona											
FALL_4																																		ɸuɸurea			
FALL_5		ku	ku	ɡwa	ɡwa	ɡwa			ɣua		bwa											ɡwa	ɡwa	ɡwa	ɡwa		ɡwa									kú	
FALL_6																												anɡuka									
FALL_7																			dúmba																		
FEATHER_1				kjooja		ebjoja		eβwea															ebjoja	ubwoja			boja										
FEATHER_2									ruɔjá									olwenja																			
FEATHER_3																												uɲoja									
FEATHER_4																																	éɲa̍				
FEATHER_5		asaé									nsala	lonsálá		sala	lúsala																					sálá	
FEATHER_6			endəŋ																																		
FEATHER_7																	mafuli																				
FEATHER_8							siba												púzi	uβuzi	upʰapʰe								ipepe			fàfá			upʰapʰe		upape
FEATHER_9	ìlisako												lifufa													lusǒ				risívá	limbáví						
FEATHER_10																ǹtɛ́nka						ntʰenɡa			mun̤ènɡá									mutʰenɡa			
FEATHER_11										kisiba																											
FEATHER_12					maweha																																
FINGERNAIL_1					ŋkombazala	mpambo																															
FINGERNAIL_2																ɛkátʰa			kófu			kʰádabo						ukuʧa									
FINGERNAIL_3																					uzipʰo														uzipʰo	tùkù	uzipo
FINGERNAIL_4			ʣɛɲ																																		
FINGERNAIL_5		jaé						waa																													
FINGERNAIL_6																	uʃaa																				
FINGERNAIL_7											luzala	linzaka			lúzadí										nzara								ólúudjálà				
FINGERNAIL_8	iljàla			lwala			ɲala		roára	kiala			linala	djàːlà				olunjala					ekjara	urwara		lwâla	njala		lwala	ŋwálá		nálá		lwala			
FINGERNAIL_9																				fuu																	
FIRE_1											tija											óto															
FIRE_2										tubia					kápja																						
FIRE_3		nduan	nduan																	ḿdro										nʣilo	nʣilu		óndálu̍				
FIRE_4					móoto		moto	mwaki	mwàːkì			mɔ́tɔ													mwòtó		moto	moto						mwoto			
FIRE_5	ùmulilo			mulilo		omulilo							mulilo	mudilo		mɔ́ːrɔ	muro	omulilo	móro		umlilo		omuriro	umuriro					mulilo			lɪ̀lɔ̀			umlilo	muíá	umlilo
FIRE_6																										kâlo											
FIREWOOD_1							huni													uhúni					huni												
FIREWOOD_2																														tʼiɦúɲí							
FIREWOOD_3																											ŋ̤wi									múíá	
FIREWOOD_4											nkuni	kóni				ikʰúni			ŋkúni		inkuni	kʰúni						kuni				χʊ́ŋ́		kʰuni	iiŋkʼuni		
FIREWOOD_5																																					iziŋkʼúni
FIREWOOD_6			nʣaʔa																							ntete											
FIREWOOD_7	mukoso				ŋɡwaáɡu																																
FIREWOOD_8				luku				oko	rokô																												
FIREWOOD_9						enkwi											nɡwi						enku	inkwi													
FIREWOOD_10		njaʔa																																			
FISH_1															múʃípá						inɬanzi					muʃìpà				nɬamp͡fi					intlanzi		ínɬànzì
FISH_2											mbisi	mbísi																					ómbi̍sí				
FISH_3						emfuru														nfí			inswi						nswi								
FISH_4		kos	kwas						tɛ́ɣa																									kʰoβe			
FISH_5	isabì				sóomba								tapi	ʃipa								sómba									ɬaβi	t͡ɬʰàpì					
FISH_6																												samaki									
FISH_7																			fí					ifi			ʃi									súè	
FISH_8				ekjeɲanja				ekojo																													
FISH_9																	ikunɡa																				
FISH_10										mbiji																											
FISH_11							hobe									ihópa		ohi																			
FISH_12																									hóʋé												
FIVE_1					hano												firaanu																				
FIVE_2		tan	tan	taano		itanu	ʃanu	itaanɔ	iθanɔ		tanu	mítáno				tʰanu			ʦánu	ʦánu	ɬanu	isanu	taano	tanu	ʃanu	tanu	itano	tano		ǹt͡ɬʰánu		t͡ɬʰánʊ́	tanu	tʰanu	ɬanu	tánò	ɬanu
FIVE_3															taanunombreʧardinal																						
FIVE_4													ketalizoho																								
FLY (MOVE THROUGH AIR)_1																														haha	haha						
FLY (MOVE THROUGH AIR)_2		jele	jele																								lala										
FLY (MOVE THROUGH AIR)_3						halala																															
FLY (MOVE THROUGH AIR)_4																			nʣí	nʣì	ndiza																ndiza
FLY (MOVE THROUGH AIR)_5													fufa			váva																fʊ̀fà		ɸuɸa	bʱabʱa		
FLY (MOVE THROUGH AIR)_6	pupuka			buuka			pʰururuka			vumuka	tilumuka				bùùka			tuka					ɡuruka	ɡuruka	bʱururuka												
FLY (MOVE THROUGH AIR)_7					luka			oloka														uluká						ruka	uluka								
FLY (MOVE THROUGH AIR)_8									ómboka								rumbuka																				
FLY (MOVE THROUGH AIR)_9												pumbwa																								pùmb	
FLY (MOVE THROUGH AIR)_10																										pàlàlà							pãlãlã				
FOUR_1																	fiini																kwana				kane
FOUR_2			ɲiiɲ	na	ne	inai	nna	iɲa	iɲa			mínei	ne						nné	né	ne	nái	na	ne	na		ine	ne		mùnè		nɛ̀		na	ne	áná	
FOUR_3		njin																								nanka											
FOUR_4															naajinombreʧardinal																						
FOUR_5											ja																										
FOUR_6																ʧeʃe																					
GIVE_1						ha			hâ														ha	ha						há			ɪhà				
GIVE_2								nɛŋɡanɛ												níka											ɲíká						
GIVE_3										bana	ɡana						niinjia																				
GIVE_4	peːla	ve	və		peela		pa						fa	pà	pa	váha		pa	va		pʰa				pá	fà		pa				fá		ɸa	pʰa		pʰá
GIVE_5												pesa										paʦa~peleka							íkúpa								
GIVE_6																																				kì	
GIVE_7				wa																																	
GIVE_8																											in̤a										
HAIR (HEAD)_1		ésil	esii	luvule				osue									ifuli																			sùèí	
HAIR (HEAD)_2						eiʃoke					lusuki				lúsúki								eiʃokje										ésínɡà				
HAIR (HEAD)_3	ùmusisi																							umuʃaʦi						nsísí							
HAIR (HEAD)_4																		efufu				síʦi			v̤uʣi				isusu		sísí			βuliʤi			
HAIR (HEAD)_5					mvwiíli							nswéi																									
HAIR (HEAD)_6									ɲjuére				milili	njwěle		ikʰarári			ɲéle	uɲíle	unwele						lujwili	ɲwele				rírí			inwele		ulunwele
HAIR (HEAD)_7																										luɲèːne											
HAIR (HEAD)_8										ndemba																											
HEAD_1													toho																					tʰhoho			
HEAD_2																					inɬoko									nɬókó	ɬókó	t͡ɬʰɔ́χɔ́			intloko	sókò	ínɬókò
HEAD_3									keɔŋɡɔ́																												
HEAD_4		nlô	n̩lo													múru	nrwe																				
HEAD_5	umùtwe			mutwe	itwe	omutwe		motwɛ̋		mutue	ntu	motú			mútwe			omuʦe				tú	omutwe	umutwe	musóró	mutwě	ntwe		mutwe				útwe̍				
HEAD_6																			ʃiʦwá									kiʧwa									
HEAD_7																				hiʦwá																	
HEAD_8							ʃolo																														
HEAR_1											wa					iíwa																					
HEAR_2		wôk	woʔ									jóka																									
HEAR_3					hulika	hulila	hwa																hurira		hwá												
HEAR_4																										pùʃa											
HEAR_5																												sikia									
HEAR_6	mfwa													ùmvwa	mvwá							mvera		umva					mvwa								
HEAR_7								eɣwa	íɣwa				twa								zwa						iɡwa			twá	zwá	út͡ɬwá					izwa
HEAR_8																			kía																	ká	
HEAR_9										ivua							ita	uva		iʃia													jévá	p͡fa	va		
HEART_1																										eʃìmbà				mbilú	mbilú						
HEART_2	umùtima		n̩nəm	mutima						muʃima		motéma						omutima				tíma	omutima										útímá				
HEART_3								ŋɡɔɔ	ŋɡɔ́rɔ								nɡoo																				
HEART_4					ntumbúla						mbundu			mukuːnka						mbumbu																	
HEART_5													pilu																			pɪ̀lʊ́					
HEART_6		nlem														nrìma											ŋ̤olo										
HEART_7																					inɬizijo														inhizijo		ínɬìzíjò
HEART_8						omwojo	mojo							mi	móójó				mó						mwojo			mojo	mojo					mwojo			
HEART_9																																				lémà	
HEART_10																								umuʃaha													
HORN (ANATOMY)_1									roheá																				luja								
HORN (ANATOMY)_2								oβja																													
HORN (ANATOMY)_3					ihéembe	eihembe																	eihembe	ihembe													
HORN (ANATOMY)_4																																				sébá	
HORN (ANATOMY)_5																					upʰondo						ipembe	pembe							ipʰondo		úpʰòndò
HORN (ANATOMY)_6											mpaka						mbembe																ómbínɡà				
HORN (ANATOMY)_7										kimbunɡu																											
HORN (ANATOMY)_8																														rìm̤ònʣò	lim̤onʣo						
HORN (ANATOMY)_9	ulùsenɡo											liséké	lunaka	lusèːnɡò	lúseŋú			ooluniɡa								lusùnɡwa								lunʰanɡa			
HORN (ANATOMY)_10		nlak	n̩laʔ																													nàká					
HORN (ANATOMY)_11				ŋŋombi			ɲanɡa									ɲɲáka			ɲoŋɡá	ɲoŋɡa		ɲaŋɡá			ɲanɡa												
KILL_1					wulaɡa				óraɣa																	lwìfà											
KILL_2		wôé						oaa											ua						úrájá			ua	jaja	d͡lájá						lá	
KILL_3			wiɲ																																		
KILL_4	ipaja					ita								ipaja		iíva						pʰa	ita	ica							dájá		ípájà				
KILL_5												boma	balaja								bulala						bulaɡa					bʊ́lájá		βulaja	bulala		bùlálà
KILL_6							zwibulaja								ʃípá			ʤipaɡa		sòŋɡa																	
KILL_7										bonda	ɡonda																										
KILL_8				tta													nutuja																				
KNEE_1	ikùfi																											ɡoti									
KNEE_2																nikútʰa		onɡolo															ònɡòlò				
KNEE_3												libɔ́lɔ́nɡɔ́										bóndo							íɡondo							bɔ́nɡɔ́	
KNEE_4											kikulu								ɡuŋɡúni	ɡuŋɡúno						ekùnunɡù											
KNEE_5						okujwi								kunwi									okuju														
KNEE_6							dwi																		bʋi		izwi										
KNEE_7					ifuɡámilo					pumuna																											
KNEE_8		abon̂	abɔŋ												ʧínú						idolo									ʦolo	ʣolo				idolo		ídolo
KNEE_9																								ivi													
KNEE_10								elu	iru																												
KNEE_11													liŋwele				nri															ŋɔ́lɛ́					
KNEE_12				vvuvi																																	
KNOW (SOMETHING)_1				maɲa	maɲa	maɲa		maɲȁ	mɛ̀ɲa						máɲá		maɲa						maɲa	meɲa			mana										
KNOW (SOMETHING)_2		jem	jəm									jéba		juka																							
KNOW (SOMETHING)_3																ʧúwèla		ʦeja				ʣiwa			zíʋá												
KNOW (SOMETHING)_4	ìsiba						ziba				zaba		ziba																zʲiba	tívá	tívá			dʰiβa			
KNOW (SOMETHING)_5																			ʒua	ʤua	azi					ǔka		ʄua				íʦɪ́			azi		âzì
KNOW (SOMETHING)_6																																				pí	
KNOW (SOMETHING)_7																																	kúlíhà				
KNOW (SOMETHING)_8										ijia																											
LEAF_1		kaé																																		ánɡɔ̀	
LEAF_2																niwámba																					
LEAF_3														mani																			émélá				
LEAF_4					ihaánze														uwáni	wani																	
LEAF_5																														tlula		t͡ɬʰàrɪ̀		tari			
LEAF_6			okjɛɲ				ʒani								djâɲé													ʄani									
LEAF_7																															tluka						
LEAF_8	ìlibuːla			kikoola							lukaja		litali																								
LEAF_9																	iru																				
LEAF_10												lokásá																									ikʰasi
LEAF_11										difu															ʃiʒ̤a		idutu										
LEAF_12																		efo											itu								
LEAF_13						ekibabi		eðaŋɡo	iθaŋɡo												iɬamvu	ʦamba	eibabi	ibabi		esàki									iǃ̬ʱabi		
LEG_1							ɡumbo																		ɡumbo												
LEG_2				kuɡulu	ḿɡulu	okuɡulu			kòɣòrò			lokolo			múkolo			okuɡulu					okuɡuru	ukuɡuru		mukǒlò	ɡuɡulu	mɡuu									
LEG_3	ùkuːlu							koo		kinama																			kuulu				ókúlú			kò	
LEG_4																																t͡ɬʊ̀χà					
LEG_5																	urende		munɖú	mndú	umlenze	endo								nenɡe	nenɡe			mulenʒe	umlenze		umlenze
LEG_6											malu																										
LEG_7																mwétto																					
LEG_8		abo	abɔ																																		
LEG_9													lihutu																								
LIVER_1																hápa																					
LIVER_2																		ehuli																			
LIVER_3										nzundu	nsoko																										
LIVER_4				kibumba									sibiti								isibindi					eʃimbadifite				ʃivínʣí	ʧivínʣí			ʧiβindi	isibindi		isibindi
LIVER_5																						windí															
LIVER_6	ilìbu						lopa					libale													rópá												
LIVER_7																																bɪ́tɪ́				bàè	
LIVER_8		osaɲ						etɛma															ekine				itima										
LIVER_9			esəʔ		ítoɡa																			iɡitiɡu													
LIVER_10									ini										ɲé	ɲe								ini									
LIVER_11						omwiilima									múʧimá		irima												muni				ómu̍má				
LOUSE_1																iʈʰúpo						sabwe														sìdì	
LOUSE_2											sina	sili																ʧawa									
LOUSE_3														kuso	nkusu											ńkìsa											
LOUSE_4										ina								ona															ónà				
LOUSE_5		njin	ɲin																										njina	n̤wálá	n̤wálá						
LOUSE_6	indà					endai		ndaa	ndáːa				nda				nda		nɖá	nda	intwala		enda	inda	inda		nda					ǹtá		nnda	intwala		íntwálà
LOUSE_7					mpani																																
MAN_1						ʃaija				diala													ʃaija													tò	
MAN_2				musajja																																	
MAN_3																					indoda			inɡabo			nɡoʃi								indodaama		índòdà
MAN_4																	nndumi		mnʈubabá																		
MAN_5		fam	fam																																		
MAN_6									ɲjámba			mobáli				nlópwàna													mulombwana								
MAN_7	umwàːume				múlume		lume	omɛ						mwânamulùme	mulume			omulumentu		mume					murúmé	mulùme		mwanamume					úlúmé	muluna			
MAN_8																						aḿna								wánúná	wánúná						
MAN_9											jakala																										
MOON_1		nɡon	ŋɡwan								nɡonda																										
MOON_2										mbeji																											
MOON_3																						ezí											ésájì				
MOON_4												sánzá									injanɡa														injanɡa	sónɡé	íɲànɡá
MOON_5																														n̍hwétí	hwétí						
MOON_6	umwèsi			mwezi	mwéezi	omwezi	ŋweʣi	mwɛi	mwɛ́ri				kweli	kwêzi	mwenzí	mweéri	mwiiri	omweʤi	mwézi	mwézi			okwezi	ukwezi	mwèʣí	mwêʃi	ŋweji	mwezi	mwezi			ǃʰwèdí		mweʣi			
MOUTH_1																			háɲo	haɲwa																	
MOUTH_2	àkanwa			kamwa				kaɲẅa	kanua	dikanu				kjàkanwa	múkáná		kana	okana				kamwa	akanwa			kukànwà		kiɲwa	kanwa								
MOUTH_3												monɔkɔ				maláku																					
MOUTH_4					ḿlomo		lomo						mulomo								umlomo				ròmò		nomo			nomo	nomo	lòmʊ̀		mulomo	umlomo		úmlòmò
MOUTH_5		anju	aɲu			omunwa					nwa													umunwa									omena			nùà	
NAME_1		jôé	ejola																																		
NAME_2					ítaɡwa																												óndúkò				
NAME_3												nkómbó																									
NAME_4				linɲa													irina										lina					íná				ínà	
NAME_5	isìːna						zina			dijina	zina			diːzìna	dîná			eʤina	ʣína	ʣína		ʣína	eiziina	izina		eʃìna		ʄina	zina					ʣina	iɡama		îkâmà
NAME_6						eibala							libizo								ibizo																
NAME_7								esjetwa	ritwa																zítá					vító	vítú						
NAME_8																ʔnʧína																					
NECK_1													mulala																			làlà					
NECK_2															nʃiŋu						intamo									n̤amu	n̤amu				intamo		intamu
NECK_3								ŋɡiŋɡɔ	ŋɡíŋɡɔ́		nsinɡu	nkinɡó		nʃinɡo					nʦíŋɡo	nʦiŋɡo					muʦìpà	nʃìnɡo			nsinɡo					muʦinɡa			
NECK_4					síiŋɡo		ʦʰibʱa			ʃinɡu						isíko	sunɡo	oθinɡo									n̤inɡo	ʃinɡo					ósínɡó			kínɡó	
NECK_5				bulaɡo																																	
NECK_6	ùmukoʃi					enɡoto																kʰosi	ebiʦja	izosi													
NECK_7		tjin̂	kiŋ																																		
NIGHT_1		alu	alu														jijo							ijoro													
NIGHT_2																uhíju																					
NIGHT_3													busihu							masihu																	
NIGHT_4				kiro	cílo	ekilo																	ekiro														
NIGHT_5																			ukú																		
NIGHT_6							siku	otuko	otúko	usuku								uusiku				síku			usíkú			usiku			wusíkú	síχʊ́	úte̍ké				
NIGHT_7	ubùsiku											butú		bufuku	bútukú						ubusuku					bufùku	bujiku		busiku	vusíkú				βusiku	ubusuku	bùtú	ubusuku
NIGHT_8											mpimpa																										
NOSE_1				nɲindo		eɲindo																	eɲindo							n̤ómp͡fú	n̤óvú			ninɡo			
NOSE_2					mpûla								ŋɡo				mbua		mpúa	mbùa												ŋ̀kɔ́					
NOSE_3											mbombo										impumulo					mpèmbe			ímpemo						pumlo		
NOSE_4												nzólo																									
NOSE_5															djûlúdíulú																						
NOSE_6		jôé																ejulu									ljulu										
NOSE_7	ùmoːna						milo		inoro					muːlù		noroo																				míɔ̀	
NOSE_8								eɲoo																	m̤ùnò								éɲulu				
NOSE_9			ʤwiɲ							zunu												funo		izuru													
NOSE_10																												pua									íkʰàlà
