	Anuta	Austral (Ra'ivavae)	Austral (Rurutuan)	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
BELLY_1		ʔoopuoːpu	ʔoopuoːpu				ʔoopuoːpu			koopuoːpu	puku			ʔopu		koopuoːpu		koopuoːpu	kopu	koopuoːpu				ʔoopuoːpu		kete	koopuoːpu			
BELLY_2				tinaʔe~kona		ʃinae		kona		kona		sinae				kona				kona					kona		kona	tinae		kona
BELLY_3	manava			manava	nakau	manava			maŋava	manava			manava		manava	manava	manava	manavanui	manava	manava	manaba	manava	manava		manava		manava		ŋapula~manava	manava
BELLY_4																											tia			ʔalo
BELLY_5						alo																								
BIG_1		ɢahi																			ɡauʔeha									
BIG_2	rai		raʔi	lasi	lasi				lahi	ruʔaruʔa			lahi			rahi		rahi	rahi			lasi		rahi	lasi	lahi		lahi		lahi
BIG_3																	wowolo													
BIG_4						efa																								
BIG_5														maaka												fuʔu			tʰuabe	
BIG_6															hamataku															
BIG_7																				maʔatamaʔata~katakata~ʔakamatuu										
BIG_8								tamana																						
BIG_9						sore											toŋi	koorereka				tele								
BIG_10							nui			nui	nui	motua		nui		nue		nui	nui			nui	niu				nui			
BIRD_1	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manulele	manu	manu	manu	manu	manu~maimua	manu	manurere	manu	manulele		manu	manu	manu	manu	manulele	manumanu	manulele
BIRD_2																							kivi							
BITE_1						maŋuʃia	nahu				ŋau			nahu											ŋau				ŋalia	
BITE_2																							nunu							
BITE_3									uu													u								
BITE_4				ʔuu	utia				eki	eti			eti						ɡau	eti	uʔu	utia			uuti	uʔu			usia~esia	uʔu
BITE_5	kati		paʔati					kati				ketʃia			takiluu	kati	kati	kakati				ʔati			kati		kati			
BITE_6			ʔooʔiniʔini																											
BITE_7																								hohoni						
BLACK_1														hivahiva													hiva			
BLACK_2		ʔeɢeʔeɢe																			ʔuɡi									
BLACK_3			ʔereʔere	ʔuli			ʔeleʔele		ʔuli	kerekere		paku						kerekere	kerekere	ʔiva~kere				ʔereʔere		ʔuliʔuli	kere			ʔuli
BLACK_4	uri				uri	uri		uli		uri			uli		riparara	uri	uli	uriuri		uri		uliuli	uli		uri		uri	uli	uli	
BLACK_5											maŋu																			
BLOOD_1	toto	toto	toto	toto	toto	toto	koko	dodo	koko	toto	toto	atoto	toto	toto	toto	toto	toto	toto	toto	toto	toto	toto		toto	toto	toto	toto	kelakela~toto	toto	toto
BLOOD_2																							haeko							
BONE_1													hui													hui				hui
BONE_2	ui					iui	iwi	iwi			iwi																			
BONE_3	ivi	iviivi	ivi	ivi	sui				ivi	ivi		teiβi	ivi	ivi	ivi	ivi	ivi	ivi	ivi	ivi	ibi	ivi	ivi	ivi	ivi		ivi	ivi	ivi	
BREAST_1															hatahata														hatahata	
BREAST_2													huhu													huhu				huhu
BREAST_3										kuperu				kiʔinene																
BREAST_4			tiitiiːti																					tiitiiːti						
BREAST_5												susu										susu								
BREAST_6	uu			uu		u	uu	uu	uu		uu			u	uu	uu	aloalo~wuu	uu~alo		uu	uu		uu		uu			uu		
BREAST_7		ʔouma	ʔoouma																ʔuu								koouma			
BREAST_8					mumu												uma	umauma												
BURN_1																						mu								
BURN_2																													ula	
BURN_3										kaʔa				hakauʔa																
BURN_4							ʔaa											kaa											khaa	
BURN_5		tutuʔi	ʔaʔaʔama																					tutuʔi						
BURN_6	tutu~tuŋia~tapu			susunu	tuŋia	tuŋia	kuni	dudu~tuŋi	kuŋi	tutu~taʔu	tahu	tuŋia	tuŋi~tafu	tutu	ttuni	tahu	tutu	tutu	tutu	tutuŋi~taʔu	tutu~tuuŋia	tafu~susunu	tutu~tuunia		tutu~tafu	tutu	tuŋi~tahu	tuɡia~tafu		tutu
CLOUD_1	ao						ao			ao				ao		oo		ao				ao			ao		ao			
CLOUD_2																							lehuna							
CLOUD_3													laɡi						raɡi											
CLOUD_4					ᵐboroa																								meluao	
CLOUD_5								kororaŋi				taeteraŋi								tumuraŋi							titi			
CLOUD_6									puulehu										kohu											
CLOUD_7		ata	ata	ʔao		boa														tiao	ʔao			ata		ʔao				ʔao
CLOUD_8											kapua				kaniva		kaapuao	kapua~kaikaiŋa										kaumana		
COLD_1			toʔetoʔe															toketoke	takeo	anutoketoke				toʔetoʔe			toketoke			
COLD_2	makariri			momoko~makalili	makariri	makaliɡi		makariri	maalili	makariri	makariri	makariri	makalili	kamariri~makarere	makariri	makariri	makalili	makalili			makaɡiɡi	maluuluuːlu~maʔalili	makalili		makariri	momoko	makariri	makalili~maaluaːluluaːluːlu	maliki	makalili
COLD_3							anu			anu				anu		anu	ano			anu							anu			
COLD_4		haumaaɢuaːɢu																												
COME_1				ʔau						aʔu											aʔu									aʔu
COME_2																				taataaːtaʔi										
COME_3																			tuʔu											
COME_4	au				numai	ʰmai	mai						aua		oomai		lolomai~jau	naumai~romai~aro				oomai			au	oomai	mai	mai	au	
COME_5		haeɢemai						hani	haamai		haeremai			heʔemai				hanomai~haeremai					halemai	haeremai		haʔu		hau		
COME_6			ʔaeremai~ʔanomai									fenmai						taumai				sau								
COME_7														tihe																
COUNT_1	rau			lau			helu										wakalau								rau	laua		lau		lau
COUNT_2		taiʔo	taiʔo		taua	tau		dau	pau	touʔara	tatau	tao	totou	tau	ppau	tau	tatau	tatauaŋa~taale	tataku	tatau~taareaːre	tau	faitau	pau	taiʔo	tau			tau	phaua	
DIRTY_1									sava					hava		sava			hava				sava				hava			
DIRTY_2					uri	uriuri																								
DIRTY_3		ɢepo	repo				lepo										lepo	lepo		repo				repo						liko
DIRTY_4																			one											
DIRTY_5														paʔapaʔa						ʔavaʔava	paɡapaɡa									
DIRTY_6	parapara			palapala		paku		tokoria		paneu	paru	paku	pilo~palapala		kerekere		palanui~pakuoŋea	parapara				ʔeleʔelea	pela		kere	ʔuli		kelekelea~pala	pelapela~paku	palapala
DOG_1	korii	ʔuɢi	ʔuuriuːri	kulii	kuri	kuli	ʔiilio		poi	kurii	kurii	kori	kulii	kuʔi		kurii	puakaoa~kulii	kurii	kuri	kurii	kuɡi	ʔulii	kulii	ʔurii	kuri	kulii	kurio	kulii	kulii	kulii
DOG_2																						maile								
DOG_3								pana											paiheɡa											
DOG_4														nuhe																
DOG_5															manukaitama															
DRINK_1	inu	inu	unu	inu		inu	inu	inu	uŋu	inu	inu	unu	inu	inu	inu	inu	inu	inu	unu	inu		inu	unu	inu	inu	inu	inu	inu	inumia	inu
DRINK_2					βinu																									
DRINK_3																					mia									
DRY_1	pakupaku								paupaʔu				pakaka	pakaka	pakupaku		wakapakapaka		pakapaka			paʔupaʔu~paʔaʔa								
DRY_2																												tauaki		
DRY_3													maha																	maha
DRY_4		maɢo	maroo	maloo~masa	maro	masa~matu	maloʔo	maŋo		maro	maroke	matu		moʔo		masa	omoi	maroo		maroo	maɡoo~maamala	maŋo	masa	maroo	maroo~masa	moomoa	maroo		matʰuː~maŋoa	malo
EAR_1	tariŋa	taɢiʔa	tariʔa	taliɡa	tariŋa	tariŋa	pepeiao	daliŋa	kaliŋa	tariŋa	tariŋa	teriŋa	teliŋa	pua	kautarina	tariŋa	taliŋa	tariŋa	tariɡa	tariŋa	taɡiŋa	taliŋa	talina	tariʔa	tariŋa	teliŋa	tariŋa	taliɡa	taliŋa	taliɡa
EARTH (SOIL)_1											oneone								one										tuaone	
EARTH (SOIL)_2							honua																							
EARTH (SOIL)_3	kerekere			kele	kere	kere		ɡele	ʔele		kere	kere	kele		kerekere		palapala~kelekele				keɡe		kele		kere	kelekele		kele	pela	kele
EARTH (SOIL)_4		ɢepo	repo				lepo			repo	repo			ʔepo		repo			repo	repo				repo			repo			
EARTH (SOIL)_5																						lalolaŋi								
EAT_1	kai	ʔamu	ʔai	omaki~kai	kaikai	keina	ʔai	ɡai	ʔai	kai	kai	kai	kai	ʔai	kai	kai	kaikai	kaikai	kai	kaiŋa	kai	ʔai	kai	ʔamu	kai	kai	kai	kai	kai	ʔomaki~kai
EAT_2					foro																									
EAT_3																	tamitami													
EGG_1				niuniu				ŋoko																						
EGG_2										maamarimoa				mamaʔi					maamari				tamamoa			foʔimanu				
EGG_3																	wuamoa			ua										
EGG_4												atolu							toua								toouo			
EGG_5	puai		ʔua	fua	fuamoa																	fuaamoa			fuei			fua		
EGG_6		hueɢo					hua		hua		huamanu~heeki				hua	hua					hua			huero					hatukio	
EGG_7						vahvaka																								
EYE_1														korohi				kanohi					kale							
EYE_2	mata	mata	mata	mata	mata	mata	maka	mata	maka	mata	mata	mata	mata	mata		mata	mata	mata	mata	mata	mata	mata		mata	mata	mata	mata	mata	mata	mata
EYE_3															kanamata					kanoʔi										
FALL_1							haaʔule	hiŋa						huutehenua~hina	heke				hiɡa								hiŋa			hiɡa
FALL_2																	jiijiŋa													
FALL_3			marua	malele						marere	makere	melu	mokulu	mokuʔu~mekeʔe			makulu			marere~makuru							marere~makiri		meu~emo	malele~mokulu
FALL_4	remo			siɡa					siŋa							siŋa	paŋulu			ʔiŋa			sina		siŋa					
FALL_5														viʔi								paʔuu								
FALL_6		topa	topa	too	to	takaifo				topa				topa			too	topa	topa	topa	too	too		topa		too	topa	too		
FAR_1			aatea																					aatea						
FAR_2	mamao			taumamaʔo~mamaʔo	iᵐbua		mamao	mokoa	mao	mamaʔo		imao	mamao	memaʔo	mmao	momoo	mamao	momoo	kumi	mamao	mamaʔo	mamao	mmao		mao	mamaʔo	taumamao	mamao	mao	taumamaʔo~mamaʔo
FAR_3						pʰai																								
FAR_4																		hakarere												
FAR_5											tafiti																			
FAT (ORGANIC SUBSTANCE)_1									sunu			kanainai				sunu				ʔinu		suni	sinu		sinu					
FAT (ORGANIC SUBSTANCE)_2										hinu			huni	hinuʔama													hinu			huni
FAT (ORGANIC SUBSTANCE)_3								kiris						kerehi																
FAT (ORGANIC SUBSTANCE)_4	momona						momona								moomona							momona								
FAT (ORGANIC SUBSTANCE)_5		poɢia															tooŋaoːŋaua												utouto	
FAT (ORGANIC SUBSTANCE)_6										matatere							matuu													
FAT (ORGANIC SUBSTANCE)_7			miʔi	ɡako	ŋako	ŋako					ŋako		ɡako				ŋako		nako	ŋako	ŋako	ŋaʔo		miʔi		ŋako		ɡako		
FEATHER_1		huɢuhuɢumanu									hurumanu			huʔumanu																
FEATHER_2							hulu	ŋahuru								huru		huruhuru	huruhuru					huruhuru			huru		hulu	
FEATHER_3												wero					wulu													
FEATHER_4	puru		ʔuruʔuru	fulu	ᵐbala	furu			palaa	ʔuru			palaa		paraa					ʔuruʔuru	pala	ʔula~fulu	palaa		furu	fulufulu		fulu		palaa
FEMALE PERSON_1																		tamahine	tama											
FEMALE PERSON_2		vahine					wahine	ahina	hiŋe		wahine			hine~vehine	hahine	hine~vahine		vahine	bahine		hine~hahine		hine~hahine	vahine			hiine~vahiine		hana~hahine	
FEMALE PERSON_3	papine		vaʔine	fine	fafine	fafine				ʔaʔine~ʔine		tefine	fine~fifine							ʔine~vaʔine		fafine			fine	fefine		fafine		fine
FEMALE PERSON_4																	waawine													
FIRE_1		auahi					ahi	ahi	ahi		ahi			ahi	ahi	ahi		ahi	ahi		ahi		ahi	auahi			ahi			
FIRE_2	api		auaʔi	afi	afi	afi				aʔi		afi	afi							aʔi		afi			afi	afi		afi	keu	afi
FIRE_3																	awi													
FIRE_4																												kavakava		
FISH_1	ika	iʔa	iʔa	ika	ika	ika	iʔa	iɡa		ika	ika	ika	ika	iʔa	ika	ika	ika	iika		ika	ika	iʔa	ika	iʔa	ika	ika	paru	ika	ika	ika
FISH_2																			ʔiika											
FISH_3									kaŋaha																					
FIVE_1	nima	pae	pae	lima	rima	rima	lima	lima	lima	rima	rima	erima	lima	ʔima	rima	rima	lima	lima	rima	rima	ɡima	lima	lima	pae~rima	rima	nima	rima	lima	lima	nima
FIVE_2																		taapahi												
FLESH OR MEAT_1																							io						io	
FLESH OR MEAT_2									aŋohi																					
FLESH OR MEAT_3												pakasi																		meʔakai
FLESH OR MEAT_4		ʔiʔo	ʔiʔo~ʔiinaʔi				ʔiʔo			kiko	kiko		kiko~kakano	kiko		kiko	kiko	kiko	kiko	kiko		ʔiʔo~ʔaʔano		ʔiʔo			kiko			
FLESH OR MEAT_5	kanofi			kanofi	kanmate	kʰano		kano							kanohi						kano				kanofi	kano		kanofi		
FLOWER_1								akai	uke												laka									
FLOWER_2																													imea	
FLOWER_3		tiaɢe		fiti	serakau								fiti																	fisi
FLOWER_4															purupuru											kakala				
FLOWER_5												fuma										fuŋa								
FLOWER_6	pua		tiare	see		se	pua			tiare~pua	puaawai			pua		pua	pua~tiale	tiare	pua	pua			see	tiare	see		pua	pula		
FLY (MOVE THROUGH AIR)_1			ʔaʔamaraʔa														pepeke													
FLY (MOVE THROUGH AIR)_2		ɢeɢe																			ɡeɡe									
FLY (MOVE THROUGH AIR)_3																										puna				
FLY (MOVE THROUGH AIR)_4								maaŋi						ona																
FLY (MOVE THROUGH AIR)_5	rere		rere	lele	rere	rere	lele		lele	rere	rere	rere	lele		herrei~rere	rere	lele	rere	rere	rere		lele	lele	rere	rere		rere	lele	lele	lele
FLY (MOVE THROUGH AIR)_6																					eba									
FOOT OR LEG_1	vae		ʔaavae	vaʔe	βae	vae			vae~kapuae	aʔape		βae	vee	vae	vae	vae	vae		vaʔe	vae~tapuae	baʔe	vae	vae~tapuae	ʔaavae	vae	vaʔe	vae	vae	vae	vaʔe
FOOT OR LEG_2							waawae	wae			waewae							waewae												
FOOT OR LEG_3		umaha																												
FOUR_1	paa		ʔa	faa	fa	fa				ʔa	faa	efa	faa	faa				faa		ʔaa		efaa			faa	faa		faa		faa
FOUR_2		maha					haa	haa	haa						haa	haa			ha		haa		haa	maha			haa		haa	
FOUR_3																	waa													
GOOD_1		maitaʔi	maitaʔi				maikaʔi							meitaʔi		maitaki		maitaki		meitaki				maitaʔi			meitaki			
GOOD_2									kau		pai						kalule				ŋɡaoi									
GOOD_3										porotu																				
GOOD_4														kanahau~ʔeka	taurekareka	reka	leka		reka	reka			leka		rekareka		reka			
GOOD_5	rerei			maalie	sumarie	rufie		humalia		marie		merie	melie			suumariŋa	lelei		rivariva			malie~lelei				lelei		lelei	lavoi	maalie~lelei
GRASS_1									veve								vajavaja						veve							
GRASS_2	vao										karaaihe																		kaoa	
GRASS_3			matie	mutie	mauku		mauʔu			mutie				mutie	mouku	mauku			mouku	matie~mauku	mutie	mutia		matie	mauku	mohuku	moouku	mouku		musie~mohuku
GRASS_4						ŋafari																								
GRASS_5												manamu																		
GREEN_1															uri		ujiŋele												uiui	
GREEN_2																						usiusi								
GREEN_3												keskesa		ʔoutiteʔe																
GREEN_4	kepu								kea																kefu					
GREEN_5											kaakaaːkariki									ʔakamatie										
GREEN_6	mata	matie	matie	moto	matamata	moto~rauneamaʰmata	maʔomaʔo			moto			lanulaukou			matie			mata	taamatie	moto	lanumeamata	moto	niinamu~matie	mata	lanumata	matie	lanulauniu		moto
HAIR_1	puru		rouru	lauulu~fulu	fereuru	rauru~furu			laulu	rauoʔo		rouru	lauulu~fulu		rauru		wuluwulu~lauulu	rauru		rauru~ʔuru		lauulu	laulu	rouru	rauuru~furu	louʔulu	roouru	fulufulu	laulu	lauulu~fulu
HAIR_2							lauoho							ʔouoho																
HAIR_3								ŋahuru~hulu						huʔu		huru			oho~huruhuru		huɡu						huru			
HAIR_4		huɢuhuɢupoʔo																												
HAIR_5											makawe																			
HAND_1																				kapu							kapu			
HAND_2	nima~rima	ɢima	rima	lima	rima	rima	lima	lima	lima	rima	riŋa	rima	lima	ʔima	rima	rima	lima	rima	rima	rima	ɡima	lima	lima	rima	rima	nima	rima	lima	lima	nima
HEAD_1	uru				nauru	uru							ulu				ulu	ulu				ulu					uru	ulu		
HEAD_2			pao	ʔulu								kele									ʔuɡu					ʔulu				ʔulu
HEAD_3									poho														poho					piho	pihoulu	
HEAD_4										oʔo				uʔu																
HEAD_5		upoʔo	upoʔo				poʔo	liboɡo		upoko	upoko			upoko	pokouru	upoko		upoko	puoko	upoko				upoʔo	poko		upoko			
HEAR_1														ʔono							ɡoŋo									
HEAR_2	roŋo			loɡo		raŋona		loŋo	loŋo		roŋo	roŋona			rono	roŋo	laŋona	laŋona		roŋo			lono		roɡo		roŋo	loɡo	loŋo	loɡo
HEAR_3		haʔaɢoʔo					hoʔolono																							
HEAR_4			ʔiiroʔaroʔa		fanoŋo					ʔakaroŋo			faanoŋo						ɡaroʔa			faʔaloŋo		faʔaroʔo		fenoŋo				
HEAVY_1										kikikiki																	tuʔatuʔa			
HEAVY_2	mamafa			mamafa	mamafa	mafa		maha	maha			mafa	mamafa								mamaha	mamafa	mmaha		mafa	mamafa		mamafa	maha	mamafa
HEAVY_3			tiaʔa											toko						teimaʔa										
HEAVY_4		toimaha					kaumaha			teimaha	taimaha			tono	taenaha	taimaha	taewana	taimaha	paɡahaʔa					toiaha						
HOLD_1													hapo																	hapo
HOLD_2										taamau						taŋo	taŋo			taŋo							taŋo	taɡo		taɡo
HOLD_3					tauai			tahi	kaohi						taaohi								taaohi							
HOLD_4		ɢave										puatia									ʔoso				fesu					
HOLD_5	kuku		taapeʔa	sapo~kuku		kumia	paʔa				pupuri		kuku	ʔiʔima		kuku			kuku	kukua	pipiki	ʔuʔu		taapeʔa	sapo~puke~kuku	kuku		puke	pikia	puke~kuku
HOLD_6														mau				mau												
HOLD_7																	liko		aaru											
I_1	kau	vau	vau	ku~kau	kou	avau						aβau	ku~kau	ʔu			aku	koau		ku	ku~kau	aʔu		vau	ku~kau		ku	aku		koau
I_2			au			au	au	au	aŋau	au	au			au	nau	au	au		au	au			au	au		ou	au		au	
KILL_1			ta						kaa				taa	pehi		taa		taa		taa	taa		taa	taparahi	ta		taparahi		taia	
KILL_2							hoʔomake							haʔamate																
KILL_3	tamate		ʔaʔamate	tamate	teiakemate	ʃiakamate				tinaʔi	patu	teiamatia			tiinai		patu	patu		putu~taamatemate		taamate~fasioti				taamateʔi	patu	taamate	tamatea	tamatei
KILL_4								taliki						kukumi					tiɡaʔi	kikini										
KILL_5																		pehikitetoka												
KNOW (SOMETHING)_1	poto	ʔite	ʔite	poto			ʔike			kite						kite		kite		kite				ʔite	poto	ʔilo	kite			ʔiloʔi
KNOW (SOMETHING)_2				masani~maatino								taea					maawutu	maarama		maatau	maatino		atamai				maatau			
KNOW (SOMETHING)_3											moohio			hani																
KNOW (SOMETHING)_4	iroa				iroa	iroa		iloo	ailoa				iloa		iloa		wanewane~iiloloa		aɡi			iloa	iloa		iloa			iloa	iloa	
LAUGH_1	kata	ʔata		kata	kata	kata	ʔaka	katakata	ʔaka	kata	kata	kata	kata	ʔata		kata	kaakata	kata	kata	kata	kata	ʔata	kata	ʔata	kata	kata	kata	kata	kata	kata
LAUGH_2			ata												piha															
LEAF_1		ɢaueɢe												ʔau							ɡau									
LEAF_2	rau		rauʔere	lau	raurau	rau	lau	rou	lau	rau	rau	rau	au		rau	rau	lau		raupa	rau		lau	lau	rauʔere	rau	lou	rau	mulo~lau	lau	lau
LIE DOWN_1			taarava~tiiraʔa																											
LIE DOWN_2	takoto		tiipapa						kaʔoko	ʔakaearaŋa	takoto		takoto		takoto	takoto	takoto	takato		ʔakatiipapa~ʔakatakoto		taʔoto		taʔoto		tokoto	takoto	fakapale	takoto	takoto
LIE DOWN_3				moe	moe	moe	hinamoe	moe				moe		moe			moekilalo		moe	moe	moe		moe		moe			moekilalo		
LIE DOWN_4		tiiɢaha																												
LIE DOWN_5																		roharoha												
LIVER_1	ate		ate		ate	ate	ake	ade		ate	ate	ate	ate	ate	ate	ate	ate	ate	ate	ate		ate	ate		ate		ate	ate	ate	
LIVER_2		ʔuupaʔa	ʔupaʔa	ʔate					ʔate	kakaroumei											ʔate			ʔupaʔa		ʔate				ʔate
LONG_1	roa		roa	loa	leβaleβa	pʰalo	loa	loo	loa	roa	roa		loa		rooroa	roa	loa	roa	roa	roa		loloa	loa	roa	loa	looloa	roa	loa	loa	loa
LONG_2		ɢoa												ʔoa							ɡoa									
LONG_3																						ʔumi								
LONG_4												totoe																		
LOUSE_1				tuma									tuma													tuma				tuma
LOUSE_2	kutu	ʔutuʔu	ʔutu	kutu	kutu	kutu	ʔuku	ɡudu	ʔuku	kutu	kutu	kutu	kutu	ʔutu~kutupapa	kutu	kutu		ŋutu	kutu	kutupapa~kutu	kutu	ʔutu	kutu	ʔutu	kutu	kutu	kutu		kutu	kutu
LOUSE_3																	lia													
MALE PERSON_1	tamaaroa~taŋata	taane	taane	taɡata	taŋata	taane	kaane	daane	kaŋe	taŋata~tamaroa	taane	tane	taane	toa~tane~tamaʔoa	tanata	taane	taane	taŋata	tane	taane~tamaroa	taŋata	taane	tanata~taane	taane	taane	taŋata	taane	taane	taŋata	taʔane
MALE PERSON_2																		roopaoːpa												
MALE PERSON_3														heko													haakoi			
MALE PERSON_4																													mhe	
MOON_1	maaina			maasina	masina	marama	mahina	maahina	malama	maʔina~maaʔina	marama		mahina	meʔama	marama	marama	maina	marama	mahina	marama	maasina	maalama~maasina	malama		marama	maahina	hina	maalama		maahina
MOON_2												aŋale																		
MOON_3		ʔaavaʔe	ʔaavaʔe																					ʔaavaʔe						
MOON_4																													akahu	
MOUTH_1							waha				waha																			
MOUTH_2		vaha						haha								vaha		vaha	haha					vaha			vaha			
MOUTH_3	ŋutu			ɡutu	ŋutu			ŋudu				ŋutu	ŋutu	nutu			ŋutu	ŋutu	ɡutu		ŋutu	ŋutu			ŋutu	ŋutu	ŋutu	ɡutu	ŋutu	mutu
MOUTH_4			vaʔa			fafa			puʔu	ʔaʔa				fafa	pukua					vaʔa			pukua							
NAME_1													hiɡoa													hiŋoa				hiɡoa
NAME_2	iŋoa	iʔoa	iʔoa	iɡoa	iŋoa	iɡoa	inoa	iŋoo	iŋoa	iŋoa	iŋoa	iŋoa		ikoa	inoa	iŋoa	iŋoa	iŋoa		iŋoa	iŋoa	iŋoa	male	iʔoa	iɡoa		iŋoa	iɡoa	iŋoa	
NAME_3																			ʔiiɡoa											
NEAR_1								hoho											hahine											
NEAR_2																	pili								piri			pili		
NEAR_3	nei			nei					ŋei																					
NEAR_4				ofi																						ofi				
NEAR_5																					hitaiaki	lata							leuetʰaki	
NEAR_6			ʔatata		fefetai	tata				tata	tata	etata	tata	tata	taupirimai	tata	vaatata		tupuaki	tata		vaalata~tafatafa	taupili	faatata			tata			tata
NEAR_7							kokoke																							
NEAR_8																		taha												
NECK_1	ua				ua			ua			ua		ua				ua				uʔa	ua	ua		ua		ua	ua	ua	uʔa
NECK_2				ʔua		penaaua			ʔua						koomanu				ɡao							kia				kia
NECK_3		ʔaɢapoʔa	ʔaʔii				ʔaaʔiaːʔi			kaki		popo		kaakiaːki		kakii	kakii	kakii		kakii				ʔaʔii			kaakiaːki			
NEW_1			aapiaːpi																					ʔaapiaːpi						
NEW_2	pou	aapi			fou	fou				ʔou		fou	foou					foou		ʔoou		fou			fou			foou		
NEW_3				foʔou			hou	hoou	hoou		hoou			hou	hoou	hoou			hoʔou		hoʔou		hou			foʔou	hoou		hou	foʔou
NEW_4																	wou													
NIGHT_1	pouri~poo	poo	poo	pooʔuli	po	po	poo	boo	poo	poo	poo	po	pouli~poo	poo	poo	poo	poo	poiri~poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	taiao~poouli~poo	poo	pooʔuli~poo
NIGHT_2																											ruki			
NO OR NOT_1									he														heai							
NO OR NOT_2																														heʔe
NO OR NOT_3					e									ieai			jee					leai						mooe		
NO OR NOT_4																			taʔe					ʔaita						
NO OR NOT_5	kairo	eʔere	eʔore				ʔole			kore	kaahore					kare	kaakole~kaani~kaaji~kiai	ekore	inakai	kaaʔore		iʔai						ikai		
NO OR NOT_6				see		ʃikai		tee				sai	tee	tee	te					ʔauraka	siʔai~siai				siei	ʔikai	kauraka		siai	
NOSE_1			putaeʔu												kaihu					putaaŋi			kaiusu						poŋaiu	
NOSE_2				isu	isu	isu			aisu~isu	iʔu		usu				isu		isu			isu	isu			isu					
NOSE_3	iu	ihu					ihu	uuhiu			ihu		ihu	ihu			iju		ihu					ihu		ihu	ihu	ihu	iu	ihu
OLD_1			ruuʔau															ruuhau						ruuʔau						
OLD_2	maatua			matuʔa					makua~mua						matua		matua				matuʔa	matua	matua~mua		maatua	motuʔa		matua	matʰua	matua
OLD_3					tuai			tuai	ukuai			tuai	tuai	kakiu~koua					tuai~korohua		tauiku	tuai					korou			
OLD_4		tahito					kahiko							tehito		tahito		tahito												
OLD_5						takausore					pakeke																			
OLD_6										teʔito							poovioːvi			taʔito	bebe~poepoe									
ONE_1		hoʔe																						hoʔe						
ONE_2							ʔekahi																							
ONE_3	tasi		taʔi	tasi	tasi	tasi				taʔi		etasi								taʔi		etasi	tasi		tasi					
ONE_4								dahi	kahi		tahi		taha	tahi	hokotahi	tahi		tetahi	tahi		tahi			tahi		taha	tahi	tahi	kotahi	tahi
ONE_5																	taji													
PATH OR ROAD_1						retu											ŋutuala													
PATH OR ROAD_2	ara			ala	ara		ala	ala	ala	ara	ara	ara	hala		haarena	ara		ara	ara	ara		ala	ala	ara	ara	hala	ara	auala	ala	ala
PATH OR ROAD_3																					aɡa									
PATH OR ROAD_4		puɢumu	puruumu															puruumu						puruumu						
PATH OR ROAD_5			araʔaraʔa											vaʔa										ʔeeʔa						
PERSON_1														kenana~ʔenata			kovi													
