	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
HEAVY_1	ʈ͡ʂuŋ⁵¹	ʦən¹¹	ʦoŋ²¹³	tɔyŋ²⁴²	ʦoŋ²²	ʦwɤŋ²³	ʦuŋ⁵³	ʈ͡ʂuŋ³¹	ʦʰɑ̃²¹³	dɤn¹¹	ʦʰuŋ⁵³	ʦʰuŋ²¹	ʦoŋ⁴⁴	ʈ͡ʂoŋ³³⁴	zoŋ²³¹	ʦuŋ⁴⁵	ʥɥɔ²⁴	p͡fəŋ⁴⁴	taŋ²²
HOLD OR TAKE_1												laʔ⁵							tʰeʔ⁵
HOLD OR TAKE_2	na³⁵	la¹³	tai²¹	njeŋ⁵⁵~to⁵³	lɔ³⁵		na²⁴	na⁵³	tɔ⁵⁵	nɔ⁴⁴	na³³	la⁴⁵	lɑ¹³	na⁵²	no¹³	na²¹	to²⁴²	nɑ²⁴	
HOLD OR TAKE_3						kei²²													
HORN (ANATOMY)_1	ʨjɑu²¹⁴	ʨjo²⁴				kɑu⁵⁵	ʨjau²¹³	ʨɥɤ²¹⁴		ko¹³				cɥɔ²¹⁴			ko⁴¹	ʨɥo²¹	
HORN (ANATOMY)_2					kɔk³				koʔ³²			kɔʔ⁵	koʔ⁵		koʔ⁴	ʨɥəʔ²			kak³²
HORN (ANATOMY)_3											kok¹ve⁰								
HORN (ANATOMY)_4			ʨɥo²¹ʨɥo²¹																
HORN (ANATOMY)_5									ʨɥoʔ³²nn̩⁰										
HORN (ANATOMY)_6				køyʔ²⁴koyʔ²⁴															
HOT_1	ʐɤ⁵¹		ze²¹				ʐy⁵³	ʐy³¹			sau³³		ʐeʔ⁵			zəʔ²	ɲi²¹	ʐɤ²¹	
HOT_2									ɲjaʔ³²						ɲjɛʔ²³				
HOT_3		ɥe²⁴		jeʔ⁵		lje⁵⁵				je¹³		lɛt⁵		jɛ²¹⁴					ljat⁵
HOT_4					it²														
I_1	wo²¹³	ŋo⁴¹	ŋo⁵³	ŋwai³²	ŋɔ²³	wo²³	wo²¹³	vɔ⁴⁵	ɔ²¹³	ŋ̍⁴²	ŋai¹¹	ŋo²¹³	o¹¹	wɔ²¹⁴	ŋəu²³¹	ɣɤ⁵³	ŋ̍²⁴	ŋɤ⁵³	ŋwa⁵³
KILL_1	ʂa⁵⁵	sa²⁴	sa²¹~ʦai⁵³	tʰai⁵³	sat³	sa⁵⁵	ʂa⁴⁴	ʂa²¹⁴	saʔ³²	sa¹³	sat¹	sat⁵	sɑʔ⁵	ʂa²¹⁴	saʔ⁴	saʔ²	sa⁴¹	sɑ²¹	tʰai²⁴
KNEE_1	ʨʰi⁵⁵	ɕi²⁴																ʨʰi²¹	
KNEE_2																ɕjəʔ²			
KNEE_3					sɐt⁵tʰɐu²¹						ʦʰit¹tʰeu¹¹								
KNEE_4												ʨʰit⁵kai⁴²				ɕjəʔ²kai⁴⁵			
KNEE_5		ɕi²⁴kai⁵⁵				ɕy⁵⁵tai²²	ɕi²¹³kai⁵³	ʨʰi²¹⁴ka²¹											
KNEE_6							pɤ²¹³ləŋ⁰ka⁵³						po³¹lo¹³kə⁴⁴	pɔ⁵²lə⁰kai³³⁴					
KNEE_7		ɕi²⁴təu¹³ku⁰								ʨʰi¹³djɤ¹³ku⁰									
KNEE_8		kə²⁴ɕi²⁴ku⁰	kʰe²¹ɕi²¹tʰə²¹															kʰɯ²¹ʨʰi²¹kɛ⁴⁴	
KNEE_9													kʰu⁴⁴ʨʰi⁰tʰɯ¹³						
KNEE_10																	ʨja³¹kʰø⁴¹dɤu³⁴¹		
KNEE_11				kʰa⁵⁵βuʔ²⁴tʰau⁵³															
KNEE_12																			kʰa²²tʰau²⁴hu⁵⁵
KNEE_13															ʨjɑʔ⁴mø¹³dʏ¹³				
KNEE_14													ɕiʔ⁵kɛ⁴⁴kuʔ⁵						
KNEE_15									ʨɥoʔ³²ɕjeʔ⁵⁵tʰi⁴⁴										
KNOW (SOMETHING)_1		ɕjau⁴¹tə⁰	ɕjau⁵³te²¹			ɕjɑu²³tja⁵⁵			ɕje²¹³tje⁴⁴	ɕjɤ²¹te¹³		ɕjɛu²¹³tɛt⁰			ɕjæ⁵²təʔ⁰		ɕja²⁴²te⁰		
KNOW (SOMETHING)_2	ʈ͡ʂɻ̩⁵⁵tɑu⁵¹	ʦɹ̩³³tau⁵⁵			ʦi³³tou²²		ʈ͡ʂɻ̩⁴⁴tau⁵³	ʈ͡ʂɻ̩²¹⁴tɔ³¹					ʈ͡ʂɻ̩³¹tɔ⁴⁴	ʧi⁵²tau³³⁴		ʦɹ̩²¹tau⁴⁵		ʈ͡ʂɻ̩²¹tɑu⁰	
KNOW (SOMETHING)_3											ti³³tet¹								
KNOW (SOMETHING)_4																			ʦai⁵⁵jã⁵³
KNOW (SOMETHING)_5			toŋ⁵³no²¹																
KNOW (SOMETHING)_6				pɛiʔ²⁴twoŋ⁵³															
KNOW (SOMETHING)_7				ɛ²⁴²paiʔ²⁴															
KNOW (SOMETHING)_8				ɛ²⁴²hjeu³²															
LAUGH_1	ɕjɑu⁵¹	ɕjau⁵⁵	ɕjau²¹³	ʦʰjeu²¹²	sju³³	ɕjɑu²⁵	ɕjau⁵³	ɕjɔ³¹	ɕje³⁵	sjɤ³⁵	sjau⁵³	ɕjɛu⁴⁵	ɕjɔ⁴⁴	sjau³³⁴	sjæ⁴¹²	ɕjau⁴⁵	ɕjɛ⁵¹	ɕjɑu⁴⁴	ʦʰjo²¹
LAUGH_2							lɤ⁵³												
LEAF_1	jɛ⁵¹								jaʔ³²					jə²¹⁴		je⁴⁵	ji²¹	jɛ²¹	
LEAF_2				loʔ⁵	ip²														
LEAF_3																			hjoʔ⁵
LEAF_4		je²⁴ʦɹ̩⁰					jɛ⁵³ʦɹ̩⁰	jə³¹ʦɹ̩⁰		je³⁵ʦɹ̩⁰	jap⁵pe⁰	jɛt⁵ʦɹ̩⁰	jeʔ⁵ʦɹ̩⁰			je⁴⁵ʦəʔ⁰			
LEAF_5						lje⁵⁵te²³													
LEAF_6															ɦjəʔ²³ʦɹ̩⁵²				
LEAF_7				loʔ⁵loʔ⁵															
LEAF_8			su²¹³ʦɹ̩⁵³je²¹je²¹																
LEG_1		tʰei⁴¹pa⁵⁵ʦɹ̩⁰																	
LEG_2						ʨjɑu⁵⁵tu²¹ʦe²³													
LEG_3	tʰwei²¹³	tʰei⁴¹	tʰwei⁵³		tʰøy³⁵		tʰwei²¹³	tʰwei⁴⁵	tʰa²¹³	tʰwe⁴²	tʰwi³¹	tʰwi²¹³	tʰwei¹¹	tʰei²¹⁴	pʰɑ̃⁵²	tʰwei⁵³		tʰwei⁵³	
LEG_4				kʰa⁵⁵løy³²															
LEG_5																	ʨja⁴¹ʨja⁴¹		
LEG_6																			kʰa⁵⁵kut³²
LIE (REST)_1			swei²¹³tau⁵³~swei²¹³ʨʰi⁵³																
LIE (REST)_2		ɕɥei¹¹											swei⁴⁴				fa⁴⁴	fei⁴⁴	
LIE (REST)_3	tʰɑŋ²¹³	tʰan⁴¹		to³²	tʰɔŋ³⁵	tʰɑŋ²³	tʰaŋ²¹³	tʰɑŋ⁴⁵	kʰwɑ̃³⁵~tʰõ²¹³	kʰun³⁵	tʰoŋ¹¹	tʰɔŋ²¹³	tʰɑ̃¹¹	tʰaŋ²¹³	tʰɑ̃⁵²	tʰɒ̃⁴⁵			to⁵³
LIE (REST)_4											min¹¹								
LIE (REST)_5			tʰaŋ⁵³tau⁵³ʨʰi⁵³																
LIVER_1	kan⁵⁵	kan³³	tan⁵³	kaŋ⁵⁵	kɔn⁵³	kwɑ⁴²	kan⁴⁴	kæ̃²¹³	kɔ⁵⁵	kwẽ⁴⁴		kon⁴²	kɑ̃³¹	kɐn⁵²	kø⁴⁴	kæ̃²¹	ky⁴⁴	tæ̃⁵³	kwã⁵⁵
LIVER_2											lon³³								
LONG_1	ʈ͡ʂʰɑŋ³⁵	ʦan¹³	ʦʰaŋ²¹	twoŋ⁵³	ʦʰœŋ²¹	ʦɑŋ²²	ʈ͡ʂʰaŋ²⁴	ʦʰɑŋ⁵³	ʨʰjõ⁴⁴	ʥɔŋ¹³	ʦʰoŋ¹¹	ʦʰɔŋ²⁴	ʦʰɑ̃¹³	ʈ͡ʂʰaŋ³⁵	zã¹³	ʦʰɒ̃²¹	ʥi³⁴¹	ʈ͡ʂʰɑŋ²⁴	tŋ̍²⁴
LOUSE_1		sɹ̩²⁴po¹³ʦɹ̩⁰								ɕe¹³bu¹³sɹ̩⁰									
LOUSE_2									ɕjeʔ³²ʦɹ̩⁰				seʔ⁵ʦɹ̩⁰			səʔ²ʦəʔ⁰			
LOUSE_3			se²¹ʦɹ̩⁵³				ʂɻ̩⁴⁴ʦɹ̩⁰	ʂɻ̩²¹⁴ʦɹ̩⁰											
LOUSE_4																			ka⁵⁵ʦau⁵³
LOUSE_5	ʂɻ̩⁵⁵	sɹ̩²⁴			sɐt⁵	sɤ⁵⁵						sət⁵		ʂɻ̩⁵²		səʔ²	sai⁴¹	sei²¹	
LOUSE_6				sɛiʔ²⁴mo³²							set¹ma¹¹								
LOUSE_7															djæ¹³səʔ⁴				
MAN_1							ta⁵³lau²¹³ɛ²⁴mə⁰												
MAN_2							lau²¹³jɛ²⁴mə⁰												
MAN_3			nan²¹ni⁵⁵	naŋ⁵³ŋai²¹²															
MAN_4					nam²¹ljɐn²¹														
MAN_5								næ̃⁵³ʐẽ⁰										næ̃²⁴ʐẽ⁰	
MAN_6									nɔ⁴⁴nɤ⁰										
MAN_7												lan⁴⁵lɨn⁰		nɐn³⁵in⁰					
MAN_8		lan¹³ti⁰																	
MAN_9	nan³⁵ʐən³⁵	lan¹³ʐən¹³	nan²¹zən²¹										lɑ̃¹³ʐən¹³			næ̃²¹zəŋ²¹			
MAN_10															nø¹³ɲin¹³				
MAN_11						lã²²liŋ²²													
MAN_12		lan¹³ʐən⁰ka⁰																	
MAN_13										nã¹³nin¹³ka⁴⁴									
MAN_14																	nø³⁴¹ʦɹ̩²⁴²kʰa⁴¹		
MAN_15				touŋ²¹²mwo³²nøyŋ⁵³															
MAN_16											nam¹¹me³³ŋin¹¹								
MAN_17																			ta²²pɔ⁵⁵laŋ²⁴
MANY_1	two⁵⁵	to³³	to⁴⁵	sa²⁴²	tɔ⁵³	two⁴²	two⁴⁴	twɤ²¹⁴	tɵ⁵⁵	to⁴⁴	to³³	to⁴²	to³¹	twɔ⁵²	təu⁴⁴	two²¹	tɤu⁴⁴	two²¹	ʦwe²²
MOON_1					yt²kwɔŋ⁵⁵														
MOON_2																	ɲy²¹kwɔ⁴⁴		
MOON_3											ŋjat⁵kwoŋ³³								
MOON_4												ɲɥot⁵ljɔŋ⁰							
MOON_5				ŋwoʔ⁵															
MOON_6										we³⁵kɔŋ⁴⁴									
MOON_7																ɥəʔmi⁰			
MOON_8	ɥɛ⁵¹ljɑŋ⁰	ɥe²⁴ljan¹¹	ɥe²¹ljaŋ⁰			lɥe⁵⁵ljɑŋ²¹	ɥɛ⁵³ljaŋ⁰	ɥɤ²¹ljɑŋ³¹						ɥɛ³⁴ljaŋ³³⁴				ɥɛ²¹ljɑŋ⁰	
MOON_9									ɥaʔ³²ɲjɑ̃³¹				ɥeʔ⁵ljɑ̃⁰			ɥəʔ²ljɒ̃⁴⁵			
MOON_10															ŋəʔ²³ljã²³¹				
MOON_11																			ɡeʔ⁵njũ²⁴
MOON_12		ɥe²⁴ljan¹¹pa³³pa⁰																	
MOUNTAIN_1	ʂan⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	san⁵³	sã⁴²	ʂan⁴⁴	ʂæ̃²¹³	sɔ⁴⁴	sã⁴⁴	san³³	san⁴²	sɑ̃³¹	ʂɐn⁵²	se̞⁴⁴	sæ̃²¹	sa⁴⁴	sæ̃²¹	swã⁵⁵
MOUTH_1	ʦwei²¹³	ʦei⁴¹		ʦʰwoi²¹²	ʦøy³⁵	ʦwei²³	ʦwei²¹³	ʦwei⁴⁵	ʨy²¹³	ʨy⁴²	ʦoi⁵³	ʦwi²¹³	ʦwei¹¹	ʦei²¹⁴	ʦɻ̩ʷ⁵²	ʦwei⁵³	ʦɹ̩²⁴	ʦwei⁵³	ʦʰwi²¹
MOUTH_2			ʦwei⁵³pa⁵⁵				ʦwei²¹³pa⁰						ʦwei¹¹pɑ³¹						
MOUTH_3			ja²¹pa⁵⁵																
NAME_1						mei²²ʦɹ̩²¹			mjɑ̃⁴⁴ʦʰɹ̩³¹										
NAME_2	miŋ³⁵ʦɹ̩⁰	min¹³ʦɹ̩⁰	min²¹ʦɹ̩²¹³	mjaŋ⁵³ʒɛi²⁴²	mɛŋ²¹ʦi²²		miŋ²⁴ʦɹ̩⁰	miŋ⁵³ʦɹ̩⁰		mjɔ̃¹³ʣɹ̩¹¹	mjaŋ¹¹sɹ̩⁵³	mjaŋ⁴⁵ʦɹ̩⁰	min¹³sɹ̩⁰	miŋ⁵²ʦɹ̩⁰	min¹³zɹ̩²³¹	miŋ²¹ʦɹ̩⁴⁵	meŋ³⁴¹zɹ̩²²	miŋ²⁴ʦɹ̩⁰	
NAME_3																			mjã²⁴li²²
NEAR_1	ʨin⁵¹	ʨin⁴¹	ʨin²¹³	køyŋ²⁴²	kɐn²²	ʨiŋ²⁵	ʨin⁵³	ʨjẽ³¹	ʨʰjɑ̃²¹³	din¹¹	kʰjun⁵³	ʨʰin²¹	ʨin⁴⁴	cin³³⁴	ʥin²³¹	ʨiŋ⁴⁵	ʣjaŋ²⁴	ʨin⁴⁴	kun²²
NEAR_2				køyŋ²⁴²nau⁵⁵															
NECK_1	po³⁵ʦɹ̩⁰	po¹³ʦɹ̩⁰					pɤ²⁴ʦɹ̩⁰	pɤ⁵³ʦɹ̩⁰				pɔʔ⁵ʦɹ̩⁰	poʔ⁵ʦɹ̩⁰					po²⁴ʦɹ̩⁰	
NECK_2																paʔ⁵⁴ʦəʔ⁰			
NECK_3															dʏ¹³ʨin⁵²		dɤu³⁴¹ʨjaŋ²⁴²		
NECK_4									kʰi³⁵ʨjɑ̃²¹³										
NECK_5														pɔ³⁵kəŋ²¹⁴ʦɹ̩⁰					
NECK_6					kɛŋ³⁵	kei²³						ʨjaŋ²¹³							
NECK_7																			am²²kun⁵³
NECK_8			ʨin⁵³xaŋ⁵³~ʨin⁵³ʦɹ̩⁵³																
NECK_9		ʨin⁴¹kən³³									kjaŋ³¹kin³³								
NECK_10										ʨjɔ̃⁴²ku⁰									
NECK_11				tau²⁴²ɔuʔ²⁴															
NEW_1	ɕin⁵⁵	ɕin³³	ɕin⁴⁵	siŋ⁵⁵	sɐn⁵³	ɕiŋ⁴²	ɕin⁴⁴	ɕjẽ²¹⁴	ɕjɑ̃⁵⁵	ɕin⁴⁴	sin³³	ɕin⁴²	ɕin³¹	sin⁵²	sin⁴⁴	ɕiŋ²¹	saŋ⁴⁴	ɕjẽ²¹	sin⁵⁵
NIGHT_1		ja¹¹ka⁰ʦɹ̩⁰																	
NIGHT_2															jɑ⁴¹²li⁰ɕjã⁴¹²				
NIGHT_3			xe²¹ləu²¹															xei²¹ljɛ⁰	
NIGHT_4				maŋ⁵³mwo⁵⁵															
NIGHT_5							ɕja⁵³xə⁴⁴~ɕja⁵³wa²¹³xei⁴⁴												
NIGHT_6								væ̃⁴⁵ʂɑŋ⁰								væ̃⁵³sɒ̃⁴⁵			
NIGHT_7														xou³³⁴ʂɻ̩⁰					
NIGHT_8																	ɦ³⁴¹ɕy⁴⁴		
NIGHT_9	wan²¹³ʂɑŋ⁵¹	wan⁴¹san¹¹	wan⁵³saŋ²¹³				wan²¹³ʂaŋ⁰												
NIGHT_10					man²³sœŋ²²														
NIGHT_11						ja²¹xa²²			io³¹xo⁰										
NIGHT_12										jɔ¹¹li⁰									
NIGHT_13													wɑ̃¹¹sɑ̃⁴⁴						
NIGHT_14											am⁵³pu³³								
NIGHT_15												ja²¹wan²¹³							
NIGHT_16																			e²²hŋ̍⁵⁵
NOSE_1		pi²⁴		pʰɛi²¹²												pjəʔ⁵⁴			pʰjæ²²jã⁵³~pʰjæ²²
NOSE_2						pi²²kʰɤn²³			pʰɹ̩³⁵kʰɑ̃²¹³										
NOSE_3											pʰi⁵³kuŋ³³								
NOSE_4					pei²²kɔ⁵⁵														
NOSE_5	pi³⁵ʦɹ̩⁰	pi²⁴ʦɹ̩⁰	pi²¹ʦɹ̩⁵³				pi²⁴ʦɹ̩⁰	pi⁵³ʦɹ̩⁰				pʰit²¹ʦɹ̩⁰	piʔ⁵ʦɹ̩⁰	pi³⁵ʦɹ̩⁰				pi²⁴ʦɹ̩⁰	
NOSE_6										pʰi¹¹djɤ¹³							bei²¹dɤu³⁴¹		
NOSE_7															bəʔ²³dʏ¹³				
NOSE_8																pjəʔ⁵⁴ʦəʔ⁰			
NOT_1				iŋ⁵⁵~ŋ̍²⁴²															
NOT_2	pu⁵¹	pu²⁴	pu²¹	mo⁵³	pɐt⁵	pu²²	pu⁵³	pu²¹⁴	pɤʔ³²	pʰu¹³		pʰɨt⁵	puʔ⁵	pu²¹⁴	fəʔ⁴	pəʔ²	fu²⁴	pu²¹	bo²⁴
NOT_3											mm̩¹¹								
OLD (AGED)_1	lɑu²¹⁴	lau⁴¹	lau⁵³	lau²⁴²~lo³²	lou²³	lɑu²³	lau²¹³	lɔ⁴⁵	nɤ²¹³	lɤ⁴²	lau³¹	lau²¹³	lɔ¹¹	lau²¹⁴	læ²³¹	lau⁵³	lə²⁴	lɑu⁵³	lau²²
ONE_1				soʔ⁵															ʦit⁵
ONE_2	i⁵⁵	i²⁴	i²¹	ɛiʔ²⁴	jɐt⁵	i⁵⁵	i⁴⁴	i²¹⁴	jeʔ³²	i¹³	it¹	it⁵	iʔ⁵	i²¹⁴	jəʔ⁴	jəʔ²	jai⁴¹	i²¹	
PATH_1	lu⁵¹	ləu¹¹	nu²¹³	two²⁴²	lou²²	lu²¹	lu⁵³~tau⁵³	lu³¹	nu³¹	lɤu¹¹	lu⁵³	lu²¹	lu⁴⁴	tɔ³³⁴	ləu²³¹	lu⁴⁵	løy²²	lou⁴⁴	lɔ²²
PERSON_1	ʐən³⁵	ʐən¹³	zən²¹	nøyŋ⁵³	jɐn²¹	liŋ²²	in²⁴	ʐẽ⁵³		nin¹³	ŋin¹¹	lɨn⁴⁵	ʐɛn¹³	in⁵²	ɲin¹³	zəŋ²¹	naŋ³⁴¹	ʐẽ²⁴	laŋ²⁴
PERSON_2									jɑ̃⁴⁴										
RAIN (PRECIPITATION)_1	y²¹³	y⁴¹	y⁵³	y³²	y²³	y²³	y²¹³	y⁴⁵	y²¹³	y⁴²	i³¹	y²¹³	y¹¹	y²¹⁴	ɦy²³¹	y⁵³	v²⁴	y⁵³	hɔ²²
RED_1				øyŋ⁵³															aŋ²¹
RED_2	xuŋ³⁵	xən¹³	xoŋ²¹		hoŋ²¹	xɤn²²	xuŋ²⁴	xuŋ⁵³	fɑ̃⁴⁴	ɣɤn¹³	fuŋ¹¹	fuŋ⁴⁵	xoŋ¹³	xoŋ³⁵	ɦoŋ¹³	xuŋ²¹	ɦoŋ³⁴¹	xuŋ²⁴	
ROOT_1	kə⁵⁵	kən³³	kən⁴⁵	kyŋ⁵⁵	kɐn⁵⁵	kɤn⁴²	kən⁴⁴	kẽ²¹⁴	kɑ̃⁵⁵	kẽ⁴⁴	kin³³	kjɛn⁴²	kən³¹	kən⁵²	kən⁴⁴	kəŋ²¹	ky⁴⁴	kẽ²¹	kun⁵⁵
ROOT_2																	ʥɥɔ³⁴¹		
ROOT_3		təu³³ʦɹ̩⁰																	
ROPE_1		sən¹³ʦɹ̩⁰~so²⁴ʦɹ̩⁰	swən²¹ʦɹ̩⁵³~swən²¹sə²¹~so²¹sə²¹~so²¹ʦɹ̩²¹				ʂəŋ²⁴ʦɹ̩⁰	ʂəŋ⁵³ʦɹ̩⁰		ʑin¹³ʦɹ̩⁰		sɨn⁴⁵ʦɹ̩⁰	sən¹³ʦɹ̩⁰	ʂəŋ³⁵ʦɹ̩⁰		səŋ²¹ʦəʔ⁰			
ROPE_2						swo⁵⁵ʦe²³													
ROPE_3	ʂəŋ³⁵			soʔ²⁴	seŋ²¹						sok¹				zən¹³	səŋ²¹	zeŋ³⁴¹	ʂəŋ²⁴	soʔ³²a⁵³
ROPE_4									ɕjɑ̃⁴⁴										
ROUND_1	ɥɛn³⁵	ɥẽ¹³	ɥan²¹	jeŋ⁵³	yn²¹	ɥã²²	ɥan²⁴	ɥæ̃⁵³	ɥẽ⁴⁴		jan¹¹	ɥon⁴⁵	ɥen¹³			ɥe²¹	jy³⁴¹	ɥæ̃²⁴	jæ²⁴
ROUND_2														tʰɐn³⁵					
ROUND_3															ɦjø¹³				
ROUND_4										wĩ¹³tʰwe⁴⁴									
SALT_1	jɛn³⁵	jẽ¹³			im²¹	jã²²	jan²⁴	jæ̃⁵³	jẽ⁴⁴		jam¹¹	jɛn⁴⁵	jen¹³	jɐn⁵²			ji³⁴¹	jæ̃²⁴	jam²⁴
SALT_2										njæ¹³					ɦjɪ¹³				
SALT_3				sjeŋ⁵³															
SALT_4			jɛn²¹pa⁵⁵																
SALT_5																ɕje²¹je²¹			
SAND_1	ʂa⁵⁵		sa⁴⁵	sai⁵⁵	sa⁵³									ʂa⁵²	so⁴⁴	sa²¹	so⁴⁴		swa⁵⁵
SAND_2		sa³³ʦɹ̩⁰	sa⁴⁵sa⁵⁵~sa⁴⁵ʦɹ̩⁰			sɑ⁴²ʦe²³	ʂa⁴⁴ʦɹ̩⁰	ʂa²¹⁴ʦɹ̩⁰	so⁵⁵ʦɹ̩⁰	sɔ⁴⁴ʦɹ̩⁰	sa³³ve⁰	sa⁴²ʦɹ̩⁰	sɑ³¹ʦɹ̩⁰					sɑ²¹ʦɹ̩⁰	
SAND_3		sa³³po¹³ʦɹ̩⁰																	
SAY_1					syt³				ɕɥaʔ³²				soʔ⁵		səʔ⁴	swəʔ²			
SAY_2							lau⁴⁴					wa²¹							
SAY_3	ʂwo⁵⁵	so²⁴~ʨjan⁴¹	so²¹~pai⁵³	kouŋ³²		kɑŋ²³	ʂwo⁴⁴~pai⁴⁴	ʂwɤ²¹	kõ²¹³	kɔŋ⁴²	koŋ³¹		ʨjɑ̃¹¹	ʃwɛ²¹⁴			kwɔ²⁴²	ʂy²¹	kɔŋ⁵³
SEE_1					tʰɐi³⁵kin³³														
SEE_2							ʈ͡ʂʰou²¹³ʨjan⁰												
SEE_3																	ʦʰɹ̩⁴⁴ʥja⁰		
SEE_4			kʰan²¹³tau⁵³									kʰon²¹³tau⁴²							
SEE_5	kʰan⁵¹ʨjɛn⁵¹	kʰan⁵⁵ʨjan⁵⁵					kʰan⁵³ʨjan⁰				kʰon⁵³kjan⁵³	kʰon²¹³ʨjɛn⁴⁵		kʰɐn³³⁴cjɐn³³⁴					
SEE_6						kʰwã⁴²ʨjã⁴²		kʰæ̃³¹ʨjæ̃⁰	kʰɔ³⁵ʨje³⁵	kʰẽ³⁵ʨjæ³⁵			kʰɑ̃⁴⁴ʨjen⁴⁴		kʰø⁵²ʨjɪ⁴¹²	kʰæ̃⁴⁵ʨje⁴⁵		kʰæ̃⁴⁴ʨjæ̃⁰	
SEE_7																			kʰwã²¹tjo⁰
SEE_8				kʰaŋ²¹²ŋjeŋ²¹²															
SEE_9																			ki²²
SEED_1	ʈ͡ʂuŋ²¹³ʦə⁰	ʦən⁴¹ʦɹ̩⁰	ʦoŋ⁵³ʦɹ̩⁵³	ʦi³²ʦi³²	ʦoŋ³⁵ʦi³⁵	ʦwɤŋ²³ʦe²³	ʦuŋ²¹³ʦɹ̩⁰	ʈ͡ʂuŋ⁴⁵ʦɹ̩⁰	ʦɑ̃²¹³ʦɹ̩²¹³	tɤn⁴²ʦɹ̩⁰		ʦuŋ²¹³ʦɹ̩⁰	ʦoŋ¹¹sɹ̩⁰	ʈ͡ʂoŋ²¹⁴ʦɹ̩⁰		ʦuŋ⁵³ʦəʔ⁰		p͡fəŋ⁵³ʦɹ̩⁰	
SEED_2											ʦuŋ³¹ŋe⁰				ʦoŋ⁵²				ʦiŋ⁵³
SEED_3																	ʨɥɔ²⁴		
SEW_1				tʰjeŋ²¹²															tʰjæ²²
SEW_2	fəŋ³⁵	xən¹³	foŋ²¹			fɤn²²	fəŋ²⁴	fəŋ⁵³	fɑ̃⁴⁴	ɣɤn¹³	pʰuŋ¹¹	fuŋ⁴⁵	fən¹³	fəŋ³⁵	voŋ¹³	fəŋ²¹		fəŋ²⁴	
SEW_3		ljẽ¹³			lyn²¹							ljɛn⁴⁵					leŋ²²		
SEW_4				pʰuŋ⁵³ɛiŋ²⁴²															
SHARP_1	ʨjɛn⁵⁵	ʨjan³³	ʨjɛn⁴⁵	ʦjeŋ⁵⁵	ʦim⁵³	ʨjã⁴²	ʨjan⁴⁴	ʨjæ̃²¹⁴	ʦẽ⁵⁵	ʨjæ⁴⁴	ʦjam³³	ʨjɛn⁴²	ʨjen³¹	ʦjɛ⁵²	ʦi⁴⁴	ʨje²¹	ʨi⁴⁴	ʨjæ̃²¹	ʦjam⁵⁵
SHORT_1	twan²¹⁴	tõ⁴¹	twan⁵³	tøy³²	tyn³⁵	twã²³	twan²¹³	twæ̃⁴⁵	tɑ̃²¹³	twẽ⁴²	ton³¹	ton²¹³	twɑ̃¹¹	tɐn²¹⁴	tø⁵²	twæ̃⁵³	tø²⁴	twæ̃⁵³	te⁵³
SIT_1	ʦwo⁵¹	ʦo¹¹	ʦo²¹³	sɔy²⁴²	ʦʰɔ²²	ʦwo²³	ʦwo⁵³	ʦwɤ³¹	kʰwi²¹³	ʦʰo¹¹	ʦʰo³³	ʦʰo²¹	ʦo⁴⁴	ʦwɔ³³⁴	zəu²³¹	ʦwɤ⁴⁵	zo²⁴	ʦwo⁴⁴	ʦe²²
SKIN_1				pʰwoi⁵³u⁵⁵~pʰwoi⁵³					pʰɹ̩⁴⁴	pʰi¹³	pʰi¹¹							pʰi²⁴	pʰe²¹
SKIN_2	pʰi³⁵fu⁰	pi¹³fu³³	pʰi²¹pʰi²¹~pʰi²¹ʦɹ̩⁵³		pʰei²¹fu⁵³	pi²²fu⁴²		pʰi⁵³fu²¹⁴				pʰi²⁴fu⁰	pʰi¹³fu³¹	pʰi³⁵fu⁵²	bi¹³fu⁴⁴	pʰi²¹fu²¹	bei³⁴¹fu⁴⁴		
SKIN_3							ʐou⁵³pʰjə²⁴												
SKY_1							tʰjan⁴⁴			tʰjæ⁴⁴					tʰjɪ⁴⁴				
SKY_2																	tʰi⁴⁴lei⁴⁴		
SKY_3																tʰje²¹sɒ̃⁴⁵			
SKY_4					tʰin⁵⁵hoŋ⁵³						tʰjen³³hoŋ⁵³								
SKY_5			tʰjɛn⁴⁵saŋ²¹³				tʰjan⁴⁴ʂaŋ⁰												
SKY_6	tʰjɛn⁵⁵kʰuŋ⁵⁵					tʰjã⁴²kʰɤn⁴²		tʰjæ̃²¹⁴kʰuŋ³¹				tʰjɛn⁴²kuŋ⁴²	tʰjen³¹kʰoŋ³¹	tʰjɐn⁵²kʰoŋ³³⁴				tʰjæ̃²¹kʰuŋ²¹	tʰjæ⁵⁵tiŋ⁵³
SKY_7				tʰjeŋ⁵⁵nøyŋ⁵⁵															
SKY_8		tʰjẽ³³kʰən³³																	
SKY_9									tʰẽ⁵⁵kʰwɑ̃⁵⁵										
SKY_10															tʰjɪ⁴¹læ²³¹ɦjɑ¹³				
