	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
BITE_4	keʔ	iʔki	kɨʔi		kɨccia	qɨʔɨ	ʧeʔe	queen		kɨːki	kiʔcu	ke~kei̯	kiʔi	koʔi	keʔeje		kɨʔi~kɨi̯̯			kɨʔɨ			kɨːʔ		kɨjaʔ	kɨʔi	qui̯̯quja		kɨʔi		ke	kɨi̯̯ʔɨt~ɨːɡɨ	kɨʔi	keʔe
BITE_5																		ʦuui̯̯~ʦujui̯̯																
BITE_6																kɨhjɨ																		
BITE_7								nequen																										
BLACK_1																														jupiːxaʔ~jopiːxaʔ				
BLACK_2														juvatai̯̯																				
BLACK_3												juwi~pujuwi																						
BLACK_4	tulnek			t͡ɬiltik					tiːltik											stuk								t͡ɬiltiːk	sʧuk					
BLACK_5		ʧokame				tula	ʃuʔumwa	sovei̯̯							ʧukuli	tumːu	tu	tuco~tucu							ʧuk	tuy	sovai̯̯				tokur	tuːɡu~uːduːɡu		ʧukui̯̯~ʧukuli
BLACK_6																					puʃawak													
BLACK_7																			tuːppihtɨ					tuːppihtɨn										
BLACK_8			tupːaka		tuhupihtɨ								tuhukʷidɨ																				tuukːwatɨ	
BLACK_9											ohconame																							
BLACK_10																							tɨnaːraʔn											
BLACK_11										qøymviwsaʔ																								
BLOOD_1			paɨ̯̯pːi		pɨːppin								pɨːpi				pɨːpːi		pau̯̯ppin					pɨːppin									paapːɨ	
BLOOD_2	eu̯̯ily	la				ɨw		erat		ɨŋwa	ela			ou̯̯la				iːrai̯̯							ɨɨr		herat				arat			
BLOOD_3				est͡ɬi					esti													est	ɨːʈ͡ʂʈ͡ʂ					jest͡ɬiː						
BLOOD_4															ohbo	paː				ɨːʔɨr	ehti					paɨ̯̯			ɨːʔɨɖ		ava	ɨkʷa		ohbo
BLOOD_5												zurija						vure																
BLOOD_6							ʃuureʔe																											
BLOOD_7																														xai̯̯n				
BONE_1					ʦuhni														ʦuhmi					ʦuhni										
BONE_2	teʔily					tiʔil																								ʔeːʔin				
BONE_3							kari							kulaawut																				
BONE_4			ohopi					hoɡu̯a					ohovɨ																					
BONE_5		oʔʧi		omit͡ɬ					oːmit	øːqa	oʔa	ume			otːa	oho	oho	oo		oːʔo	umit	ot	oːʦ		aoː	oho	oɡu̯a		oːʔo		ola~o	on	oopɨ	ota
BONE_6																											ramohudura							
BONE_7																															hotarak			
BONE_8																												miːmiːtet͡ɬ						
BONE_9																											ramoɡui̯̯tzura							
BREAST_1				ʧiʧiwalli					ʧiʧiwaːl												ʧiʧihwal							ʧiʧiːwal						
BREAST_2																													wipi		wimur			
BREAST_3			pihi							piihɨ			pihivɨ																					
BREAST_4	pily	kaso			pici	pi	ʦiʔime	viːt			piʔwa	ʦicu		pit	pipːim	piciʔ	piciʔi~pica	vipːi	pici	vipi			piʔ	pici	βipiː~tor	piːci				pin		piːl	piipɨ	pipːim
BURN (SOMETHING)_1		raha~i			weha					ɨwi									wai̯̯ja	mɨhɨ				wai̯̯hja					mɨhi					
BURN (SOMETHING)_2			kucikːi																									bt͡ɬatɪa						
BURN (SOMETHING)_3	naʔ		naʔi										neʔe	naʔ			nai̯̯~naʔi	mui̯̯							mɨi̯̯m	naʔai̯̯n							naʔai̯̯	
BURN (SOMETHING)_4	kina			t͡ɬat͡ɬa			taː	tahan	toːneːwi		tahai̯̯	ta~tai̯̯		ʧujai̯	beete	pita					tati~tatia	tati				kuʦːɨa	tʰa	ʃut͡ɬa			taha~tasa	ʦama		beete
BURN (SOMETHING)_5						kiʔni																												
BURN (SOMETHING)_6																																anʒama		
BURN (SOMETHING)_7																														vireːk				
BURN (SOMETHING)_8																							huʔai̯̯											
CLAW_1																		jutud					waʈ͡ʂ		jut								wəkːuci	
CLAW_2																				hutː~huht									huːʧ					
CLAW_3	salul	sutu		isteːt͡ɬ	sito	ʂulʔa	sɨtʲe	sutut	sti	soki	suhtu	zate~zɨte		ʂulat		situ	sasito		masitu		istit			sitoːn		ʃɨcu	xutu~sutu	ste		esʧut~ʧur		ʃulunt		sutu
CLAW_4																															alapor			
CLAW_5			tasicoʔo										taʃtoʔobi																					
CLAW_6															sutukoʧoʔo																			
CLOUD_1			pakɨnapɨ																pakɨnapːɨh					pakɨnapːɨh		pakɨnapɨ								
CLOUD_2																																paːʃuːmist		
CLOUD_3				miʃt͡ɬi				mosit	miʃti												mistil							meʃt͡ɬ			mosit			
CLOUD_4																							woːŋt											
CLOUD_5																																	uwatːipːɨ	
CLOUD_6	wewniʃ																																	
CLOUD_7																											ryruɡæi		ʧɨwaɡi					
CLOUD_8														tuviiʃ						tɨvaːɡ					tɨbaːʔ									
CLOUD_9													kɨnavi				kumi																	
CLOUD_10						temin	ai̯̯tɨri				tomoari					toø																		
CLOUD_11		nori								oomawɨ					naːmu																			naamu~naamuːk
CLOUD_12																		jicome																
CLOUD_13																														akʷaːkin				
CLOUD_14					tomːoakatːɨ																													
CLOUD_15												hai̯̯witɨri																						
COLD_1	jui̯̯ma					jui̯̯																												
COLD_2		rula									tula																							
COLD_3				ictik																								ictiːk						
COLD_4					ɨi̯̯cɨʔi			uteen								ɨcɨʔɨ	ɨcɨʦːɨ		ɨi̯̯cɨi̯̯				ɨcɨ	ɨi̯̯cɨʔi			utːe							
COLD_5																		jupidi																
COLD_6																				shɨːp									shɨːpid					
COLD_7			sɨjaʔi~sɨtːuʔi						seseːk						sebːe						sesek				xɨp	ʃɨppɨta				ʂuvoʔ	seve	ʃɨːbt~ɨʃɨi̯̯p	sijaʔi	sebe~seebe
COLD_8										sɨːsɨŋwa																								
COLD_9												haɨ̯̯tɨze																						
COLD_10													situʔwidɨ																					
COLD_11														pituptuʃ																				
COLD_12							kɨmwahraraʔa																											
COME_1								hueren																							hase			
COME_2														haqwaaʧi																	heko			
COME_3				waːllau̯̯~waːlːaː~wiːʧ					waːlaː~wiːʧa												wiʦ~waːlaːh~wiːʧ	wala~wiʧ						wøla	jiwia					
COME_4									wiːcawiʦ																									
COME_5																		duduvia		divia														
COME_6			pipːicɨ																															
COME_7										peewiʔ															bʱajim									
COME_8	nek	nolina				nɨqɨ	nʲe				ena	nu̯a																						
COME_9					kimːa								pidɨ			kimːa	kimːa		kimːa	abhim~dada			kimai̯̯	kimːa		piʧɨ	vena	ibiʦ~biʧ	abhim~dada	kimaː	komu	kim~iŋɡim	pici	kaate
COME_10															aʔabowei̯je																			
DIE_1													ʔanaːʔikʷeː										mɨmɨʔq											
DIE_2																															hoː~huː			
DIE_3	muk	muku		miki			mɨʔɨ	mucuni	miki	mook	muɡui̯	mɨ		mokan	muːke			mumuke		muːk	miki				mukiaʔ		myʦ	miːkiː	muːk	mojoːk		muːɡ		muuke~muke
DIE_4																		mu̯anta																
DIE_5					tɨjai̯̯	qaawɨ										etaː			tiai̯̯					tiai̯̯										
DIE_6																	jai̯~jaʔi									jaʔai̯̯							jaʔai̯̯	
DIE_7													juweʔekʷeː																					
DIE_8			jaʔikːwaʔi																															
DIE_9													tupakikʷeː																					
DIRTY_1										iceheʔe																								
DIRTY_2																														tyhovit				
DIRTY_3																																tuɡuːbiʃɨt~utuɡuːbiʃ		
DIRTY_4													tocaːɡadɨ							sivaɡui̯̯di														
DIRTY_5	seljaxama					silyɲinɨ																												
DIRTY_6																									ikoraʔ	polvo								
DIRTY_7																		duburi									sutepora~surevura							
DIRTY_8																toʦabi			tuːʦːaːpːɨh					tuːʦːaːpːɨh										
DIRTY_9		suɡu	tuca		tuːcaː~tuʦːai̯̯										ʧiʔiʧa		tuʦːaː		tuʦːai̯̯				coːqav			sucio								oʧoko
DIRTY_10																											usa							
DIRTY_11														kʷilali							ʦil					ti̯eːra~barːo								
DIRTY_12																																	paasana	
DIRTY_13							ʧu̯aːmwa																											
DIRTY_14				kacaːwak																														
DIRTY_15								isnariteri																										
DIRTY_16																													sbiːtaɡim					
DIRTY_17											ohcorewae̯me																							
DOG_1	awal					awal								awaal																wuʃi				
DOG_2									iʧwiːnti																									
DOG_3																	sokopukːu~sokopːukːu																	
DOG_4																			isapunku															
DOG_5			waʔacuku																															
DOG_6																		ɡoɡosci		ɡoɡs					ɡaɡoːx				ɡoɡs					
DOG_7			punkuːci										puɡuzɨ																					
DOG_8					sariː														isa		pelu													
DOG_9		koʧi		ʧiːʧiː			ʦɨʔɨ	ʧutzi		pooko		ʦɨka			ʧuːʔu	pukːu	satɨʔɨ						kuciʔ	satiː		satiː	ʧitːa	ʧiːʧiːtu			ʦucu	punku	satici	ʧuuʔu
DOG_10											ʦuhcuri																							
DRINK_1			hipi		hivi			hi~hian~hiahi		hiiko	ihi	hare~hari	hivi		heʔeje	hipi	hipi~hipːi		hipi					hipi			hi				he~ihe			heʔe
DRINK_2	pa			aːt͡ɬiː		paʔ	jeʔe~ʔi		aːtiː			i~je		paaʔi				iu̯t~janta~iːbi		iʔi	kit		paːʔ		ija	ipi		øt͡ɬi		paa		iːʔɨː~iːʔɨt	ipi	
DRINK_3																													wasib					
DRINK_4		bahi																																
DRINK_5																												koni						
DRY_1	wax	waki				waxɨ	waʧi		waːjik	laaqu	waɡi	waki		awaxve	wakia						waki	wak	awaːkiʔ					wahkiː				waːɡɨt~awak		wakia
DRY_2				iːʃwaːkki																														
DRY_3								hu̯aqui̯̯																										
DRY_4																														ahoːkin				
DRY_5			tapasɨ																							tapaʃu							tapasɨpːɨ	
DRY_6													tavasteːd																					
DRY_7					pasa												pasːa		pasa					pasa										
DRY_8																				sɡak					ɡak				sɡaki					
DRY_9																pasahkɨʔ																		
DRY_10																															moronir			
DRY_11																		ɡaqui̯̯dade																
EAR_1	naqal	naka	naŋka	nakaːst͡ɬi	naki	naqʔa	naʃai̯̯	nakat	nakas	naqvɨ	nahka	naka		naqla	nakːam	naqːa	nakːa	naːka	naŋki	naːk	nakas	nekest		nenkih	nak	naŋkapa	naca	nakas	naːk	nanax	nakar		nɨkːapɨ	naka
EAR_2													naɡavivi																					
EAR_3																							qavaʦ											
EAR_4																																naŋhal		
EAR_5								quei̯siven																										
EAR_6																		tucai̯̯daraɡa																
EARTH (SOIL)_1		wee									weʔe																		jɨwɨɖ					
EARTH (SOIL)_2							ʧwe					kʷi̯e			bwija																	ʃuwaːl		bwia
EARTH (SOIL)_3	temal			t͡ɬaːlli		tɨmal			taːl					exla							tal	tal						t͡ɬøliː		øxar~oːxar				
EARTH (SOIL)_4					sokovi														sokopi					sokopːɨh										
EARTH (SOIL)_5			tɨpipːi					tevat		tɨckʷa			tɨbiʧɨ			tɨpi	tɨi̯̯pːɨ~tiːpɨ	dubure		dɨvɨi̯̯r			tiɨ̯̯vaʈ͡ʂ		dɨbɨr	tɨpɨ	tevet			tuvar			tɨpɨpːɨ	
EARTH (SOIL)_6																															kvirat			
EAT_1								hibaːn																										
EAT_2																				huɡ														
EAT_3	kʷaʔ	ɡoʔa	tɨkːa	kʷa	tɨkːa	kʷa	kʷaʔa	ba	takʷaː	sowa	koʔa	kɨme~kʷa	kaʔa		bwaʔaje	tɨkːa	tɨkːa~tɨka		tɨkːa	koʔa	kʷa	kʷa	raːkʷ~kʷaʔi	tɨkːa		tɨkːa	ɡuæ	kʷa	koʔa	ikʷaa	koa	tɨk~ɨtɨk	tɨkːa	bwaʔa
EAT_4																									juɡiaʔ									
EAT_5																		aneancoai̯̯																
EAT_6														naaʧuxun																				
EGG_1						paɲiʔat																										pompt		
EGG_2									piotet																									
EGG_3																												tutoltet͡ɬ						
EGG_4												tawari		paanil									pan											
EGG_5								acavora													tesis													
EGG_6		kaʔwa		tet͡ɬ			taʔu				kaʔwa				kabːa															xaːxen~xaːxin				kaba
EGG_7			nopːapi										nopavi																				napːaapi	
EGG_8					nojo					nøhɨ						nojo	noho	nono	nojo	nonːo				nojo	nanoː	noːʔ~nupːu			nonha					
EGG_9																															netelur			
EGG_10	weevuʔ																																	
EYE_1							hɨʔɨ~hɨʔɨsi					hɨzi											huvaːʈ͡ʂ											
EYE_2																														ʦotron~coːcon				
EYE_3				iːʃtelolot͡ɬ					iːʃtoːloːlo																			ʃtelolo			telar~tilur			
EYE_4																					iʃ													
EYE_5																													wuhi					
EYE_6			puʔipi										puʔivi																				pɨʔipɨ	
EYE_7	puʧily	busila			pui̯̯	puʃ		vusit		poosi	pusi			puʃla	puːsim	pusi	pui̯̯	bui̯̯	pui̯̯h	vuhi				pui̯̯h	bui̯̯	puʔi	busi~vubu					punʒil		puusi
FAT (ORGANIC SUBSTANCE)_1															manteːka																			manteːka
FAT (ORGANIC SUBSTANCE)_2																		ɡui̯̯		ɡui̯̯							ɡui̯̯da		ɡiːɡi					
FAT (ORGANIC SUBSTANCE)_3																									ɡiodaʔ									
FAT (ORGANIC SUBSTANCE)_4				sejot͡ɬ			asei̯ːti		ʧaːwak												ʃepo													
FAT (ORGANIC SUBSTANCE)_5																												ʧijøwa						
FAT (ORGANIC SUBSTANCE)_6			juhi		juhu					wihɨ			juhuvɨ			juhu	juhu		juhu					juhu										
FAT (ORGANIC SUBSTANCE)_7																							wipt									wipt		
FAT (ORGANIC SUBSTANCE)_8	wily	wiʔi	wiːwapi			wily					wiʔi	wija		wiʔ												juː				witaː			jɨu̯̯pi	
FAT (ORGANIC SUBSTANCE)_9								tuspeɡu̯a																										
FEATHER_1													wiʃiʔaːvi																					
FEATHER_2																																	pɨtːɨpɨ	
FEATHER_3								hunsa						humsat																				
FEATHER_4	wikily					wikily																												
FEATHER_5				iʔwit͡ɬ			ana			nakʷa		ana~anɨː~aːnːa						aːne		aʔanaɡ					anaʔ				aʔan			aŋaː		
FEATHER_6			wisiapi		sia																			siapi		wɨsia	usat							
FEATHER_7									ihwit																									
FEATHER_8		maʔsa									maʔsa				masa	qasa	kasːa		kasa											maːsan	masat			masa
FEATHER_9																	pɨhɨ						mahaːt											
FEATHER_10																					iu̯hmiju													
FEATHER_11																												tohmiːt͡ɬ						
FIRE_1		naʔi									naʔi																		naːda				naʔai̯̯tːɨ	
FIRE_2							tai̯̯h	te				tai̯̯			tahːi			tai̯̯~tai̯		tai̯̯					tai̯̯		tʰai̯̯							tahi
FIRE_3	kut		kuna	t͡ɬet͡ɬ		kut			tit				kuna	kut		qoso	kosːo		kuna		tit	tet	kut	kuna		kunæ				ʈ͡ʂaːvut		kut		
FIRE_4																												t͡ɬecint͡ɬi						
FIRE_5																															tahamet			
FIRE_6					kotːoːpːɨh																													
FIRE_7										ɨːwiŋwɨ																								
FISH_1		roʔci									soʔci																							
FISH_2							weʔi																						watopi					
FISH_3				miʧin				ʦuʧut	miʧi			kecɨ			kuʧːu						miʧin	miʧom					ʦũʧu	miːʧiː			kicut			kuʧu
FISH_4					pekʷi					paakiw						pakːwi	pakːwi		paŋwi					penkʷi		pakɨu̯̯							pakɨ	
FISH_5			pakɨci										paɡɨːvɨ					vatːosa~vatːopa		vatoːp					batop									
FISH_6	kijul					qɨjul																								kui̯̯r		kujuːl		
FISH_7														anaamal																				
FISH_8																							kihuːʦ											
FIVE_1														mahaːr									mahæt							mahar		maːhai̯̯jija		
FIVE_2				ʧkʷa						ʦivot						tu		taːma																
FIVE_3							ansɨbi~ansɨʔ																											
FIVE_4																				utaspo									hɨtasp					
FIVE_5		mari							maːkʷil												makʷil	makʷil						mɔkʷilːɪ						
FIVE_6			manɨɡ			nemakʷa~nanɡ		marki			mariki		manɨɡi		mamni	maniɡii	maniɡiju		manɨki~manaki					nanai̯̯kːih		manːiki	mariki				mamunir		manɨɡiini	mamni
FIVE_7					moʔobeʔ																													
FIVE_8					manekihtʲʔ																													
FIVE_9				maːkʷiːlliʧiko																														
FIVE_10																									hiʃʧamaːm									
FIVE_11	axnamekʷanaŋnemakʷanaŋ																																	
FLY (MOVE THROUGH AIR)_1																							hiːɲʔk~hiːɲiʔk											
FLY (MOVE THROUGH AIR)_2	hiŋ																														hanʲa			
FLY (MOVE THROUGH AIR)_3			wici		jɨcɨ	jalɨ						wi̯e	jozi	wiila		joʦːi	joʦːi~joʦːi		jɨcɨ					jɨcɨ									jɨci	
FLY (MOVE THROUGH AIR)_4							raʔa			masai̯̯	niʔni				neʔeje			daːi̯̯		daʔa							ni		daʔa			oːlɨt		neʔe~niʔi
FLY (MOVE THROUGH AIR)_5		iʔni																																
FLY (MOVE THROUGH AIR)_6				pat͡ɬaːni					pataːni												patani	patan						pat͡ɬøniː						
FLY (MOVE THROUGH AIR)_7								meen										daːnta								nonci								
FLY (MOVE THROUGH AIR)_8																									dai̯̯jaʔ									
FLY (MOVE THROUGH AIR)_9										pɨːjalti																								
FOOT_1																															njokir	ɨŋɡɨl		
FOOT_2			nampa		nape				meʦ				nabivi						nampe				navɨːʦ	nampe		nampa				nev			napːa	
FOOT_3	ʔi	rono						tari			tono							tara		tar		ʃo			ton		tara		taɖ					
FOOT_4				ikʃit͡ɬ		xuʧi	ɨːka			kɨkɨ		keta~ɨka		et	wokːim	kɨkːɨ	kɨkɨ				ikʃi							kʃiː						wooki
FOUR_1																wacikʷii	wacɨɡːwiju									wacɨŋwi								
FOUR_2	wiʧiw		waciu̯̯			wiʧiw							wacuː	wasaʔ					waʦːɨ				waʧah	waʦːɨwih						waʧaʔ				
FOUR_3																																	wəcuwini	
FOUR_4		naɡo					mu̯aːku̯a					nai̯̯ka			nai̯̯ki			maːkova		ɡiko~makoba					maːkov		naɡo		ɡiik		narikir			nai̯̯ki
FOUR_5		nawosa		naːwi				navoi̯̯	naːwi	naːløyøm	nao					tu					naːwi	najom						nɔbl				naːnaːu̯̯		
FOUR_6					hajarokʷe																													
FULL_1														muujai̯																				
FULL_2																tujuha																		
FULL_3											ohcorewae̯me																							
FULL_4							avaʔɨsti																											
FULL_5																							pitɨʔq											
FULL_6									peʃoːntok												tentuk							ti̯entiːka						
FULL_7				peʃoːnaltia																														
FULL_8						jutaxiʃ																												
FULL_9										oopokiwta																								
FULL_10																														puːi̯̯n		pɨi̯̯mit		
FULL_11		boʧiwi						bode~bodahri~bodavi																										
FULL_12													ponoʔi				kano~kanːo									ponoʔaː~ponoʔi								
FULL_13																				koːvoɡ														
FULL_14					tɨpːetɨ								tɨbetɨ		tapuni				tɨpːekɨa					tɨpːe										tapuna
FULL_15																																	kuwikːatːɨ	
FULL_16	maʧama																															ɨmbɨm		
FULL_17																		sudːajamue							sunɡɨm									
FULL_18																													skowoɡ					
GIVE_1		ja			utːu								roː~doː	ovi					utːu					utːu						u̯a				
GIVE_2	max		maka	maka		maxa		macan	maka	maqa					maaka			maxe~maxani		maːk	ma~maka	meke	maqai̯̯		mak	maka	maʦ	maka	maːk		maka~mika	maha~amha		maka
GIVE_3											kiʔa~kiʔa	pitɨa~kʷei̯̯tɨa				kija	kiʔa~kia																	
GIVE_4																																	nutuɡai̯̯	
GIVE_5																															hiliwa			
GIVE_6							tatɨste																											
GOOD_1																				seu̯̯ɡatu														
GOOD_2																														tihøvkui̯̯				
GOOD_3																			ʦau̯̯ntɨn					ʦaːntɨn										
GOOD_4							reʔen	deni																			nana~nai̯̯den							
GOOD_5	aʧae̯								kʷali							ʦawu												kʷaliː			kimwa~kiwar	tɨwɨ		
GOOD_6											kaweruma																							
GOOD_7		ɡaʔra			ʦaːtɨ	aʧiʔa							piʃaː		tuʔuri		pisːa~pisa	bei̯̯ɡa											sap					tuʔi
GOOD_8										hopi																								
GOOD_9														loovi																				
GOOD_10												ijari~ai̯̯rɨa									jek		aʔai̯̯			aju							atːɨ	
GOOD_11			haɨ̯̯																															
GOOD_12																					ahwijak													
GOOD_13				kʷaltik																														
GOOD_14																									jirjixkɨː									
GOOD_15							ʃaʔapɨʔɨn																											
GREEN_1																																hulʔhulʔ~uːhulʔhulʔ		
GREEN_2																														takaːpiʔ			sakʷakatɨ	
GREEN_3									ʃoʃoktik																			ʃoʃoktiːk						
GREEN_4																				stɨːdoɡ									sʧɨːdaɡi					
GREEN_5							ruʔara																rou̯̯ʔn											
GREEN_6																									momduraʔ									
GREEN_7																															njokar			
GREEN_8					epe												puhi							pui̯̯										
GREEN_9																puhituwa																		
GREEN_10													puhiɡidɨ																					
GREEN_11		sijoname									sioname																							
GREEN_12			sawaka			xwavi		sidei̯̯		sakʷa					siali				sakʷa			ʃui̯̯				sakʷa	sidŏi							siali
GREEN_13				sosowia																	ʃuʃuwik													
GREEN_14																		tudːoɡui̯̯																
GREEN_15												ciu̯̯raɨ̯̯je																						
GREEN_16				kiltik																														
GREEN_17														kunoknuʃ																				
GREEN_18	tukvaʃnekis																																	
HAIR_1																			pampipːɨh														paakipi	
HAIR_2																								pankasɨ										
HAIR_3													ʦopivɨ				ʦopːɨhɨ																	
HAIR_4		ɡupa		ikpa	papi		kɨpwa				kupa	kɨpa						ʦupe							kup									
HAIR_5								mo												moʔo							muʧit~mo		moʔo					
HAIR_6																							ʔajɨʔ			pɨːaː				pwan				
HAIR_7				ʦont͡ɬi					ʦonːti						ʧoonim						ʧun	ʧon						ʦont͡ɬiː				ʦomoːl		ʧoni
HAIR_8										høːmi																								
HAIR_9						ju~jul								juːla		woø															womor~womanr			
HAIR_10	julukal																																	
HAIR_11																					ijuhmiu̯													
HAIR_12			tocipɨʔapɨ																															
HAND_1		seka									seka																				sutu			
HAND_2			moʔovi										moʔovi																				moʔopi	
HAND_3	mal			maːi̯̯t͡ɬ	moʔo	ma		mamat	maːi̯̯	maʔa		mama		mat	mamːam	maja	mai̯̯	novi	moʔo	nov	mai̯̯~mei̯̯	mai̯̯	maː	moʔo	nob	moʔo	mama	mø	nowi	man		maːl		mamam
HAND_4							mwahkaʔa																											
HEAD_1				ʦocontekon					coːntecoːn												ʦuntekun							conteko						
HEAD_2																			pampin					pampin										
HEAD_3						ju								juːla		woø	woø																	
HEAD_4	julukal																																	
HEAD_5			toci										tocivi													toci							tɨcipi	
HEAD_6								zonit																										
HEAD_7				kʷaːi̯̯t͡ɬ					kʷaːi̯̯												kʷa	kʷai̯̯						kʷɔ		pwan	tai̯̯r			
