	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
BIG_4															stʊ̯ɔris			stuʌrɛ					
BIG_5		suːr	suːri~iso		suːr	suːri		ʃuːrː			suːr						ʃurːɐ				sʊrʲ	suːr	sˑuːrʲ
BIG_6				nɒɟ															ŋɑrkɑ				
BIG_7																uə̠rqə							
BIG_8									ɯʤɯt	ɯʤɯd													
BIG_9							lŏɣɑt																
BIG_10												jɑniɣ		ɑniʔə									
BIG_11							eɳə																
BIRD_1		lint	lintu		lind̥u	lintʊ		lɒːnʲːt		lebɑʨ	lind				lɔdti		lɔdʲːɘ	lɛtːiɛ			lind	lintu	
BIRD_2				mɒdaːr																			
BIRD_3	nɑrmuɲ															suːrəm							
BIRD_4																							ʦirkˑ
BIRD_5									kɑj				kɑjə̠k										
BIRD_6												towəluːj		təibəː									
BIRD_7										kiʦɑ													
BIRD_8																tilʧətisuːrəm							
BIRD_9																			tʲirtʲɑsɑrmʲik				
BIRD_10																				tɯloburdo			
BIRD_11							wɑjəɣ																
BITE_1											jɑmstə											ɑmːɤsːɤmɑ	
BITE_2	rumʃtɑms	hɑmːustɑtɑ																					
BITE_3	suskoms													sɑkələsɑ									
BITE_4																sɑːʧə							
BITE_5			purːɑ		purːɑ	pʊrːɑ	pŏr					puri	purɑm								pʊrdɑ	purɤmɑ	pˑurɤmɑ
BITE_6								kaːʦʲːke							kaːskih								
BITE_7									kurʨːɑvnɯ	kurtʲʨɯnɯ							kaʦʲc͡çːɛd			kurtʨɯnɯ			
BLACK_1								ʧɒːhpe							ʧaːhpːes		ʧɒpːɐd	ʧeːhpɛs					
BLACK_2												seːməl	ʃeme										
BLACK_3									ɕɤd	ɕɤd						sæːqə				ɕɤd			
BLACK_4	rɑuʒo																						
BLACK_5		must	mustɑ		mustɑ	mʊstɑ					mustɑː										mʊst	mus	musˑtˑ
BLACK_6							pəɣtə												pərʲidʲeːɲɑ				
BLACK_7														tusɑjkɑʔɑ									
BLOOD_1														kɑm		kɤm							
BLOOD_2												keːlp											
BLOOD_3	verʲ	veri		veːr	veri	vɛri		veːrː	vir	vir	vɛr		βyr		vɑrːɑ		vərːɐ	βɨrːɛ		vir	vɛri	veri	veri
BLOOD_4			ʋeri				wər					wiɣər							weːjɑ				
BONE_1	lovɑʒɑ	luː	luː		luː	luː	lŏχ		lɯ	lɯ	luː	luw	lu	lɑtəː		lɯː			lɨ	lɯ	lʊ	luː	luː
BONE_2																		moɒruʌ					
BONE_3		kont		ʧont																			
BONE_4								taːxʲːt							taːkti		taxʲtʲːɘ						
BONE_5	pɑkɑrʲ								koskɑ														
BREAST_1		rint	rintɑ		rind̥ɑ	rintɑ		ranʲːt~ninːʧ			riːndɑ											rint	rint
BREAST_2													oŋ										
BREAST_3													ʧə̠ze	ɕinɕə									
BREAST_4	potʲe																			ɡɑdʲ			
BREAST_5																kɯːlə							
BREAST_6				mɛl			møɣəl		moros	morɤs		mɑːɣl											
BREAST_7	meʃtʲe																						
BURN_1																	pualʲdʲːɛd	pʉɛlɛdh					
BURN_2	pɑloms	pɤletɑ	pɑlɑː		pɑlˑɑː	pɑlʊɑ		puːlʲːe			pɑlːə				pʊ̯ɔlːih				pərɑdɑsʲ		pɑlːɑdɑ	pɤlɤmɑ	pˑɑlɑmɑ
BURN_3									soʨːɯnɯ	sotʲʨɯnɯ													
BURN_4												teːɣ											
BURN_5																				ʤuɑnɯ			
BURN_6							li						jylem										
BURN_7																ɑm							
BURN_8				eːɡ																			
BURN_9										lomɑvnɯ													
CLOUD_1														ʧiəðu		tiːtːə						tuːʧ	
CLOUD_2					tuːtˑsɑ																		
CLOUD_3									kɯmɤr	kɯmɤr		tul							tʲir				
CLOUD_4	kovol							peːvːl															
CLOUD_5	peʎ	pilv	pilʋi		pilvi	pilvi	pələŋ				piːlɑ		pə̠l		pɑlɑvɑ		pəlvːɐ	palβɛ		piʎem	pilʲv	pilvi	pˑilvʲ
CLOUD_6				fɛlɦøː																			
COLD_1																					vilʊ	ʧyl	
COLD_2	keʎme	kylm	kylmæ		kylmæ~kuːmɑ	kylmæ		kelmas			kiːlmɑ	ɑɕərmɑ			kɑlmːɑs		kəːlmɐs	kalmɛ					kˑylm
COLD_3									kɤʥɯt	kɤʥɯd										keʑɯt			
COLD_4														ʧəɕiɕi		tɑɕːu			tʲeːʦʲdɑ				
COLD_5																						kɑhu	
COLD_6							jøɣli						jyʃtø										
COLD_7				hidɛɡ																			
COLD_8							ətʲəɣ																
COME_1									loknɯ	loknɯ										lɯktɯnɯ			
COME_2							jø̆					jiw											
COME_3				jøn																			
COME_4							jŏχət																
COME_5								puedʲːe									puɛtʲːɛd	poætɛdh					
COME_6															pɔ̯ɑhtih								
COME_7										vonɯ										vuɯnɯ			
COME_8		tulːɑ	tulːɑ		tulːɑ	tʊlːɑ					tuːldɑ		tolɑm	tujɕɑ		tyː			toːsʲ		tʊldɑ	tulɤmɑ	tˑulɤmɑ
COME_9	sɑms																						
COUNT_1				saːmol												toːr							
COUNT_2												lowiɲti											
COUNT_3													ʧotlem										
COUNT_4														tuəbtusɑ									
COUNT_5	lovoms												luðɑm										
COUNT_6		luketɑ	lɑskeɑ		lɑskiɑ	lɑskiɛ	lŏŋət	loːɡːe	lɯdʲːɯnɯ	lɯdʲːɯnɯ	luˀɡːə						lɒsʲc͡çːeːd			lɯʥːɯnɯ	lʊɡɛdɑ	lukɤmɑ	lukɤmɑ
COUNT_7															lɔhkɑh								
COUNT_8																		ryœknɛhtidh					
DIE_1														dʲɑŋɡumsɑ									
DIE_2																	ʝaːmʲːɛd						
DIE_3									kuvnɯ	kuvnɯ													
DIE_4		surːɑ					sur															surɤmɑ	
DIE_5	kuloms		kuolːɑ		koːlːɑ	kʊɔlːɑ	kɑ̆lɑ				kuːolə	χoːli	kolem	kuədʲɑ		quː			xɑsʲ	kulɯnɯ	kɔldɑ	koːlɤmɑ	kˑuːlmɑ
DIE_6				mɛkhɒl														jæːmɛdh					
DIE_7								jɒːmʲːe							jaːpmih								
DIRTY_1			likɑinen			likɑni							lɑβə̠rɑn										
DIRTY_2							kulɯŋ																
DIRTY_3																ʧɑm							
DIRTY_4				piskoʃ			pəɣtə																
DIRTY_5												pɑːŋkən											
DIRTY_6				sɛɲːɛʃ				saːkʲːs									saxsːɒi						
DIRTY_7	kɑrɡoʨ			kosoʃ																kɯrɕ			
DIRTY_8															tʊ̯ɔlvːɑs								
DIRTY_9		must			mustɑ																		musˑtˑ
DIRTY_10									ɲɑtʲɤɕ	ɲɑtʲ				ɲeɡɯku									
DIRTY_11										ɕɤd										ɕɤd			
DIRTY_12											ræpːi											roːjɤtːu	
DIRTY_13	rudɑzov				reuɡ̊ɑz																rɛdʊkɑz		
DIRTY_14																			wərʦɑwæj				
DOG_1	kiskɑ			kucɒ																			
DOG_2	piɲe							pienːe	pon	pon	piɲ			bɑŋ	pe̯ænɑ	kɤnɑŋ	piɐnːɒi	pɨɛɲɛ		punɯ			pˑini
DOG_3		koer	kojrɑ		koirɑ	kɔirɑ							pij								kɔir	koir	
DOG_4							æmp					ɑːmp											
DOG_5																			wæɲeːkoː				
DRINK_1														bɯtɯdʲi			ʝuːkːɐd						
DRINK_2	ɕimems																						
DRINK_3															jʊhkɑh			juβkɛdh					
DRINK_4							li					ɑji											
DRINK_5		juːɑ	juo̯dɑ		joːvːɑ	juːvːɑ		juɡːe	junɯ	junɯ	juːodə		jyɑm							juɯnɯ	jɔdɑ	juːmɑ	juːmɑ
DRINK_6																ytə							
DRINK_7							jæɲtʲ																
DRY_1			kuiʋɑ								kuːjɑ												
DRY_2				saːrɒz			sɑrəm																
DRY_3		kuiv			kuivɑ	kʊivɑ			kɤs	kos				koɕyə						kɤs	kʊiv	kuiv	kˑuiv
DRY_4	koɕke							kɒːʃʲkesʲ					kukʃo		kɔjkːis		kɔːʃc͡çɛs						
DRY_5							sosəm					toːsɑm											
DRY_6																ʧɤkə		kɛjhkiɛ					
DRY_7																			xɑsuj				
EAR_1	piʎe			fyl			pəl	pieʎː	peʎ	peʎ		pɑʎ	pə̠lə̠ʃ		pe̯æʎːi		pɛʎːɘ	piɛljiɛ		peʎ			
EAR_2		kɤrv			korvɑ	kɔrvɑ															kɔrv	kɤrv	kˑɤrv
EAR_3			korʋɑ								kuːorɑ			kou		qoː			xɑ				
EARTH_1															e̯ænɑ			joɒrta	jɑ				
EARTH_2	modɑ	mɑː	mɑː		mɑː	mʊɑ	məɣ		mu	mu	mɔː	mɑː		mou						mu	mɑ	mɑː	mɑː
EARTH_3																	ʝɐnːɒm						
EARTH_4				føld									mlɑnde										
EARTH_5																ʧuə̠ʧːə							
EARTH_6								lavʲːn															
EAT_1														ŋəmsɑ					ŋəmzʲ				
EAT_2	sevems																						
EAT_3	jɑrsɑms																						
EAT_4																ɑm							
EAT_5								poːrːe							pɔrːɑh		poːrːɐd						
EAT_6									ɕojnɯ	ɕojnɯ										ɕiɯnɯ		syːmæ	sˑyːmæ
EAT_7		syːɑ	syødæ	ɛsik	søːvˑæ	syːvːæ					siːɛdə	teːɣ									sœdɑ		
EAT_8							li																
EAT_9													koʧkɑm										
EGG_1									koʎtʲ	koʎk													
EGG_2																				puz			
EGG_3																			sɑrʔɲu				
EGG_4		munɑ	munɑ		munɑ	mʊnɑ		manʲː			munɑːd	muːŋi	muno	mənu	mɔnːi		mɐːnʲːɘ	mʉnːiɛ			mʊnɑ	munɑ	munɑ
EGG_5							məɣ																
EGG_6																eŋ							
EGG_7	ɑl																						
EYE_1																sɑji			sæw				
EYE_2	ɕeʎme	silm	silmæ	sɛm	silmæ	silmæ	sem	ʧalʲːm	ɕin	ɕin	siːlmɑ	sɑm		ɕejmɯ	ʧɑlɛbmi		ʧɐlʲmʲːɘ	ʧɛlmiɛ		ɕin	silʲm	silmʲ	sˑilm
EYE_3													ʃiɲʧɑ										
FALL_1														ʧəlhdʲi~sohədʲɑ									
FALL_2								keːhʧe							kɑhʧːɑh			kahʧɛdh					
FALL_3		kukːutɑ															kəʧːɐd						
FALL_4	prɑms						kørəɣ																
FALL_5			pudotɑ																				kˑukˑɤrtumɑ
FALL_6													βozɑm										
FALL_7						lɑŋkɛtɑ					lɑŋɡə										lɑŋːɛtɑ	lɑŋkɤːmɑ	
FALL_8					tokːuɑ																		
FALL_9												rɑɣi											
FALL_10									uɕnɯ	uɕnɯ										uɕɯnɯ			
FALL_11				ɛʃik																			
FALL_12																ɑːlʨə							
FAR_1									ɯlɯn	ɯlɯn		eːlɑʎ											
FAR_2					etːæːl	ɛtæhælːini															ɛdɑhɑinɛ		
FAR_3	vɑsolo			mɛsːɛ																			
FAR_4														kuntəɡunu		kuntok							
FAR_5													myndə̠rnø										
FAR_6				taːvol																			
FAR_7													torɑʃte										
FAR_8								kuhkʲenʲ										kahkɛsɛ					
FAR_9		kɑukel	kɑwkɑnɑ								kouɡi						kuc͡çɛs			kɯdʲokɯn		kɑukɑlː	kˑɑvːɤn
FEATHER_1			høyɦen		høyhen																		
FEATHER_2	tolɡɑ	sulk	sulkɑ		sulɡ̊ɑ	sʊlkɑ													tərʔ			sulk	sˑulkʲ
FEATHER_3				tolː			tŏɣəl					towəl				tuː~tɑr				tɯlɯ			
FEATHER_4									bordtɯv				pə̠stə̠l										
FEATHER_5							pun		ɡɤn	ɡɤn		pun	pun										
FEATHER_6								poːnːʦ						totə				paʦːɛ					
FINGERNAIL_1	kenʒe	kyːs	kynsi		kynz	kynsi	kø̆ɳʧ	keːnːʦ	ɡɯʒ	ɡɯʒ		kos	kyʧ	kətu	kɑʣːɑ	qɑtə	kəʣːɐ	kaʦːɛ	xədɑ	ɡiʒɯ	kʏnzʲ		kˑyːʦʲˑ
FINGERNAIL_2				kɒrom														kʉɛhpɛrɛ					
FINGERNAIL_3																						ʧyːni	
FINGERNAIL_4											kiːɲtʃ												
FIRE_1									bi	bi													
FIRE_2	tol	tuli	tuli	tyːz	tuli	tʊli		toːlː			tuˀʎ		tul	tuj	tɔlːɑ	tyː	tolːɐ	tɔlːɛ	tu	tɯl		tuli	tˑuli
FIRE_3							tø̆ɣət																
FIRE_4												nɑːj											
FIRE_5																					læmɔi		
FIRE_6												uʎɑ											
FISH_1	kɑl	kɑlɑ	kɑlɑ		kɑlɑ	kɑlɑ	kul	kuːlʲː	ʨeri	ʨeri	kɑlɑː	χuːl	kol	kolɯ	kʊ̯ɔlːi	quə̠lə	kuɛlʲːɘ	kʉɛliɛ	xɑʎɑ	ʨorɯɡ	kɑlɑ	kɑlɑ	kˑɑlɑ
FIVE_1														səŋhəʎɑŋkə		sompəlæŋqə			səmʎɑŋɡ				
FIVE_2	vetʲe	viːs			viːz	viːsi		vɨdː	vit	vit	viːʒ		βiʧ		vihtːɑ		vitːɐ	βɨjhtɛ		vitʲ	viʒ	viːs	viːsʲˑ
FIVE_3				øt								ɑt											
FIVE_4			ʋiːsi				wet																
FLOWER_1											pucːkɨz~pusk									ɕɑɕkɑ			
FLOWER_2	ʦvetkɑ																						
FLOWER_3			kukːɑ		kukːɑ	kʊkːɑ								lukuðiɑj							ænik	kukː	
FLOWER_4				viraːɡ												sɯrkə							
FLOWER_5																	xɛarʲvʲːrʲaːsʲːɘ						
FLOWER_6	ʨeʨɑ								ʥoriʥ	ʥoriʥ		ɕoːri											
FLOWER_7													peleðə̠ʃ										
FLOWER_8								raːsʲː							raːsːi			rɨɛsɛɡɛ					
FLOWER_9		lilː					lɯjwə																lillʲ
FLOWER_10																			ŋɑmdædʔŋæwɑ				
FLY_1	ʎivtʲɑms																						
FLY_2													ʧoŋeʃtem										
FLY_3														təirɕi		tiː			tʲirʦʲ				
FLY_4								kɨrʲːte							kirtih								
FLY_5																	c͡çɛrʲdʲːɛd						
FLY_6				rɛpyl			ləɣəl					tiɣli											
FLY_7									lebɑvnɯ	lebɑvnɯ										lobɯnɯ			
FLY_8		lenːɑtːɑ	lentæː		lentæː	lɛntyæ					lində										lɛtɑ	lentæmæ	lintɑmɑ
FLY_9																		hæːliɛhtidh					
FOOT_1														ŋoj					ŋæ				
FOOT_2		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki			jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
FOOT_3							kø̆r																
FOOT_4												lɑːɣəl											
FOOT_5										kok						topə				kuk			
FOOT_6	piʎɡe																			pɯd			
FOOT_7																	ʝuɛlʲɟ͡ʝːɘ						
FOOT_8									kokpɯdɤs														
FOUR_1														ʧətə		teːtːə			tʲeːt				
FOUR_2	ɲiʎe	neli	neljæ		neljæ	nɛlːæ	ɲələ	ɲieʎː	ɲoʎ	ɲoʎ	nɛːʎɑ	ɲilɑ	nə̠l		ɲe̯æʎːe		nɛʎːɐ	ɲiɛljiɛ		ɲɯʎ	nɛlʲː	neʎːe	neli
FOUR_3				neːɟ																			
FULL_1	peʃkɕe																						
FULL_2														myntyɕɑ									
FULL_3								tievːt					temʃe				tiːudɒs		pɑntɑ				
FULL_4		tæis	tæysi		tæyz	tæysi					tæuʒ		tiʧ		tiɛvːɑ			tɨɛβɛ			tæʊzʲ	tæynø	tˑæysʲˑ
FULL_5				tɛlɛ			tel		tɯr	tɯr		tɑːɣəl				tiːrəʎ				tɯr			
FULL_6														dʲulsɯə									
GIVE_1									ɕetnɯ	ɕetnɯ										ɕotɯnɯ			
GIVE_2																		βɛtːɛdh					
GIVE_3	mɑksoms																						
GIVE_4													puem										
GIVE_5							mə					miɣ		miɕi		mi							
GIVE_6		ɑntɑ	ɑntɑː		ɑntɑː	ɑntʊɑ		anʲːte			ɑndə										ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_7															ɑdtih								
GOOD_1													sɑj						səwɑ				
GOOD_2	pɑro							puːrʲː	bur	bur			poro		pʊ̯ɔrːe		puɛrʲːɘ	pʉɛriɛ					
GOOD_3										ʃɑɲ						somɑ							
GOOD_4								ʃiɡ									ʃiəɣːɐ			ʥeʨ			
GOOD_5														ɲɑɡəː									
GOOD_6					hyvæ	hyvæ															hʏvæ	heːkː	
GOOD_7		heɑ	hyʋæ																				hæː
GOOD_8											jɨvɑː											yvæ	
GOOD_9				joː			jəm					jomɑs											
GOOD_10																				umoj			
GRASS_1		rohi	ruoɦo		roho																	roho	hɑin~ruːh
GRASS_2				fyː																			
GRASS_3													ʃuðo										
GRASS_4								raːsʲː							raːsːi		raːsʲːɘ						
GRASS_5																		kʰræːsiɛ					
GRASS_6									turun	turun										turɯn			
GRASS_7							pɑm					pum											
GRASS_8																							moro
GRASS_9														ɲotə		ɲuːʧə			ŋɑmdæʔ				
GRASS_10	tʲikʃe																						
GREEN_1	piʒe									veʒ										voʒ			
GREEN_2						vihɑntɑ																viher	
GREEN_3		roheline			rohˑoin			ruenː							rʊ̯ɔnaː		ruɐnːɐ					rohoin	rohilinɤ
GREEN_4			ʋiçreæ																				
GREEN_5													uʒɑr										
GREEN_6											oːʎɑz												
GREEN_7											mɨltsi			ŋindiɑʔsɯə									
GREEN_8							kullø̆j											kʰrɵana					
GREEN_9				zøld					zeʎonɤj														
GREEN_10												ɲɑːr				noræʎ							
GREEN_11														ɲotərəku									
HAIR_1		kɑrv	kɑrʋɑ		kɑrvɑ																		kˑɑrv
HAIR_2	ponɑ						pun		ɡɤn	ɡɤn		pun	pun							ɡon			
HAIR_3	ʧerʲ			søːr						ɕi										ɕi			
HAIR_4												ɑːt	yp			tɑr							
HAIR_5														ŋɑbtə					ŋæbt				
HAIR_6								vuːpːt							vʊ̯ɔktɑ	oːptə	vuəptɐ	βuʌptɛ				ivuz	
HAIR_7											ibuːkst												
HAIR_8		juːs							jurɕi														
HAIR_9							ɑwət																
HAIR_10			hius		hiuz	hivʊs															hibʊz		hiusˑ
HAIR_11								sefs															
HAIR_12				hɒj																			
HAND_1	kedʲ	kæsi	kæsi	keːz	kæzi	kæsi	køt	kiːdː	ki	ki	kɛˀʒ	kɑːt	kit	dʲyty	kiɛhtɑ		c͡çiətːɐ	kɨɛtɛ		ki	kæzitɛrɑ	ʧæsi	kˑæsˑi
HAND_2																utə							
HAND_3																			ŋudɑ				
HEAD_1							oɣ								ɔ̯ɑivi								
HEAD_2									jur	jur						olə		oæjːiɛ		jɯr			
HEAD_3														ŋojbu					ŋæwɑ				
HEAD_4	prʲɑ	peɑ	pæː	fɛj	pæː	piæ		vuejːv			pæː		βuj				vuɛivʲːɘ				pæ	pæː	pˑæː
HEAD_5												puŋk											
HEAR_1																yntə			nɑmdəsʲ				
HEAR_2	mɑrʲɑms																						
HEAR_3														dʲinsiɕi									
HEAR_4	kuʎems	kuːltɑ	kuːlːɑ		kuːlːɑ	kuːlːɑ	kɔl	kulːe			kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd			kɯlɯnɯ	kʊldɑ	kuːlɤmɑ	
HEAR_5									kɯvnɯ	kɯvnɯ													kˑuːltmɑ
HEAR_6																		kuβlɛdh					
HEAR_7				hɒlː																			
HEART_1															vaːjbmʊ			βɑːjmuʌ					
HEART_2					syæn		səm		ɕɤlɤm	ɕɤlɤm		sim	ʃym	səː					sʲeːj	ɕulem		syæ	sˑyæ
HEART_3	ɕedʲej	sydɑ	sydæn	siːv							sidɑːm					siːʨə	ʧɐːðʲɘ				sʏdæin		
HEART_4								saːrʲːt															
HEART_5								kuːtʲːk															
HEAVY_1											læːlɑm		lele										
HEAVY_2															lɔsːɑh								rɑsːɤ
HEAVY_3							læɣərt	loːsʲːesʲ									losːɐd	leːβlɛs					
HEAVY_4	stɑkɑ											tɑːrwitəŋ											
HEAVY_5						jykiɛ															jʏɡɛd		
HEAVY_6														səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_7		rɑske	rɑskɑs		rɑskɑz~rɑŋkːɑ																	rɑskɑˑ	
HEAVY_8									ɕɤkɯt	ɕɤkɯd										ɕekɯt		pɑinukɤz	
HEAVY_9				ʃuːjoʃ																			kˑɑːlsˑɑ
HEAVY_10			pɑinɑʋɑ																				
HEAVY_11																sɤʧːəm							
HEAVY_12				nɛɦeːz																			
HOLD_1								ɒːnʲːe															
HOLD_2																orɑlpi							
HOLD_3																			ɲɑʔəmbəsʲ				
HOLD_4															tɔ̯ɑlːɑh								
HOLD_5																		ʉtniɛdidh					
HOLD_6																		steːrɛdh					
HOLD_7														kəmiɑsɑ									
HOLD_8																	tuɛrʲʝːeːd						
HOLD_9	kirʲdʲems												kuʧem										
HOLD_10							kætl			kutnɯ													
HOLD_11			pitæː	tɒrt	pitˑæː	pityæ					piˀdːə	tɑkti									pidɑdɑ	pitæmæ	
HOLD_12				foɡ					viʥnɯ	viʥnɯ										voʑɯnɯ			
HOLD_13		hoitɑ																					
HOLD_14																							hoitˑmɑ
HORN_1							ɑ̆ŋət					ɑːɲt		ŋɑmtə		ɑːmtə			ɲɑmd				
HORN_2	ɕuro	sɑrv	sɑrʋi		sɑrvi	sɑrvi		ʧuerʲːv	ɕur	ɕur	sɔːrɑ		ʃur		ʧɔ̯ɑrɛvi		ʧuarʲvʲːɘ	ʧoærβiɛ		ɕur	sɑrʲv	sɑrvi	sˑɑrvʲ
HORN_3													tykø										
I_1	mon	mɑ	minæ		miæ	miɛ	mæ	munː	me	me	minɑː	ɑm	mə̠j	mənə	mʊn	mɑn	monɐ	manːɛ	mɑɲ	mon	minæ	miæ	
I_2																							mɑʔ
I_3				eːn																			
KILL_1				øl			wel					ɑli											
KILL_2									vijnɯ	vijnɯ										viɯnɯ			
KILL_3					surmɑd̥ɑ																	surmɑmɑ	
KILL_4														kotudʲɑ		quə̠t	kɔdʲːɛd		xɑdɑsʲ				
KILL_5								kɒːnʲːte							kɔdtih								
KILL_6										kulɤdnɯ													
KILL_7		tɑpːɑ	tɑpːɑː			tɑpːʊɑ					tɑpːə											tɑpːɤmɑ	tˑɑpˑmɑ
KILL_8	ʧɑvoms																						
KILL_9	mɑʃtoms												puʃtɑm										
KILL_10																					riktɑ		
KILL_11																		pʉβːɛdh					
KNEE_1									piʥɤs	piʥɤs										pɯdʲes			
KNEE_2		pɤlv	polʋi		polvi	pɔlvi					puːolɑ		pulβuj			puːlə	puəlvːɐ	puʌlβɛ	pulɨ		pɔlʲv	pɤlvi	pˑɤlvʲ
KNEE_3								puːvːl															
KNEE_4				teːrd																			
KNEE_5	kumɑʒɑ						ʧæɳʧ					sɑːns											
KNEE_6															ʧibpi								
KNEE_7														həɑɡɑj									
KNOW_1							onəl																
KNOW_2													pɑlem										
KNOW_3									tɤdnɯ	tɤdnɯ~kuʒnɯ										tosɯnɯ		tæːtemæ	tˑiːtmæ
KNOW_4		teɑtɑ	tie̯tæː	tud	tiːtæː	tiɛtyæ		tiːdːe			tiːɛdə				tiɛhtih		tiɛtʲːɛd	tiɛtɛdh			tɛtɑ		
KNOW_5												χɑːsi											
KNOW_6								tomːte					ʃiɲʧem									tuntɤmɑ	
KNOW_7							tŏŋəmt							ʧənɯdʲi		tynəmə			tʲeːɲeːwɑsʲ				
KNOW_8	sodɑms																						
KNOW_9												wɑːɣ											
LAUGH_1															pɔ̯ɑkʊstih		pɔɣstɛd						
LAUGH_2																		føːrhkɛdidh					
LAUGH_3													βoʃtə̠lɑm										
LAUGH_4	pejdʲems																		pʲisʲənzʲ				
LAUGH_5																pisəj							
LAUGH_6	rɑkɑms																						
LAUGH_7							ɭɯsəɣ																
LAUGH_8														hidʲiɕi									
LAUGH_9					nɑɡrɑː	nɑkrʊɑ					nɑˀɡrə										nɑɡrdɑ	nɑɡrɤmɑ	
LAUGH_10			nɑwrɑː									muwɑli											
LAUGH_11		nɑertɑ		nɛvɛt																			nɑːrtmɑ
LAUGH_12								siːjːne	serɑvnɯ	ɕerɑvnɯ										ɕerekjɑnɯ			
LAUGH_13															ʧɑjbmɑh								
LEAF_1	lopɑ			lɛveːl							lɛːɟ								weːbɑ				
LEAF_2										ʎis													
LEAF_3		leht	leçti		lehti	lɛxti		leːsːt				luːptɑ	lə̠ʃtɑʃ		lɑstɑ		ləstːɐ				lɛxtɛz	lehto	lehtʲˑ
LEAF_4							ɭɯwət																
LEAF_5									kor	kor										kuɑr			
LEAF_6														horɑðiɑj									
LEAF_7																ʨɑːpə							
LEG_1														ŋoj					ŋæ				
LEG_2		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki			jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
LEG_3							kø̆r																
LEG_4												lɑːɣəl											
LEG_5									kok	kok						topə				kuk		koip	
