	Belarusian	Bulgarian	Burgenland Čakavian	Czech	Kajkavian	Latvian	Lithuanian	Macedonian	Polish	Russian	Slovak	Slovenian	Ukrainian	Čakavian (Cres)	Čakavian (Istria)	Štokavian
STAND_2	stajˈæʦʲ		stâːt	staːt	staːt	stāːvêːt	stoːvʲêːtʲɪ		staʨ	stɐjˈætʲ	staːc	stàːti	stɔjˈɑtɪ	stǎːt	stǎːt	stâjati
STAR_1	zˈorka												zʲˈirkɐ			
STAR_2		zvɛzdˈa	zvjêzda	ɦvjˈɛzda	zvˈejzdɒ	zvǎjɡznɛ	ʒvɐjɡʒʲdʲěː	ʣvezda	ɡvʲjˈazda	zvʲɪzdˈa	ɦʋˈɪ̯ɛzda	zʋɛ̀ːzda		zvɛzdˈa	zvjezdˈa	zʋjeː̌zda
STONE_1	kˈamʲenʲ	kˈamɐk	kǎːmɛn	kˈaːmɛn	kˈowmæn	akměns	ɐkmuə̌	kamen	kˈamʲjɛɲ	kˈamʲɪnʲ	kˈamɛɲ	kàːmɛn	kˈɑmʲinʲ	kaměːna~kǎːmik	kˈamik	kâmeːn
STONE_2															ɡrˈɔta	
SUN_1						sāwlɛ	sɐ̂wlʲeː									
SUN_2	sˈonʦa	sɫˈɤnʦɛ	sûːnʦɛ	slˈunʦɛ	sˈownʦæ~sˈu̯onʦæ			sonʦe	swˈɔɲʦɛ	sˈonʦə	sˈɫ̩ŋkɔ	sɔ̀ːnʦɛ	sˈɔnʦɛ	sěːnʦɛ	sǔːnʦe	sûːnʦe
SWIM_1	pɫˈavaʦʲ	pɫˈuvɐm	plut	plˈavat	pʎuːt~pjuːt	pêldêːt	pɫɐ̌wktʲɪ		pwˈɨvaʨ	pɫˈavətʲ	pɫˈaːʋac	plàːʋati	pɫɪʋtˈɪ~pɫˈɑʋɐtɪ	plˈavat	plˈivat	plîʋati
SWIM_2								kapi								
TAIL_1	xvost									xvost	xʋɔst		xʋʲist			
TAIL_2			rjêp		rejp							rɛ́p		rěːp	rjěp	rêːp
TAIL_3		opˈaʃkɐ		ˈoʦas			uədʲɛɡˈɐ	opaʃka								
TAIL_4						astɛ										
TAIL_5									ˈɔɡɔn							
THAT_1					own		ɐnˈɐs	on						ɔnɔ̌ːx~nɔ̌ːx	ɔnˈi	ǒnoː
THAT_2	tˈoje	tovˈa	tâː	to	tej~taː	tas		t	tɔ	to	tɔ	tɔ̀ː	tɔ	ɔtɔ̌ːx~tɔ̌ːx	ta~tâː	tôː
THIN_1	tˈonkʲi	tˈɤnɐk	tǎːnak	tˈɛŋkiː	tˈejnæk			tanok	ʨˈɛŋkʲi	tˈonkʲɪɪ̯	cˈɛŋkiː	tàːnɛk	tɔnkˈɪi̯	tˈɛnɛk	tˈanak	tânak
THIN_2						tjêws	pɫôːnɐs									
THIS_1	ʁˈɛta					ʃis	ʃʲɪs							ɔvɔ̌ːx~vɔ̌ːx		
THIS_2		tˈɔzi		tˈoto				t	tɔ	ˈɛtə	tɔ~tˈaːtɔ	tɔ̀ː	ʦɛ			
THIS_3			u̯ôv		owv			ov							ɔvˈi	
THIS_4																ǒʋoː
THOU_1	tɨ	ti	tîː	tɪ	tiː	tu	tʊ	ti~tebe	tɨ	tɨ	ti	tìː	tɪ	tîː	tîː	tîː
TONGUE_1	jæzˈɨk	ɛzˈik	jˈɛziːk	jˈazɪk	jˈæzik			jazik	jˈɛw̃zɨk	jɪzˈɨk	jˈazik	jéːzik	jɐzˈɪk	zajˈik	zajˈik	jězik
TONGUE_2							lʲjɛʒˈʊvʲɪs									
TONGUE_3						měːlɛ										
TOOTH_1	zup	zɤp	zub	zup	zowb	zuɔ̯̂ps		zap	zɔmp	zup	zup	zɔ̀ːp	zub	zûːp	zu̯ôp	zûːb
TOOTH_2							danʲtʲˈɪs									
TREE_1	drˈɛva	dɐrvˈɔ			drˈejvɔ			dr̩vo	dʐˈɛvɔ	dʲˈerʲɪvə		drɛʋɔ̀ː	dˈɛrɛwɔ	drêːvɔ	drjêvɔ	dr̩̂ʋo
TREE_2														stablˈɔ		stǎːblo
TREE_3			stru̯ôm	strom							strɔm					
TREE_4							mʲæ̌dʲɪs									
TREE_5						kuɔ̯̂ks										
TWO_1	dva	dva	dvǎː	dva	dvaː	divi		dva	dva	dva				dvâː	dvâː	
TWO_2							dʊ				dʋa	dʋàː	dʋɑ			dʋâː
WALK_1						ɡāːju								ɡrěːn	ɡrjěn	
WALK_2														rěːn		
WALK_3						jêt~jɛt	êjtʲɪ									
WALK_4	xaʣʲˈiʦʲ	xˈɔdʲɐ							xˈɔʥiʨ	xɐdʲˈitʲ		xɔdìːti	xɔdˈɪtɪ			xǒːdati
WALK_5			ʔit		powt~pˈowti									pɔ̌ːc	pu̯ǒc	
WALK_6								oj								
WARM_1	ʦʲˈɵpɫɨ	tˈɔpɐɫ	tjěpal	tˈɛpliː	tˈu̯opɛl			topol	ʨˈɛpwɨ	tʲˈɵpɫɨɪ̯	cˈɛpɫiː	tóːpɛu̯	tˈɛpɫɪi̯	těːpɛl	tˈɛpal	tôpao
WARM_2												u̯rɔ́ʧ				ʋrûːʨ
WARM_3						sǐlts	ʃʲǐɫtɐs									
WARM_4	ʁarˈaʧɨ	ʒˈarɐk		ɦˈorkiː					ɡɔɾˈɔnʦɨ	ʐˈarkʲɪɪ̯	ɦˈɔruːʦi		ʒɐrkˈɪi̯~ɦɐɾʲˈɑʧɪi̯			
WATER_1											ʋˈɔda	ʋóːda	wɔdˈɑ			ʋǒda
WATER_2	vadˈa	vodˈa	vu̯ɔ̌da	vˈoda	vˈu̯odɒ		vɐnduə̌	voda	vˈɔda	vɐdˈa				vɔdˈa	vɔdˈa	
WATER_3						ûːděns										
WE_1	mɨ	nˈiɛ	mîː~nâːs	mɪ	miː~naːs	mɛːs	mʲæ̌s	nije~nas	mɨ	mɨ	mi	mìː	mɪ	mîː~nas	mîː~nas	mîː
WHAT_1	ʂto	ʃtɔ						ʃco		ʂto			ʃʧɔ			ʃtô
WHAT_2		kɐkvˈɔ				kas	kɐs									
WHAT_3					kɒj~kæj							kàːj				
WHAT_4			ʧa~ʧâː	ʦo				ʃo	ʦɔ		ʧɔ			ʧɛ	ʧa	
WHITE_1						bālts	bɐ̂ɫtɐs									
WHITE_2	bʲˈeɫɨ	bʲaɫ	bjêl	bˈiːliː	bejl			bel	bʲjˈawɨ	bʲˈeɫɨɪ̯	bˈɪ̯ɛɫi	bɛ̀ːu̯	bʲˈiɫɪi̯	bêːli	bjêl	bjeː̂l
WHO_1						kas	kɐs									
WHO_2	xto		ɡdɔ	ɡdo					ktɔ	kto	ktɔ	kdɔ̀ː	xtɔ			
WHO_3		kɔj	dɔ		kow			koj						kîː	kiː	
WHO_4																tkô
WIND_1						vɛːjʃ	vʲêːjɛs									
WIND_2	vʲˈeʦʲer	vʲˈatɐr	vjětar	vˈiːtr̩	vjˈetær			veter	vʲjatɾ	vʲˈetʲɪr	ʋˈɪ̯ɛtɔr	ʋɛ̀ːtɛr	ʋʲˈitɛr	věːtɛr	vˈɛtar	ʋjêtar
WOMAN_1	ʐanʧˈɨna	ʒɛnˈa	ʒˈɛna	ʒˈɛna	ʒjˈenɒ~ʒjˈenskɒ			ʒena		ʐˈɛnʲɕːɪnə	ʒˈɛna	ʒɛ̀ːnska	ʒʲˈinkɐ	ʒɛnˈa~ʒěːnska	ʒjěnska	ʒěna
WOMAN_2						sjɛvjɛtɛ			kɔbʲjˈɛta							
WOMAN_3			rˈɔba													
WOMAN_4							môːtʲɛrʲɪs									
WORM_1												ɡlìːsta			ɡlîːs~ɡlîːsta	
WORM_2											ʧɛrʋ	ʧə́ru̯	ʧɛrʋjˈɑk			ʦr̩̂ːʋ
WORM_3	ʧarvʲˈæk	ʧˈɛrvɛj	ʧr̩̂v	ʧɛrf	ʧɛrv	tǎːrps		ʦr̩veʦ		ʨɪrvʲˈak				ʧêːrf	ʧr̩̂f	
WORM_4							kʲɪrʲmʲeːlʲěː									
WORM_5									ɾˈɔbak							
YEAR_1	ʁot	ɡodˈinɐ				ɡats		ɡodina		ɡot						ɡôdina
YEAR_2				rok					ɾɔk		rɔk		ɾʲik			
YEAR_3			ljětɔ		ljˈetɔ		mʲæ̌tɐj					lɛ̀ːtɔ		lěːtɔ	lˈɛtɔ	
YELLOW_1						ʣæ̂ltæ̌ns	ɡʲɛɫtôːnɐs									
YELLOW_2	ʐˈowtɨ	ʒɤɫt	ʒûːt	ʒlˈutiː	ʒowt			ʒolt	ʐˈuwtɨ	ʐˈoɫtɨɪ̯	ʒˈɫ̩tiː	ʒɔ̀ːu̯t	ʒˈɔʍtɪi̯	ʒûːt	ʒûːt	ʒûːt
YELLOW_3												rumɛ́n				
