	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
LEAF_6		je²⁴ʦɹ̩⁰				lje⁵⁵te²³	jɛ⁵³ʦɹ̩⁰	jə³¹ʦɹ̩⁰		je³⁵ʦɹ̩⁰	jap⁵pe⁰	jɛt⁵ʦɹ̩⁰	jeʔ⁵ʦɹ̩⁰			je⁴⁵ʦəʔ⁰			
LEAF_7			su²¹³ʦɹ̩⁵³je²¹je²¹																
LEG_1	tʰwei²¹³	tʰei⁴¹	tʰwei⁵³		tʰøy³⁵		tʰwei²¹³	tʰwei⁴⁵	tʰa²¹³	tʰwe⁴²	tʰwi³¹	tʰwi²¹³	tʰwei¹¹	tʰei²¹⁴	pʰɑ̃⁵²	tʰwei⁵³		tʰwei⁵³	
LEG_2						ʨjɑu⁵⁵tu²¹ʦe²³											ʨja⁴¹ʨja⁴¹		kʰa⁵⁵kut³²
LEG_3				kʰa⁵⁵løy³²															
LEG_4		tʰei⁴¹pa⁵⁵ʦɹ̩⁰																	
LIE (REST)_1	tʰɑŋ²¹³	tʰan⁴¹		to³²	tʰɔŋ³⁵	tʰɑŋ²³	tʰaŋ²¹³	tʰɑŋ⁴⁵	tʰõ²¹³	kʰun³⁵	tʰoŋ¹¹	tʰɔŋ²¹³	tʰɑ̃¹¹	tʰaŋ²¹³	tʰɑ̃⁵²	tʰɒ̃⁴⁵			to⁵³
LIE (REST)_2									kʰwɑ̃³⁵										
LIE (REST)_3		ɕɥei¹¹											swei⁴⁴				fa⁴⁴	fei⁴⁴	
LIE (REST)_4			swei²¹³tau⁵³~swei²¹³ʨʰi⁵³~tʰaŋ⁵³tau⁵³ʨʰi⁵³																
LIE (REST)_5											min¹¹								
LIVER_1	kan⁵⁵	kan³³	tan⁵³	kaŋ⁵⁵	kɔn⁵³	kwɑ⁴²	kan⁴⁴	kæ̃²¹³	kɔ⁵⁵	kwẽ⁴⁴		kon⁴²	kɑ̃³¹	kɐn⁵²	kø⁴⁴	kæ̃²¹	ky⁴⁴		kwã⁵⁵
LIVER_2																		tæ̃⁵³	
LIVER_3											lon³³								
LONG_1	ʈ͡ʂʰɑŋ³⁵	ʦan¹³	ʦʰaŋ²¹	twoŋ⁵³	ʦʰœŋ²¹	ʦɑŋ²²	ʈ͡ʂʰaŋ²⁴	ʦʰɑŋ⁵³		ʥɔŋ¹³	ʦʰoŋ¹¹	ʦʰɔŋ²⁴	ʦʰɑ̃¹³	ʈ͡ʂʰaŋ³⁵	zã¹³	ʦʰɒ̃²¹	ʥi³⁴¹	ʈ͡ʂʰɑŋ²⁴	tŋ̍²⁴
LONG_2									ʨʰjõ⁴⁴										
LOUSE_1			se²¹ʦɹ̩⁵³																ka⁵⁵ʦau⁵³
LOUSE_2		sɹ̩²⁴po¹³ʦɹ̩⁰								ɕe¹³bu¹³sɹ̩⁰									
LOUSE_3							ʂɻ̩⁴⁴ʦɹ̩⁰	ʂɻ̩²¹⁴ʦɹ̩⁰	ɕjeʔ³²ʦɹ̩⁰				seʔ⁵ʦɹ̩⁰			səʔ²ʦəʔ⁰			
LOUSE_4	ʂɻ̩⁵⁵	sɹ̩²⁴				sɤ⁵⁵								ʂɻ̩⁵²			sai⁴¹	sei²¹	
LOUSE_5				sɛiʔ²⁴mo³²	sɐt⁵						set¹ma¹¹	sət⁵				səʔ²			
LOUSE_6															djæ¹³səʔ⁴				
MAN_1							ta⁵³lau²¹³ɛ²⁴mə⁰~lau²¹³jɛ²⁴mə⁰												
MAN_2	nan³⁵ʐən³⁵	lan¹³ʐən¹³~lan¹³ti⁰~lan¹³ʐən⁰ka⁰	nan²¹zən²¹					næ̃⁵³ʐẽ⁰					lɑ̃¹³ʐən¹³			næ̃²¹zəŋ²¹		næ̃²⁴ʐẽ⁰	
MAN_3										nã¹³nin¹³ka⁴⁴					nø¹³ɲin¹³				
MAN_4			nan²¹ni⁵⁵	naŋ⁵³ŋai²¹²	nam²¹ljɐn²¹				nɔ⁴⁴nɤ⁰			lan⁴⁵lɨn⁰		nɐn³⁵in⁰					
MAN_5				touŋ²¹²mwo³²nøyŋ⁵³							nam¹¹me³³ŋin¹¹								
MAN_6																			ta²²pɔ⁵⁵laŋ²⁴
MAN_7						lã²²liŋ²²													
MAN_8																	nø³⁴¹ʦɹ̩²⁴²kʰa⁴¹		
MOON_1					yt²kwɔŋ⁵⁵														
MOON_2																	ɲy²¹kwɔ⁴⁴		
MOON_3										we³⁵kɔŋ⁴⁴						ɥəʔmi⁰			
MOON_4				ŋwoʔ⁵							ŋjat⁵kwoŋ³³	ɲɥot⁵ljɔŋ⁰							
MOON_5																			ɡeʔ⁵njũ²⁴
MOON_6	ɥɛ⁵¹ljɑŋ⁰	ɥe²⁴ljan¹¹	ɥe²¹ljaŋ⁰			lɥe⁵⁵ljɑŋ²¹	ɥɛ⁵³ljaŋ⁰	ɥɤ²¹ljɑŋ³¹	ɥaʔ³²ɲjɑ̃³¹				ɥeʔ⁵ljɑ̃⁰	ɥɛ³⁴ljaŋ³³⁴	ŋəʔ²³ljã²³¹	ɥəʔ²ljɒ̃⁴⁵		ɥɛ²¹ljɑŋ⁰	
MOON_7		ɥe²⁴ljan¹¹pa³³pa⁰																	
MOUNTAIN_1	ʂan⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	san⁵³	sã⁴²	ʂan⁴⁴	ʂæ̃²¹³	sɔ⁴⁴	sã⁴⁴	san³³	san⁴²	sɑ̃³¹	ʂɐn⁵²	se̞⁴⁴	sæ̃²¹	sa⁴⁴	sæ̃²¹	swã⁵⁵
MOUTH_1	ʦwei²¹³	ʦei⁴¹	ʦwei⁵³pa⁵⁵	ʦʰwoi²¹²	ʦøy³⁵	ʦwei²³	ʦwei²¹³~ʦwei²¹³pa⁰	ʦwei⁴⁵	ʨy²¹³	ʨy⁴²	ʦoi⁵³	ʦwi²¹³	ʦwei¹¹~ʦwei¹¹pɑ³¹	ʦei²¹⁴	ʦɻ̩ʷ⁵²	ʦwei⁵³	ʦɹ̩²⁴	ʦwei⁵³	ʦʰwi²¹
MOUTH_2			ja²¹pa⁵⁵																
NAME_1	miŋ³⁵ʦɹ̩⁰	min¹³ʦɹ̩⁰	min²¹ʦɹ̩²¹³	mjaŋ⁵³ʒɛi²⁴²	mɛŋ²¹ʦi²²	mei²²ʦɹ̩²¹	miŋ²⁴ʦɹ̩⁰	miŋ⁵³ʦɹ̩⁰	mjɑ̃⁴⁴ʦʰɹ̩³¹	mjɔ̃¹³ʣɹ̩¹¹	mjaŋ¹¹sɹ̩⁵³	mjaŋ⁴⁵ʦɹ̩⁰	min¹³sɹ̩⁰	miŋ⁵²ʦɹ̩⁰	min¹³zɹ̩²³¹	miŋ²¹ʦɹ̩⁴⁵	meŋ³⁴¹zɹ̩²²	miŋ²⁴ʦɹ̩⁰	
NAME_2																			mjã²⁴li²²
NECK_1	po³⁵ʦɹ̩⁰	po¹³ʦɹ̩⁰					pɤ²⁴ʦɹ̩⁰	pɤ⁵³ʦɹ̩⁰				pɔʔ⁵ʦɹ̩⁰	poʔ⁵ʦɹ̩⁰	pɔ³⁵kəŋ²¹⁴ʦɹ̩⁰		paʔ⁵⁴ʦəʔ⁰		po²⁴ʦɹ̩⁰	
NECK_2									kʰi³⁵ʨjɑ̃²¹³						dʏ¹³ʨin⁵²		dɤu³⁴¹ʨjaŋ²⁴²		
NECK_3				tau²⁴²ɔuʔ²⁴															
NECK_4			ʨin⁵³xaŋ⁵³~ʨin⁵³ʦɹ̩⁵³																
NECK_5		ʨin⁴¹kən³³								ʨjɔ̃⁴²ku⁰	kjaŋ³¹kin³³								
NECK_6					kɛŋ³⁵	kei²³						ʨjaŋ²¹³							
NECK_7																			am²²kun⁵³
NEW_1								ɕjẽ²¹⁴	ɕjɑ̃⁵⁵									ɕjẽ²¹	
NEW_2	ɕin⁵⁵	ɕin³³	ɕin⁴⁵	siŋ⁵⁵	sɐn⁵³	ɕiŋ⁴²	ɕin⁴⁴			ɕin⁴⁴	sin³³	ɕin⁴²	ɕin³¹	sin⁵²	sin⁴⁴	ɕiŋ²¹	saŋ⁴⁴		sin⁵⁵
NIGHT_1			xe²¹ləu²¹															xei²¹ljɛ⁰	
NIGHT_2										jɔ¹¹li⁰					jɑ⁴¹²li⁰ɕjã⁴¹²				
NIGHT_3												ja²¹wan²¹³							
NIGHT_4		ja¹¹ka⁰ʦɹ̩⁰																	
NIGHT_5								væ̃⁴⁵ʂɑŋ⁰						xou³³⁴ʂɻ̩⁰		væ̃⁵³sɒ̃⁴⁵			
NIGHT_6							ɕja⁵³xə⁴⁴~ɕja⁵³wa²¹³xei⁴⁴										ɦ³⁴¹ɕy⁴⁴		
NIGHT_7	wan²¹³ʂɑŋ⁵¹	wan⁴¹san¹¹	wan⁵³saŋ²¹³		man²³sœŋ²²	ja²¹xa²²	wan²¹³ʂaŋ⁰		io³¹xo⁰				wɑ̃¹¹sɑ̃⁴⁴						
NIGHT_8											am⁵³pu³³								
NIGHT_9				maŋ⁵³mwo⁵⁵															
NIGHT_10																			e²²hŋ̍⁵⁵
NOSE_1		pi²⁴		pʰɛi²¹²												pjəʔ⁵⁴			pʰjæ²²jã⁵³~pʰjæ²²
NOSE_2						pi²²kʰɤn²³			pʰɹ̩³⁵kʰɑ̃²¹³		pʰi⁵³kuŋ³³								
NOSE_3	pi³⁵ʦɹ̩⁰	pi²⁴ʦɹ̩⁰	pi²¹ʦɹ̩⁵³		pei²²kɔ⁵⁵		pi²⁴ʦɹ̩⁰	pi⁵³ʦɹ̩⁰		pʰi¹¹djɤ¹³		pʰit²¹ʦɹ̩⁰	piʔ⁵ʦɹ̩⁰	pi³⁵ʦɹ̩⁰		pjəʔ⁵⁴ʦəʔ⁰	bei²¹dɤu³⁴¹	pi²⁴ʦɹ̩⁰	
NOSE_4															bəʔ²³dʏ¹³				
NOT_1					pɐt⁵				pɤʔ³²			pʰɨt⁵	puʔ⁵		fəʔ⁴	pəʔ²			
NOT_2	pu⁵¹	pu²⁴	pu²¹			pu²²	pu⁵³	pu²¹⁴		pʰu¹³				pu²¹⁴			fu²⁴	pu²¹	bo²⁴
NOT_3				mo⁵³															
NOT_4				iŋ⁵⁵~ŋ̍²⁴²															
NOT_5											mm̩¹¹								
ONE_1				soʔ⁵															ʦit⁵
ONE_2				ɛiʔ²⁴	jɐt⁵				jeʔ³²		it¹	it⁵	iʔ⁵		jəʔ⁴	jəʔ²			
ONE_3	i⁵⁵	i²⁴	i²¹			i⁵⁵	i⁴⁴	i²¹⁴		i¹³				i²¹⁴			jai⁴¹	i²¹	
PATH_1				two²⁴²			tau⁵³							tɔ³³⁴					
PATH_2	lu⁵¹	ləu¹¹	nu²¹³		lou²²	lu²¹	lu⁵³	lu³¹	nu³¹	lɤu¹¹	lu⁵³	lu²¹	lu⁴⁴		ləu²³¹	lu⁴⁵	løy²²	lou⁴⁴	lɔ²²
PERSON_1	ʐən³⁵	ʐən¹³	zən²¹					ʐẽ⁵³					ʐɛn¹³			zəŋ²¹		ʐẽ²⁴	
PERSON_2					jɐn²¹		in²⁴							in⁵²					
PERSON_3				nøyŋ⁵³		liŋ²²				nin¹³	ŋin¹¹	lɨn⁴⁵			ɲin¹³		naŋ³⁴¹		laŋ²⁴
PERSON_4									jɑ̃⁴⁴										
RAIN (PRECIPITATION)_1	y²¹³	y⁴¹	y⁵³	y³²	y²³	y²³	y²¹³	y⁴⁵	y²¹³	y⁴²	i³¹	y²¹³	y¹¹	y²¹⁴		y⁵³		y⁵³	
RAIN (PRECIPITATION)_2															ɦy²³¹				hɔ²²
RAIN (PRECIPITATION)_3																	v²⁴		
RED_1				øyŋ⁵³															aŋ²¹
RED_2					hoŋ²¹										ɦoŋ¹³		ɦoŋ³⁴¹		
RED_3	xuŋ³⁵	xən¹³	xoŋ²¹			xɤn²²	xuŋ²⁴	xuŋ⁵³		ɣɤn¹³	fuŋ¹¹	fuŋ⁴⁵	xoŋ¹³	xoŋ³⁵		xuŋ²¹		xuŋ²⁴	
RED_4									fɑ̃⁴⁴										
ROOT_1	kə⁵⁵	kən³³	kən⁴⁵	kyŋ⁵⁵	kɐn⁵⁵	kɤn⁴²	kən⁴⁴	kẽ²¹⁴	kɑ̃⁵⁵	kẽ⁴⁴	kin³³	kjɛn⁴²	kən³¹	kən⁵²	kən⁴⁴	kəŋ²¹	ky⁴⁴	kẽ²¹	kun⁵⁵
ROOT_2																	ʥɥɔ³⁴¹		
ROOT_3		təu³³ʦɹ̩⁰																	
SALT_1	jɛn³⁵	jẽ¹³				jã²²	jan²⁴	jæ̃⁵³	jẽ⁴⁴		jam¹¹	jɛn⁴⁵	jen¹³	jɐn⁵²			ji³⁴¹	jæ̃²⁴	jam²⁴
SALT_2			jɛn²¹pa⁵⁵																
SALT_3					im²¹														
SALT_4				sjeŋ⁵³															
SALT_5										njæ¹³									
SALT_6																ɕje²¹je²¹			
SALT_7															ɦjɪ¹³				
SAND_1	ʂa⁵⁵		sa⁴⁵	sai⁵⁵	sa⁵³									ʂa⁵²	so⁴⁴	sa²¹	so⁴⁴		swa⁵⁵
SAND_2		sa³³ʦɹ̩⁰~sa³³po¹³ʦɹ̩⁰	sa⁴⁵sa⁵⁵~sa⁴⁵ʦɹ̩⁰			sɑ⁴²ʦe²³	ʂa⁴⁴ʦɹ̩⁰	ʂa²¹⁴ʦɹ̩⁰	so⁵⁵ʦɹ̩⁰	sɔ⁴⁴ʦɹ̩⁰	sa³³ve⁰	sa⁴²ʦɹ̩⁰	sɑ³¹ʦɹ̩⁰					sɑ²¹ʦɹ̩⁰	
SAY_1					syt³				ɕɥaʔ³²				soʔ⁵		səʔ⁴	swəʔ²			
SAY_2		ʨjan⁴¹											ʨjɑ̃¹¹						
SAY_3				kouŋ³²		kɑŋ²³			kõ²¹³	kɔŋ⁴²	koŋ³¹						kwɔ²⁴²		kɔŋ⁵³
SAY_4	ʂwo⁵⁵	so²⁴	so²¹				ʂwo⁴⁴	ʂwɤ²¹						ʃwɛ²¹⁴				ʂy²¹	
SAY_5			pai⁵³				pai⁴⁴												
SAY_6							lau⁴⁴												
SAY_7												wa²¹							
SEE_1	kʰan⁵¹ʨjɛn⁵¹	kʰan⁵⁵ʨjan⁵⁵	kʰan²¹³tau⁵³	kʰaŋ²¹²ŋjeŋ²¹²		kʰwã⁴²ʨjã⁴²	kʰan⁵³ʨjan⁰	kʰæ̃³¹ʨjæ̃⁰	kʰɔ³⁵ʨje³⁵	kʰẽ³⁵ʨjæ³⁵	kʰon⁵³kjan⁵³	kʰon²¹³ʨjɛn⁴⁵~kʰon²¹³tau⁴²	kʰɑ̃⁴⁴ʨjen⁴⁴	kʰɐn³³⁴cjɐn³³⁴	kʰø⁵²ʨjɪ⁴¹²	kʰæ̃⁴⁵ʨje⁴⁵		kʰæ̃⁴⁴ʨjæ̃⁰	kʰwã²¹tjo⁰
SEE_2					tʰɐi³⁵kin³³		ʈ͡ʂʰou²¹³ʨjan⁰										ʦʰɹ̩⁴⁴ʥja⁰		
SEE_3																			ki²²
SIT_1	ʦwo⁵¹	ʦo¹¹	ʦo²¹³	sɔy²⁴²	ʦʰɔ²²	ʦwo²³	ʦwo⁵³	ʦwɤ³¹		ʦʰo¹¹	ʦʰo³³	ʦʰo²¹	ʦo⁴⁴	ʦwɔ³³⁴	zəu²³¹	ʦwɤ⁴⁵	zo²⁴	ʦwo⁴⁴	ʦe²²
SIT_2									kʰwi²¹³										
SKIN_1	pʰi³⁵fu⁰	pi¹³fu³³	pʰi²¹pʰi²¹~pʰi²¹ʦɹ̩⁵³		pʰei²¹fu⁵³	pi²²fu⁴²		pʰi⁵³fu²¹⁴				pʰi²⁴fu⁰	pʰi¹³fu³¹	pʰi³⁵fu⁵²	bi¹³fu⁴⁴	pʰi²¹fu²¹	bei³⁴¹fu⁴⁴		
SKIN_2				pʰwoi⁵³u⁵⁵~pʰwoi⁵³					pʰɹ̩⁴⁴	pʰi¹³	pʰi¹¹							pʰi²⁴	pʰe²¹
SKIN_3							ʐou⁵³pʰjə²⁴												
SLEEP_1	ʂwei⁵¹	ɕɥei¹¹	swei²¹³		søy²²	swei²¹	ʂwei⁵³	ʂwei³¹			soi⁵³		swei⁴⁴	ʂwei³³⁴		swei⁴⁵		fei⁴⁴	
SLEEP_2		kʰwən⁵⁵		kʰɔuŋ²¹²					kʰwɑ̃³⁵	kʰun³⁵		kʰun²¹³			kʰwən⁴¹²		kʰy⁵¹		kʰun²¹
SMALL_1	ɕjɑu²¹³	ɕjau⁴¹~ɕi⁵⁵	ɕjau⁵³	sɑ²¹²	sju³⁵	ɕi²⁴	ɕjau²¹³	ɕjɔ⁴⁵	ɕje²¹³	ɕjɤ⁴²	se⁵³	ɕjɛu²¹³	ɕjɔ¹¹	sjau²¹⁴	sjæ⁵²	ɕjau⁵³	sai²⁴	ɕjɑu⁵³	swe²¹
SMALL_2				nɔuŋ²⁴²															
SMOKE (EXHAUST)_1				houŋ⁵⁵															hun⁵⁵
SMOKE (EXHAUST)_2			jɛn⁴⁵jə⁵⁵~jɛn⁴⁵ʦɹ̩⁵³																
SMOKE (EXHAUST)_3	jɛn⁵⁵	jẽ³³			in⁵⁵	jã⁴²	jan⁴⁴	jæ̃²¹⁴	jẽ⁵⁵		jan³³	jɛn⁴²	jen³¹	jɐn⁵²	jɪ⁴⁴	je²¹		jæ̃²¹	
SMOKE (EXHAUST)_4																	i⁴⁴		
SMOKE (EXHAUST)_5										njæ⁴⁴									
SNAKE_1							ʈ͡ʂʰaŋ²¹ʈ͡ʂʰuŋ²¹							ʈ͡ʂʰaŋ³⁵ʈ͡ʂʰoŋ⁰				ʈ͡ʂʰɑŋ²⁴p͡fʰəŋ⁰	
SNAKE_2											sa¹¹ko³³								
SNAKE_3	ʂy³⁵	sə¹³	se²¹		sɛ²¹	sa²²	ʂy²⁴	ʂa⁵³	so⁴⁴	ʨʰjɔ¹³		sa⁴⁵	ʂə¹³		zo¹³	sɤ²¹	zei³⁴¹		ʦwa²⁴
SNAKE_4			so⁴⁵lau⁵³ə²¹³																
SNAKE_5				lau³²lje⁵³															
STAND_1				kʰje²⁴²					kʰa²¹³		kʰi³³						ɡe²⁴		kʰja²²
STAND_2	ʈ͡ʂan⁵¹	ʦan⁵⁵~ti⁵⁵	ʦan²¹³		ʦam²²	ʦã²¹	ʈ͡ʂan⁵³	ʈ͡ʂæ̃³¹		ʦã³⁵		ʦan⁴⁵	ʦɑ̃⁴⁴			ʦæ̃⁴⁵		ʦæ̃⁴⁴	
STAND_3														li²¹⁴ʈ͡ʂə⁰					
STAND_4															ljəʔ²³				
STAR_1				siŋ⁵⁵											sin⁴⁴		seŋ⁴⁴		
STAR_2	ɕiŋ⁵⁵ɕiŋ⁰	ɕin³³ɕin⁰	ɕin⁴⁵ɕjə⁵⁵~ɕin⁴⁵ɕjə²¹³		sɛŋ⁵⁵sɛŋ⁵⁵	sei⁴²ʦe²³	ɕiŋ⁴⁴ɕjə⁰	ɕiŋ²¹³ɕiŋ⁰	ɕjɑ̃⁵⁵ɕjɑ⁵⁵	sjɔ̃⁴⁴ʦɹ̩⁰	sen³³ne⁰	ɕjaŋ⁴²ʦɹ̩⁰	ɕin³¹ɕin⁰	siŋ⁵²siŋ⁰		ɕiŋ²¹ɕiŋ²¹		ɕiŋ²¹ɕiŋ²⁴	
STAR_3																			ʦʰjæ⁵⁵
STONE_1	ʂɻ̩³⁵tʰou⁰	sɹ̩²⁴təu⁰	sjɹ̩²¹tʰəu²¹	swoʔ⁵lau⁵³	sɛk²tʰɐu²¹	sei²²tai²²	ʂɻ̩²⁴tʰou⁰	ʂi⁵³tʰou⁰	ɕjeʔ³²tʰi⁴⁴		sak⁵tʰeu¹¹	saʔ²tʰɛu⁰	ʂɻ̩ʔ⁵tʰəɯ¹³	ʂɹ̩³⁵tʰou⁰	zɑʔ²³dʏ¹³	səʔ⁵⁴tʰəu²¹		ʂɻ̩²⁴tʰou⁰	ʦjoʔ⁵tʰau²⁴
STONE_2										ɕjɔ³⁵djɤ¹³kwa⁰									
STONE_3																	zei²¹dɤu³⁴¹ʦɹ̩²⁴²ŋ̍⁰		
SUN_1	tʰai⁵¹jɑŋ³⁵	tʰai⁵⁵jan¹³	tʰai²¹³jaŋ²¹		tʰai³³jœŋ²¹		tʰai⁵³jaŋ⁰	tʰə³¹jɑŋ⁵³	tʰɔ³⁵jɔ⁴⁴	tʰa³⁵jɔŋ¹³		tʰai²¹³jɔŋ⁴⁵	tʰɛ⁴⁴jɑ̃⁰		tʰɑ⁴¹²ɦjã¹³	tʰai⁴⁵jɒ̃⁰	tʰa⁵¹ji³⁴¹	tʰɛ⁴⁴jɑŋ⁰	
SUN_2				niʔ⁵tʰau⁵³							ŋit¹tʰeu¹¹								
SUN_3										ni³⁵djɤ¹³kʰu⁴⁴									
SUN_4						lje⁵⁵tai²²													lit⁵
SUN_5							ʐɻ̩⁵³tʰou⁰							i²¹³tʰou⁰				ə²¹tʰou⁰~ə²¹tʰou⁰jɛ⁴⁴	
SWIM_1	jou³⁵ʂwei²¹³	jəu¹³ɕɥei⁴¹~wan¹³ɕɥei⁴¹			jɐu²¹søy³⁵	jou²²swei²³				jo¹³ɕy⁴²		ju⁴⁵swi²¹³						jou²⁴fei⁵³	
SWIM_2			jəu²¹yn²¹³				jou²⁴yŋ²¹³	jou⁵³yŋ⁴⁵		jo¹³un¹¹		ju⁴⁵juŋ²¹³	jəɯ¹³joŋ¹¹			jəu²¹yŋ⁵³		jou²⁴	
SWIM_3																	jjeu³⁴¹vu³⁴¹ŋ̍⁰		
SWIM_4			ɕi⁵³ʦau⁵³	sjeu⁵³ʦwoi³²					vo⁵⁵ɕy²¹³					si²¹⁴ʦau²¹⁴				fu²⁴fei⁵³	sju²⁴ʦwi⁵³
SWIM_5											se³¹sən³³ne⁰								
SWIM_6															hoʔ⁴lã²³ɦjoʔ²³				
TAIL_1				mwoi³²mwoi³²	mei²³														me⁵³
TAIL_2	wei²¹³	wei⁴¹pa⁰	wei⁵³pa⁵⁵~wei⁵³ʦɹ̩⁵³			wei²³pa⁴²	wei²¹³pa⁰	i⁴⁵pa⁰		wi⁴²pa⁰		wi²¹³pa⁰	wei¹¹pɑ⁰	wei²¹⁴pa³³⁴				i⁵³pɑ⁰	
TAIL_3									vi²¹³po⁵⁵		mi³³pa³³				ɲi²³¹po⁴⁴	vei⁵³pa⁰	mei²⁴po⁴⁴ŋ̍⁰		me⁵³pa⁵⁵
THAT_1				hy³²~hwoi⁵³								he²¹³					he²⁴		hit³²
THAT_2											ke⁵³				kwe̞⁴⁴	vai⁵³			
THAT_3	nɑ⁵¹		na²¹³		na³³		na⁵³	na³¹	na³¹					njɛ³³⁴				nɑ⁵³	
THAT_4		la⁵⁵				la²³				lo¹¹		la²¹³	ləʔ⁵						
THIS_1		ko²⁴										ko²¹³							
THIS_2													ʈ͡ʂe⁴⁴		ke̞⁴⁴				
THIS_3	ʈ͡ʂɤ⁵¹		ʦe²¹³	ʦi³²~ʦja³²			ʈ͡ʂɤ⁵³	ʈ͡ʂɤ³¹		ʦɹ̩³⁵				ʧɛ³³⁴		ʦai⁵³		ʈ͡ʂɤ⁵³	ʦit³²
THIS_4						i²⁵kwo⁵⁵													
THIS_5																	ki⁴¹kai⁴¹		
THIS_6											e³¹								
THIS_7					li⁵⁵														
THIS_8									nn̩²¹³										
THOU_1	ni²¹⁴	li⁴¹	ɲi⁵³	ny³²~ny³²nøyŋ⁵³	nei²³	lio²³	ni²¹³	ɲi⁴⁵	n̩²¹³	n̩⁴²		n̩²¹³	li¹¹	ni²¹⁴	ne̞²³¹	ni⁵³	ɲi²⁴	ni⁵³	li⁵³
THOU_2											n̩¹¹								
TONGUE_1				ʦʰwoi²¹²sjoʔ⁵					kʰi²¹³ʨʰɥaʔ³²										
TONGUE_2																	kʰau²⁴²ji²¹		
TONGUE_3	ʂɤ³⁵															ʂəʔ⁵⁴			ʦiʔ⁵ja⁵³
TONGUE_4		sə²⁴təu⁰~sə²⁴ʦɹ̩⁰	se²¹tʰə²¹		sit²	ɕje²²tai²²	ʂɤ²⁴tʰou⁰	ʂɤ⁵³tʰou⁰		ɕje³⁵ʦɹ̩⁰		sət²¹tʰɛu⁰	seʔ⁵tʰəɯ¹³	ʃɛ³⁵tʰə⁰	zəʔ²³dʏ¹³	ʂəʔ⁵⁴tʰəu²¹		ʂɤ²⁴tʰou⁰	
TONGUE_5											sat⁵ma¹¹								
TOOTH_1				kʰi³²															
TOOTH_2																			ʦʰwi²²kʰi⁵³
TOOTH_3	ja³⁵ʈ͡ʂʰɻ̩²¹³	ŋa¹³ʦʰɹ̩⁴¹	ja²¹ʦʰɹ̩⁰		ŋa²¹ʦʰi³⁵	ŋa²²ʨʰi²³		ja⁵³ʈ͡ʂʰɻ̩⁴⁵	ŋo⁴⁴ʦɹ̩²¹³	ŋɔ¹³ʣɹ̩⁴²	ŋa¹¹ʦʰɹ̩³¹	ŋo⁴⁵ʦɹ̩⁰	jɑ¹³ʈ͡ʂʰɻ̩¹¹	ja⁵²ʈ͡ʂʰɻ̩²¹⁴	ŋɑ¹³ʦɹ̩⁵²	ja²¹ʦʰɹ̩⁵³	ŋo³⁴¹ʦʰɹ̩²⁴²	ɲjɑ²⁴ʦʰɹ̩⁰	
TOOTH_4							ja²⁴												
TREE_1	ʂu⁵¹	ɕy¹¹	su²¹³	ʦʰjeu²¹²	sy²²	ɕy²¹	ʂu⁵³	ʂu³¹	ɕy³¹	ʑy¹¹		su²¹	su⁴⁴	ʃy³³⁴	zɻ̩ʷ²³¹	su⁴⁵	zɹ̩²²	fu⁴⁴	ʦʰju²²
TREE_2											su⁵⁵ve⁰								
TWO_1	ə⁵¹		ə²¹³			i²¹	ə⁵³	ə³¹	ẽ³¹			ɵ²¹		ə³³⁴		ə⁴⁵			
TWO_2		ə¹¹			i²²					ɤ¹¹			ə⁴⁴					ə⁴⁴	
TWO_3																	ŋ̍²²		lŋ̍²²
TWO_4	ljɑŋ²¹⁴	ljan⁴¹	ljaŋ⁵³	laŋ²⁴²	lœŋ³⁵			ljɑŋ⁴⁵		njɔŋ⁴²	ljoŋ³¹	ljɔŋ²¹³			ljã²³¹~əl²³¹	lja⁵³	ljə²¹	ljɑŋ⁵³	
TWO_5				nɛi²⁴²					ɲjõ²¹³		ŋi⁵³		ɲjɑ̃¹¹		ɲi²³¹				
WALK_1	ʦou²¹³	ʦəu⁴¹	ʦəu⁵³		ʦɐu³⁵		ʦou²¹³	ʦou⁴⁵		ʨio⁴²		ʦɛu²¹³	ʦəɯ¹¹	ʦou²¹⁴	bæ¹³	ʦəu⁵³	ʦau²⁴	ʦou⁵³	
WALK_2				kjaŋ⁵³															kjã²⁴
WALK_3						xei²²			xẽ⁴⁴										
WALK_4											hin¹¹								
WATER_1	ʂwei²¹³	ɕɥei⁴¹	swei⁵³	ʦwoi³²	søy³⁵	swei²³	ʂwei²¹³	ʂwei⁴⁵	ɕy²¹³	ɕy⁴²	swi³¹	swi²¹³	swei¹¹	ʂwei²¹³	sɻ̩ʷ⁵²	swei⁵³	sɹ̩²⁴	fei⁵³	ʦwi⁵³
WE_1				naŋ⁵³ŋa⁵⁵koʔ²⁴nøyŋ⁵³~nu⁵³koʔ²⁴nøyŋ⁵³															
WE_2					ŋɔ²³tei²²						ŋai¹¹ten³³ŋin¹¹	ŋo²¹³ko⁰li⁰							
WE_3																		ŋɛ²¹	
WE_4																	ŋ̍²⁴ljɛ³⁴¹		
WE_5						wo²³te²³lei⁴²kɤ²¹													
