	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
TWO_1	ici	ike	iɡɘ	ikkɘ~iɡɘ~ik	eki	eki	ikki	iki	eki	eki	eki	ekɘ	ɘkɘ	ɛkki	eki	eci	eki	eki~ekki	eki~iki	iʃki~iʧki	ijɡi	ëki~eki	eki	ike		ici	iki		ikki	ikki	iʃke	ikki
TWO_2																												iji				
TWO_3																									iˤhi							
VOMIT_1	ɡus	qoθ	qus	χøs	qus	kus		kus	qus	qus	kus	qʊs	χus	qus	qus	qus	qus	qus	qus				qus	qos	quˤs	kus	ɡuθ	qus	qus	qus	qus	χotuolɑː
WALK_1	ɟæz							ɡez										pɑs~bɑs					bɑs									
WALK_2																																χɑːmp
WALK_3	jeri	jør			jyr	jur					jyry			jorɯ	jyry		jyr		jorɯ	jyr~jer		jør		jør		jyry	jøre			jur		
WALK_4			ʧør	ɕyre			bɑr		ʒyr	ʤyry		ʒyr	ʧør			ʤyr		cor			ʧør				ʧoru			ʧoru	ʒyr		pɑr~vɑr	
WALK_5							hɯrɯt																									
WARM_1				ɤ̆ʷʒɤ̆ʷ	sɯʤɑq	issi	itiː	sɯʤɑk			issi			hissiː	issi					ɯssɯ										issiq		
WARM_2							iciɡes																									
WARM_3			ʧələɣ						ʒɯllɯ	ʤɯlɯ		ʒɯlɯ	ʧɯlɯɣ			ʤɯɫuu					ʧɯlɯɣ		ɟɯlu	ʤɯlɯ	ʧɯlɯɣ			ʧɯlɯɣ				sɯlɑːs
WARM_4		jɯlɯ									jɯlɯ				jɯlɯ		jɯlɯ	jɯlɯɣ	jɯlɯɣ							ɯɫɯk	jɯlɯ		illiq	iliq	jilɯɣ	
WATER_1	su		suɣ	ʃɯv	suw	su		su	suw	suw	suv	su	suɣ	suw	suw	suu	suw	suɣ	suv	su	suɣ	su	suː	su	suɣ	su	θuw	suɣ	su	suv	su	
WATER_2							uu																									uu
WATER_3		hɯw																														
WE_1							bihiɡi																									bihiɡi
WE_2	biz	beð	pɘs	ebir	biz	biz		biz	biz	biz	biz	bɘz	pɘs	biz	biz	biz	biz	pis	biz	piser	pis	biz	bis	bez	bister	biz	bið	bis	biz	biz	mɯs~mɯster	
WET_1													øl								øl				øl		øl	øl				
WET_2									høl					heːl~hiːel															høl	hol		
WET_3	jɑʃ	eweʃ						jɑʃ			jɑʃ									ojʃi~uːse~uːʃ				jyjeʃ								
WET_4											jivis~jyvyʃ							jibiɡ														
WET_5							nʲɯlʧɑɡɑj																									inʧeɣej
WET_6										ʤibiɡen																					ʃɯdɯq~ʃidɯk~ʃɯtɯq	
WET_7										suu		su			suw	suu	suw						suulu	sulɯ								
WET_8			suɣluɣ		sɯlɑq													suɣ								ɯsɫɑk				suv		
WHAT_1																									ʧy			ʧy				tuoχ
WHAT_2	næ	ni~nimɛ	nøme	mɘn	ne	ne		ne~nɑʃej	ne	ne	ne	ne	nime	nɛːsɛ	ne	emne	ne	ne~ɲime~nime	ne	nɛ	noː	nemɛ	neme	ni		ne	nɛme		nimɛ	nimɑ	ni~ne	
WHERE_1						kɑni	kɑnnɑ												qɑndɑ										qeni		qɑn	χɑnnɑ
WHERE_2		qɑjðɑ	qɑjdɑ		qɑjdɑ~ne jerde	kɑjdɑ		neredi	qɑjdɑ~qɑj ʒerde	qɑjdɑ~qɑlɑjdɑ	kɑjdɑ	qɑjdɑ	χɑjdɑ	qɑː~nieːdɛ	qɑjdɑ~ne jerde	qɑjdɑ	qɑjdɑ~qɑjerde	qɑjt~qɑjdɑ	qɑjudɑ	qɑjdɑ~qɑjtɑ	qɑjdɑ	qɑjdɑ	qɑjdɑ	qɑjdɑ	qɑjdɑ	nerede	nirede	qɑjdɑ~qɑjɑː	qɑjsi jerde~qɛjɛrdɛ	qɑjerdɑ	qɑjtɑ	
WHERE_3	hɑrɑdɑ																															
WHERE_4				ɤ̆ʷɕtɑ																												
WHITE_1	ɑɣ	ɑq	ɑqβus		ɑq	ɑk		ɑk	ɑq	ɑq	ɑk	ɑq	ɑχ		ɑq	ɑq	ɑq	ɑq		ɑχ	ɑq	ɑq	ɑq	ɑq	ɑq		ɑq	ɑq	ɑq	ɔq	ɑq	
WHITE_2														hyryn					yryŋ													yryŋ
WHITE_3				ʃurɤ̆ʷ																												
WHO_1	cim	kem	kɘm	kɑm	kim	kym~kim	kim	kim	kim	kim	kim	kɘm	kem	kim	kim	cim	kim	kem	kem	kem	kem	kim	kem	kem	qum	cim	kim	qɯm	kim	kim	kim	kim
WIDE_1													ɑllɯɣ												ɑˤlhɯɣ							
WIDE_2			ʧɑlβɑq	sɑrlɑɡɑ									ʧɑlbɑχ								ʧɑlbɑq		ɟɑlbɑχ									
WIDE_3																						jɑlbɯrsɑq										
WIDE_4	ɟeniʃ	kiŋ			keŋ~keniʃ			ɡeniʃ	keŋ	keŋ	ken	keŋ		kiːeŋ	ɡeŋ	ceŋ	keŋ	keŋ	keŋ			kɛŋ	keŋ	kiŋ		ɟeniʃ	ɡiŋ		kɛŋ	keŋ	keŋ	kieŋ
WIDE_5							ketit																									
WIND_1	jel	jel			jel	jel					jel			jel	jel		jel		jel	jel		yël					jel				jil~jɯl	
WIND_2																									qɑt			χɑt				
WIND_3			ʧɛl	ɕil			tɯɑl		ʒel	ʤel		ʒel	ʧil											ʤil								tɯɑl
WING_1						hɑnɑt																			hɑnɑt							
WING_2	ɡɑnɑd	qɑnɑt	qɑnɑt	ɕunɑt	qɑnɑt		kɯnɑt	kɑnɑt	qɑnɑt	qɑnɑt	kɑnɑt	qɑnɑt	χɑnɑt		qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt	qɑnɑt		kɑnɑt	ɡɑnɑt		qɑnɑt	qɑnɔt	qɑnɑt~qɯjnɑt	kɯnɑt
WING_3																												ʧɑlɣɯn				
WOMAN_1													ipʧɘ kɘzɘ					epʧi	evʧi		epʧi											
WOMAN_2																		tiʒi kiʒi			tiʒi kiʒi										sɛʤdɯɣ	
WOMAN_3	ɡɑdɯn	qɑtɯn	qɑtkɘzɘ	χɘrɑrɤ̆ʷm	qɑdɯn	kɑtu~kɑtun		kɑrɯ	qɑtɯn		qɑtɯn				qɑtɯn ɡiʃi		χɑtɯnqɯz~χɑtɯn	qɑt		qɑːtɯn keːʃ		qɑtɯn		χɑtɯnqɯz~χɑtɯn	qoˤrhɯɲɑq	kɑdɯn		χereeʒen		χɔtin~χɔtin		
WOMAN_4					qɯsqɑjɑqlɯ												qɯsqɑjɑqlɯ															
WOMAN_5						tusi				tiʃirɯw				kiʃi					tiʃi				yjkiʒi									
WORM_1	ɡurd		qurt	χurt	qurt	kurt		kurt	qurt	qurt	kurt	qʊrt	χurt	quːrt	χurt	qurt	qurt	qurt	qurt		qurt	qort	qurt	qort	quˤrt	kurt		qurt	qurut			
WORM_2	soχulʧɑn	selɛwsen			sɯvɑlʧɑn											søølʤɑn	ʃɯlɑwʃɑn			suɡulʤɯŋ	ʃoːʃqɑn		ʧojloʃqon	suɑlʧɑn	ʃojlɑʃqɑn	soɫuʤɑn	ɡurʧuq		ʧuvɑlʧɑŋ	ʧuvɑlʧɑŋ		
WORM_3			søøskæj																													
WORM_4				ømɑn																												
YEAR_1			ʧɯl	ɕul		ɡil			ʒɯl	ʤɯl						ʤɯɫ		cɯl			ʧɯl		ɟɯl		ʧɯl			ʧɯl	ʒil			sɯl
YEAR_2	il	jɯl			jɯl	jil		jɯl			jɯl~il			jil	jɯl		jɯl		jɯl	jel~jɯl~jil		jɯl				jɯɫ	jɯl			jil	jɯl	
YELLOW_1							hɑhɑrkɑj~hɑhɯl																									sɑhɑrχɑj
YELLOW_2	sɑrɯ	hɑrɯ	sɑːrəɣ		sɑrɯ	sɑri		sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯɣ			sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯɣ	sɑrɯ	sɑrɯɣ	sɑrɯ	sɑrɯ	sɑrɯ	sɑrɯɣ	sɑrɯ	θɑrɯ	sɑrɯɣ	seriq	sɑriq	sɑrɯɣ	
YELLOW_3														ʧɑqɯr																		
YELLOW_4																																ɑrɑɣɑs
