	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
FIREWOOD_7				luku		enkwi		oko	rokô								nɡwi						enku	inkwi													
FIREWOOD_8																																					iziŋkʼúni
FISH_1																					inɬanzi									nɬamp͡fi					intlanzi		ínɬànzì
FISH_2																												samaki									
FISH_3															múʃípá											muʃìpà											
FISH_4						emfuru				mbiji	mbisi	mbísi																					ómbi̍sí				
FISH_5	isabì				sóomba				tɛ́ɣa				tapi	ʃipa								sómba									ɬaβi	t͡ɬʰàpì					
FISH_6																			fí	nfí			inswi	ifi			ʃi		nswi							súè	
FISH_7		kos	kwas					ekojo																										kʰoβe			
FISH_8																	ikunɡa																				
FISH_9							hobe									ihópa		ohi																			
FISH_10																									hóʋé												
FISH_11				ekjeɲanja																																	
FIVE_1		tan	tan	taano	hano	itanu	ʃanu	itaanɔ	iθanɔ		tanu	mítáno				tʰanu	firaanu		ʦánu	ʦánu	ɬanu	isanu	taano	tanu	ʃanu	tanu	itano	tano		ǹt͡ɬʰánu		t͡ɬʰánʊ́	tanu	tʰanu	ɬanu	tánò	ɬanu
FIVE_2													ketalizoho																								
FIVE_3															taanunombreʧardinal																						
FLY (MOVE THROUGH AIR)_1																														haha	haha						
FLY (MOVE THROUGH AIR)_2						halala																															
FLY (MOVE THROUGH AIR)_3																			nʣí	nʣì	ndiza																ndiza
FLY (MOVE THROUGH AIR)_4		jele	jele		luka			oloka														uluká					lala	ruka	uluka								
FLY (MOVE THROUGH AIR)_5							pʰururuka				tilumuka												ɡuruka	ɡuruka	bʱururuka												
FLY (MOVE THROUGH AIR)_6									ómboka								rumbuka																				
FLY (MOVE THROUGH AIR)_7	pupuka			buuka						vumuka			fufa		bùùka	váva		tuka														fʊ̀fà		ɸuɸa	bʱabʱa		
FLY (MOVE THROUGH AIR)_8												pumbwa																								pùmb	
FLY (MOVE THROUGH AIR)_9																										pàlàlà							pãlãlã				
FOUR_1		njin	ɲiiɲ	na	ne	inai	nna	iɲa	iɲa		ja	mínei	ne						nné	né	ne	nái	na	ne	na	nanka	ine	ne		mùnè		nɛ̀		na	ne	áná	
FOUR_2																ʧeʃe	fiini																kwana				kane
FOUR_3															naajinombreʧardinal																						
GIVE_1	peːla	ve	və	wa	peela	ha	pa		hâ	bana	ɡana	pesa	fa	pà	pa	váha		pa	va		pʰa	paʦa	ha	ha	pá	fà	in̤a	pa	íkúpa	há		fá	ɪhà	ɸa	pʰa	kì	pʰá
GIVE_2																						peleka															
GIVE_3								nɛŋɡanɛ												níka											ɲíká						
GIVE_4																	niinjia																				
HAIR (HEAD)_1	ùmusisi																							umuʃaʦi						nsísí							
HAIR (HEAD)_2		ésil	esii					osue									ifuli	efufu				síʦi			v̤uʣi				isusu		sísí			βuliʤi		sùèí	
HAIR (HEAD)_3						eiʃoke					lusuki				lúsúki								eiʃokje										ésínɡà				
HAIR (HEAD)_4					mvwiíli							nswéi																									
HAIR (HEAD)_5				luvule																																	
HAIR (HEAD)_6																										luɲèːne											
HAIR (HEAD)_7									ɲjuére					njwěle					ɲéle	uɲíle	unwele						lujwili	ɲwele				rírí			inwele		ulunwele
HAIR (HEAD)_8													milili			ikʰarári																					
HAIR (HEAD)_9										ndemba																											
HEAD_1													toho																					tʰhoho			
HEAD_2																					inɬoko									nɬókó	ɬókó	t͡ɬʰɔ́χɔ́			intloko	sókò	ínɬókò
HEAD_3							ʃolo																														
HEAD_4																			ʃiʦwá	hiʦwá								kiʧwa									
HEAD_5	umùtwe	nlô	n̩lo	mutwe	itwe	omutwe		motwɛ̋		mutue	ntu	motú			mútwe	múru	nrwe	omuʦe				tú	omutwe	umutwe	musóró	mutwě	ntwe		mutwe				útwe̍				
HEAD_6									keɔŋɡɔ́																												
HEAR_1					hulika	hulila	hwa																hurira		hwá												
HEAR_2																										pùʃa		sikia									
HEAR_3		wôk	woʔ								wa	jóka				iíwa																	jévá				
HEAR_4	mfwa							eɣwa	íɣwa	ivua			twa	ùmvwa	mvwá		ita	uva	kía	iʃia	zwa	mvera		umva			iɡwa		mvwa	twá	zwá	út͡ɬwá		p͡fa	va	ká	izwa
HEART_1																					inɬizijo														inhizijo		ínɬìzíjò
HEART_2	umùtima	nlem	n̩nəm	mutima						muʃima		motéma				nrìma		omutima				tíma	omutima										útímá			lémà	
HEART_3						omwojo	mojo	ŋɡɔɔ	ŋɡɔ́rɔ				pilu	mi	móójó		nɡoo		mó						mwojo		ŋ̤olo	mojo	mojo	mbilú	mbilú	pɪ̀lʊ́		mwojo			
HEART_4					ntumbúla						mbundu			mukuːnka						mbumbu																	
HEART_5																										eʃìmbà											
HEART_6																								umuʃaha													
HORN (ANATOMY)_1											mpaka						mbembe				upʰondo						ipembe	pembe					ómbínɡà		ipʰondo		úpʰòndò
HORN (ANATOMY)_2		nlak	n̩laʔ	ŋŋombi			ɲanɡa									ɲɲáka			ɲoŋɡá	ɲoŋɡa		ɲaŋɡá			ɲanɡa							nàká					
HORN (ANATOMY)_3																														rìm̤ònʣò	lim̤onʣo						
HORN (ANATOMY)_4	ulùsenɡo											liséké	lunaka	lusèːnɡò	lúseŋú			ooluniɡa								lusùnɡwa								lunʰanɡa			
HORN (ANATOMY)_5					ihéembe	eihembe																	eihembe	ihembe													
HORN (ANATOMY)_6									roheá																				luja								
HORN (ANATOMY)_7								oβja																												sébá	
HORN (ANATOMY)_8										kimbunɡu																											
KILL_1							zwibulaja																														
KILL_2																	nutuja																				
KILL_3					wulaɡa				óraɣa																	lwìfà											
KILL_4	ipaja	wôé	wiɲ			ita		oaa						ipaja		iíva			ua			pʰa	ita	ica	úrájá			ua	jaja	d͡lájá	dájá		ípájà			lá	
KILL_5													balaja								bulala						bulaɡa					bʊ́lájá		βulaja	bulala		bùlálà
KILL_6				tta						bonda	ɡonda	boma			ʃípá			ʤipaɡa		sòŋɡa																	
KNEE_1	ikùfi															nikútʰa		onɡolo										ɡoti					ònɡòlò				
KNEE_2													liŋwele				nri															ŋɔ́lɛ́					
KNEE_3						okujwi								kunwi									okuju														
KNEE_4		abon̂	abɔŋ				dwi	elu	iru						ʧínú						idolo			ivi	bʋi		izwi			ʦolo	ʣolo				idolo		ídolo
KNEE_5											kikulu								ɡuŋɡúni	ɡuŋɡúno																	
KNEE_6																						bóndo				ekùnunɡù			íɡondo							bɔ́nɡɔ́	
KNEE_7										pumuna																											
KNEE_8												libɔ́lɔ́nɡɔ́																									
KNEE_9				vvuvi																																	
KNEE_10					ifuɡámilo																																
KNOW (SOMETHING)_1	ìsiba						ziba				zaba		ziba			ʧúwèla		ʦeja	ʒua	ʤua	azi	ʣiwa			zíʋá	ǔka		ʄua	zʲiba	tívá	tívá	íʦɪ́		dʰiβa	azi	pí	âzì
KNOW (SOMETHING)_2				maɲa	maɲa	maɲa		maɲȁ	mɛ̀ɲa						máɲá		maɲa						maɲa	meɲa			mana										
KNOW (SOMETHING)_3		jem	jəm							ijia		jéba		juka																							
KNOW (SOMETHING)_4																																	kúlíhà				
LEAF_1	ìlibuːla			kikoola							lukaja		litali																								
LEAF_2														mani					uwáni	wani													émélá				
LEAF_3		kaé															iru	efo											itu							ánɡɔ̀	
LEAF_4			okjɛɲ				ʒani			difu					djâɲé										ʃiʒ̤a		idutu	ʄani		tlula		t͡ɬʰàrɪ̀		tari			
LEAF_5																															tluka						
LEAF_6												lokásá																									ikʰasi
LEAF_7						ekibabi		eðaŋɡo	iθaŋɡo												iɬamvu	ʦamba	eibabi	ibabi		esàki									iǃ̬ʱabi		
LEAF_8					ihaánze																																
LEAF_9																niwámba																					
LEG_1		abo	abɔ														urende					endo															
LEG_2																			munɖú	mndú	umlenze									nenɡe	nenɡe			mulenʒe	umlenze		umlenze
LEG_3																mwétto																					
LEG_4							ɡumbo																		ɡumbo												
LEG_5										kinama																											
LEG_6	ùkuːlu			kuɡulu	ḿɡulu	okuɡulu		koo	kòɣòrò		malu	lokolo			múkolo			okuɡulu					okuɡuru	ukuɡuru		mukǒlò	ɡuɡulu	mɡuu	kuulu				ókúlú			kò	
LEG_7																																t͡ɬʊ̀χà					
LEG_8													lihutu																								
LIVER_1										nzundu	nsoko																										
LIVER_2				kibumba									sibiti								isibindi									ʃivínʣí	ʧivínʣí			ʧiβindi	isibindi		isibindi
LIVER_3																								iɡitiɡu													
LIVER_4																hápa		ehuli																			
LIVER_5						omwiilima									múʧimá																						
LIVER_6	ilìbu						lopa					libale													rópá							bɪ́tɪ́				bàè	
LIVER_7		osaɲ	esəʔ		ítoɡa			etɛma	ini								irima		ɲé	ɲe			ekine				itima	ini	muni				ómu̍má				
LIVER_8																						windí															
LIVER_9																										eʃimbadifite											
LOUSE_1											sina	sili										sabwe						ʧawa								sìdì	
LOUSE_2																iʈʰúpo																					
LOUSE_3														kuso	nkusu											ńkìsa											
LOUSE_4		njin	ɲin																										njina	n̤wálá	n̤wálá						
LOUSE_5	indà					endai		ndaa	ndáːa	ina			nda				nda	ona	nɖá	nda	intwala		enda	inda	inda		nda					ǹtá	ónà	nnda	intwala		íntwálà
LOUSE_6					mpani																																
MAN_1																					indoda			inɡabo			nɡoʃi								indodaama		índòdà
MAN_2																	nndumi																				
MAN_3																			mnʈubabá																		
MAN_4																nlópwàna													mulombwana								
MAN_5									ɲjámba																												
MAN_6														mwânamulùme														mwanamume									
MAN_7				musajja								mobáli																									
MAN_8											jakala																										
MAN_9		fam	fam			ʃaija				diala													ʃaija													tò	
MAN_10																						aḿna								wánúná	wánúná						
MAN_11	umwàːume				múlume		lume	omɛ							mulume					mume					murúmé	mulùme							úlúmé	muluna			
MAN_12																		omulumentu																			
MOON_1		nɡon	ŋɡwan								nɡonda																										
MOON_2										mbeji																											
MOON_3																					injanɡa														injanɡa		
MOON_4												sánzá																								sónɡé	íɲànɡá
MOON_5																						ezí											ésájì				
MOON_6																														n̍hwétí	hwétí						
MOON_7	umwèsi			mwezi	mwéezi	omwezi	ŋweʣi	mwɛi	mwɛ́ri				kweli	kwêzi	mwenzí	mweéri	mwiiri	omweʤi	mwézi	mwézi			okwezi	ukwezi	mwèʣí	mwêʃi	ŋweji	mwezi	mwezi			ǃʰwèdí		mweʣi			
MOUTH_1																			háɲo	haɲwa																	
MOUTH_2	àkanwa			kamwa				kaɲẅa	kanua								kana	okana				kamwa	akanwa					kiɲwa	kanwa								
MOUTH_3										dikanu				kjàkanwa	múkáná											kukànwà											
MOUTH_4												monɔkɔ				maláku																					
MOUTH_5		anju	aɲu		ḿlomo	omunwa	lomo				nwa		mulomo								umlomo			umunwa	ròmò		nomo			nomo	nomo	lòmʊ̀	omena	mulomo	umlomo	nùà	úmlòmò
NAME_1		jôé	ejola																																		
NAME_2						eibala							libizo								ibizo																
NAME_3								esjetwa	ritwa																zítá					vító	vítú						
NAME_4	isìːna			linɲa			zina				zina				dîná		irina	eʤina	ʣína	ʣína		ʣína	eiziina	izina		eʃìna	lina	ʄina	zina			íná		ʣina	iɡama	ínà	îkâmà
NAME_5										dijina				diːzìna																							
NAME_6					ítaɡwa																												óndúkò				
NAME_7												nkómbó																									
NAME_8																ʔnʧína																					
NECK_1													mulala																			làlà					
NECK_2	ùmukoʃi					enɡoto																kʰosi	ebiʦja	izosi													
NECK_3								ŋɡiŋɡɔ	ŋɡíŋɡɔ́		nsinɡu	nkinɡó		nʃinɡo					nʦíŋɡo	nʦiŋɡo					muʦìpà	nʃìnɡo			nsinɡo					muʦinɡa			
NECK_4				bulaɡo	síiŋɡo		ʦʰibʱa			ʃinɡu						isíko	sunɡo	oθinɡo									n̤inɡo	ʃinɡo					ósínɡó			kínɡó	
NECK_5		tjin̂	kiŋ																																		
NECK_6															nʃiŋu						intamo									n̤amu	n̤amu				intamo		intamu
NIGHT_1													busihu							masihu																	
NIGHT_2												butú															bujiku									bùtú	
NIGHT_3	ubùsiku						siku	otuko	otúko	usuku				bufuku	bútukú			uusiku			ubusuku	síku			usíkú	bufùku		usiku	busiku	vusíkú	wusíkú	síχʊ́	úte̍ké	βusiku	ubusuku		ubusuku
NIGHT_4		alu	alu	kiro	cílo	ekilo											jijo		ukú				ekiro	ijoro													
NIGHT_5																uhíju																					
NIGHT_6											mpimpa																										
NOSE_1				nɲindo		eɲindo																	eɲindo											ninɡo			
NOSE_2		jôé																ejulu									ljulu										
NOSE_3	ùmoːna		ʤwiɲ				milo	eɲoo	inoro	zunu				muːlù		noroo						funo		izuru	m̤ùnò			pua					éɲulu			míɔ̀	íkʰàlà
NOSE_4											mbombo										impumulo					mpèmbe			ímpemo						pumlo		
NOSE_5					mpûla								ŋɡo				mbua		mpúa	mbùa										n̤ómp͡fú	n̤óvú	ŋ̀kɔ́					
NOSE_6												nzólo																									
NOSE_7															djûlúdíulú																						
ONE_1		fok	bɔʔɔ																																		
ONE_2	mo			mu	moŋɡa	emoi		mwɛ̋	emwɛ	moʃi	mosi	mɔ́kɔ́	ŋwi	mo	mwé	moka	jimwi	mwe	moʒá	monʦi	ɲe	móʣi	mwe	mwe	mwé	mone	imo	moʄa	mwe	n̍we	n̍we	ŋwɪ̀	mósì		ɲe	émɔ̀tí	ɲe
ONE_3																																		tʰihi			
ONE_4							nʔompela																														
ORGANIC FAT OR OIL_1		avon̂	avɔŋ																													fúrá	úlélà				
ORGANIC FAT OR OIL_2										maji				mani												mwîmù											
ORGANIC FAT OR OIL_3	amàfuta			mafuta	máfuta	amajuta	futa	maútȁ	maɣúta		mafuta	mafúta	mafula		mafúta	makʰúra	mafura		maʈá	mafúra	amafutʰa	fúta	amajuta	amavuta	mafútá		maɡuta	mafuta	máfuta	mafúrʱá	mafúrá			map͡fura	amafutʰa	bòàdí	ámáfùtʰà
ORGANIC FAT OR OIL_4																		omakaɡaʤi																			
PERSON_1	ùmuntu	môt	mbot	omuntu	muúntu	omuntu	tʰu	mōːn̏dȍ	mòndò	mutu	muntu	moto	mutu	muntu	muntu		ndu	omuntu	múnʈu	m̀nɖu	umuntu	ntʰu	omuntu	umuntu	mun̤u	mûntu	mun̤u	mtu	muntu	mun̤u	mun̤u	tʰʊ̀	ómúnù	mutʰu	umntu	tò	umuntu
PERSON_2																ʔnttʰu																					
RAIN (PRECIPITATION)_1						enjula	na													ɲa	na		enjura		mʋura												
RAIN (PRECIPITATION)_2	ḿfùlà	mven̂	mvəŋ		mvûla			mbua	mbúra	nvula	mvula	mbúla	pula	mvula	mvulá	ipúla	fua	omvula	vúa			bvúla		imvura		mpèʃi	mbula	mvua	mvula	mp͡fúlá	vúlá	púlá	ómbe̍la	mvula	imvula	mbúá	ímvûlà
RAIN (PRECIPITATION)_3				nkuba																																	
ROAD_1						omuhanda																	omuhanda														
ROAD_2														diːʃìndà												eʃìnda											
