	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
BONE_3	ifu˨pa													muku˨pa		nikʰu˦va			mu˦bwa	ʃi˦ba		p͡fu˦pa			fu˦fa˦	mufu˨fwa											
BONE_4															mu˦fuba˦													mfupa									
BONE_5												mokua																									
BONE_6																																				ku˦a˨	
BONE_7													lisapo																					lirapʰo			
BONE_8																					itʰambo														itʰambo		i˥˩tʰa˥˩mbo˨
BONE_9		eves	eves			eiɡufa	fupa	eβende		fuba	visi							esipa					eiɡufa	iɡufa			iɡuha										
BONE_10																	ifuwa																				
BONE_11				ɡɡumba																																	
BREAST_1								nɔndɔ										eɡundji																			
BREAST_2					ito˦ombo										di˦beele˦										za˦mu˦									d̪a˦mu˦			
BREAST_3									ɲɔ˨ndɔ˨																												
BREAST_4		abe˦																															e˦ve̍le˦				
BREAST_5																						je˦re															
BREAST_6													lizwele				mawele											ziwa									
BREAST_7			abɛɲ				ʒamu				beno																										
BREAST_8	ibe̍ːle˨			bbeele		omabele				diele		libe˦le		bele		ipe˦le			be˦le	be˦le	ibele		eibeere	ibere		ebeː˨le	mbele		nkolo	ve˦le˦	ve˦le˦	bɛ˦lɛ˦			ibele	bɛlɛ˦	ibele
BURN (SOMETHING)_1									heːhia															hiʃa										huʂa			
BURN (SOMETHING)_2					aka	aka				uika	joka						aka						aka					waka									
BURN (SOMETHING)_3		dik	ʣiʔi	ɡɡja				βeːβja														psa					baka										
BURN (SOMETHING)_4												etumba	tumbuka	teːma																							
BURN (SOMETHING)_5																																	ta˦ma˨				
BURN (SOMETHING)_6	pja						ʦʰwa									vja		pja		βa	ʧa					fja˨			pja	p͡furʱa		ʂwã			ʧa		ʃa
BURN (SOMETHING)_7																									ʦʋa˦											se˦l	
BURN (SOMETHING)_8																			vu˨ʣa																		
BURN (SOMETHING)_9															ko˦o˦ʃa˦ku˦o˦ʃa˦																						
CLOUD_1									i˨tu˨																												i˦fu˨
CLOUD_2																																	e˦le˦nde˨				
CLOUD_3												lipa˦ta																									
CLOUD_4																nihu˦tte																					
CLOUD_5																									ɡo˨re˦											ku˨tu˦	
CLOUD_6															di˦vu˦ba˦																						
CLOUD_7													lilu																			ru˨					
CLOUD_8																	irumbe				ilifu					elevu	ilunde				refu				ifu		
CLOUD_9								eðwɛɔ																													
CLOUD_10		nkut	ŋ̍kut																									winɡu									
CLOUD_11					mavunde																																
CLOUD_12				kile		ekiʧwi	ɡole																ekiʧu	iɡicu										ɡole			
CLOUD_13																			vi˨ŋɡu	biŋɡu																	
CLOUD_14										dituta								oʃikoɡo																			
CLOUD_15	i˨kumbi										tuti			diːkumbi								tambo							ikkumbi	papa							
COME_1				jja		ija						ja˨		ija		wa		ja					ija													je˨	
COME_2																																	i˦ja˨				
COME_3																									buda				boola								
COME_4	isa	zu	zu				ʒa	oka		iza	uisa				vwa˦		oriʃo		ʒa˦	ʤa	za	ʣa		za			iza	ʄa		ta	ta	t͡ɬa˨		da	za		za˨
COME_5													taha																								
COME_6					u˦za				o˦ka																												
COME_7																										fi˨ka˨											
COUNT_1		lan˥˩	laŋ																																		
COUNT_2																				waza		welenɡa			ʋerenɡa												
COUNT_3																			hasibu					harura				hesabu									
COUNT_4	pend										tanɡa	ta˦nɡa					tanla																tenda			ta˦nɡ	
COUNT_5									ta˦ra																					ɬa˨ja							
COUNT_6															badika											badika											
COUNT_7				bala	vala		bala	tala								alakela					bala		bara				bala							βala	bala		bala
COUNT_8																																du˦e˦di˦sa˨					
DIE_1	fwa			fwa	fwa	fa	fa			fa	fwa	fa	ʃwa	fwa˨	fwa		fwa	sa	fa	fa	fa	fa	fa	p͡fa	fa˦	fwa˩˥	ʧa	fa	fwa	fa˦	fa˦	swa˦	fa˨	fa	fa		fa˦
DIE_2																kʰwa																					
DIE_3		wu	wu					̈a																												wa˦	
DIE_4									a˥˩																												
DOG_1													nja								inja														inja		
DOG_2																																	o˦mbwa˨				i˦nja˨
DOG_3	imbwa˨	mvu	mvu	embwa	m˦bwa	embwa				mbua	mbwa	mbwa˦		mbwa˨	mbwa˦	mwala˦pwa		ombwa	mbwa˦	mbwa˦			embwa	imbwa	imbwa˦	m˦bwa˨	mva	mbwa	mubwa					mmbwa			
DOG_4																														mbja˦na˦	mbza˦na˦					mbo˦a˦nde˦	
DOG_5									kuro								ikite					ɡaru															
DOG_6								ŋɡiteːsolo																													
DOG_7							bɡa																														
DOG_8																																ɲ˨ʧa˦					
DRINK_1												mela																							sela		
DRINK_2	nwa	nju	ɲu		ŋwa	ɲwa		ɲẅa	ɲua˥˩	nua	nwa		nwa		nwa		nwa	nwa	nwa	nwa		mwa	ɲwa	ɲwa	mwa˦		ŋwa	ɲwa	ɲwa	nwa˦	nwa˦	nwa˦	njwa˨	nwa		nu˦	
DRINK_3				ɲra																	natʰa																
DRINK_4																wu˦rja																					
DRINK_5														to˨ma												to˨ma											
DRINK_6																																					pʰuza
EAR_1		alo	alɔ																																		
EAR_2				kutu	i˦kutu	okutwi		koto	ɣoto	kiiadi	kutu			kutwi˨			kuri	okuʦi				kʰutu	okutu	uɡutwi			ɡutu		kutwi								
EAR_3												litoi	zebe															sikio									
EAR_4																			ki˦o						itwi˦	etwi˨											
EAR_5	uku˨twi																																e˦twɪ				
EAR_6																niɲa˦ru																					
EAR_7																				ʃiʃi˦jo																	
EAR_8																					inɮebe									nd͡leve˦	nd͡leve˦			ndeβe	ind͡ɮebe		
EAR_9																																					i˦nd͡ɮʱe˨be˦
EAR_10															di˦ʧi˦																	ʦɛ˨bɛ˦					
EAR_11																																				lo˦e˨	
EARTH (SOIL)_1												nanse˦																		misa˦va˦	misa˦va˦						
EARTH (SOIL)_2	u˨musili˨																																po˦si˨			va˨se˦	
EARTH (SOIL)_3															bu˦lo˦ba˦																						
EARTH (SOIL)_4																																					u˦m˦ɬa˥˩ba˨
EARTH (SOIL)_5					iloo˦ŋɡo														doŋɡo˦	doŋɡo˦							bulonɡo	udonɡo									
EARTH (SOIL)_6														loba˨																							
EARTH (SOIL)_7									teː˦ri								uteri																				
EARTH (SOIL)_8				ttaka												ittʰa˦ja						dotʰe															
EARTH (SOIL)_9		si	si				vu			iʃi														isi	iv̤u												
EARTH (SOIL)_10						eitaka							fafasi					pevi					eitaka			paʃi											
EARTH (SOIL)_11								moðaŋɡa			ntoto										umɬabatʰi													mavu	umɬaba		
EAT_1		di	ʣi							zuela	dia		ʧa	dja˨	dja						ɮa	dia			dja˦	dja˩˥				dja˦	ɡa˦	ʤa˦			tja	di˨	ɮʱa˦
EAT_2	lja				lja	lʲa	ja	ja˥	rea˥˩			li˦a				lja	la	lja	la	la			rʲa	rʲa				la	lja				lja˨	la			
EGG_1	ili˨ni																									eji˨						ɪ˦					
EGG_2						eihuli							lii				ijai	eji					eihuri					jai	iji								
EGG_3														di˨	di˦ji˦				ʒwai˦	ʤwai˦					za˨i˦											kɛ˦i˦	
EGG_4																nijo˦ʧe																					
EGG_5		atji	aki				ɡai			ba		likɛi												iɡi			iɡi										
EGG_6					iɡa˦aŋka			etumbe	itu˦mbe˦												iǃanda									tanʣa˦	tanʣa˦			ɡumba	iǃanda		i˦ǃa˨nda˦
EGG_7				ɡɡi							diaki˨																										
EGG_8																						ʣira											e˦sa̍la˨				
EYE_1		dis	ʣis	luso		eliiʃo	eʃo	iːðɔ			disu		liito			usu	iriso				iliɬo		eriiʃo	ijiʃo			liso	ʄiʧo	lisi					lito	iliɬoameɬo		
EYE_2	ili˨nso				li˦iso				riː˦θɔ			li˦so		diː˥˩so	di˥˩su˦				ʣi˦ʦo	ʣi˦ʦo		di˦so			zi˦so˦	ei˨so				ti˦ɬo˦	ti˦ɬo˦	i˦t͡ɬʰɔ˦	i˦so˨			i˦sɔ˨	i˥˩so˦
EYE_3																		eho																			
EYE_4										meɲa																											
FALL_1	wu						wa										wa			wa	wa									wa˨		wa˨			wa˨		wa
FALL_2												e˦ja																									
FALL_3																wu˦lu˨wa																					
FALL_4															po˨na																					ku˦	
FALL_5																			du˦mba																		
FALL_6																										fona											
FALL_7								βaloka					lauka																				loka				
FALL_8		ku	ku	ɡwa	ɡwa	ɡwa			ɣua		bwa											ɡwa	ɡwa	ɡwa	ɡwa		ɡwa	anɡuka									
FALL_9																																		ɸuɸurea			
FEATHER_1																						ntʰenɡa			mun̤e˨nɡa˦									mutʰenɡa			
FEATHER_2																n˨tɛ˦nka																					
FEATHER_3			endəŋ								nsala			sala																							
FEATHER_4													lifufa				mafuli																				
FEATHER_5							siba	eβwea												uβuzi	upʰapʰe								ipepe						upʰapʰe		upape
FEATHER_6										kisiba																											
FEATHER_7		asae˦																	pu˦zi																		
FEATHER_8												lonsa˦la˦																		risi˦va˦	limba˦vi˦	fa˨fa˦				sa˦la˦	
FEATHER_9	i˨lisako																																				
FEATHER_10																										luso˩˥											
FEATHER_11															lu˦sala																						
FEATHER_12																																	e˦ɲa̍				
FEATHER_13				kjooja		ebjoja																	ebjoja	ubwoja			boja										
FEATHER_14									ruɔja˦									olwenja																			
FEATHER_15																												uɲoja									
FEATHER_16					maweha																																
FINGERNAIL_1					ŋkombazala	mpambo																															
FINGERNAIL_2												linzaka																									
FINGERNAIL_3																ɛka˦tʰa			ko˦fu			kʰa˦dabo															
FINGERNAIL_4										kiala													ekjara					ukuʧa									
FINGERNAIL_5			ʣɛɲ																		uzipʰo														uzipʰo		uzipo
FINGERNAIL_6															lu˦zadi˦																						
FINGERNAIL_7																																				tu˨ku˨	
FINGERNAIL_8														djaː˨la˨																ŋwa˦la˦		na˦la˦					
FINGERNAIL_9																																	o˦lu˦udja˦la˨				
FINGERNAIL_10								waa									uʃaa																				
FINGERNAIL_11	ilja˨la			lwala			ɲala		roa˦ra		luzala		linala					olunjala						urwara	nzara	lwa˥˩la	njala		lwala					lwala			
FINGERNAIL_12																				fuu																	
FINGERNAIL_13		jae˦																																			
FIRE_1															ka˦pja																						
FIRE_2																										ka˥˩lo											
FIRE_3																						o˦to											o˦nda˦lu̍				
FIRE_4					mo˦oto				mwaː˨ki˨			mɔ˦tɔ				mɔː˦rɔ			mo˦ro	m˦dro					mwo˨to˦											mui˦a˦	
FIRE_5																																lɪ˨lɔ˨					
FIRE_6										tubia	tija																										
FIRE_7		nduan	nduan											mudilo																nʣilo	nʣilu						
FIRE_8	u˨mulilo			mulilo		omulilo	moto	mwaki					mulilo				muro	omulilo			umlilo		omuriro	umuriro			moto	moto	mulilo					mwoto	umlilo		umlilo
FIREWOOD_1																														tʼiɦu˦ɲi˦							
FIREWOOD_2																																χʊ˦ŋ˦					
FIREWOOD_3																																				mu˦i˦a˦	
FIREWOOD_4							huni													uhu˦ni					huni												
FIREWOOD_5	mukoso		nʣaʔa																							ntete											
FIREWOOD_6		njaʔa																																			
FIREWOOD_7					ŋɡwaa˦ɡu																																
FIREWOOD_8				luku					roko˥˩																												
FIREWOOD_9								oko				ko˦ni				ikʰu˦ni			ŋku˦ni			kʰu˦ni						kuni						kʰuni			
FIREWOOD_10						enkwi					nkuni						nɡwi				inkuni		enku	inkwi											iiŋkʼuni		
FIREWOOD_11																																					iziŋkʼu˦ni
FIREWOOD_12																											ŋ̤wi										
FISH_1		kos	kwas	ekjeɲanja				ekojo									ikunɡa																	kʰoβe			
FISH_2															mu˦ʃi˦pa˦											muʃi˨pa˨											
FISH_3											mbisi	mbi˦si																					o˦mbi̍si˦				
FISH_4	isabi˨												tapi	ʃipa														samaki			ɬaβi						
FISH_5					so˦omba				tɛ˦ɣa													so˦mba										t͡ɬʰa˨pi˨				su˦e˨	
FISH_6																					inɬanzi									nɬamp͡fi					intlanzi		i˦nɬa˨nzi˨
FISH_7																			fi˦					ifi			ʃi										
FISH_8						emfuru				mbiji																											
FISH_9																				nfi˦			inswi						nswi								
FISH_10							hobe									iho˦pa																					
FISH_11																		ohi																			
FISH_12																									ho˦ʋe˦												
FIVE_1												mi˦ta˦no																		n˨t͡ɬʰa˦nu							
FIVE_2					hano												firaanu																				
FIVE_3		tan	tan	taano		itanu	ʃanu	itaanɔ	iθanɔ		tanu					tʰanu			ʦa˦nu	ʦa˦nu	ɬanu	isanu	taano	tanu	ʃanu	tanu	itano	tano				t͡ɬʰa˦nʊ˦	tanu	tʰanu	ɬanu	ta˦no˨	ɬanu
FIVE_4															taanunombreʧardinal																						
FIVE_5													ketalizoho																								
FLY (MOVE THROUGH AIR)_1																														haha	haha						
FLY (MOVE THROUGH AIR)_2																			nʣi˦	nʣi˨																	
FLY (MOVE THROUGH AIR)_3												pumbwa																								pu˨mb	
FLY (MOVE THROUGH AIR)_4																					ndiza																ndiza
FLY (MOVE THROUGH AIR)_5									o˦mboka								rumbuka																				
FLY (MOVE THROUGH AIR)_6	pupuka			buuka	luka		pʰururuka	oloka		vumuka	tilumuka							tuka				uluka˦	ɡuruka	ɡuruka	bʱururuka			ruka	uluka								
FLY (MOVE THROUGH AIR)_7													fufa			va˦va																fʊ˨fa˨		ɸuɸa	bʱabʱa		
FLY (MOVE THROUGH AIR)_8															bu˨u˨ka																						
FLY (MOVE THROUGH AIR)_9		jele	jele			halala																					lala										
FLY (MOVE THROUGH AIR)_10																										pa˨la˨la˨											
FLY (MOVE THROUGH AIR)_11																																	pãlãlã				
FOUR_1																	fiini																kwana				kane
FOUR_2																ʧeʃe																					
FOUR_3																														mu˨ne˨						a˦na˦	
FOUR_4			ɲiiɲ	na	ne	inai	nna	iɲa	iɲa				ne						nne˦	ne˦	ne	na˦i	na	ne	na		ine	ne				nɛ˨		na	ne		
FOUR_5		njin													naajinombreʧardinal											nanka											
FOUR_6												mi˦nei																									
FOUR_7											ja																										
GIVE_1						ha			ha˥˩														ha	ha						ha˦			ɪha˨				
GIVE_2																				ni˦ka											ɲi˦ka˦						
GIVE_3																													i˦ku˦pa								
GIVE_4														pa˨		va˦ha									pa˦	fa˨						fa˦				ki˨	pʰa˦
GIVE_5	peːla	ve	və		peela		pa					pesa	fa		pa			pa	va		pʰa	paʦa~peleka						pa						ɸa	pʰa		
GIVE_6								nɛŋɡanɛ		bana	ɡana						niinjia																				
GIVE_7																											in̤a										
GIVE_8				wa																																	
HAIR (HEAD)_1													milili								unwele						lujwili	ɲwele							inwele		ulunwele
HAIR (HEAD)_2					mvwii˦li							nswe˦i																									
HAIR (HEAD)_3									ɲjue˦re					njwe˩˥le		ikʰara˦ri			ɲe˦le	uɲi˦le												ri˦ri˦					
HAIR (HEAD)_4																										luɲeː˨ne											
HAIR (HEAD)_5			esii	luvule		eiʃoke		osue			lusuki						ifuli	efufu					eiʃokje		v̤uʣi				isusu					βuliʤi			
HAIR (HEAD)_6	u˨musisi																							umuʃaʦi													
HAIR (HEAD)_7																						si˦ʦi								nsi˦si˦	si˦si˦						
HAIR (HEAD)_8		e˦sil																																			
HAIR (HEAD)_9																																	e˦si˦nɡa˨				
HAIR (HEAD)_10															lu˦su˦ki																						
HAIR (HEAD)_11																																				su˨e˨i˦	
HAIR (HEAD)_12										ndemba																											
HEAD_1													toho																					tʰhoho			
HEAD_2																			ʃiʦwa˦	hiʦwa˦								kiʧwa									
HEAD_3			n̩lo														nrwe																				
HEAD_4	umu˨twe			mutwe	itwe	omutwe		motwɛ˥		mutue	ntu	motu˦			mu˦twe			omuʦe					omutwe	umutwe		mutwe˩˥	ntwe		mutwe				u˦twe̍				
HEAD_5		nlo˥˩																																			
HEAD_6							ʃolo																														
HEAD_7																					inɬoko														intloko		
HEAD_8																														nɬo˦ko˦	ɬo˦ko˦	t͡ɬʰɔ˦χɔ˦				so˦ko˨	i˦nɬo˦ko˨
HEAD_9																mu˦ru									muso˦ro˦												
HEAD_10																						tu˦															
HEAD_11									keɔŋɡɔ˦																												
HEAR_1			woʔ								wa																										
HEAR_2									i˦ɣwa					u˨mvwa		ii˦wa																u˦t͡ɬwa˦					
HEAR_3		wo˥˩k										jo˦ka																					je˦va˦				
HEAR_4					hulika	hulila	hwa																hurira		hwa˦												
HEAR_5	mfwa														mvwa˦							mvera		umva					mvwa								
HEAR_6																			ki˦a																	ka˦	
HEAR_7										ivua							ita	uva		iʃia														p͡fa	va		
HEAR_8								eɣwa					twa								zwa						iɡwa			twa˦	zwa˦						izwa
HEAR_9																												sikia									
HEAR_10																										pu˨ʃa											
HEART_1								ŋɡɔɔ	ŋɡɔ˦rɔ								nɡoo																				
HEART_2					ntumbu˦la																																
HEART_3																					inɬizijo														inhizijo		
HEART_4						omwojo	mojo							mi											mwojo			mojo	mojo					mwojo			
HEART_5		nlem																									ŋ̤olo										
HEART_6											mbundu			mukuːnka						mbumbu																	
HEART_7	umu˨tima		n̩nəm	mutima						muʃima								omutima					omutima														
HEART_8																								umuʃaha													
HEART_9															mo˦o˦jo˦																						i˦nɬi˨zi˦jo˨
HEART_10													pilu																			pɪ˨lʊ˦					
HEART_11												mote˦ma										ti˦ma				eʃi˨mba˨							u˦ti˦ma˦			le˦ma˨	
HEART_12																nri˨ma			mo˦											mbilu˦	mbilu˦						
HORN (ANATOMY)_1									rohea˦																				luja								
HORN (ANATOMY)_2								oβja																													
HORN (ANATOMY)_3																ɲɲa˦ka																na˨ka˦					
HORN (ANATOMY)_4												lise˦ke˦		luseː˨nɡo˨												lusu˨nɡwa										se˦ba˦	
HORN (ANATOMY)_5	ulu˨senɡo														lu˦seŋu˦																						
HORN (ANATOMY)_6																														ri˨m̤o˨nʣo˨			o˦mbi˦nɡa˨				u˦pʰo˨ndo˨
HORN (ANATOMY)_7					ihe˦embe	eihembe																	eihembe	ihembe													
HORN (ANATOMY)_8																					upʰondo						ipembe	pembe							ipʰondo		
HORN (ANATOMY)_9											mpaka						mbembe																				
HORN (ANATOMY)_10										kimbunɡu																											
HORN (ANATOMY)_11		nlak	n̩laʔ																																		
HORN (ANATOMY)_12				ŋŋombi			ɲanɡa						lunaka					ooluniɡa	ɲoŋɡa˦	ɲoŋɡa		ɲaŋɡa˦			ɲanɡa						lim̤onʣo			lunʰanɡa			
KILL_1																									u˦ra˦ja˦					d͡la˦ja˦	da˦ja˦	bʊ˦la˦ja˦	i˦pa˦ja˨				bu˨la˦la˨
KILL_2		wo˥˩e˦																																			
KILL_3																																				la˦	
KILL_4															ʃi˦pa˦					so˨ŋɡa																	
KILL_5									o˦raɣa							ii˦va										lwi˨fa˨											
KILL_6								oaa											ua									ua	jaja								
KILL_7			wiɲ		wulaɡa																																
KILL_8	ipaja					ita								ipaja								pʰa	ita	ica													
KILL_9				tta													nutuja																				
KILL_10										bonda	ɡonda	boma																									
KILL_11							zwibulaja						balaja								bulala						bulaɡa							βulaja	bulala		
KILL_12																		ʤipaɡa																			
KNEE_1												libɔ˦lɔ˦nɡɔ˦			ʧi˦nu˦							bo˦ndo														bɔ˦nɡɔ˦	
KNEE_2																										eku˨nunɡu˨							o˨nɡo˨lo˨				
KNEE_3																																ŋɔ˦lɛ˦					
KNEE_4					ifuɡa˦milo														ɡuŋɡu˦ni	ɡuŋɡu˦no																	
KNEE_5											kikulu																										
KNEE_6																												ɡoti	i˦ɡondo								
KNEE_7	iku˨fi															niku˦tʰa																					
KNEE_8		abon˥˩	abɔŋ																					ivi													
KNEE_9						okujwi	dwi							kunwi									okuju		bʋi		izwi										
KNEE_10										pumuna																											
KNEE_11													liŋwele																								
KNEE_12								elu	iru																												
KNEE_13																	nri	onɡolo			idolo									ʦolo	ʣolo				idolo		i˦dolo
KNEE_14				vvuvi																																	
KNOW (SOMETHING)_1				maɲa	maɲa	maɲa		maɲa˩	mɛ˨ɲa						ma˦ɲa˦		maɲa						maɲa	meɲa			mana										
KNOW (SOMETHING)_2		jem	jəm											juka																							
KNOW (SOMETHING)_3										ijia																											
KNOW (SOMETHING)_4																																i˦ʦɪ˦					a˥˩zi˨
KNOW (SOMETHING)_5												je˦ba														u˩˥ka											
KNOW (SOMETHING)_6	i˨siba						ziba				zaba		ziba																zʲiba					dʰiβa			
KNOW (SOMETHING)_7																		ʦeja	ʒua	ʤua	azi	ʣiwa						ʄua							azi		
KNOW (SOMETHING)_8																ʧu˦we˨la									zi˦ʋa˦					ti˦va˦	ti˦va˦						
KNOW (SOMETHING)_9																																				pi˦	
KNOW (SOMETHING)_10																																	ku˦li˦ha˨				
LEAF_1													litali																					tari			
LEAF_2							ʒani							mani														ʄani									
LEAF_3								eðaŋɡo	iθaŋɡo												iɬamvu	ʦamba															
LEAF_4						ekibabi				difu													eibabi	ibabi	ʃiʒ̤a		idutu								iǃ̬ʱabi		ikʰasi
LEAF_5																		efo																			
LEAF_6				kikoola							lukaja						iru																				
LEAF_7			okjɛɲ																										itu	tlula							
LEAF_8																															tluka						
LEAF_9		kae˦																																			
LEAF_10												loka˦sa˦																									
LEAF_11															dja˥˩ɲe˦																						
LEAF_12																			uwa˦ni	wani																	
LEAF_13					ihaa˦nze																															a˦nɡɔ˨	
LEAF_14																										esa˨ki						t͡ɬʰa˨rɪ˨					
LEAF_15	i˨libuːla															niwa˦mba																					
LEAF_16																																	e˦me˦la˦				
LEG_1									ko˨ɣo˨ro˨																							t͡ɬʊ˨χa˨					
LEG_2																																				ko˨	
LEG_3											malu								munɖu˦	mndu˦	umlenze									nenɡe	nenɡe			mulenʒe	umlenze		umlenze
LEG_4		abo	abɔ														urende					endo						mɡuu									
LEG_5													lihutu																								
LEG_6							ɡumbo																		ɡumbo												
LEG_7				kuɡulu		okuɡulu		koo				lokolo						okuɡulu					okuɡuru	ukuɡuru			ɡuɡulu		kuulu								
LEG_8										kinama																											
LEG_9	u˨kuːlu				m˦ɡulu										mu˦kolo	mwe˦tto																					
LEG_10																										muko˩˥lo˨							o˦ku˦lu˦				
LIVER_1										nzundu	nsoko																										
LIVER_2			esəʔ																					iɡitiɡu													
