# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
2691	Komi-Permyak	AND	d ɑ	1 7	AX	TA	9	9.T.C 9.A.V	2.0 1.5	dɑ	0	43
3040	Komi-Zyrian	AND	i	7	X	I	10	10.I.V	1.5	i	0	51
3041	Komi-Zyrian	AND	d ɑ	1 7	AX	TA	10	10.T.C 10.A.V	2.0 1.5	dɑ	0	43
3637	Mansi	AND	j ɑ	6 7	AX	JA	12	12.J.C 12.A.V	2.0 1.5	jɑ	0	44
3638	Mansi	AND	i	7	X	I	12	12.I.V	1.5	i	0	51
3995	Meadow Mari	AND	ð ɑ	3 7	AX	DA	13	13.D.C 13.A.V	2.0 1.5	ðɑ	0	54
3996	Meadow Mari	AND	ð e n	3 7 4	AXN	DEN	13	13.D.C 13.E.V 13.N.c	2.0 1.5 0.8	ðen	0	70
4722	North Saami	AND	j ɑ	6 7	AX	JA	15	15.J.C 15.A.V	2.0 1.5	jɑ	0	44
4946	Selkup	AND	ɑ j	7 6	XN	AJ	16	16.A.V 16.J.c	1.5 0.8	ɑj	0	56
5459	Skolt Saami	AND	d i ɐ	1 7 7	AXZ	TIE	17	17.T.C 17.I.V 17.E.V	2.0 1.5 0.8	diɐ	0	43
5480	South Saami	AND	j ɨ h	6 7 3	AXN	JIH	18	18.J.C 18.I.V 18.H.c	2.0 1.5 0.8	jɨh	0	44
5899	Udmurt	AND	i	7	X	I	20	20.I.V	1.5	i	0	51
5900	Udmurt	AND	d ɑ	1 7	AX	TA	20	20.T.C 20.A.V	2.0 1.5	dɑ	0	43
6244	Veps	AND	d ɑ	1 7	AX	TA	21	21.T.C 21.A.V	2.0 1.5	dɑ	0	43
6471	Votic	AND	i	7	X	I	22	22.I.V	1.5	i	0	47
6472	Votic	AND	j ɑ	6 7	AX	JA	22	22.J.C 22.A.V	2.0 1.5	jɑ	0	44
6857	Võro	AND	j ɑ	6 7	AX	JA	23	23.J.C 23.A.V	2.0 1.5	jɑ	0	44
#
9	Erzya	ANIMAL	ʑ v e rʲ	3 3 7 5	ACYN	SBER	1	1.S.C 1.B.C 1.E.V 1.R.c	2.0 1.5 1.3 0.8	ʑverʲ	0	71
10	Erzya	ANIMAL	r ɑ k ʃ ɑ	5 7 1 3 7	AXBCZ	RAKSA	1	1.R.C 1.A.V 1.K.C 1.S.C 1.A.V	2.0 1.5 1.75 1.5 0.8	rɑkʃɑ	0	94
413	Estonian	ANIMAL	l oː m	5 7 4	AXN	LUM	2	2.L.C 2.U.V 2.M.c	2.0 1.5 0.8	loːm	0	72
758	Finnish	ANIMAL	e l æ i n	7 5 7 7 4	XBYYN	ELEIN	3	3.E.V 3.L.C 3.E.V 3.I.V 3.N.c	1.5 1.75 1.3 1.3 0.8	elæin	0	73
1109	Hungarian	ANIMAL	aː lː ɒ t	7 5 7 1	XBYN	ALOT	4	4.A.V 4.L.C 4.O.V 4.T.c	1.5 1.75 1.3 0.8	aːlːɒt	0	74
1456	Ingrian	ANIMAL	e l o ɡ̊ ɑ z	7 5 7 1 7 3	XBYBYN	ELUKAS	5	5.E.V 5.L.C 5.U.V 5.K.C 5.A.V 5.S.c	1.5 1.75 1.3 1.75 1.3 0.8	eloɡ̊ɑz	0	75
1955	Karelian	ANIMAL	s iː v ɑ tː ɑ	3 7 3 7 1 7	AXBYBZ	SIBATA	6	6.S.C 6.I.V 6.B.C 6.A.V 6.T.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	siːvɑtːɑ	0	76
2023	Khanty	ANIMAL	w ɑ j ə ɣ	6 7 6 7 3	AXBYN	WAJEG	7	7.W.C 7.A.V 7.J.C 7.E.V 7.G.c	2.0 1.5 1.75 1.3 0.8	wɑjəɣ	0	77
2366	Kildin Saami	ANIMAL	ʒ ɨ v a	3 7 3 7	AXBZ	SIBA	8	8.S.C 8.I.V 8.B.C 8.A.V	2.0 1.5 1.75 0.8	ʒɨva	0	76
2692	Komi-Permyak	ANIMAL	v ɤ r p i	3 7 5 1 7	AXMBZ	BERPI	9	9.B.C 9.E.V 9.R.c 9.P.C 9.I.V	2.0 1.5 1.1 1.75 0.8	vɤrpi	0	71
3042	Komi-Zyrian	ANIMAL	p e m ɤ s	1 7 4 7 3	AXBYN	PEMES	10	10.P.C 10.E.V 10.M.C 10.E.V 10.S.c	2.0 1.5 1.75 1.3 0.8	pemɤs	0	80
3043	Komi-Zyrian	ANIMAL	z vʲ e r	3 3 7 5	ACYN	SBER	10	10.S.C 10.B.C 10.E.V 10.R.c	2.0 1.5 1.3 0.8	zvʲer	0	71
3502	Livonian	ANIMAL	l uː o m ɨ z	5 7 7 4 7 3	AXYBYN	LYUMIS	11	11.L.C 11.Y.V 11.U.V 11.M.C 11.I.V 11.S.c	2.0 1.5 1.3 1.75 1.3 0.8	luːomɨz	0	72
3639	Mansi	ANIMAL	uː j	7 6	XN	YJ	12	12.Y.V 12.J.c	1.5 0.8	uːj	0	82
3997	Meadow Mari	ANIMAL	j ɑ n l ə̠ k	6 7 4 5 7 1	AXBCYN	JANLEK	13	13.J.C 13.A.V 13.N.C 13.L.C 13.E.V 13.K.c	2.0 1.5 1.75 1.5 1.3 0.8	jɑnlə̠k	0	83
4392	Nganasan	ANIMAL	dʲ ɑ m ə ð ə	1 7 4 7 3 7	AXBYBZ	TAMEDE	14	14.T.C 14.A.V 14.M.C 14.E.V 14.D.C 14.E.V	2.0 1.5 1.75 1.3 1.75 0.8	dʲɑməðə	0	84
4919	North Saami	ANIMAL	e̯ æ lː i	7 7 5 7	XYBZ	EELI	15	15.E.V 15.E.V 15.L.C 15.I.V	1.5 1.3 1.75 0.8	e̯ælːi	0	85
4947	Selkup	ANIMAL	s uː r ə m	3 7 5 7 4	AXBYN	SYREM	16	16.S.C 16.Y.V 16.R.C 16.E.V 16.M.c	2.0 1.5 1.75 1.3 0.8	suːrəm	0	86
5379	Skolt Saami	ANIMAL	ʝ i ɛ lʲː i	3 7 7 5 7	AXYBZ	SIELI	17	17.S.C 17.I.V 17.E.V 17.L.C 17.I.V	2.0 1.5 1.3 1.75 0.8	ʝiɛlʲːi	0	85
5481	South Saami	ANIMAL	j ʉ β r ɛ	6 7 3 5 7	AXBCZ	JYBRE	18	18.J.C 18.Y.V 18.B.C 18.R.C 18.E.V	2.0 1.5 1.75 1.5 0.8	jʉβrɛ	0	88
5730	Tundra Nenets	ANIMAL	s ɑ r mʲ i k	3 7 5 4 7 1	AXMBYN	SARMIK	19	19.S.C 19.A.V 19.R.c 19.M.C 19.I.V 19.K.c	2.0 1.5 1.1 1.75 1.3 0.8	sɑrmʲik	0	86
5901	Udmurt	ANIMAL	p ɤ j ʃ u r	1 7 6 3 7 5	AXMBYN	PEJSYR	20	20.P.C 20.E.V 20.J.c 20.S.C 20.Y.V 20.R.c	2.0 1.5 1.1 1.75 1.3 0.8	pɤjʃur	0	90
6245	Veps	ANIMAL	ʒ i v ɑ t	3 7 3 7 1	AXBYN	SIBAT	21	21.S.C 21.I.V 21.B.C 21.A.V 21.T.c	2.0 1.5 1.75 1.3 0.8	ʒivɑt	0	76
6473	Votic	ANIMAL	e l o k ɤ z	7 5 7 1 7 3	XBYBYN	ELUKES	22	22.E.V 22.L.C 22.U.V 22.K.C 22.E.V 22.S.c	1.5 1.75 1.3 1.75 1.3 0.8	elokɤz	0	75
6474	Votic	ANIMAL	l oː m	5 7 4	AXN	LUM	22	22.L.C 22.U.V 22.M.c	2.0 1.5 0.8	loːm	0	72
6858	Võro	ANIMAL	e lː æ i	7 5 7 7	XBYZ	ELEI	23	23.E.V 23.L.C 23.E.V 23.I.V	1.5 1.75 1.3 0.8	elːæi	0	73
#
369	Erzya	ANT	k o t k u d ɑ v	1 7 1 1 7 1 7 3	AXMBYBYN	KUTKYTAB	1	1.K.C 1.U.V 1.T.c 1.K.C 1.Y.V 1.T.C 1.A.V 1.B.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kotkudɑv	0	95
720	Estonian	ANT	s i pː e l k ɑ s	3 7 1 7 5 1 7 3	AXBYMBYN	SIPELKAS	2	2.S.C 2.I.V 2.P.C 2.E.V 2.L.c 2.K.C 2.A.V 2.S.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	sipːelkɑs	0	96
1069	Finnish	ANT	m uː r ɑ ɦ ɑ i n e n	4 7 5 7 3 7 7 4 7 4	AXBYBYYBYN	MYRAHAINEN	3	3.M.C 3.Y.V 3.R.C 3.A.V 3.H.C 3.A.V 3.I.V 3.N.C 3.E.V 3.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 1.3 0.8	muːrɑɦɑinen	0	97
1412	Hungarian	ANT	h ɒ ɲ ɟ ɒ	3 7 4 1 7	AXMBZ	HONCO	4	4.H.C 4.O.V 4.N.c 4.C.C 4.O.V	2.0 1.5 1.1 1.75 0.8	hɒɲɟɒ	0	98
1769	Ingrian	ANT	m uː r ɑ h ɑ i n	4 7 5 7 3 7 7 4	AXBYBYYN	MYRAHAIN	5	5.M.C 5.Y.V 5.R.C 5.A.V 5.H.C 5.A.V 5.I.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.3 0.8	muːrɑhɑin	0	97
1950	Karelian	ANT	m uː r ɑ h ɑ i n i	4 7 5 7 3 7 7 4 7	AXBYBYYBZ	MYRAHAINI	6	6.M.C 6.Y.V 6.R.C 6.A.V 6.H.C 6.A.V 6.I.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	muːrɑhɑini	0	97
2322	Khanty	ANT	k o ʧ ŋ ɯ	1 7 2 4 7	AXBCZ	KUCNI	7	7.K.C 7.U.V 7.C.C 7.N.C 7.I.V	2.0 1.5 1.75 1.5 0.8	koʧŋɯ	0	101
2653	Kildin Saami	ANT	k oː tː k	1 7 1 1	AXLN	KUTK	8	8.K.C 8.U.V 8.T.c 8.K.c	2.0 1.5 1.1 0.8	koːtːk	0	102
2999	Komi-Permyak	ANT	k ɤ ʥ ɯ v	1 7 2 7 3	AXBYN	KECIB	9	9.K.C 9.E.V 9.C.C 9.I.V 9.B.c	2.0 1.5 1.75 1.3 0.8	kɤʥɯv	0	103
3367	Komi-Zyrian	ANT	k o ʥ u v k o t	1 7 2 7 3 1 7 1	AXBYMBYN	KUCYBKUT	10	10.K.C 10.U.V 10.C.C 10.Y.V 10.B.c 10.K.C 10.U.V 10.T.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	koʥuvkot	0	103
3368	Komi-Zyrian	ANT	k o ʥ u v	1 7 2 7 3	AXBYN	KUCYB	10	10.K.C 10.U.V 10.C.C 10.Y.V 10.B.c	2.0 1.5 1.75 1.3 0.8	koʥuv	0	103
3454	Livonian	ANT	s i p r i k i	3 7 1 5 7 1 7	AXBCYBZ	SIPRIKI	11	11.S.C 11.I.V 11.P.C 11.R.C 11.I.V 11.K.C 11.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	sipriki	0	96
3955	Mansi	ANT	χ oː s w o j	3 7 3 6 7 6	AXBCYN	GUSWUJ	12	12.G.C 12.U.V 12.S.C 12.W.C 12.U.V 12.J.c	2.0 1.5 1.75 1.5 1.3 0.8	χoːswoj	0	106
4352	Meadow Mari	ANT	k u t k o	1 7 1 1 7	AXMBZ	KYTKU	13	13.K.C 13.Y.V 13.T.c 13.K.C 13.U.V	2.0 1.5 1.1 1.75 0.8	kutko	0	95
4890	North Saami	ANT	k ɔ t k ɑ	1 7 1 1 7	AXMBZ	KUTKA	15	15.K.C 15.U.V 15.T.c 15.K.C 15.A.V	2.0 1.5 1.1 1.75 0.8	kɔtkɑ	0	102
5210	Selkup	ANT	q ɯ ʧ ɑ	1 7 2 7	AXBZ	KICA	16	16.K.C 16.I.V 16.C.C 16.A.V	2.0 1.5 1.75 0.8	qɯʧɑ	0	101
5334	Skolt Saami	ANT	k o t kː ɐ	1 7 1 1 7	AXMBZ	KUTKE	17	17.K.C 17.U.V 17.T.c 17.K.C 17.E.V	2.0 1.5 1.1 1.75 0.8	kotkːɐ	0	102
5652	South Saami	ANT	k a r h k ɛ	1 7 5 3 1 7	AXLMBZ	KARHKE	18	18.K.C 18.A.V 18.R.c 18.H.c 18.K.C 18.E.V	2.0 1.5 1.1 1.1 1.75 0.8	karhkɛ	0	102
5721	Tundra Nenets	ANT	x u d u m ɡ ɑ	3 7 1 7 4 1 7	AXBYMBZ	GYTYMKA	19	19.G.C 19.Y.V 19.T.C 19.Y.V 19.M.c 19.K.C 19.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	xudumɡɑ	0	112
6209	Udmurt	ANT	k u ʑ i ʎ i	1 7 3 7 5 7	AXBYBZ	KYSILI	20	20.K.C 20.Y.V 20.S.C 20.I.V 20.L.C 20.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kuʑiʎi	0	103
6426	Veps	ANT	m ʊ r ɑ h ɑ i n ɛ	4 7 5 7 3 7 7 4 7	AXBYBYYBZ	MYRAHAINE	21	21.M.C 21.Y.V 21.R.C 21.A.V 21.H.C 21.A.V 21.I.V 21.N.C 21.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	mʊrɑhɑinɛ	0	97
6816	Votic	ANT	s i pː e l i k ɑ s	3 7 1 7 5 7 1 7 3	AXBYBYBYN	SIPELIKAS	22	22.S.C 22.I.V 22.P.C 22.E.V 22.L.C 22.I.V 22.K.C 22.A.V 22.S.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	sipːelikɑs	0	96
7158	Võro	ANT	s i p ɤ r l ɑ n ɤ	3 7 1 7 5 5 7 4 7	AXBYMBYBZ	SIPERLANE	23	23.S.C 23.I.V 23.P.C 23.E.V 23.R.c 23.L.C 23.A.V 23.N.C 23.E.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	sipɤrlɑnɤ	0	96
7159	Võro	ANT	k u k l ɑ n ɤ	1 7 1 5 7 4 7	AXBCYBZ	KYKLANE	23	23.K.C 23.Y.V 23.K.C 23.L.C 23.A.V 23.N.C 23.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kuklɑnɤ	0	118
7160	Võro	ANT	p i n ʦ l ɑ n ɤ	1 7 4 2 5 7 4 7	AXMBCYBZ	PINCLANE	23	23.P.C 23.I.V 23.N.c 23.C.C 23.L.C 23.A.V 23.N.C 23.E.V	2.0 1.5 1.1 1.75 1.5 1.3 1.75 0.8	pinʦlɑnɤ	0	119
#
316	Erzya	ARMPIT	k ɑ v ɑ l ɑ l k s	1 7 3 7 5 7 5 1 3	AXBYBYMBC	KABALALKS	1	1.K.C 1.A.V 1.B.C 1.A.V 1.L.C 1.A.V 1.L.c 1.K.C 1.S.C	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 1.5	kɑvɑlɑlks	0	120
675	Estonian	ARMPIT	k ɑ e n l ɑ ʔ ɑ l u n e	1 7 7 4 5 7 1 7 5 7 4 7	AXYBCYBYBYBZ	KAENLAHALYNE	2	2.K.C 2.A.V 2.E.V 2.N.C 2.L.C 2.A.V 2.H.C 2.A.V 2.L.C 2.Y.V 2.N.C 2.E.V	2.0 1.5 1.3 1.75 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kɑenlɑʔɑlune	0	121
1021	Finnish	ARMPIT	k ɑ i n ɑ l o	1 7 7 4 7 5 7	AXYBYBZ	KAINALU	3	3.K.C 3.A.V 3.I.V 3.N.C 3.A.V 3.L.C 3.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	kɑinɑlo	0	121
1380	Hungarian	ARMPIT	h oː n ɒ j	3 7 4 7 6	AXBYN	HUNOJ	4	4.H.C 4.U.V 4.N.C 4.O.V 4.J.c	2.0 1.5 1.75 1.3 0.8	hoːnɒj	0	123
1718	Ingrian	ARMPIT	k ɑ i l ɑ	1 7 7 5 7	AXYBZ	KAILA	5	5.K.C 5.A.V 5.I.V 5.L.C 5.A.V	2.0 1.5 1.3 1.75 0.8	kɑilɑ	0	124
2271	Khanty	ARMPIT	k u n ə ŋ p ə t æ	1 7 4 7 4 1 7 1 7	AXBYMBYBZ	KYNENPETE	7	7.K.C 7.Y.V 7.N.C 7.E.V 7.N.c 7.P.C 7.E.V 7.T.C 7.E.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kunəŋpətæ	0	125
2604	Kildin Saami	ARMPIT	k a j n a l	1 7 6 4 7 5	AXMBYN	KAJNAL	8	8.K.C 8.A.V 8.J.c 8.N.C 8.A.V 8.L.c	2.0 1.5 1.1 1.75 1.3 0.8	kajnal	0	126
2952	Komi-Permyak	ARMPIT	k o n u v t	1 7 4 7 3 1	AXBYLN	KUNYBT	9	9.K.C 9.U.V 9.N.C 9.Y.V 9.B.c 9.T.c	2.0 1.5 1.75 1.3 1.1 0.8	konuvt	0	126
3314	Komi-Zyrian	ARMPIT	k ɯ ɲ ɑ u v	1 7 4 7 7 3	AXBYYN	KINAYB	10	10.K.C 10.I.V 10.N.C 10.A.V 10.Y.V 10.B.c	2.0 1.5 1.75 1.3 1.3 0.8	kɯɲɑuv	0	126
3901	Mansi	ARMPIT	χ ɑ n l	3 7 4 5	AXBC	GANL	12	12.G.C 12.A.V 12.N.C 12.L.C	2.0 1.5 1.75 1.5	χɑnl	0	129
