Gloss	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
GATHER_17																			mɑʔlɑsʲ				
GATHER_18																				biʨɑnɯ			
GATHER_19																						næpːimæ	
GIRL_1	tʲejtʲerʲ																						
GIRL_2		tytːɑrlɑpːs																					
GIRL_3			tytːø		tytːøi̯	tytːœ																tytːø	tytrik
GIRL_4				lɛaːɲ																			
GIRL_5							ø̝ɣi																
GIRL_6								niːjta							niɛjtɑ		niʝdːɐ	nɨɛjtɛ					
GIRL_7									nɯv	nɯv										nɯl			
GIRL_8											nɛitst												
GIRL_9												ɑːɣi											
GIRL_10													yðə̠r										
GIRL_11														nɯɲuə		netæŋ							
GIRL_12														kobtuɑ									
GIRL_13																					nɛiʧʊkɑinɛ		
GIVE_1	mɑksoms																						
GIVE_2		ɑntɑ	ɑntɑː		ɑntɑː	ɑntʊɑ		anʲːte			ɑndə				ɑdtih						ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_3							mə					miɣ		miɕi		mi							
GIVE_4									ɕetnɯ	ɕetnɯ										ɕotɯnɯ			
GIVE_5													puem										
GIVE_6																		βɛtːɛdh					
GO_1	moʎems																						
GO_2		minːɑ	menːæ		mænːæ	mænːæ	mən	meːnːe	munːɯ	munːɯ					mɑnːɑh		məːnːɐd			mɯnɯnɯ	mændɑ	menemæ	minemæ
GO_3		læk																					
GO_4				mɛɟ								mini~joːmi											
GO_5							jəl																
GO_6											læːˀdə											læhtemæ	lætː
GO_7													mijem~kɑjem										
GO_8														mɯnsɯ					mʲinzʲ				
GO_9																quə̠n							
GO_10																		jʉhtɛdh					
GOOD_1	pɑro							puːrʲː	bur	bur			poro		pʊ̯ɔrːe		puɛrʲːɘ	pʉɛriɛ					
GOOD_2		heɑ																				heːkː	hæː
GOOD_3			hyʋæ		hyvæ	hyvæ															hʏvæ	yvæ	
GOOD_4				joː							jɨvɑː												
GOOD_5							jəm																
GOOD_6								ʃiɡ		ʃɑɲ			sɑj										
GOOD_7												jomɑs											
GOOD_8														ɲɑɡəː									
GOOD_9																somɑ			səwɑ				
GOOD_10																	ʃiəɣːɐ						
GOOD_11																				umoj			
GOOD_12																				ʥeʨ			
GRANDCHILD_1	nuʨkɑ																						
GRANDCHILD_2	bijo																						
GRANDCHILD_3		lɑpːselɑpːs	lɑpsenlɑpsi																				lɑʦɤlɑʦʲ
GRANDCHILD_4					vunukːɑ																	vunuk	
GRANDCHILD_5												ɑpiɣ											
GRANDCHILD_6													unə̠kɑ										
GRANDCHILD_7														ɲuədʲəɲuə									
GRANDSON_1				fijuːunokɒ																			
GRANDSON_2								aːhkev															
GRANDSON_3									nuk														
GRANDSON_4														ɲuədʲəɲuə									
GRASS_1	tʲikʃe																						
GRASS_2		rohi	ruoɦo		roho																	roho	ruːh
GRASS_3				fyː																			
GRASS_4							pɑm					pum											
GRASS_5								raːsʲː							raːsːi		raːsʲːɘ	kʰræːsiɛ					
GRASS_6									turun	turun										turɯn			
GRASS_7													ʃuðo										
GRASS_8														ɲotə		ɲuːʧə			ŋɑmdæʔ				
GRASS_9																							hɑin
GRASS_10																							moro
GREEN_1	piʒe																						
GREEN_2		roheline			rohoin																	rohoin	rohilinɤ
GREEN_3			ʋiçreæ																			viher	
GREEN_4				zøld																			
GREEN_5						vihɑntɑ																	
GREEN_6							kulløj																
GREEN_7								ruenː							rʊ̯ɔnaː		ruɐnːɐ	kʰrɵana					
GREEN_8									zeʎonɤj														
GREEN_9										veʒ										voʒ			
GREEN_10											mɨltsi												
GREEN_11											oːʎɑz												
GREEN_12												ɲɑːr											
GREEN_13													uʒɑr										
GREEN_14														ŋindiɑʔsɯə									
GREEN_15														ɲotərəku									
GREEN_16																noræʎ							
GRIND_1	jɑʒɑms																						
GRIND_2		jɑhvɑtːɑtɑ																				jɑvɑmɑ	
GRIND_3		purustːɑtɑ												hyʎəbtɯsɯ									purutɑmɑ
GRIND_4			murskɑtɑ																				
GRIND_5			jɑuɦɑː		jɑuhojɑ																		jɑuhmɑ
GRIND_6				øːrøl~dɒraːl												kosəl							
GRIND_7				øsːɛzuːz																			
GRIND_8							roɣə																
GRIND_9								mielːe															
GRIND_10									iznɯ	izɤdnɯ													
GRIND_11									krɤʃitnɯ														
GRIND_12										mɑiknɯ													
GRIND_13												sɑːŋki											
GRIND_14													joŋə̠ʃtem										
GRIND_15													tə̠ɣə̠ðemðem										
GRIND_16													lɑʃtə̠rtem										
GRIND_17														ɕeʎidʲi									
GRIND_18																				ɲeʎkɯnɯ			
GROAN_1	ojksɲems~vɑjksɲems														fʊɛjkih								
GROAN_2		oietːɑtɑ																			vɔivɔtɑdɑ	voivortɤmɑ	
GROAN_3		ohkitɑ	ʋoiçkiɑ		voihkuɑ			vuahke														ohkimɑ~æhkimæ	oikɑmɑ~oihkʲmɑ
GROAN_4				ɲøɡ																			
GROAN_5							ner																
GROAN_6									ujzɯnɯ	ɯmzɯnɯ													
GROAN_7										ruʒtɯnɯ										ʤuʃtɯnɯ			
GROAN_8												ɲiɕːi	jə̠ŋə̠sem										
GROAN_9													ojojlem										
GROAN_10																	luɐikːɒd						
GROAN_11																			tɑxəsʲ				
GUTS_1	ɕulo	soːl	suoli		soːli		sol		ɕuv	ɕuv										ɕul		soːli	soːlik
GUTS_2				beːl																			
GUTS_3								ʧuelʲː															
GUTS_4									kiʃkɑ														
GUTS_5												sɑχ	ʃolo										
GUTS_6																ketu							
HAIR_1	ʧerʲ			søːr																			
HAIR_2	ponɑ						pun					pun	pun										
HAIR_3		juːs																					
HAIR_4		kɑrv	kɑrʋɑ		kɑrvɑ																		kɑrv
HAIR_5			hius		hiuz	hivʊs															hibʊz	ivuz	hius
HAIR_6				hɒj																			
HAIR_7							ɑwət																
HAIR_8								vuːpːt			ibuːkst												
HAIR_9								sefs															
HAIR_10									jurɕi														
HAIR_11									ɡɤn	ɡɤn										ɡon			
HAIR_12										ɕi										ɕi			
HAIR_13												ɑːt											
HAIR_14													yp										
HAIR_15														ŋɑbtə		oːptə			ŋæbt				
HAIR_16															vʊ̯ɔktɑ		vuəptɐ						
HAIR_17																tɑr							
HAIR_18																		βuʌptɛ					
HAND_1	kedʲ	kæsi	kæsi	keːz	kæzi	kæsi	køt	kiːdː			kɛˀʒ	kɑːt	kit								kæzitɛrɑ	ʧæsi	kæsi
HAND_2									ki	ki										ki			
HAND_3														dʲyty		utə			ŋudɑ				
HAND_4															kiɛhtɑ		c͡çiətːɐ	kɨɛtɛ					
HARD_1	kɑlɡodo				kɑlpiɑ																		
HARD_2	keme			kɛmeːɲ																			
HARD_3		kɤvɑ	koʋɑ		kovɑ	kɔvɑ															kɔvɑ	kɤvɑ	kɤvɑ
HARD_4					vɑlju																		
HARD_5							serə									ɕɑrə							
HARD_6								keːrː							kɑrɑs		kəːrɐs	karːɛ					
HARD_7									ʨorɯt	ʨorɯd										ʨurɯt			
HARD_8												ɲɑŋrɑ											
HARD_9													peʃkə̠ðe~peŋɡə̠ðe										
HARD_10													ʧotkə̠do										
HARD_11														dʲɑntɯə									
HARD_12														nosəɡəː									
HARD_13														tujmuə									
HARD_14																						kɑŋkɑ	
HEAD_1	prʲɑ																						
HEAD_2		peɑ	pæː		pæː	piæ					pæː										pæ	pæː	pæː
HEAD_3				fɛj																			
HEAD_4							oɣ																
HEAD_5								vuejːv							ɔ̯ɑivi		vuɛivʲːɘ						
HEAD_6									jur	jur										jɯr			
HEAD_7												puŋk											
HEAD_8													βuj										
HEAD_9														ŋojbu					ŋæwɑ				
HEAD_10																olə							
HEAD_11																		oæjːiɛ					
HEAR_1	kuʎems	kuːltɑ	kuːlːɑ		kuːlːɑ	kuːlːɑ	kɔl	kulːe			kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd	kuβlɛdh			kʊldɑ	kuːlɤmɑ	kuːltmɑ
HEAR_2	mɑrʲɑms																						
HEAR_3				hɒlː																			
HEAR_4									kɯvnɯ	kɯvnɯ										kɯlɯnɯ			
HEAR_5														dʲinsiɕi									
HEAR_6																yntə							
HEAR_7																			nɑmdəsʲ				
HEART_1	ɕedʲej																						
HEART_2		sydɑ	sydæn		syæn																sʏdæin	syæ	syæ
HEART_3				siːv			səm					sim		səː					sʲeːj				
HEART_4								saːrʲːt															
HEART_5								kuːtʲːk															
HEART_6									ɕɤlɤm	ɕɤlɤm	sidɑːm									ɕulem			
HEART_7													ʃym										
HEART_8															vaːjbmʊ			βɑːjmuʌ					
HEART_9																siːʨə							
HEART_10																	ʧɐːðʲɘ						
HEAVY_1	stɑkɑ																						
HEAVY_2		rɑske	rɑskɑs		rɑskɑz~rɑŋkːɑ																	rɑskɑ	rɑsːɤ
HEAVY_3			pɑinɑʋɑ																			pɑinukɤz	
HEAVY_4				nɛɦeːz														leːβlɛs					
HEAVY_5				ʃuːjoʃ																			
HEAVY_6						jykiɛ															jʏɡɛd		
HEAVY_7							læɣərt																
HEAVY_8								loːsʲːesʲ							lɔsːɑh		losːɐd						
HEAVY_9									ɕɤkɯt	ɕɤkɯd						sɤʧːəm				ɕekɯt			
HEAVY_10											læːlɑm												
HEAVY_11												tɑːrwitəŋ											
HEAVY_12													lele										
HEAVY_13														səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_14																							kɑːlsɑ
HEEL_1	koʧkɑrʲɑ																ʝuɛlʲɟ͡ʝːkʲadː						
HEEL_2		kɑnt	kɑntɑpæː		kɑnd̥ɑ	kɑntɑ		kaːnːt			kuːondɑ										kɑnd	kɑnt	
HEEL_3				ʃɒrok																			
HEEL_4							po̝ʧ																kunʦ
HEEL_5									kokʥir														
HEEL_6										kokʎɑbɤr													
HEEL_7												lɑːɣəljunɣɑ											
HEEL_8													joltɑɣɑn										
HEEL_9														biɑtə									
HEEL_10															ʃʊʃmi								
HEEL_11																ʎɑkʨəɲ							
HEEL_12																moʨːə							
HEEL_13																		poæʦkiɛ					
HEEL_14																				pɯdtɯʃ			
HEN_1	sɑrɑz																						
HEN_2		kɑnɑ	kɑnɑ		kɑnɑ			kaːnʲː														kɑnɑ	kɑnɑ
HEN_3				cuːk									ʧə̠βe										
HEN_4							tʲutʲkørək																
HEN_5									kurɤɡ	kurɤɡ		kurkɑ				kuːrəɕkɑ				kureɡ			
HEN_6										ʨipɑn													
HERE_1	tʲese		tæsːæ				tət	tesʲt			tæs	tit									tæs		
HERE_2		siːn			siːn																	kɑsːen	siːn
HERE_3			tæːlːæ			tiælæ																tæːl	
HERE_4				itː																			
HERE_5									tɑtɤn~estɤn	tɑn										tɑtɯn			
HERE_6										etɑni													
HERE_7													tə̠ʃte			tɯntə							
HERE_8														əmnɯ									
HERE_9														miʔiɑ									
HERE_10															taː		taːɐ						
HERE_11																		tɑːkːuʌ			tæɡæ		
HERE_12																			tʲukoːxonɑ				
HIDE_1	kekʃems																						
HIDE_2		ærɑpeitːɑ			peitːæː																		
HIDE_3			piːlotːɑː																				pɑotɑmɑ
HIDE_4			kætkeæ																				
HIDE_5				rɛjt																			
HIDE_6				ɛlduɡ																			
HIDE_7							kɑɲitə																
HIDE_8								ʧiːɡːe						ʧiːdʲɑ									
HIDE_9									ʥebnɯ	ʥebnɯ													
HIDE_10										sɑikɤdnɯ													
HIDE_11												tuːjti											
HIDE_12													ʃə̠ltem									sɑlɑutːɤmɑ	
HIDE_13													tojem										
HIDE_14																oʨəŋ							
HIDE_15																				vɑtɯnɯ			
HIDE_16																						kɤrjɑmɑ	
HIT_1	vɑʧkodʲems																						
HIT_2	rʲiʃtɑms													hoɕydʲi									
HIT_3		lyːɑ	lyødæ		løːvːæ	lyːvːæ															lœdɑ	lyːmæ	lyːmæ
HIT_4					lohmɑd̥ɑ																		
HIT_5					iskiæ																	iskemæ	
HIT_6							søŋət																
HIT_7							jɔɣɯ																
HIT_8								vasːte															
HIT_9									vɑʨkɯnɯ	vɑʨkɯnɯ~kuʨkɯnɯ							ʧɐʦʲc͡çːɛd			ʒuɡɯnɯ~ʃukːɯnɯ			
HIT_10												juːniɣti											
HIT_11												rɑːti											
HIT_12													soβem										
HIT_13													perem										
HIT_14																qæːtːə							
HIT_15																						æhkæmæ	
HOLD_1	kirʲdʲems																						
HOLD_2		hoitɑ																					hoitmɑ
HOLD_3			pitæː		pitæː	pityæ					piˀdːə										pidɑdɑ	pitæmæ	
HOLD_4				tɒrt																			
HOLD_5				foɡ																			
HOLD_6							kætl																
HOLD_7								ɒːnʲːe															
HOLD_8									viʥnɯ	viʥnɯ										voʑɯnɯ			
HOLD_9										kutnɯ													
HOLD_10												tɑkti											
HOLD_11													kuʧem										
HOLD_12														kəmiɑsɑ									
HOLD_13															tɔ̯ɑlːɑh								
HOLD_14																orɑlpi							
HOLD_15																	tuɛrʲʝːeːd						
HOLD_16																		ʉtniɛdidh					
HOLD_17																		steːrɛdh					
HOLD_18																			ɲɑʔəmbəsʲ				
HORN_1	ɕuro								ɕur	ɕur			ʃur							ɕur			
HORN_2		sɑrv	sɑrʋi		sɑrvi	sɑrvi		ʧuerʲːv			sɔːrɑ				ʧɔ̯ɑrɛvi		ʧuarʲvʲːɘ	ʧoærβiɛ			sɑrʲv	sɑrvi	sɑrvʲ
HORN_3							ɑŋət																
HORN_4												ɑːɲt											
HORN_5													tykø										
HORN_6														ŋɑmtə		ɑːmtə			ɲɑmd				
HOUSE_1	kudo				kod̥i		kɑt				kuodɑː											koto	
HOUSE_2		mɑjɑ																					mɑjɑ
HOUSE_3			tɑlo		tɑloi	tɑlɔ																tɑlo	
HOUSE_4				haːz																			
HOUSE_5					hoːne																		
HOUSE_6								peːr̥ːt					pørt										
HOUSE_7									kerku	kerkɑ										korkɑ			
HOUSE_8												kol											
HOUSE_9														koruʔ					xɑrəd				
HOUSE_10																mɑːt							
HOUSE_11																		stoɒpuʌ					
HOW_1	kodɑ						kotɯ														kʊt		
HOW_2		kui	kuiŋkɑ		kuin						kui											kui	kui
HOW_3			miten			mitɛin									mɔh						mitʲ	mi	
HOW_4				hoɟ																			
HOW_5								koːxːt									maxʲtʲːɘ	kʉktiɛ					
HOW_6									kɯʥ														
HOW_7										kɯʥi			kuze							kɯʑɯ			
HOW_8												χumʎe											
HOW_9													mosemə̠n										
HOW_10														kuɲiʔiɑ									
HOW_11																kuntɑːr							
HUNT_1		jɑhtitɑ			jɑhti						jɑktə											jɑhtimenemæ	jɑhtʲmɑ
HUNT_2			meʦæstæː			mɛʧæstyæ		miehʦʲ									miaʦʲsʲtʲɛd						
HUNT_3				vɒdaːsik																			
HUNT_4							kəɳʧil					kinsi											
HUNT_5									vɤrɑvnɯ	vɤrɑvnɯ													
HUNT_6													sonɑrlem										
HUNT_7														kotədʲɑ									
HUNT_8														bɑsudʲɑ									
HUNT_9															pivtih								
HUNT_10																suːrəməj							
HUNT_11																			xɑɲeːsʲ				
HUNT_12																				pɤjʃurɑnɯ			
HUNT_13																				ɲuleskɑnɯ			
HUNT_14																					mɛʦɑtɑ		
HUSBAND_1	mirʲdʲe																						
HUSBAND_2		meːs	mies		meːz						miːɛz											meːz	miːs
HUSBAND_3				feːrʝ						verɤs													
HUSBAND_4							ku					χum											
HUSBAND_5								kuːjː									kuəʝːɐ						
HUSBAND_6									ɑjkɑ			oːjkɑ											
HUSBAND_7									ʒɤnik~muʒik												mʊʒik		
HUSBAND_8													mɑrij										
HUSBAND_9														kuədʲumu									
HUSBAND_10														bəbəʧərə									
HUSBAND_11															isih								
HUSBAND_12																tipi							
HUSBAND_13																		keːlːɛ					ylæ
HUSBAND_14																			xɑsɑwɑ				
HUSBAND_15																				kɑrt			
I_1	mon	mɑ	minæ		miæ	miɛ	mæ	munː	me	me	minɑː		mə̠j	mənə	mʊn	mɑn	monɐ	manːɛ	mɑɲ	mon	minæ	miæ	
I_2				eːn																			
I_3												ɑm											
I_4																							mɑʔ
ICE_1	ej																						
ICE_2		jæː	jæː		jæː	jiæ			jɯ	jɯ	jɛij										jæ	jæː	ijæ
ICE_3				jeːɡ			jøŋk					jɑːŋk											
ICE_4								iːŋː					ij										
ICE_5														sɯr					sɑlɑbɑ				
ICE_6															jiɛkŋɑ		ʝiəŋːɐ	jɨɛŋɛ					
ICE_7																uːlqo							
ICE_8																				jɤ			
IF_1	budʲi																						
IF_2		kui						kɒːle	kɤ	kɤ										ke		ku	ku
IF_3			jos		joz																		
IF_4				hɒ																			
IF_5												eːrt											
IF_6													ɣə̠n										
IF_7																qɑtɑ							
IN_1	poʦo															puːʧə							
IN_2	ejse																						
IN_3		seːs						sɨzʲn															seːn
IN_4			sisælːæ		sizez																		
IN_5				bɛnː																			
IN_6									pɯʧkɯn	pɯʧkɯn										puʃkɯn			
IN_7												kiwərt											
IN_8													kørɣə̠ʃtø										
IN_9														kunsɯ		ɕynʨə							
IN_10																						syæmez	
KEEP_1	kirdʲems																						
KEEP_2		pitɑtɑ	pitæː									tɑkti											
KEEP_3		hoitɑ																					hoitmɑ
KEEP_4				tɒrt																			
KEEP_5							tɑjɑ																
KEEP_6								ruːkne															
KEEP_7									viʥnɯ											voʑɯnɯ			
KEEP_8										kutnɯ											kɑitɑ		
KEEP_9													kuʧem										
KEEP_10														huɑnulusɑ									
KEEP_11														kəmyðyɕɑ									
KEEP_12																orɑlpi							
KEEP_13																uə̠rə							
KILL_1	mɑʃtoms																						
KILL_2	ʧɑvoms																						
KILL_3		tɑpːɑ	tɑpːɑː			tɑpːʊɑ					tɑpːə											tɑpːɤmɑ	tɑpmɑ
KILL_4				øl			wel																
KILL_5					surmɑd̥ɑ																	surmɑmɑ	
KILL_6								kɒːnʲːte						kotudʲɑ	kɔdtih		kɔdʲːɛd		xɑdɑsʲ				
KILL_7									vijnɯ	vijnɯ										viɯnɯ			
KILL_8										kulɤdnɯ													
KILL_9												ɑli											
KILL_10													puʃtɑm										
KILL_11																quə̠t							
KILL_12																		pʉβːɛdh					
KILL_13																					riktɑ		
KNEE_1	kumɑʒɑ																						
KNEE_2		pɤlv	polʋi		polvi	pɔlvi		puːvːl					pulβuj				puəlvːɐ	puʌlβɛ			pɔlʲv	pɤlvi	pɤlvʲ
KNEE_3				teːrd																			
KNEE_4							ʧæɳʧ					sɑːns											
KNEE_5									piʥɤs	piʥɤs										pɯdʲes			
KNEE_6											puːolɑ					puːlə			pulɨ				
KNEE_7														həɑɡɑj									
KNEE_8															ʧibpi								
KNOW_1	sodɑms																						
KNOW_2		teɑtɑ	tie̯tæː		tiːtæː	tiɛtyæ		tiːdːe	tɤdnɯ	tɤdnɯ	tiːɛdə				tiɛhtih		tiɛtʲːɛd	tiɛtɛdh		tosɯnɯ	tɛtɑ	tæːtemæ	tiːtmæ
KNOW_3				tud																			
KNOW_4							toŋəmt	tomːte								tynəmə							
KNOW_5							onəl																
KNOW_6										kuʒnɯ		χɑːsi											
KNOW_7												wɑːɣ											
KNOW_8													ʃiɲʧem										
KNOW_9													pɑlem										
KNOW_10														ʧənɯdʲi									
KNOW_11																			tʲeːɲeːwɑsʲ				
KNOW_12																						tuntɤmɑ	
LAKE_1	erʲke													turku									
LAKE_2		jærv	jærʋi		jærvi	jærvi							jer								jærv	jærvi	jærvʲ
LAKE_3				toː					tɯ	tɯ						tuː			toː	tɯ			
LAKE_4							emtər																
LAKE_5								jaːvʲːr			jɔːrɑ				jaːβri			jæːβriɛ					
LAKE_6												tuːr											
LAKE_7																	ʝɐurʲːɘ						
LAUGH_1	pejdʲems																		pʲisʲənzʲ				
LAUGH_2	rɑkɑms																						
LAUGH_3		nɑertɑ	nɑwrɑː		nɑɡrɑː	nɑkrʊɑ					nɑˀɡrə											nɑɡrɤmɑ	nɑːrtmɑ
LAUGH_4				nɛvɛt																			
LAUGH_5							ɭɯsəɣ																
LAUGH_6								siːjːne															
LAUGH_7									serɑvnɯ	ɕerɑvnɯ										ɕerekjɑnɯ			
LAUGH_8												muwɑli											
LAUGH_9													βoʃtə̠lɑm										
LAUGH_10														hidʲiɕi									
LAUGH_11															pɔ̯ɑkʊstih		pɔɣstɛd						
LAUGH_12															ʧɑjbmɑh								
LAUGH_13																pisəj							
LAUGH_14																		føːrhkɛdidh					
LAUGH_15																					nɑɡrdɑ		
LEAF_1	lopɑ			lɛveːl																			
LEAF_2		leht	leçti		lehti	lɛxti		leːsːt		ʎis	lɛːɟ		lə̠ʃtɑʃ		lɑstɑ		ləstːɐ				lɛxtɛz	lehto	lehtʲ
LEAF_3							ɭɯwət					luːptɑ											
LEAF_4									kor	kor										kuɑr			
LEAF_5														horɑðiɑj									
LEAF_6																ʨɑːpə							
LEAF_7																			weːbɑ				
LEAVE_1	ʎiɕems																						
LEAVE_2	tujems																						
LEAVE_3		lɑhkutɑ																			læxtːɑ		
LEAVE_4			poistuɑ																				
LEAVE_5				kimɛɟ								χotmini											
LEAVE_6				taːvozik																			
LEAVE_7							ɭœkən																
LEAVE_8								vɨjːte									vəidːɐd						
LEAVE_9									petnɯ	petnɯ													
LEAVE_10									munːɯ														
LEAVE_11											jɑrɑːlæːˀdə												
LEAVE_12													lektɑm										
LEAVE_13														ŋonsɯdʲi									
LEAVE_14																				koʃkɯnɯ			
LEFT_1	kerʃ																						
LEFT_2		vɑsɑk	ʋɑsen			vɑsɛn																	
LEFT_3				bɒl																			
LEFT_4					kurɑ						kurɑː				kʊrʊh			kɔrːuʌh			hʊrɑ	kurɑ	kurɑ
LEFT_5							pəɣi							bətiə									
LEFT_6								ʧinʧ									ʧiʤʲːɘ						
LEFT_7									ʃuʎɡɑ	ʃujɡɑ													
LEFT_8												woːrtipɑl											
LEFT_9													ʃolɑ										
LEFT_10																kuə̠ti							
LEFT_11																			sʲɑtɑɲɑŋɨ				
LEFT_12																				pɑʎːɑn			
LEFT_13																						pɑhɤp	
LEG_1	piʎɡe																						
LEG_2		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki		ʝuɛlʲɟ͡ʝːɘ	jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
LEG_3							kør																
LEG_4									kok	kok										kuk			
LEG_5												lɑːɣəl											
LEG_6														ŋoj					ŋæ				
LEG_7																topə							
LEG_8																				pɯd			
LEG_9																						koip	
LEND_1	mɑksomspɑndomɡɑ																						
LEND_2		lɑenɑtːɑ	lɑinɑtɑ																				lɑinɑmɑ
LEND_3				kølʧønøz																			
LEND_4								laːjnse															
LEND_5									oʥɤstnɯ	uʤdɯnɯ													
LEND_6													kysə̠npuem										
LEND_7																səjmi							
LIE_1	mɑdʲeʑɑʃtʲems																						
LIE_2		lɑmɑtɑ	mɑːtɑ																			lɑmɑmɑ	lɑmːɤmɑ
LIE_3				fɛksik																			
LIE_4							ɑlɑ																
LIE_5								luvːe															
LIE_6									kujlɯnɯ	kujlɯnɯ										kɯʎːɯnɯ			
LIE_7											mɑˀɡːə												
LIE_8												χoji	kijem										
LIE_9														toɲdʲiɑjʧisɯ									
LIE_10															ve̯ælːaːh								
LIE_11																ipːi							
LIE_12																	liɐʃːɐd					leʒimæ	
LIE_13																			jusʲeːdɑsʲ				
LIFT_1	kepedʲems																						
LIFT_2		tɤstːɑ	nostɑː		nostɑː	nɔstʊɑ					nustə											nɤsːɤːmɑ	nɤstmɑ
LIFT_3				ɛmɛl								ɑːlmi											
LIFT_4							æləm																
LIFT_5								pajnelːe															
LIFT_6									lebtɯnɯ	leptɯnɯ										ʤutɯnɯ			
LIFT_7													nə̠ltem										
LIFT_8														dʲilədʲi					jiləsʲ				
LIFT_9															lɔkteh			lʉtɲɛdh					
LIFT_10																qɑːqəl							
LIGHT (IGNITE)_1	verʲɡedʲems																						
LIGHT (IGNITE)_2	kirvɑstʲems																						
LIGHT (IGNITE)_3		syːtɑtːɑ	sytytːæː		syd̥ytːæː	sytytːyæ															sʏtʊtɑdɑ	sytːemæ	
LIGHT (IGNITE)_4				ɟuːjt																			
LIGHT (IGNITE)_5					viritːæː	viritːyæ														ɑrɑtɯnɯ			
LIGHT (IGNITE)_6							wətʲəɣtə																
LIGHT (IGNITE)_7								puelʲːte			ɑˀltə						puɐlːtɛd						
LIGHT (IGNITE)_8									ɤztɯnɯ	pestɯnɯ										sutiɕkɯnɯ			
LIGHT (IGNITE)_9										lomʑɤdnɯ		peːlɑmti											
LIGHT (IGNITE)_10										biɑɕnɯ													
LIGHT (IGNITE)_11												kosɑmti											
LIGHT (IGNITE)_12													ə̠lə̠ʃtem									pɤlɤtːɑmɑ	
LIGHT (IGNITE)_13													piʒə̠ktem										
LIGHT (IGNITE)_14														torəðusɑ									
LIGHT (IGNITE)_15																ʨɑːtə							
LIGHT (IGNITE)_16																		ʦɨhkijɛhtɛdh					
LIGHT (IGNITE)_17																							pɑlɑmɑpɑntmɑ
LIVE_1	erʲɑms																						
LIVE_2		elɑtɑ	elæː		elæː	ɛlyæ		jeːlʲːe			jɛˀlːə	oːli	ilem		e̯ælːih		ʝiɛlʲːɛd	jiɛlɛdh	jiʎeːsʲ		ɛlædɑ	elæmæ	elæmæ
LIVE_3				eːl																			
LIVE_4									ovnɯ	ovnɯ										ulɯnɯ			
LIVE_5														ɲilɯdʲi									
LIVE_6																ilə							
LIVER_1	mɑkso	mɑks	mɑksɑ		mɑksɑ	mɑksɑ			mus	mus	mɑksɑː		mokʃ					mʉɛksiɛ		mus	mɑks	mɑhs	mɑsː
LIVER_2				maːj								mɑːjt											
LIVER_3							muɣəl																
LIVER_4								vuːjvas							vʊɛjvːɑs		vuəivɐs						
LIVER_5														mitə		mɯːtə			mɨd				
LIVER_6																						peʧoŋk	
LONG_1	kuvɑkɑ																						
LONG_2		pikː	pitkæ		pitki	pitkæ					pitkɑː										pitʲk	pitʧ	pikː
LONG_3				hosːuː																			
LONG_4							koχ		kuʑ	kuʑ										kuʑ			
LONG_5								kukʲesʲ							kʊhkːi			kʉhkiɛs					
LONG_6												χosɑ	kuʒu				kuc͡çːɘ						
LONG_7														kuntɡu									
LONG_8																ʨumpu							
LONG_9																			jɑmb				
LOSE_1	jomɑvtoms																						
LOSE_2		kɑotːɑtɑ	kɑdotːɑː		huɡ̊ɑd̥ɑ																		kɑotɑmɑ
LOSE_3			hæʋitːæː		hævitːæː																		
LOSE_4				ɛlvɛst																			
LOSE_5							joχɑt																
LOSE_6								kaːdxe															
LOSE_7									ɤʃtɯnɯ	voʃtɯnɯ		uːsti								ɯʃtɯnɯ			
LOSE_8												χoltilɑːli											
LOSE_9													jomðɑrem										
LOSE_10														dʲusɑ									
LOSE_11																yrupʧə							
LOUD_1		kɤvɑ	koʋɑ		kuːluvɑ																		kɤvɑ
LOUD_2				hɒŋɡoʃ																			
LOUD_3								iɲːesʲ															
LOUD_4									ɡorɑ	ɡorɑ													
LOUD_5												turiŋ											
LOUD_6												sujən											
LOUD_7													tɑle										
LOUD_8														ŋirminsəkə									
LOUD_9																						vɑʎːu	
LOUSE_1	eʎi																						
LOUSE_2		tæi	tæi		tæi	tæi					tɛi										tæi	tæi	tæi
LOUSE_3				tɛtyː																			
LOUSE_4							tøɣtəm					tɑːkəm											
LOUSE_5								tɨhkʲ					tij										
LOUSE_6									toj	toj										tej			
LOUSE_7															tihkːi		tɛc͡çːɘ	tihkiɛ					
LOUSE_8																unʧu							
LOUSE_9																			pənzʲeːʔæ				
LUNG_1	tʲeveʎɑv																						
LUNG_2	meʎke																						
LUNG_3		kopːsut										χoːpsi										kopsɤd̥	kops
LUNG_4			keuxkot		kouhkut																		
LUNG_5				tydøː																			
LUNG_6							tɑrɣət																
LUNG_7								kiehpʲnesː															
LUNG_8									ʎoɡko														
LUNG_9										tɯ										tɯ			
