Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Beijing,tʰ,Ha'erbin,tʰ,0.8037765116883542,6.6534422386039225
Beijing,u,Ha'erbin,u,0.4114442345548356,8.062495925733764
Beijing,u,Ha'erbin,-,4.603064307096467,8.062495925733764
Beijing,u,Ha'erbin,a,5.1238964703979075,8.062495925733764
Beijing,u,Ha'erbin,ŋ,5.947018708313828,8.062495925733764
Beijing,u,Ha'erbin,ɛ,5.947018708313828,8.062495925733764
Beijing,⁵¹,Ha'erbin,⁵³,0.4345880700423944,8.132713922345241
Beijing,⁵¹,Ha'erbin,²¹³,5.194114467009384,8.132713922345241
Beijing,⁵¹,Ha'erbin,⁰,3.9897559685031974,8.132713922345241
Beijing,⁵¹,Ha'erbin,⁴⁴,6.017236704925304,8.132713922345241
Beijing,⁵¹,Ha'erbin,-,6.017236704925304,8.132713922345241
Beijing,pʰ,Ha'erbin,pʰ,2.0,5.841302253980943
Beijing,a,Ha'erbin,a,0.4025194594324157,7.672425341971495
Beijing,a,Ha'erbin,-,5.5569481245515595,7.672425341971495
Beijing,a,Ha'erbin,o,5.5569481245515595,7.672425341971495
Beijing,j,Ha'erbin,j,0.49487737148883865,7.599912842187128
Beijing,j,Ha'erbin,-,3.758610588206186,7.599912842187128
Beijing,ɑ,Ha'erbin,a,0.4603614897883344,7.599912842187128
Beijing,ɑ,Ha'erbin,ɤ,5.484435624767192,7.599912842187128
Beijing,ɑ,Ha'erbin,e,5.484435624767192,7.599912842187128
Beijing,ɑ,Ha'erbin,-,5.484435624767192,7.599912842187128
Beijing,⁵⁵,Ha'erbin,⁴⁴,0.42325131999090154,8.098032082960527
Beijing,⁵⁵,Ha'erbin,²¹³,5.982554865540591,8.098032082960527
Beijing,⁵⁵,Ha'erbin,-,5.15943262762467,8.098032082960527
Beijing,⁵⁵,Ha'erbin,⁰,4.256729828979585,8.098032082960527
Beijing,⁵⁵,Ha'erbin,²⁴,5.982554865540591,8.098032082960527
Beijing,f,Ha'erbin,f,1.6045913074700886,6.209453365628949
Beijing,f,Ha'erbin,-,4.093976148209014,6.209453365628949
Beijing,f,Ha'erbin,p,4.093976148209014,6.209453365628949
Beijing,³⁵,Ha'erbin,²⁴,0.5412852484785156,7.930737337562887
Beijing,³⁵,Ha'erbin,⁴⁴,5.815260120142951,7.930737337562887
Beijing,³⁵,Ha'erbin,⁰,3.538419914784126,7.930737337562887
Beijing,³⁵,Ha'erbin,²¹,4.99213788222703,7.930737337562887
Beijing,³⁵,Ha'erbin,⁵³,5.815260120142951,7.930737337562887
Beijing,i,Ha'erbin,i,0.6208650477061616,7.890770930245242
Beijing,i,Ha'erbin,j,5.775293712825305,7.890770930245242
Beijing,i,Ha'erbin,-,3.285908872086381,7.890770930245242
Beijing,i,Ha'erbin,ŋ,4.9521714749093855,7.890770930245242
Beijing,i,Ha'erbin,a,4.9521714749093855,7.890770930245242
Beijing,ŋ,Ha'erbin,ŋ,0.7198920808072649,7.470319934780034
Beijing,ŋ,Ha'erbin,-,3.3273619809379906,7.470319934780034
Beijing,ŋ,Ha'erbin,i,5.354842717360098,7.470319934780034
Beijing,ŋ,Ha'erbin,ə,5.354842717360098,7.470319934780034
Beijing,ŋ,Ha'erbin,m,5.354842717360098,7.470319934780034
Beijing,ʨʰ,Ha'erbin,ɕ,3.7258250365610053,5.841302253980943
Beijing,ʨʰ,Ha'erbin,ʨʰ,3.7258250365610053,5.841302253980943
Beijing,ʨʰ,Ha'erbin,-,2.9027027986450853,5.841302253980943
Beijing,ʦ,Ha'erbin,f,4.674599713205833,6.790076930625769
Beijing,ʦ,Ha'erbin,ʦ,0.8593395930628824,6.790076930625769
Beijing,ʦ,Ha'erbin,-,4.674599713205833,6.790076930625769
Beijing,ɹ,Ha'erbin,u,4.15754127698648,6.273018494406416
Beijing,ɹ,Ha'erbin,ɹ,1.3188221840195404,6.273018494406416
Beijing,⁰,Ha'erbin,⁰,1.0280143761695966,6.700439718141092
Beijing,⁰,Ha'erbin,-,3.2410080995037953,6.700439718141092
Beijing,ɥ,Ha'erbin,ɥ,1.6076825772212398,6.0
Beijing,ɛ,Ha'erbin,a,0.8907013575091883,7.169925001442313
Beijing,ɛ,Ha'erbin,ɛ,2.7776075786635523,7.169925001442313
Beijing,ɛ,Ha'erbin,u,5.0544477840223765,7.169925001442313
Beijing,n,Ha'erbin,n,0.5810977916302786,8.279223643933125
Beijing,n,Ha'erbin,-,3.0440071822390924,8.279223643933125
Beijing,n,Ha'erbin,u,6.163746426513189,8.279223643933125
Beijing,n,Ha'erbin,t,6.163746426513189,8.279223643933125
Beijing,n,Ha'erbin,ɛ,5.340624188597268,8.279223643933125
Beijing,n,Ha'erbin,l,6.163746426513189,8.279223643933125
Beijing,n,Ha'erbin,ʨʰ,6.163746426513189,8.279223643933125
Beijing,n,Ha'erbin,ŋ,6.163746426513189,8.279223643933125
Beijing,p,Ha'erbin,p,0.9324367161873656,6.604862058158861
Beijing,p,Ha'erbin,-,4.489384840738925,6.604862058158861
Beijing,ʐ,Ha'erbin,ʐ,2.4317162404254744,6.273018494406416
Beijing,ʐ,Ha'erbin,-,3.3344190390705593,6.273018494406416
Beijing,ʐ,Ha'erbin,ʦ,4.15754127698648,6.273018494406416
Beijing,ʐ,Ha'erbin,f,4.15754127698648,6.273018494406416
Beijing,ʐ,Ha'erbin,m,3.3344190390705593,6.273018494406416
Beijing,ɤ,Ha'erbin,y,3.3344190390705593,6.273018494406416
Beijing,ɤ,Ha'erbin,ɤ,1.4829415637806476,6.273018494406416
Beijing,ə,Ha'erbin,i,4.328187085359045,7.266786540694902
Beijing,ə,Ha'erbin,ə,1.3360492031320153,7.266786540694902
Beijing,ə,Ha'erbin,ɤ,4.328187085359045,7.266786540694902
Beijing,ə,Ha'erbin,a,3.123828586852859,7.266786540694902
Beijing,ə,Ha'erbin,-,3.8073549220576046,7.266786540694902
Beijing,ə,Ha'erbin,e,5.151309323274966,7.266786540694902
Beijing,ə,Ha'erbin,u,5.151309323274966,7.266786540694902
Beijing,ə,Ha'erbin,ɹ,5.151309323274966,7.266786540694902
Beijing,-,Ha'erbin,i,4.7055922059066955,8.546894459887637
Beijing,-,Ha'erbin,ʦ,3.756817529261868,8.546894459887637
Beijing,-,Ha'erbin,ɹ,3.942032401728776,8.546894459887637
Beijing,-,Ha'erbin,⁰,2.7831288063777153,8.546894459887637
Beijing,-,Ha'erbin,tʰ,5.60829500455178,8.546894459887637
Beijing,-,Ha'erbin,o,5.60829500455178,8.546894459887637
Beijing,-,Ha'erbin,u,4.154577037108877,8.546894459887637
Beijing,-,Ha'erbin,w,5.08746284125034,8.546894459887637
Beijing,-,Ha'erbin,ɕ,5.60829500455178,8.546894459887637
Beijing,-,Ha'erbin,j,4.403936506045594,8.546894459887637
Beijing,-,Ha'erbin,a,3.1893424552695526,8.546894459887637
Beijing,-,Ha'erbin,⁵³,4.7055922059066955,8.546894459887637
Beijing,-,Ha'erbin,p,5.60829500455178,8.546894459887637
Beijing,-,Ha'erbin,ŋ,4.154577037108877,8.546894459887637
Beijing,-,Ha'erbin,l,5.08746284125034,8.546894459887637
Beijing,-,Ha'erbin,ʦʰ,6.431417242467701,8.546894459887637
Beijing,-,Ha'erbin,ʈ͡ʂ,6.431417242467701,8.546894459887637
Beijing,-,Ha'erbin,²⁴,6.431417242467701,8.546894459887637
Beijing,-,Ha'erbin,ə,5.08746284125034,8.546894459887637
Beijing,-,Ha'erbin,n,5.08746284125034,8.546894459887637
Beijing,-,Ha'erbin,²¹³,5.08746284125034,8.546894459887637
Beijing,-,Ha'erbin,ʂ,6.431417242467701,8.546894459887637
Beijing,-,Ha'erbin,ɻ,6.431417242467701,8.546894459887637
Beijing,-,Ha'erbin,⁴⁴,6.431417242467701,8.546894459887637
Beijing,-,Ha'erbin,f,6.431417242467701,8.546894459887637
Beijing,-,Ha'erbin,m,6.431417242467701,8.546894459887637
Beijing,e,Ha'erbin,e,0.8896765850940015,6.6534422386039225
Beijing,e,Ha'erbin,y,4.537965021183987,6.6534422386039225
Beijing,o,Ha'erbin,ɤ,4.876989109894657,6.992466327314593
Beijing,o,Ha'erbin,o,0.652616324429968,6.992466327314593
Beijing,ʦʰ,Ha'erbin,ʦʰ,2.3818706353436445,5.841302253980943
Beijing,ʦʰ,Ha'erbin,ʦ,3.7258250365610053,5.841302253980943
Beijing,²¹⁴,Ha'erbin,²¹³,0.7978562625073575,7.357552004618085
Beijing,²¹⁴,Ha'erbin,-,3.214594050776041,7.357552004618085
Beijing,²¹⁴,Ha'erbin,⁵³,5.242074787198148,7.357552004618085
Beijing,²¹⁴,Ha'erbin,²⁴,5.242074787198148,7.357552004618085
Beijing,²¹⁴,Ha'erbin,⁴⁴,5.242074787198148,7.357552004618085
Beijing,ʈ͡ʂʰ,Ha'erbin,ʈ͡ʂʰ,2.066495411786907,6.209453365628949
Beijing,ʈ͡ʂʰ,Ha'erbin,-,4.093976148209014,6.209453365628949
Beijing,ʈ͡ʂʰ,Ha'erbin,s,4.093976148209014,6.209453365628949
Beijing,ʈ͡ʂʰ,Ha'erbin,ʈ͡ʂ,4.093976148209014,6.209453365628949
Beijing,ʈ͡ʂʰ,Ha'erbin,ʦʰ,4.093976148209014,6.209453365628949
Beijing,k,Ha'erbin,k,1.379704426166563,6.3339007365534385
Beijing,k,Ha'erbin,f,4.218423519133502,6.3339007365534385
Beijing,k,Ha'erbin,j,4.218423519133502,6.3339007365534385
Beijing,w,Ha'erbin,w,0.5240802585741341,7.442943495848729
Beijing,w,Ha'erbin,ʋ,5.327466278428792,7.442943495848729
Beijing,w,Ha'erbin,-,4.504344040512872,7.442943495848729
Beijing,s,Ha'erbin,s,1.779874185635497,5.922832139477541
Beijing,l,Ha'erbin,l,1.1604646721932461,6.832890014164742
Beijing,l,Ha'erbin,ʈ͡ʂ,4.717412796744806,6.832890014164742
Beijing,l,Ha'erbin,k,3.894290558828885,6.832890014164742
Beijing,l,Ha'erbin,-,3.894290558828885,6.832890014164742
Beijing,l,Ha'erbin,t,4.717412796744806,6.832890014164742
Beijing,ʂ,Ha'erbin,ʂ,0.6898973405094275,7.029747343394052
Beijing,ʂ,Ha'erbin,x,4.914270125974117,7.029747343394052
Beijing,ʂ,Ha'erbin,-,4.914270125974117,7.029747343394052
Beijing,y,Ha'erbin,y,1.6809315592518783,6.073248982030639
Beijing,y,Ha'erbin,j,3.9577717646107025,6.073248982030639
Beijing,ɻ,Ha'erbin,ɻ,1.6045913074700886,6.209453365628949
Beijing,ɻ,Ha'erbin,-,4.093976148209014,6.209453365628949
Beijing,ɻ,Ha'erbin,ɹ,4.093976148209014,6.209453365628949
Beijing,m,Ha'erbin,m,1.6022404921529916,6.39231742277876
Beijing,m,Ha'erbin,-,2.9328858041414634,6.39231742277876
Beijing,m,Ha'erbin,t,4.276840205358824,6.39231742277876
Beijing,²¹³,Ha'erbin,²¹³,0.4896078815755845,7.695808269409447
Beijing,²¹³,Ha'erbin,-,4.757208814073589,7.695808269409447
Beijing,²¹³,Ha'erbin,⁵³,5.580331051989511,7.695808269409447
Beijing,²¹³,Ha'erbin,⁰,5.580331051989511,7.695808269409447
Beijing,²¹³,Ha'erbin,⁴⁴,5.580331051989511,7.695808269409447
Beijing,kʰ,Ha'erbin,-,3.9577717646107025,6.073248982030639
Beijing,kʰ,Ha'erbin,ʂ,3.9577717646107025,6.073248982030639
Beijing,kʰ,Ha'erbin,kʰ,2.231946728049697,6.073248982030639
Beijing,kʰ,Ha'erbin,ʈ͡ʂʰ,3.9577717646107025,6.073248982030639
Beijing,ʨ,Ha'erbin,ʨ,1.2473100535407773,6.604862058158861
Beijing,ʨ,Ha'erbin,-,4.489384840738925,6.604862058158861
Beijing,ʨ,Ha'erbin,ʈ͡ʂ,3.6662626028230045,6.604862058158861
Beijing,ʨ,Ha'erbin,t,4.489384840738925,6.604862058158861
Beijing,t,Ha'erbin,t,0.9324367161873656,6.604862058158861
Beijing,t,Ha'erbin,k,4.489384840738925,6.604862058158861
Beijing,ɕ,Ha'erbin,ɕ,0.9275915044719499,6.502500340529184
Beijing,ʈ͡ʂ,Ha'erbin,ʦ,3.09515723304034,6.554588851677638
Beijing,ʈ͡ʂ,Ha'erbin,ʈ͡ʂ,1.3193723899836058,6.554588851677638
Beijing,ʈ͡ʂ,Ha'erbin,t,4.439111634257701,6.554588851677638
Beijing,x,Ha'erbin,x,0.7697023805782058,6.700439718141092
Beijing,tʰ,Jinan,tʰ,0.9412906927015405,6.705056346211463
Beijing,u,Jinan,u,0.8319922015519786,7.971543553950772
Beijing,u,Jinan,-,2.2991182119792763,7.971543553950772
Beijing,u,Jinan,ɔ,5.856066336530835,7.971543553950772
Beijing,u,Jinan,⁴⁵,5.856066336530835,7.971543553950772
Beijing,u,Jinan,ŋ,5.856066336530835,7.971543553950772
Beijing,⁵¹,Jinan,³¹,0.8173160321078056,7.990576746113375
Beijing,⁵¹,Jinan,²¹⁴,5.875099528693439,7.990576746113375
Beijing,⁵¹,Jinan,-,5.051977290777518,7.990576746113375
Beijing,⁵¹,Jinan,²¹,3.2004998154876056,7.990576746113375
Beijing,⁵¹,Jinan,⁰,3.5982593233346143,7.990576746113375
Beijing,⁵¹,Jinan,⁴¹,5.875099528693439,7.990576746113375
Beijing,pʰ,Jinan,pʰ,1.937415462621977,6.0803734164640195
Beijing,a,Jinan,a,1.6466914904728622,7.577428828035749
Beijing,a,Jinan,-,5.461951610615813,7.577428828035749
Beijing,a,Jinan,æ̃,1.9050034860642533,7.577428828035749
Beijing,a,Jinan,ə,4.638829372699892,7.577428828035749
Beijing,a,Jinan,ɛ,5.461951610615813,7.577428828035749
Beijing,a,Jinan,e,5.461951610615813,7.577428828035749
Beijing,a,Jinan,ʈ͡ʂ,5.461951610615813,7.577428828035749
Beijing,a,Jinan,u,5.461951610615813,7.577428828035749
Beijing,a,Jinan,ẽ,5.461951610615813,7.577428828035749
