Gloss	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
SEE_4																	ʦʰɹ̩⁴⁴ʥja⁰		kʰwã²¹tjo⁰
SEW_1	fəŋ³⁵	xən¹³	foŋ²¹			fɤn²²	fəŋ²⁴	fəŋ⁵³	fɑ̃⁴⁴	ɣɤn¹³	pʰuŋ¹¹	fuŋ⁴⁵	fən¹³	fəŋ³⁵	voŋ¹³	fəŋ²¹		fəŋ²⁴	
SEW_2																	leŋ²²		
SEW_3		ljẽ¹³			lyn²¹							ljɛn⁴⁵							
SEW_4				pʰuŋ⁵³ɛiŋ²⁴²															
SEW_5				tʰjeŋ²¹²															tʰjæ²²
SHARP_1	ʨjɛn⁵⁵	ʨjan³³	ʨjɛn⁴⁵	ʦjeŋ⁵⁵	ʦim⁵³	ʨjã⁴²	ʨjan⁴⁴	ʨjæ̃²¹⁴	ʦẽ⁵⁵	ʨjæ⁴⁴	ʦjam³³	ʨjɛn⁴²	ʨjen³¹	ʦjɛ⁵²	ʦi⁴⁴	ʨje²¹	ʨi⁴⁴	ʨjæ̃²¹	ʦjam⁵⁵
SHORT_1	twan²¹⁴	tõ⁴¹	twan⁵³	tøy³²	tyn³⁵	twã²³	twan²¹³	twæ̃⁴⁵	tɑ̃²¹³	twẽ⁴²	ton³¹	ton²¹³	twɑ̃¹¹	tɐn²¹⁴	tø⁵²	twæ̃⁵³	tø²⁴	twæ̃⁵³	te⁵³
SING_1	ʈʂʰɑŋ⁵¹	ʦʰan⁵⁵	ʦʰaŋ²¹³	ʦʰwoŋ²¹²	ʦʰœŋ³³	ʦʰɑŋ²⁵	ʈʂʰaŋ⁵³	ʈʂʰɑŋ³¹	ʨʰjõ³⁵	tʰɔŋ³⁵	ʦʰoŋ⁵³	ʦʰɔŋ²¹³	ʦʰɑ̃⁴⁴	ʈʂʰaŋ³³⁴	ʦʰɑ̃⁴¹²	ʦʰɒ̃⁴⁵	ʨʰi⁵¹	ʈʂʰɑŋ⁴⁴	ʦʰjũ²¹
SIT_1	ʦwo⁵¹	ʦo¹¹	ʦo²¹³	sɔy²⁴²	ʦʰɔ²²	ʦwo²³	ʦwo⁵³	ʦwɤ³¹		ʦʰo¹¹	ʦʰo³³	ʦʰo²¹	ʦo⁴⁴	ʦwɔ³³⁴	zəu²³¹	ʦwɤ⁴⁵	zo²⁴	ʦwo⁴⁴	ʦe²²
SIT_2									kʰwi²¹³										
SKIN_1				pʰwoi⁵³			ʐou⁵³pʰjə²⁴		pʰɹ̩⁴⁴	pʰi¹³	pʰi¹¹							pʰi²⁴	pʰe²¹
SKIN_2	pʰi³⁵fu⁰	pi¹³fu³³		pʰwoi⁵³u⁵⁵	pʰei²¹fu⁵³	pi²²fu⁴²		pʰi⁵³fu²¹⁴				pʰi²⁴fu⁰	pʰi¹³fu³¹	pʰi³⁵fu⁵²	bi¹³fu⁴⁴	pʰi²¹fu²¹	bei³⁴¹fu⁴⁴		
SKIN_3			pʰi²¹ʦɹ̩⁵³																
SKIN_4			pʰi²¹pʰi²¹																
SKY_1															tʰjɪ⁴¹læ²³¹ɦjɑ¹³				
SKY_2							tʰjan⁴⁴			tʰjæ⁴⁴					tʰjɪ⁴⁴				
SKY_3	tʰjɛn⁵⁵kʰuŋ⁵⁵	tʰjẽ³³kʰən³³			tʰin⁵⁵hoŋ⁵³	tʰjã⁴²kʰɤn⁴²		tʰjæ̃²¹⁴kʰuŋ³¹	tʰẽ⁵⁵kʰwɑ̃⁵⁵			tʰjɛn⁴²kuŋ⁴²	tʰjen³¹kʰoŋ³¹	tʰjɐn⁵²kʰoŋ³³⁴				tʰjæ̃²¹kʰuŋ²¹	
SKY_4			tʰjɛn⁴⁵saŋ²¹³				tʰjan⁴⁴ʂaŋ⁰				tʰjen³³hoŋ⁵³					tʰje²¹sɒ̃⁴⁵			
SKY_5				tʰjeŋ⁵⁵nøyŋ⁵⁵															
SKY_6																			tʰjæ⁵⁵tiŋ⁵³
SKY_7																	tʰi⁴⁴lei⁴⁴		
SLEEP_1	ʂwei⁵¹	ɕɥei¹¹	swei²¹³		søy²²	swei²¹	ʂwei⁵³	ʂwei³¹			soi⁵³		swei⁴⁴	ʂwei³³⁴		swei⁴⁵		fei⁴⁴	
SLEEP_2		kʰwən⁵⁵		kʰɔuŋ²¹²					kʰwɑ̃³⁵	kʰun³⁵		kʰun²¹³			kʰwən⁴¹²		kʰy⁵¹		kʰun²¹
SMALL_1		ɕi⁵⁵		sɑ²¹²		ɕi²⁴					se⁵³								
SMALL_2				nɔuŋ²⁴²															
SMALL_3	ɕjɑu²¹³	ɕjau⁴¹	ɕjau⁵³		sju³⁵		ɕjau²¹³	ɕjɔ⁴⁵	ɕje²¹³	ɕjɤ⁴²		ɕjɛu²¹³	ɕjɔ¹¹	sjau²¹⁴	sjæ⁵²	ɕjau⁵³	sai²⁴	ɕjɑu⁵³	swe²¹
SMELL (PERCEIVE)_1	wən³⁵	wən¹³	wən²¹		mɐn²¹	wɤŋ²²	wən²⁴	vẽ⁵³				un⁴⁵	wən¹³	wən⁵²	mən¹³	vəŋ²¹		vẽ²⁴	
SMELL (PERCEIVE)_2									pʰɑ̃³⁵										
SMELL (PERCEIVE)_3										ɕjɤŋ³⁵		ɕjuŋ⁴⁵					hoŋ⁵¹		
SMELL (PERCEIVE)_4				pɛi²⁴²							pʰi⁵³								pʰi²²
SMOKE (EXHAUST)_1			jɛn⁴⁵ʦɹ̩⁵³																
SMOKE (EXHAUST)_2			jɛn⁴⁵jə⁵⁵																
SMOKE (EXHAUST)_3	jɛn⁵⁵	jẽ³³		houŋ⁵⁵	in⁵⁵	jã⁴²	jan⁴⁴	jæ̃²¹⁴	jẽ⁵⁵	njæ⁴⁴	jan³³	jɛn⁴²	jen³¹	jɐn⁵²	jɪ⁴⁴	je²¹	i⁴⁴	jæ̃²¹	hun⁵⁵
SMOOTH_1	pʰiŋ³⁵	pin¹³	pʰin²¹	paŋ⁵³	pʰɛŋ²¹	pei²²	pʰiŋ²⁴	pʰiŋ⁵³	pʰjɑ̃⁴⁴	pʰjɔ¹³	pʰjaŋ¹¹	pʰin²⁴	pʰin¹³	pʰiŋ³⁵	bin¹³	pʰiŋ²¹	beŋ³⁴¹	pʰiŋ²⁴	pjæ²⁴
SNAKE_1	ʂy³⁵	sə¹³	se²¹	lau³²lje⁵³	sɛ²¹	sa̠²²	ʂy²⁴	ʂa⁵³	so⁴⁴	ʨʰjɔ¹³		sa⁴⁵	ʂə¹³		zo¹³	sɤ²¹	zei³⁴¹		ʦwa²⁴
SNAKE_2							ʈʂʰaŋ²¹ʈʂʰuŋ²¹							ʈʂʰaŋ³⁵ʈʂʰoŋ⁰				ʈʂʰɑŋ²⁴pfʰəŋ⁰	
SNAKE_3											sa¹¹ko³³								
SNAKE_4			so⁴⁵lau⁵³ə²¹³																
SNOW_1	ɕɥɛ²¹³	ɕje²⁴	ɕɥe²¹	swoʔ²⁴	syt³	ɕɥe⁵⁵	ɕɥɛ²¹³	ɕɥɤ²¹⁴	ɕjaʔ³²	swe¹³	sjet¹	ɕɥet⁵	ɕɥeʔ⁵	sjɛ²¹⁴	sjəʔ⁴	ɕɥəʔ²	ɕy⁴¹	ɕɥɛ²¹	seʔ³²
SPIT_1	tʰu⁵¹	tʰəu⁵⁵	tʰu⁵³		tʰou³³	tʰu²³	tʰu⁵³	tʰu³¹	tʰu²¹³	tʰɤu⁴²	tʰwi⁵³	tʰu²¹³	tʰu¹¹	tʰu²¹⁴	tʰəu⁵²	tʰu⁵³	tʰøy²⁴	tʰou⁵³	
SPIT_2				pʰwoi²¹²															pʰwi²¹
SPLIT_1		si³³										sɹ̩⁴²	sɹ̩³¹			sɹ̩²¹		sɹ̩²¹	
SPLIT_10												ʦei⁴²							
SPLIT_2	sɹ̩⁵⁵ljɛ⁵¹			tʰje³²ljeʔ⁵	si⁵³lit²		sɹ̩⁴⁴ljɛ⁵³	sɹ̩²¹⁴ljə³¹				si⁴²ljɛt⁵	sɹ̩³¹ljeʔ⁵	sɹ̩⁵²ljɛ²¹⁴		sɹ̩²¹lje⁴⁵			
SPLIT_3																		sɹ̩²¹læ̃⁴⁴	
SPLIT_4			sɹ̩⁴⁵kʰai⁴⁵						ʨʰjɔ²¹³kʰa⁵⁵		ʦʰa³¹kʰoi³³								
SPLIT_5		ʈʂʰə⁴¹							ʨʰjɔ²¹³										
SPLIT_6															hən⁴⁴				
SPLIT_7																	do²¹		
SPLIT_8						ʦʰa̠²³pʰwo²⁵				tʰjɔ⁴²bu³⁵									
SPLIT_9																			tʰjaʔ⁵³li²²
SQUEEZE_1										ʦʰe⁴²tɤ⁰									
SQUEEZE_2	ja̠⁵⁵	ja²⁴	ŋa⁴⁵	taʔ²⁴	ŋat³	ŋa⁵⁵	ja⁴⁴	ja²¹⁴		ja¹³	ap¹	ŋat⁵	jɑʔ⁵	ja²¹⁴	ɑʔ⁴	ja⁴⁵	a⁴¹	ɲjɑ²¹	teʔ³²
SQUEEZE_3												ʨi²¹³	ʨi¹¹			ʨi⁵³			
SQUEEZE_4			ʦa²¹³						ʦo³⁵				ʦɑʔ⁵						
STAB_1	ʦʰɹ̩⁵¹	ʦʰɹ̩⁵⁵		ʦʰje²¹²	ʦʰi³³	ʦʰɹ̩²⁵	ʦʰɹ̩⁵³	ʦʰɹ̩²¹		ʦɹ̩³⁵	ʦʰɹ̩⁵³	ʦʰɹ̩²¹³			ʦʰɹ̩⁴¹²	ʦʰɹ̩⁴⁵		ʦʰɹ̩⁴⁴	ʦʰi²¹
STAB_2														nɐn²¹⁴					
STAB_3			ʨy⁴⁵																
STAB_4									ʦʰoʔ³²				ʦʰoʔ⁵		ʦʰoʔ⁴				
STAB_5																	taŋ⁵¹		
STAND_1														li²¹⁴ʈʂə⁰					
STAND_2	ʈʂan⁵¹	ʦan⁵⁵	ʦan²¹³		ʦam²²	ʦã²¹	ʈʂan⁵³	ʈʂæ̃³¹		ʦã³⁵		ʦan⁴⁵	ʦɑ̃⁴⁴			ʦæ̃⁴⁵		ʦæ̃⁴⁴	
STAND_3															ljəʔ²³				
STAND_4									kʰa²¹³										
STAND_5				kʰje²⁴²							kʰi³³						ɡe²⁴		kʰja²²
STAND_6		ti⁵⁵																	
STAR_1						sei⁴²ʦe²³				sjɔ̃⁴⁴ʦɹ̩⁰		ɕjaŋ⁴²ʦɹ̩⁰							
STAR_2											sen³³ne⁰								
STAR_3	ɕiŋ⁵⁵ɕiŋ⁰	ɕin³³ɕin⁰	ɕin⁴⁵ɕjə⁵⁵		sɛŋ⁵⁵sɛŋ⁵⁵		ɕiŋ⁴⁴ɕjə⁰	ɕiŋ²¹³ɕiŋ⁰	ɕjɑ̃⁵⁵ɕjɑ⁵⁵				ɕin³¹ɕin⁰	siŋ⁵²siŋ⁰		ɕiŋ²¹ɕiŋ²¹		ɕiŋ²¹ɕiŋ²⁴	
STAR_4				siŋ⁵⁵											sin⁴⁴		seŋ⁴⁴		ʦʰjæ⁵⁵
STAR_5			ɕin⁴⁵ɕjə²¹³																
STICK_1											kun⁵³ne⁰						bwɔ²⁴ŋ̍⁰		
STICK_2		kwən⁵⁵ʦɹ̩⁰				kwɤŋ⁴²ʦe²³	kwən⁵³ʦɹ̩⁰	kwẽ²¹ʦɹ̩⁰	kwɑ̃³⁵ʦɹ̩⁵³				kwən⁴⁴ʦɹ̩⁰		kwən⁴¹²ʦɹ̩⁵²	kuŋ⁴⁵ʦəʔ⁰			
STICK_3	kwən⁵¹			kuŋ²¹²kouŋ²¹²	kwɐn³³					kun³⁵		kun⁴⁵		kwə³³⁴		kuŋ⁴⁵		kwən⁴⁴	
STICK_4															bɑ̃²³¹				
STICK_5																			ʦʰe⁵³ja⁵³
STICK_6			kwəm²¹³kwə⁵⁵																
STONE_1										ɕjɔ³⁵djɤ¹³kwa⁰									
STONE_2	ʂɻ̩³⁵tʰou⁰	sɹ̩²⁴təu⁰	sjɹ̩²¹tʰəu²¹	swoʔ⁵lau⁵³	sɛk²tʰɐu²¹	sei²²tai²²	ʂɻ̩²⁴tʰou⁰	ʂi⁵³tʰou⁰	ɕjeʔ³²tʰi⁴⁴		sak⁵tʰeu¹¹	saʔ²tʰɛu⁰	ʂɻ̩ʔ⁵tʰəɯ¹³	ʂɹ̩³⁵tʰou⁰	zɑʔ²³dʏ¹³	səʔ⁵⁴tʰəu²¹		ʂɻ̩²⁴tʰou⁰	ʦjoʔ⁵tʰau²⁴
STONE_3																	zei²¹dɤu³⁴¹ʦɹ̩²⁴²ŋ̍⁰		
STRAIGHT_1	ʈʂɻ̩³⁵	ʦɹ̩²⁴	ʦɹ̩²¹	tiʔ⁵	ʦek²	ʦɹ̩²²	ʈʂɻ̩²⁴	ʈʂɻ̩⁵³	ʨʰjeʔ³²	ʨʰi³⁵	ʦʰət⁵	ʦʰɨt²¹	ʈʂɻ̩ʔ⁵	ʧi³⁵	zɛʔ²³	ʦɛʔ²	ʣei²¹	ʈʂɻ̩²⁴	tit⁵
STRIKE_1	ta̠²¹⁴	ta⁴¹	ta⁵³		ta³⁵	ta̠²³	ta²¹³	ta⁴⁵	tɔ²¹³	ta⁴²	ta³¹	ta²¹³	tɑ¹¹	ta²¹⁴	tã⁵²	ta⁵³	tjɛ²⁴	tɑ⁵³	
STRIKE_2				pʰaʔ²⁴															pʰaʔ³²
SUCK_1	ɕi⁵⁵				kʰɐp⁵						kʰip¹					ɕjəʔ²	ɕjai⁴¹	ɕi²¹	
SUCK_2							kwo²¹³												
SUCK_3					syn²³			ʂwẽ⁵³						çy²¹⁴					
SUCK_4			ʨy²¹														ʨy⁴¹		
SUCK_5				soʔ²⁴		swo⁵⁵			soʔ³²				soʔ⁵		soʔ⁴				suʔ⁵
SUCK_6															həu⁴⁴				
SUCK_7		ʨin³³								ʦin⁴⁴									
SUCK_8												ʨit⁵							
SUN_1	tʰai⁵¹jɑŋ³⁵	tʰai⁵⁵jan¹³	tʰai²¹³jaŋ²¹		tʰai³³jœŋ²¹		tʰai⁵³jaŋ⁰	tʰə³¹jɑŋ⁵³	tʰɔ³⁵jɔ⁴⁴	tʰa³⁵jɔŋ¹³		tʰai²¹³jɔŋ⁴⁵	tʰɛ⁴⁴jɑ̃⁰		tʰɑ⁴¹²ɦjã¹³	tʰai⁴⁵jɒ̃⁰	tʰa⁵¹ji³⁴¹	tʰɛ⁴⁴jɑŋ⁰	
SUN_2																			lit⁵
SUN_3																		ə²¹tʰou⁰jɛ⁴⁴	
SUN_4										ni³⁵djɤ¹³kʰu⁴⁴									
SUN_5				niʔ⁵tʰau⁵³		lje⁵⁵tai²²	ʐɻ̩⁵³tʰou⁰				ŋit¹tʰeu¹¹			i²¹³tʰou⁰				ə²¹tʰou⁰	
SWELL_1																	və³⁴¹		
SWELL_2	ʦuŋ²¹³	ʦən⁴¹	ʦoŋ⁵³	ʦɤn³²	ʦoŋ³⁵	ʦwɤŋ²³	ʦuŋ²¹³	ʈʂuŋ⁴⁵	ʦɑ̃²¹³	tɤn⁴²	kwa³³ʦuŋ³¹	ʦuŋ²¹³	ʦoŋ¹¹	ʈʂoŋ²¹⁴		ʦuŋ⁵³	ʨɥo²⁴²	pfəŋ⁵³	ʦiŋ⁵³
SWELL_3															hɛ⁴⁴				
SWIM_1	jou³⁵ʂwei²¹³	jəu¹³ɕɥei⁴¹~wan¹³ɕɥei⁴¹		sjeu⁵³ʦwoi³²	jɐu²¹søy³⁵	jou²²swei²³			vo⁵⁵ɕy²¹³	jo¹³ɕy⁴²		ju⁴⁵swi²¹³						jou²⁴fei⁵³~fu²⁴fei⁵³	sju²⁴ʦwi⁵³
SWIM_2																		jou²⁴	
SWIM_3			jəu²¹yn²¹³				jou²⁴yŋ²¹³	jou⁵³yŋ⁴⁵		jo¹³un¹¹		ju⁴⁵juŋ²¹³	jəɯ¹³joŋ¹¹			jəu²¹yŋ⁵³			
SWIM_4			ɕi⁵³ʦau⁵³											si²¹⁴ʦau²¹⁴					
SWIM_5															hoʔ⁴lã²³ɦjoʔ²³				
SWIM_6											se³¹sən³³ne⁰								
SWIM_7																	jjeu³⁴¹vu³⁴¹ŋ̍⁰		
TAIL_1			wei⁵³ʦɹ̩⁵³																
TAIL_2	wei²¹³			mwoi³²mwoi³²	mei²³														me⁵³
TAIL_3		wei⁴¹pa⁰	wei⁵³pa⁵⁵			wei²³pa̠⁴²	wei²¹³pa⁰	i⁴⁵pa⁰	vi²¹³po⁵⁵	wi⁴²pa⁰	mi³³pa³³	wi²¹³pa⁰	wei¹¹pɑ⁰	wei²¹⁴pa³³⁴	ɲi²³¹po⁴⁴	vei⁵³pa⁰		i⁵³pɑ⁰	me⁵³pa⁵⁵
TAIL_4																	mei²⁴po⁴⁴ŋ̍⁰		
THAT_1														njɛ³³⁴					
THAT_2	nɑ⁵¹	la⁵⁵	na²¹³		na³³	la̠²³	na⁵³	na³¹	na³¹	lo¹¹		la²¹³	ləʔ⁵					nɑ⁵³	
THAT_3																vai⁵³			
THAT_4															kwe̞⁴⁴				
THAT_5				hy³²								he²¹³					he²⁴		
THAT_6				hwoi⁵³															
THAT_7																			hit³²
THAT_8											ke⁵³								
THERE_1														njɛ³³⁴					
THERE_10									na³¹n̩⁰										
THERE_11											e⁵³je⁰								
THERE_2				hu⁵⁵woi²¹²									leʔ⁵kʰwɛ⁴⁴						
THERE_3					kɔ³³tou³³														
THERE_4	na⁵¹		nə²¹³				na⁵³	na³¹								na⁴⁵		nɑ⁵³	
THERE_5															we̞⁴⁴mjɪ²³¹				
THERE_6			na²¹³ko⁵⁵ti²¹³faŋ⁵⁵			la̠²³kwo⁰ti²⁴fɑŋ⁴²													
THERE_7		la⁵⁵li⁴¹								lo¹¹li⁰		la²¹³li⁰							
THERE_8																	bwɔ³⁴¹ta⁴⁴		
THERE_9																			hit³²te²¹
THEY_1				i⁵⁵nøyŋ⁵³~i⁵⁵koʔ²⁴nøyŋ⁵³															
THEY_10						tʰa̠⁴²ti⁰kɤ²¹													
THEY_2	tʰa̠⁵⁵mən³⁵	tʰa³³mən	tʰa⁴⁵mən²¹				tʰa⁴⁴mən⁰	tʰa⁴⁵mẽ⁰				ʨje²⁴mɨn⁰	tʰɑ³¹mən¹³	tʰa⁵²mən³³⁴		tʰa²¹məŋ⁰			
THEY_3																	ɡei³⁴¹ljɛ³⁴¹		
THEY_4										tʰɔ⁴⁴nã¹³									
THEY_5					kʰøy²³tei²²														
THEY_6																			in⁵⁵
THEY_7									ki⁴⁴jɑ̃⁰		ki¹¹ten³³ŋin¹¹								
THEY_8																		tʰɑ²¹ti⁰	
THEY_9															li⁴⁴toʔ⁰				
THICK_1	xou⁵¹	xəi⁴¹	xəu²¹³	kau²⁴²	hɐu²³		xou⁵³	xou³¹	xi²¹³	ɣɤ¹¹		hɛu²¹	xəɯ⁴⁴	xou³³⁴	ɦʏ²³¹	xəu⁴⁵	ɡau²⁴	xou⁴⁴	kau²²
THICK_2						xai²⁵ɕi²²	xou⁵³ʂɻ̩⁰												
THICK_3											pʰun³³								
THIN (OF LEAF AND CLOTH)_1	pɑu³⁵	po²⁴	po²¹	poʔ⁵	pɔk²	pɑu²²	pɤ²⁴	pɤ⁵³	pʰoʔ³²	pʰo¹¹	pʰok⁵	pʰɔʔ⁵	poʔ⁵	pɔ³⁵	boʔ²³	pəʔ⁵⁴	bo²³	po²⁴	poʔ⁵
THINK (REFLECT)_1	ɕjɑŋ²¹³	ɕjan⁴¹	ɕjaŋ⁵³	swoŋ³²	sœŋ³⁵	ɕjɑŋ²³	ɕjaŋ²¹³	ɕjɑŋ⁴⁵	ɕjõ²¹³	ɕjɔŋ⁴²	sjoŋ³¹	ɕjɔŋ²¹³	ɕjɑ̃¹¹	sjaŋ²¹³	sjã⁵²	ɕjɒ̃⁵³	ɕi²⁴	ɕjɑŋ⁵³	sjũ²²
THIS_1					li⁵⁵														
THIS_10																			ʦit³²
THIS_11						i²⁵kwo⁵⁵											ki⁴¹kai⁴¹		
THIS_2												ko²¹³							
THIS_3	ʈʂɤ⁵¹		ʦe²¹³				ʈʂɤ⁵³	ʈʂɤ³¹		ʦɹ̩³⁵	e³¹		ʈʂe⁴⁴	ʧɛ³³⁴				ʈʂɤ⁵³	
THIS_4																ʦai⁵³			
THIS_5									nn̩²¹³										
THIS_6															ke̞⁴⁴				
THIS_7		ko²⁴																	
THIS_8				ʦi³²															
THIS_9				ʦja³²															
THOU_1				ny³²nøyŋ⁵³															
THOU_2	ni²¹⁴	li⁴¹	ɲi⁵³		nei²³	lio²³	ni²¹³	ɲi⁴⁵	n̩²¹³		n̩¹¹	n̩²¹³	li¹¹	ni²¹⁴		ni⁵³	ɲi²⁴	ni⁵³	
THOU_3															ne̞²³¹				
THOU_4										n̩⁴²									
THOU_5				ny³²															li⁵³
THREE_1	san⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	sam⁵⁵	sã⁴²	san⁴⁴	sæ̃²¹⁴	sɔ⁵⁵	sã⁴⁴	sam³³	san⁴²	sɑ̃³¹	sɐn⁵²	se̞⁴⁴	sæ̃²¹	sa⁴⁴	sæ̃²¹	sã⁵⁵
THROW_1	ʐəŋ⁵⁵	ʐən¹³	zən⁴⁵				ʐəŋ⁴⁴	ləŋ²¹⁴				lɨn²¹				zəŋ⁵³			liŋ⁵⁵
THROW_10				kœʔ⁵															
THROW_11										jɔ³⁵									
THROW_2										ljɤ¹¹				ljau³³⁴				ljɑu⁴⁴	
THROW_3		ɕwai⁴¹	swai⁵³																
THROW_4													swə³¹						
THROW_5									pʰɤ⁵⁵										
THROW_6															toʔ⁴				
THROW_7																	ɡa²²		
THROW_8				ljeu⁵⁵	tju⁵⁵	tjou⁴²					tju³³	tju⁴²							
THROW_9				kʰœ³²															
TIE_1			kʰwɛn⁵³ʨʰi⁵³																
TIE_2	kʰwən²¹⁴	kʰwən⁴¹		kʰuŋ³²	kʰwɐn³⁵	kʰwɤŋ²²	kʰwən²¹³	kʰwẽ⁴⁵		kʰun⁴²	kʰun³¹	kʰun²¹³	kʰwən¹¹		kʰwən⁵²	kʰuŋ⁵³	ɦo²¹	kʰwẽ⁵³	kʰun⁵³
TIE_3									põ²¹³					paŋ²¹⁴					
TIE_4			ʦa²¹	ʦaʔ²⁴						ʦa¹³		ʦat⁵			ʦaʔ⁴	ʦaʔ²		ʦɑ²¹	
TIE_5																			pak⁵
TIE_6										djɔ̃¹³									
TIE_7												tʰjaʔ⁵							
TONGUE_1	ʂɤ³⁵			ʦʰwoi²¹²sjoʔ⁵	sit²				kʰi²¹³ʨʰɥaʔ³²							ʂəʔ⁵⁴	kʰau²⁴²ji²¹		
TONGUE_2											sat⁵ma¹¹								
TONGUE_3		sə²⁴ʦɹ̩⁰								ɕje³⁵ʦɹ̩⁰									
TONGUE_4		sə²⁴təu⁰	se²¹tʰə²¹			ɕje²²tai²²	ʂɤ²⁴tʰou⁰	ʂɤ⁵³tʰou⁰				sət²¹tʰɛu⁰	seʔ⁵tʰəɯ¹³	ʃɛ³⁵tʰə⁰	zəʔ²³dʏ¹³	ʂəʔ⁵⁴tʰəu²¹		ʂɤ²⁴tʰou⁰	
TONGUE_5																			ʦiʔ⁵ja⁵³
TOOTH_1															ŋɑ¹³ʦɹ̩⁵²				
TOOTH_2							ja²⁴												
TOOTH_3	ja̠³⁵ʈʂʰɻ̩²¹³	ŋa¹³ʦʰɹ̩⁴¹	ja²¹ʦʰɹ̩⁰	kʰi³²	ŋa²¹ʦʰi³⁵	ŋa̠²²ʨʰi²³		ja⁵³ʈʂʰɻ̩⁴⁵	ŋo⁴⁴ʦɹ̩²¹³	ŋɔ¹³ʣɹ̩⁴²	ŋa¹¹ʦʰɹ̩³¹	ŋo⁴⁵ʦɹ̩⁰	jɑ¹³ʈʂʰɻ̩¹¹	ja⁵²ʈʂʰɻ̩²¹⁴		ja²¹ʦʰɹ̩⁵³	ŋo³⁴¹ʦʰɹ̩²⁴²	ɲjɑ²⁴ʦʰɹ̩⁰	ʦʰwi²²kʰi⁵³
TREE_1	ʂu⁵¹	ɕy¹¹	su²¹³	ʦʰjeu²¹²	sy²²	ɕy²¹	ʂu⁵³	ʂu³¹	ɕy³¹	ʑy¹¹		su²¹	su⁴⁴	ʃy³³⁴	zɻ̩ʷ²³¹	su⁴⁵	zɹ̩²²	fu⁴⁴	ʦʰju²²
TREE_2											su⁵⁵ve⁰								
TURN AROUND_1	ʈʂwan²¹³	ʨwẽ⁵⁵~ʨɥẽ⁴¹	ʦwan²¹³	twoŋ³²	ʦyn³³~ʦyn³⁵	ʦwã²³	ʈʂwan²¹³	ʈʂwæ̃⁴⁵	ʨɥẽ²¹³~ʨɥẽ³⁵	ʨɥĩ³⁵~ʨɥĩ⁴²	ʦon³¹	ʦon²¹³~ʦon⁴⁵	ʦwɑ̃¹¹~ʦwɑ̃⁴⁴	ʈʂwɐn²¹⁴	ʦø⁴¹²~ʦø⁵²	ʦwæ̃⁴⁵	ʨy²⁴	pfæ̃⁵³~pfæ̃⁴⁴	ʦwan⁵³
TURN AROUND_2				pɛ³²lɛ³²															
TWO_1	ə⁵¹	ə¹¹	ə²¹³	nɛi²⁴²	i²²	i²¹	ə⁵³	ə³¹	ẽ³¹	ɤ¹¹	ŋi⁵³	ɵ²¹	ə⁴⁴	ə³³⁴	ɲi²³¹~əl²³¹	ə⁴⁵	ŋ̍²²	ə⁴⁴	
TWO_2	ljɑŋ²¹⁴	ljan⁴¹	ljaŋ⁵³	laŋ²⁴²	lœŋ³⁵			ljɑŋ⁴⁵	ɲjõ²¹³	njɔŋ⁴²	ljoŋ³¹	ljɔŋ²¹³	ɲjɑ̃¹¹		ljã²³¹	lja⁵³	ljə²¹	ljɑŋ⁵³	lŋ̍²²
VOMIT_1	tʰu⁵¹	tʰu⁵⁵		tʰou²¹²	ŋɐu³⁵tʰou³³	tʰu²⁵	tʰu⁵³	tʰu³¹				tʰu²¹³	tʰu⁴⁴~əɯ¹¹tʰu⁴⁴	ou²¹³tʰu²¹⁴			tʰøy⁵¹	ŋou²¹tʰu⁵³	tʰo²¹
VOMIT_2											pʰon³³								
VOMIT_3												ŋjɛu²¹³			ʏ⁵²				
VOMIT_4			fa²¹tʰu⁵³lo²¹~tʰu⁵³lo²¹~ŋəu⁵³lo²¹													tʰu⁵³lə⁰			
VOMIT_5									fɔ⁵⁵ŋoʔ³²										
VOMIT_6										xwe⁴²~ta³⁵xwe⁴²									
WALK_1	ʦou²¹³	ʦəu⁴¹	ʦəu⁵³		ʦɐu³⁵		ʦou²¹³	ʦou⁴⁵		ʨio⁴²		ʦɛu²¹³	ʦəɯ¹¹	ʦou²¹⁴		ʦəu⁵³	ʦau²⁴	ʦou⁵³	
WALK_2				kjaŋ⁵³		xei²²			xẽ⁴⁴		hin¹¹								kjã²⁴
WALK_3															bæ¹³				
WASH_1	ɕi²¹³	ɕi⁴¹	ɕi⁵³	sɛ³²	sɐi³⁵	ɕi²³	ɕi²¹³	ɕi⁴⁵	si²¹³	ɕi⁴²	se³¹	ɕi²¹³	ɕi¹¹	si²¹⁴	dɑ²³¹	ɕi⁵³	sei²⁴²	ɕi⁵³	swe⁵³
WATER_1	ʂwei²¹³	ɕɥei⁴¹	swei⁵³	ʦwoi³²	søy³⁵	swei²³	ʂwei²¹³	ʂwei⁴⁵	ɕy²¹³	ɕy⁴²	swi³¹	swi²¹³	swei¹¹	ʂwei²¹³	sɻ̩ʷ⁵²	swei⁵³	sɹ̩²⁴	fei⁵³	ʦwi⁵³
