ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Concept_Count,Word_Count
Beijing,Beijing,beij1234,Beijing Mandarin,cmn,Eurasia,39.9385466,116.1172766,Sino-Tibetan,202,206
Changsha,Changsha,chan1326,Changsha,hsn,Eurasia,28.85032,112.943344,Sino-Tibetan,202,265
Chengdu,Chengdu,chen1267,Chengdu Mandarin,cmn,Eurasia,30.605768,103.970947,Sino-Tibetan,202,260
Fuzhou,Fuzhou,fuzh1239,Houguan,cdo,Eurasia,26.08904,119.294243,Sino-Tibetan,202,270
Guangzhou,Guangzhou,guan1279,Guangzhou,yue,Eurasia,23.1253503,112.9476548,Sino-Tibetan,202,208
Guilin,Guilin,guil1241,Guilin Pinghua,cnp,Eurasia,25.266667,110.283333,Sino-Tibetan,202,203
Haerbin,Ha'erbin,haer1234,Ha'erbin Mandarin,cmn,Eurasia,45.846595,126.551056,Sino-Tibetan,202,245
Jinan,Jinan,jina1245,Jinan Mandarin,cmn,Eurasia,36.690777,116.997299,Sino-Tibetan,202,207
Jixi,Jixi,jixi1238,Jixi,czh,Eurasia,30.071111,118.592222,Sino-Tibetan,202,223
Loudi,Loudi,loud1234,Loudi,hsn,Eurasia,27.733333,111.9281883,Sino-Tibetan,202,216
Meixian,Meixian,yuet1238,Meixian,hak,Eurasia,24.3522958,115.8903375,Sino-Tibetan,202,211
Nanchang,Nanchang,nanc1254,Nanchang,gan,Eurasia,28.706609,115.857468,Sino-Tibetan,202,240
Nanjing,Nanjing,nanj1234,Nanjing Mandarin,cmn,Eurasia,32.0989607,118.4575646,Sino-Tibetan,202,229
Rongcheng,Rongcheng,rong1271,Rongcheng Mandarin,cmn,Eurasia,37.130642,122.434269,Sino-Tibetan,202,203
Suzhou,Suzhou,suzh1234,Suzhou,wuu,Eurasia,31.3280439,120.364116,Sino-Tibetan,202,219
Taiyuan,Taiyuan,taiy1243,Taiyuan,cjy,Eurasia,37.8632119,112.4024883,Sino-Tibetan,202,234
Wenzhou,Wenzhou,ouji1238,Wenzhou,wuu,Eurasia,28.005496,120.701179,Sino-Tibetan,202,218
XiAn,Xi'an,xian1253,Xi'an Mandarin,cmn,Eurasia,34.228154,108.960571,Sino-Tibetan,202,234
Xiamen,Xiamen,xiam1236,Xiamen,cdo,Eurasia,24.49421,118.08918,Sino-Tibetan,201,211
