# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
414	Northern Pomo	BLACK	kʰ a ʦʼ e	1 7 2 7	AXBZ	KACE	5	5.K.C 5.A.V 5.C.C 5.E.V	2.0 1.5 1.75 0.8	kʰaʦʼe	0	34
519	Southeastern Pomo	BLACK	l u qʼ o l qʼ o	5 7 1 7 5 1 7	AXBYMBZ	LYKULKU	6	6.L.C 6.Y.V 6.K.C 6.U.V 6.L.c 6.K.C 6.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	luqʼolqʼo	0	35
623	Southern Pomo	BLACK	ʃ a kʼː a	3 7 1 7	AXBZ	SAKA	7	7.S.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	ʃakʼːa	0	36
#
9	Central Pomo	BLOOD	b aː l a j	1 7 5 7 6	AXBYN	PALAJ	1	1.P.C 1.A.V 1.L.C 1.A.V 1.J.c	2.0 1.5 1.75 1.3 0.8	baːlaj	0	37
108	Eastern Pomo	BLOOD	b aː l a j	1 7 5 7 6	AXBYN	PALAJ	2	2.P.C 2.A.V 2.L.C 2.A.V 2.J.c	2.0 1.5 1.75 1.3 0.8	baːlaj	0	37
217	Kashaya	BLOOD	b a l a j	1 7 5 7 6	AXBYN	PALAJ	3	3.P.C 3.A.V 3.L.C 3.A.V 3.J.c	2.0 1.5 1.75 1.3 0.8	balaj	0	37
319	Northeastern Pomo	BLOOD	ʧ e s	2 7 3	AXN	CES	4	4.C.C 4.E.V 4.S.c	2.0 1.5 0.8	ʧes	0	40
415	Northern Pomo	BLOOD	b a l a j	1 7 5 7 6	AXBYN	PALAJ	5	5.P.C 5.A.V 5.L.C 5.A.V 5.J.c	2.0 1.5 1.75 1.3 0.8	balaj	0	37
520	Southeastern Pomo	BLOOD	b l a j	1 5 7 6	ACXN	PLAJ	6	6.P.C 6.L.C 6.A.V 6.J.c	2.0 1.5 1.5 0.8	blaj	0	37
624	Southern Pomo	BLOOD	b aː l a j	1 7 5 7 6	AXBYN	PALAJ	7	7.P.C 7.A.V 7.L.C 7.A.V 7.J.c	2.0 1.5 1.75 1.3 0.8	baːlaj	0	37
#
10	Central Pomo	BONE	j aː	6 7	AX	JA	1	1.J.C 1.A.V	2.0 1.5	jaː	0	41
109	Eastern Pomo	BONE	j̥ a	6 7	AX	JA	2	2.J.C 2.A.V	2.0 1.5	j̥a	0	41
218	Kashaya	BONE	ʔ i h j aː	1 7 3 6 7	AXBCZ	HIHJA	3	3.H.C 3.I.V 3.H.C 3.J.C 3.A.V	2.0 1.5 1.75 1.5 0.8	ʔihjaː	0	43
320	Northeastern Pomo	BONE	h i j a	3 7 6 7	AXBZ	HIJA	4	4.H.C 4.I.V 4.J.C 4.A.V	2.0 1.5 1.75 0.8	hija	0	43
416	Northern Pomo	BONE	j aː	6 7	AX	JA	5	5.J.C 5.A.V	2.0 1.5	jaː	0	41
521	Southeastern Pomo	BONE	j a qʼ o	6 7 1 7	AXBZ	JAKU	6	6.J.C 6.A.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	jaqʼo	0	41
625	Southern Pomo	BONE	ʔ iː h a	1 7 3 7	AXBZ	HIHA	7	7.H.C 7.I.V 7.H.C 7.A.V	2.0 1.5 1.75 0.8	ʔiːha	0	43
#
110	Eastern Pomo	BREAST	j eː ʔ e l	6 7 1 7 5	AXBYN	JEHEL	2	2.J.C 2.E.V 2.H.C 2.E.V 2.L.c	2.0 1.5 1.75 1.3 0.8	jeːʔel	0	44
321	Northeastern Pomo	BREAST	j e ʔ eː	6 7 1 7	AXBZ	JEHE	4	4.J.C 4.E.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	jeʔeː	0	44
322	Northeastern Pomo	BREAST	t̪ʰ e ʔ eː	1 7 1 7	AXBZ	TEHE	4	4.T.C 4.E.V 4.H.C 4.E.V	2.0 1.5 1.75 0.8	t̪ʰeʔeː	0	44
417	Northern Pomo	BREAST	j e ʔ eː	6 7 1 7	AXBZ	JEHE	5	5.J.C 5.E.V 5.H.C 5.E.V	2.0 1.5 1.75 0.8	jeʔeː	0	44
522	Southeastern Pomo	BREAST	w ʔ e l	6 1 7 5	ACYN	WHEL	6	6.W.C 6.H.C 6.E.V 6.L.c	2.0 1.5 1.3 0.8	wʔel	0	47
#
111	Eastern Pomo	BURN (SOMETHING)	ʃ aː tʼ oː	3 7 1 7	AXBZ	SATU	2	2.S.C 2.A.V 2.T.C 2.U.V	2.0 1.5 1.75 0.8	ʃaːtʼoː	0	48
219	Kashaya	BURN (SOMETHING)	m u h kʰ u j ʔ	4 7 3 1 7 6 1	AXMBYLN	MYHKYJH	3	3.M.C 3.Y.V 3.H.c 3.K.C 3.Y.V 3.J.c 3.H.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	muhkʰujʔ	0	49
#
11	Central Pomo	CLAW OR NAIL	ʔ eː ʧʼ	1 7 2	AXN	HEC	1	1.H.C 1.E.V 1.C.c	2.0 1.5 0.8	ʔeːʧʼ	0	50
112	Eastern Pomo	CLAW OR NAIL	r i kʰ	5 7 1	AXN	RIK	2	2.R.C 2.I.V 2.K.c	2.0 1.5 0.8	rikʰ	0	51
220	Kashaya	CLAW OR NAIL	h eː ʧʼ	3 7 2	AXN	HEC	3	3.H.C 3.E.V 3.C.c	2.0 1.5 0.8	heːʧʼ	0	50
323	Northeastern Pomo	CLAW OR NAIL	h eː ʧʼ a	3 7 2 7	AXBZ	HECA	4	4.H.C 4.E.V 4.C.C 4.A.V	2.0 1.5 1.75 0.8	heːʧʼa	0	50
418	Northern Pomo	CLAW OR NAIL	h e ʧʼ	3 7 2	AXN	HEC	5	5.H.C 5.E.V 5.C.c	2.0 1.5 0.8	heʧʼ	0	50
523	Southeastern Pomo	CLAW OR NAIL	ʔ a ʃ a b	1 7 3 7 1	AXBYN	HASAP	6	6.H.C 6.A.V 6.S.C 6.A.V 6.P.c	2.0 1.5 1.75 1.3 0.8	ʔaʃab	0	55
626	Southern Pomo	CLAW OR NAIL	h eː ʧʼ	3 7 2	AXN	HEC	7	7.H.C 7.E.V 7.C.c	2.0 1.5 0.8	heːʧʼ	0	56
#
12	Central Pomo	CLOUD	kʰ b aː	1 1 7	ACZ	KPA	1	1.K.C 1.P.C 1.A.V	2.0 1.5 0.8	kʰbaː	0	57
113	Eastern Pomo	CLOUD	x aː b o	3 7 1 7	AXBZ	GAPU	2	2.G.C 2.A.V 2.P.C 2.U.V	2.0 1.5 1.75 0.8	xaːbo	0	57
221	Kashaya	CLOUD	qʰ a b aː	1 7 1 7	AXBZ	KAPA	3	3.K.C 3.A.V 3.P.C 3.A.V	2.0 1.5 1.75 0.8	qʰabaː	0	57
324	Northeastern Pomo	CLOUD	kʰ a ʔ b o t̪ o n	1 7 1 1 7 1 7 4	AXMBYBYN	KAHPUTUN	4	4.K.C 4.A.V 4.H.c 4.P.C 4.U.V 4.T.C 4.U.V 4.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kʰaʔbot̪on	0	60
419	Northern Pomo	CLOUD	pʰ u t̪ʼ	1 7 1	AXN	PYT	5	5.P.C 5.Y.V 5.T.c	2.0 1.5 0.8	pʰut̪ʼ	0	61
524	Southeastern Pomo	CLOUD	x u b u	3 7 1 7	AXBZ	GYPY	6	6.G.C 6.Y.V 6.P.C 6.Y.V	2.0 1.5 1.75 0.8	xubu	0	57
627	Southern Pomo	CLOUD	kʰ a b ʔ a	1 7 1 1 7	AXMBZ	KAPHA	7	7.K.C 7.A.V 7.P.c 7.H.C 7.A.V	2.0 1.5 1.1 1.75 0.8	kʰabʔa	0	57
#
13	Central Pomo	COLD	kʼ i w	1 7 6	AXN	KIW	1	1.K.C 1.I.V 1.W.c	2.0 1.5 0.8	kʼiw	0	62
114	Eastern Pomo	COLD	q aː ʦʰ i l	1 7 2 7 5	AXBYN	KACIL	2	2.K.C 2.A.V 2.C.C 2.I.V 2.L.c	2.0 1.5 1.75 1.3 0.8	qaːʦʰil	0	63
222	Kashaya	COLD	ʔ i h j uː m	1 7 3 6 7 4	AXBCYN	HIHJYM	3	3.H.C 3.I.V 3.H.C 3.J.C 3.Y.V 3.M.c	2.0 1.5 1.75 1.5 1.3 0.8	ʔihjuːm	0	64
325	Northeastern Pomo	COLD	ʃ o ʔ t̪ʼ o n	3 7 1 1 7 4	AXMBYN	SUHTUN	4	4.S.C 4.U.V 4.H.c 4.T.C 4.U.V 4.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ʃoʔt̪ʼon	0	65
420	Northern Pomo	COLD	m a d oː	4 7 1 7	AXBZ	MATU	5	5.M.C 5.A.V 5.T.C 5.U.V	2.0 1.5 1.75 0.8	madoː	0	66
525	Southeastern Pomo	COLD	q s i l i t̪	1 3 7 5 7 1	ACXBYN	KSILIT	6	6.K.C 6.S.C 6.I.V 6.L.C 6.I.V 6.T.c	2.0 1.5 1.5 1.75 1.3 0.8	qsilit̪	0	63
628	Southern Pomo	COLD	m o ʔ d o tʼ	4 7 1 1 7 1	AXMBYN	MUHTUT	7	7.M.C 7.U.V 7.H.c 7.T.C 7.U.V 7.T.c	2.0 1.5 1.1 1.75 1.3 0.8	moʔdotʼ	0	66
#
14	Central Pomo	COME	w aː d	6 7 1	AXN	WAT	1	1.W.C 1.A.V 1.T.c	2.0 1.5 0.8	waːd	0	67
115	Eastern Pomo	COME	q oː j u h u	1 7 6 7 3 7	AXBYBZ	KUJYHY	2	2.K.C 2.U.V 2.J.C 2.Y.V 2.H.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	qoːjuhu	0	68
223	Kashaya	COME	w aː d	6 7 1	AXN	WAT	3	3.W.C 3.A.V 3.T.c	2.0 1.5 0.8	waːd	0	67
326	Northeastern Pomo	COME	k oː n	1 7 4	AXN	KUN	4	4.K.C 4.U.V 4.N.c	2.0 1.5 0.8	koːn	0	70
421	Northern Pomo	COME	w aː d e	6 7 1 7	AXBZ	WATE	5	5.W.C 5.A.V 5.T.C 5.E.V	2.0 1.5 1.75 0.8	waːde	0	67
526	Southeastern Pomo	COME	χ o l o	3 7 5 7	AXBZ	GULU	6	6.G.C 6.U.V 6.L.C 6.U.V	2.0 1.5 1.75 0.8	χolo	0	72
629	Southern Pomo	COME	h w aː d	3 6 7 1	ACXN	HWAT	7	7.H.C 7.W.C 7.A.V 7.T.c	2.0 1.5 1.5 0.8	hwaːd	0	67
#
15	Central Pomo	DIE	kʼ l a	1 5 7	ACX	KLA	1	1.K.C 1.L.C 1.A.V	2.0 1.5 1.5	kʼla	0	73
116	Eastern Pomo	DIE	m uː d a l	4 7 1 7 5	AXBYN	MYTAL	2	2.M.C 2.Y.V 2.T.C 2.A.V 2.L.c	2.0 1.5 1.75 1.3 0.8	muːdal	0	74
224	Kashaya	DIE	h ʧʰ o j iː ʧʼ	3 2 7 6 7 2	ACYBYN	HCUJIC	3	3.H.C 3.C.C 3.U.V 3.J.C 3.I.V 3.C.c	2.0 1.5 1.3 1.75 1.3 0.8	hʧʰojiːʧʼ	0	75
327	Northeastern Pomo	DIE	m u ʔ kʼ aː w a n	4 7 1 1 7 6 7 4	AXMBYBYN	MYHKAWAN	4	4.M.C 4.Y.V 4.H.c 4.K.C 4.A.V 4.W.C 4.A.V 4.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	muʔkʼaːwan	0	76
422	Northern Pomo	DIE	kʼ a l aː	1 7 5 7	AXBZ	KALA	5	5.K.C 5.A.V 5.L.C 5.A.V	2.0 1.5 1.75 0.8	kʼalaː	0	73
527	Southeastern Pomo	DIE	qʼ a l a l	1 7 5 7 5	AXBYN	KALAL	6	6.K.C 6.A.V 6.L.C 6.A.V 6.L.c	2.0 1.5 1.75 1.3 0.8	qʼalal	0	73
630	Southern Pomo	DIE	ʔ a h ʧʰ o ʧ i	1 7 3 2 7 2 7	AXMBYBZ	HAHCUCI	7	7.H.C 7.A.V 7.H.c 7.C.C 7.U.V 7.C.C 7.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	ʔahʧʰoʧi	0	75
#
16	Central Pomo	DOG	h a j u	3 7 6 7	AXBZ	HAJY	1	1.H.C 1.A.V 1.J.C 1.Y.V	2.0 1.5 1.75 0.8	haju	0	77
117	Eastern Pomo	DOG	h a j u	3 7 6 7	AXBZ	HAJY	2	2.H.C 2.A.V 2.J.C 2.Y.V	2.0 1.5 1.75 0.8	haju	0	77
225	Kashaya	DOG	h a j u	3 7 6 7	AXBZ	HAJY	3	3.H.C 3.A.V 3.J.C 3.Y.V	2.0 1.5 1.75 0.8	haju	0	77
328	Northeastern Pomo	DOG	b o ʔ l a u k aː	1 7 1 5 7 7 1 7	AXBCYYBZ	PUHLAYKA	4	4.P.C 4.U.V 4.H.C 4.L.C 4.A.V 4.Y.V 4.K.C 4.A.V	2.0 1.5 1.75 1.5 1.3 1.3 1.75 0.8	boʔlaukaː	0	80
423	Northern Pomo	DOG	h a j u	3 7 6 7	AXBZ	HAJY	5	5.H.C 5.A.V 5.J.C 5.Y.V	2.0 1.5 1.75 0.8	haju	0	77
528	Southeastern Pomo	DOG	h a j u	3 7 6 7	AXBZ	HAJY	6	6.H.C 6.A.V 6.J.C 6.Y.V	2.0 1.5 1.75 0.8	haju	0	77
631	Southern Pomo	DOG	h a jː u	3 7 6 7	AXBZ	HAJY	7	7.H.C 7.A.V 7.J.C 7.Y.V	2.0 1.5 1.75 0.8	hajːu	0	77
#
17	Central Pomo	DRINK	kʼ o ʧ	1 7 2	AXN	KUC	1	1.K.C 1.U.V 1.C.c	2.0 1.5 0.8	kʼoʧ	0	81
118	Eastern Pomo	DRINK	qʼ oː	1 7	AX	KU	2	2.K.C 2.U.V	2.0 1.5	qʼoː	0	81
226	Kashaya	DRINK	ʔ qʼ o	1 1 7	ACZ	HKU	3	3.H.C 3.K.C 3.U.V	2.0 1.5 0.8	ʔqʼo	0	83
329	Northeastern Pomo	DRINK	kʼ o t̪ o n	1 7 1 7 4	AXBYN	KUTUN	4	4.K.C 4.U.V 4.T.C 4.U.V 4.N.c	2.0 1.5 1.75 1.3 0.8	kʼot̪on	0	84
424	Northern Pomo	DRINK	kʼ o ʧ i	1 7 2 7	AXBZ	KUCI	5	5.K.C 5.U.V 5.C.C 5.I.V	2.0 1.5 1.75 0.8	kʼoʧi	0	81
529	Southeastern Pomo	DRINK	b i ʦʼ a k	1 7 2 7 1	AXBYN	PICAK	6	6.P.C 6.I.V 6.C.C 6.A.V 6.K.c	2.0 1.5 1.75 1.3 0.8	biʦʼak	0	86
632	Southern Pomo	DRINK	h o ʔ kʼ o j	3 7 1 1 7 6	AXMBYN	HUHKUJ	7	7.H.C 7.U.V 7.H.c 7.K.C 7.U.V 7.J.c	2.0 1.5 1.1 1.75 1.3 0.8	hoʔkʼoj	0	83
#
18	Central Pomo	DRY	ʧʼ aː l o l	2 7 5 7 5	AXBYN	CALUL	1	1.C.C 1.A.V 1.L.C 1.U.V 1.L.c	2.0 1.5 1.75 1.3 0.8	ʧʼaːlol	0	87
119	Eastern Pomo	DRY	kʼ aː l o l	1 7 5 7 5	AXBYN	KALUL	2	2.K.C 2.A.V 2.L.C 2.U.V 2.L.c	2.0 1.5 1.75 1.3 0.8	kʼaːlol	0	87
227	Kashaya	DRY	ʦʼ u w a ʧ	2 7 6 7 2	AXBYN	CYWAC	3	3.C.C 3.Y.V 3.W.C 3.A.V 3.C.c	2.0 1.5 1.75 1.3 0.8	ʦʼuwaʧ	0	89
330	Northeastern Pomo	DRY	m u ʔ kʼ i l i n	4 7 1 1 7 5 7 4	AXMBYBYN	MYHKILIN	4	4.M.C 4.Y.V 4.H.c 4.K.C 4.I.V 4.L.C 4.I.V 4.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	muʔkʼilin	0	90
425	Northern Pomo	DRY	tʼ a b o ʔ	1 7 1 7 1	AXBYN	TAPUH	5	5.T.C 5.A.V 5.P.C 5.U.V 5.H.c	2.0 1.5 1.75 1.3 0.8	tʼaboʔ	0	91
530	Southeastern Pomo	DRY	qʼ o b o	1 7 1 7	AXBZ	KUPU	6	6.K.C 6.U.V 6.P.C 6.U.V	2.0 1.5 1.75 0.8	qʼobo	0	92
633	Southern Pomo	DRY	m u kʰː a tʼ	4 7 1 7 1	AXBYN	MYKAT	7	7.M.C 7.Y.V 7.K.C 7.A.V 7.T.c	2.0 1.5 1.75 1.3 0.8	mukʰːatʼ	0	93
#
19	Central Pomo	EAR	ʃ m a	3 4 7	ACX	SMA	1	1.S.C 1.M.C 1.A.V	2.0 1.5 1.5	ʃma	0	94
120	Eastern Pomo	EAR	ʃ iː m aː	3 7 4 7	AXBZ	SIMA	2	2.S.C 2.I.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	ʃiːmaː	0	94
228	Kashaya	EAR	ʃ i m a	3 7 4 7	AXBZ	SIMA	3	3.S.C 3.I.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	ʃima	0	94
331	Northeastern Pomo	EAR	ʃ i m a	3 7 4 7	AXBZ	SIMA	4	4.S.C 4.I.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	ʃima	0	94
426	Northern Pomo	EAR	ʃ i m a	3 7 4 7	AXBZ	SIMA	5	5.S.C 5.I.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	ʃima	0	94
