Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Ancient Attic Greek,pʰ,Ancient Attic Greek,e,3.966833136064801,7.426264754702098
Ancient Attic Greek,pʰ,Ancient Attic Greek,pʰ,0.6318488883519919,7.426264754702098
Ancient Attic Greek,pʰ,Ancient Attic Greek,tʰ,3.966833136064801,7.426264754702098
Ancient Attic Greek,pʰ,Ancient Attic Greek,-,3.966833136064801,7.426264754702098
Ancient Attic Greek,yː,Ancient Attic Greek,yː,0.8123729968242288,6.169925001442312
Ancient Attic Greek,t,Ancient Attic Greek,t,0.16800779844802136,8.139551352398794
Ancient Attic Greek,ɡ,Ancient Attic Greek,ɡ,0.5074015174275034,7.426264754702098
Ancient Attic Greek,ɡ,Ancient Attic Greek,m,3.966833136064801,7.426264754702098
Ancient Attic Greek,ɡ,Ancient Attic Greek,oː,3.966833136064801,7.426264754702098
Ancient Attic Greek,z,Ancient Attic Greek,z,1.9328858041414632,5.392317422778761
Ancient Attic Greek,y,Ancient Attic Greek,y,0.2867134023033044,7.426264754702098
Ancient Attic Greek,iː,Ancient Attic Greek,iː,0.8123729968242288,6.169925001442312
Ancient Attic Greek,d,Ancient Attic Greek,d,0.3272946046371775,7.6582114827517955
Ancient Attic Greek,d,Ancient Attic Greek,-,4.198779864114497,7.6582114827517955
Ancient Attic Greek,oː,Ancient Attic Greek,ɡ,4.628031222613042,8.087462841250339
Ancient Attic Greek,oː,Ancient Attic Greek,oː,0.43641115007141074,8.087462841250339
Ancient Attic Greek,oː,Ancient Attic Greek,-,3.133266530863464,8.087462841250339
Ancient Attic Greek,s,Ancient Attic Greek,s,0.14832274695710138,9.027905996569885
Ancient Attic Greek,s,Ancient Attic Greek,-,4.635588573791124,9.027905996569885
Ancient Attic Greek,l,Ancient Attic Greek,l,0.34143440923884577,7.9188632372745955
Ancient Attic Greek,l,Ancient Attic Greek,eː,4.459431618637297,7.9188632372745955
Ancient Attic Greek,l,Ancient Attic Greek,m,4.459431618637297,7.9188632372745955
Ancient Attic Greek,eː,Ancient Attic Greek,l,4.680119733761496,8.139551352398794
Ancient Attic Greek,eː,Ancient Attic Greek,j,4.680119733761496,8.139551352398794
Ancient Attic Greek,eː,Ancient Attic Greek,eː,0.287802310982736,8.139551352398794
Ancient Attic Greek,a,Ancient Attic Greek,a,0.1689452424634761,9.108524456778168
Ancient Attic Greek,a,Ancient Attic Greek,o,5.649092838140872,9.108524456778168
Ancient Attic Greek,a,Ancient Attic Greek,i,5.649092838140872,9.108524456778168
Ancient Attic Greek,a,Ancient Attic Greek,-,5.649092838140872,9.108524456778168
Ancient Attic Greek,p,Ancient Attic Greek,p,0.20692930394864345,7.857980995127572
Ancient Attic Greek,m,Ancient Attic Greek,p,5.040414268445908,8.499845887083206
Ancient Attic Greek,m,Ancient Attic Greek,l,5.040414268445908,8.499845887083206
Ancient Attic Greek,m,Ancient Attic Greek,ɡ,5.040414268445908,8.499845887083206
Ancient Attic Greek,m,Ancient Attic Greek,m,0.26622621032350346,8.499845887083206
