Language1,Phone1,Language2,Phone2,PMI
Ancient Attic Greek,ɡ,Ancient Attic Greek,m,0.4863527672472647
Ancient Attic Greek,ɡ,Ancient Attic Greek,ɡ,3.8185572774224688
Ancient Attic Greek,j,Ancient Attic Greek,j,3.5502932908277893
Ancient Attic Greek,kʰ,Ancient Attic Greek,k,0.8904451915434572
Ancient Attic Greek,kʰ,Ancient Attic Greek,kʰ,4.186282057547786
Ancient Attic Greek,n,Ancient Attic Greek,n,2.772588722239781
Ancient Attic Greek,s,Ancient Attic Greek,s,2.5333590331739475
Ancient Attic Greek,tʰ,Ancient Attic Greek,tʰ,3.675456433781796
Ancient Attic Greek,k,Ancient Attic Greek,kʰ,0.971860583028966
Ancient Attic Greek,k,Ancient Attic Greek,k,3.0513021247088017
Ancient Attic Greek,e,Ancient Attic Greek,e,2.5993170009657445
Ancient Attic Greek,eː,Ancient Attic Greek,eː,3.248012418954856
Ancient Attic Greek,iː,Ancient Attic Greek,iː,4.997212273764115
Ancient Attic Greek,pʰ,Ancient Attic Greek,pʰ,3.9856113620856353
Ancient Attic Greek,uː,Ancient Attic Greek,uː,4.774068722449906
Ancient Attic Greek,z,Ancient Attic Greek,z,6.3835066348840055
Ancient Attic Greek,a,Ancient Attic Greek,a,2.491686336773379
Ancient Attic Greek,ʌ,Ancient Attic Greek,ʌ,6.3835066348840055
Ancient Attic Greek,l,Ancient Attic Greek,l,3.439067655717565
Ancient Attic Greek,p,Ancient Attic Greek,p,3.387774361330014
Ancient Attic Greek,w,Ancient Attic Greek,w,4.774068722449906
Ancient Attic Greek,o,Ancient Attic Greek,o,2.240371908492473
Ancient Attic Greek,t,Ancient Attic Greek,t,3.164630810015805
Ancient Attic Greek,h,Ancient Attic Greek,h,3.898599985096005
Ancient Attic Greek,r̥,Ancient Attic Greek,r̥,5.69035945432406
Ancient Attic Greek,i,Ancient Attic Greek,i,3.439067655717565
Ancient Attic Greek,m,Ancient Attic Greek,m,3.016210804897532
Ancient Attic Greek,m,Ancient Attic Greek,ɡ,0.5313041551095316
Ancient Attic Greek,aː,Ancient Attic Greek,aː,5.284894346215896
Ancient Attic Greek,oː,Ancient Attic Greek,oː,3.387774361330014
Ancient Attic Greek,r,Ancient Attic Greek,r,2.74592047515762
Ancient Attic Greek,yː,Ancient Attic Greek,yː,4.997212273764115
Ancient Attic Greek,d,Ancient Attic Greek,d,3.610917912644224
Ancient Attic Greek,b,Ancient Attic Greek,b,5.284894346215896
Ancient Attic Greek,y,Ancient Attic Greek,y,3.744449305268748
Ancient Attic Greek,ɡ,Ancient Ionic Greek,m,0.647283763766764
Ancient Attic Greek,ɡ,Ancient Ionic Greek,kʰ,1.7119945007591924
Ancient Attic Greek,ɡ,Ancient Ionic Greek,ɡ,4.014579593753238
Ancient Attic Greek,j,Ancient Ionic Greek,j,3.272642249023861
Ancient Attic Greek,kʰ,Ancient Ionic Greek,k,1.1932007073440252
Ancient Attic Greek,kʰ,Ancient Ionic Greek,kʰ,3.881048201128716
Ancient Attic Greek,n,Ancient Ionic Greek,n,2.7908041621311224
Ancient Attic Greek,s,Ancient Ionic Greek,s,2.4885232902581884
Ancient Attic Greek,tʰ,Ancient Ionic Greek,tʰ,3.823959234144589
Ancient Attic Greek,tʰ,Ancient Ionic Greek,t,0.7003935890807126
Ancient Attic Greek,k,Ancient Ionic Greek,k,3.2726422490238605
Ancient Attic Greek,e,Ancient Ionic Greek,e,2.438512869683527
Ancient Attic Greek,e,Ancient Ionic Greek,y,0.1186859702549758
Ancient Attic Greek,e,Ancient Ionic Greek,a,-1.1576074956505864
Ancient Attic Greek,eː,Ancient Ionic Greek,eː,3.127603249547858
Ancient Attic Greek,eː,Ancient Ionic Greek,e,-0.455915688908252
Ancient Attic Greek,iː,Ancient Ionic Greek,iː,4.707726774313183
Ancient Attic Greek,pʰ,Ancient Ionic Greek,t,0.9010642845428636
Ancient Attic Greek,pʰ,Ancient Ionic Greek,pʰ,4.119940109411064
Ancient Attic Greek,uː,Ancient Ionic Greek,uː,4.3712545376919705
Ancient Attic Greek,z,Ancient Ionic Greek,z,6.317164686747284
Ancient Attic Greek,a,Ancient Ionic Greek,a,2.555964571053721
