"family","tree_type","TreeDist","GenQuartetDist"
"Arabic","MCC",0.418454982294493,0.0270676691729323
"Arabic","best",0.393222367074773,0
"Balto-Slavic","MCC",0.262263279008936,0.0878442545109212
"Balto-Slavic","best",0.172949881078012,0.0170940170940171
"Bantu","MCC",0.363159246170975,0.122724387881217
"Bantu","best",0.30303878646661,0.0564852857667769
"Dravidian","MCC",0.452213905949856,0.250472103004292
"Dravidian","best",0.362243011784178,0.157424892703863
"Hellenic","MCC",0,0.171428571428571
"Hellenic","best",0,0
"Italic","MCC",0.518219359892314,0.363479359246713
"Italic","best",0.480943017952672,0.269058965378653
"Japonic","MCC",0.567358801078187,0.22558315444071
"Japonic","best",0.535876435671188,0.142154382114644
"Polynesian","MCC",0.521395550272186,0.158655400101584
"Polynesian","best",0.460247643805323,0.119130073417371
"Quechuan","MCC",0.489637379523885,0.216545262670202
"Quechuan","best",0.447918833727384,0.106226351960053
"Sinitic","MCC",0.709381696998717,0.464451827242525
"Sinitic","best",0.634134832430437,0.202990033222591
"Turkic","MCC",0.608234123982539,0.387359373908183
"Turkic","best",0.523689674955237,0.286318216756341
"Uralic","MCC",0.436766306774244,0.0742296918767507
"Uralic","best",0.380198291786192,0.0368814192343604
"Uto-Aztecan","MCC",0.336387395735769,0.0437450236522879
"Uto-Aztecan","best",0.240858221157287,0.00145192262657487
"Vietic","MCC",0.264892850738948,0.10920945395273
"Vietic","best",0.129698402796724,0.0097799511002445
"Pomoan","MCC",0.522031154371262,0.362068965517241
"Pomoan","best",0.159837099375706,0
"Yuman","MCC",0,0
"Yuman","best",0,0
