ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
ModernStandardArabic_I	Modern Standard Arabic	stan1318	arb	I	ʔanā	ʔanaː	ʔ a n aː	ʔanā	I			Wiktionary
NajdiArabic_I	Najdi Arabic	najd1235	ars	I	ana	ana	a n a	ana	I			Wiktionary
GulfArabic_I	Gulf Arabic	gulf1241	afb	I	ɑ̄na	ɑːna	ɑː n a	ɑ̄na	I			Wiktionary
LevantineArabic_I	Levantine Arabic	nort3139	apc	I	ʔɑnɑ	ʔɑnɑ	ʔ ɑ n ɑ	ʔɑnɑ	I			Wiktionary
LevantineArabic_I	Levantine Arabic	nort3139	apc	I	ʔana	ʔana	ʔ a n a	ʔana	I			Wiktionary
IraqiArabic_I	Iraqi Arabic	meso1252	acm	I	ʔɑ̄nī	ʔɑːniː	ʔ ɑː n iː	ʔɑ̄nī	I			Wiktionary
NorthMesopotamianArabic_I	North Mesopotamian Arabic	mosu1235	ayp	I	anɑ̄	anɑː	a n ɑː	anɑ̄	I			Wiktionary
SanaaniArabic_I	Sanaani Arabic	sana1295	ayn	I	ʔane	ʔanɛ	ʔ a n ɛ	ʔane	I			Wiktionary
DhofariArabic_I	Dhofari Arabic	dhof1235	adf	I	ānā	aːnaː	aː n aː	ānā	I			Wiktionary
CypriotArabic_I	Cypriot Arabic	cypr1248	acy	I	ana	ana	a n a	ana	I			Wiktionary
EgyptianArabic_I	Egyptian Arabic	egyp1253	arz	I	ana	ana	a n a	ana	I			Wiktionary
EgyptianArabic_I	Egyptian Arabic	egyp1253	arz	I	dana 	dana 	d a n a  	dana 	I			Wiktionary
SudaneseArabic_I	Sudanese Arabic	suda1236	apd	I	ana	ana	a n a	ana	I			Wiktionary
ChadianArabic_I	Chadian Arabic	chad1249	shu	I	ana	ana	a n a	ana	I			Wiktionary
TunisianArabic_I	Tunisian Arabic	tuni1259	aeb	I	ēne	ɛːnɛ	ɛː n ɛ	ēne	I			Wiktionary
TunisianArabic_I	Tunisian Arabic	tuni1259	aeb	I	āna	aːna	aː n a	āna	I			Wiktionary
MoroccanArabic_I	Moroccan Arabic	moro1292	ary	I	anɑ	anɑ	a n ɑ	anɑ	I			Wiktionary
MoroccanArabic_I	Moroccan Arabic	moro1292	ary	I	anayɑ	anajɑ	a n a j ɑ	anayɑ	I			Wiktionary
HassaniyaArabic_I	Hassaniya Arabic	hass1238	mey	I	āna	aːna	aː n a	āna	I			Wiktionary
Maltese_I	Maltese	malt1254	mlt	I	jien	jɪːn	j ɪː n	jien	I			Wiktionary
ModernStandardArabic_you(singular)	Modern Standard Arabic	stan1318	arb	you(singular)	ʔanta	ʔanta	ʔ a n t a	ʔanta	you(singular)			Wiktionary
ModernStandardArabic_you(singular)	Modern Standard Arabic	stan1318	arb	you(singular)	ʔant	ʔant	ʔ a n t	ʔant	you(singular)			Wiktionary
NajdiArabic_you(singular)	Najdi Arabic	najd1235	ars	you(singular)	ənta	ənta	ə n t a	ənta	you(singular)			Wiktionary
NajdiArabic_you(singular)	Najdi Arabic	najd1235	ars	you(singular)	ənti 	ənti 	ə n t i  	ənti 	you(singular)			Wiktionary
GulfArabic_you(singular)	Gulf Arabic	gulf1241	afb	you(singular)	entɑ	ɛntɑ	ɛ n t ɑ	entɑ	you(singular)			Wiktionary
GulfArabic_you(singular)	Gulf Arabic	gulf1241	afb	you(singular)	enti 	ɛnti 	ɛ n t i  	enti 	you(singular)			Wiktionary
LevantineArabic_you(singular)	Levantine Arabic	nort3139	apc	you(singular)	entɑ	ɛntɑ	ɛ n t ɑ	entɑ	you(singular)			Wiktionary
LevantineArabic_you(singular)	Levantine Arabic	nort3139	apc	you(singular)	ente 	ɛntɛ 	ɛ n t ɛ  	ente 	you(singular)			Wiktionary
IraqiArabic_you(singular)	Iraqi Arabic	meso1252	acm	you(singular)	ente	ɛntɛ	ɛ n t ɛ	ente	you(singular)			Wiktionary
