Gloss	Aromanian	Asturian	Catalan (Castelló de la Plana)	Catalan (Central)	Catalan (Manises)	Catalan (Minorcan)	Catalan (Northwestern)	Catalan (Valencia)	Dalmatian	Emiliano (Carpigiano)	Emiliano (Ferrarese)	Emiliano (Reggiano)	Franco-Provençal	French	Friulian	Galician	Istro-Romanian	Italian	Ladin (Fassano)	Ladin (Gardenese)	Latin (Archaic)	Latin (Late Classical)	Ligurian (Genoa)	Ligurian (Rapallo)	Ligurian (Stella)	Lombard (Bergamo)	Lombard (Plesio)	Megleno-Romanian	Neapolitan	Occitan	Old French	Old Italian	Picard	Piedmontese (Barbania)	Piedmontese (Carmagnola)	Piedmontese (Lanzo Torinese)	Piedmontese (Turinese)	Piedmontese (Vercellese)	Portuguese	Romagnol	Romanian	Romansh (Grischun)	Romansh (Surmiran)	Romansh (Sursilvan)	Romansh (Vallader)	Sardinian (Campidanese)	Sardinian (Logudorese)	Sicilian (Catanian)	Sicilian (Messinese)	Sicilian (Palermitan)	Sicilian (Southeastern)	Spanish	Tuscan	Umbrian	Venetian (Bellunese)	Venetian (Primiero)	Venetian (Venice)	Walloon
ALL_1	tutu	too		tot	tot	tot	tot	tot		tut	tut	tot	to	tu	dut	toðo	tot	tutto	dut	dut		toːtʊs	tyttu	tyttu	tyttu	tøt	tyʧʧ	tot	tuttə	tut	tot	tutto	tu	tyt	tyjt	tyt	tyt	tyʧ	toðu	tot	tot	tut	tot	tut	twot	tottu	tottu	tuttu	tuttu	tuttu	tuttu	toðo	tutto	tuttu	tuto	tut	tuto	tu
ALL_2									toʧ																																																	
ALL_3													tot																																													
ALL_4																					ɔmnɪs	ɔmnɪs																																				
ASH_1	ʧinuʃe								kanajsa						ʧinize		ʧeruʃe				kɪnɪs	kɪnɪs						ʧənuʃə													ʧenuʃə					ʧiniʒu												
ASH_2	skrumu																											skrum																														
ASH_3		θeniθa														θinθa																							sĩzɐ													θeniθa						
ASH_4				sɛndɾə	sɛndɾa	sɛndɾə	sɛndɾɛ	sɛndɾa		sɛndra	ʦɛndar	sɛndra	fɛ̃dra~fɛdra	sɑ̃dʁ					ʧendɛr	ʧəndər						sɛnder	ʃendɛr			sɛndɾe	ʦãndrə							søŋdri		ʦɛndra		ʧɛndrə	ʧɛndrə	ʧɛndrə	ʧɛndrə										θeŋdro	θeŋdre		
ASH_5																		ʧenere					ʧeneri	seŋje	srenne				ʃɛnnəɾə~ʃennəɾə			ʧenere	ʃɛ̃n	sənɛr	sənɛr	sənɛr	sinər											ʧinniɾi	ʧinɨɾɨ	ʧinniɾi	ʧinniɾi		ʧenere	ʧennere			sɛneri	sɛn
ASH_6																																															kisina											
BARK_1	ko̯aʒe																kora																																									
BARK_2		koɾteθa		əskɔɾsə	kɔɾfa	əskɔɾsə	askɔɾsɛ	askɔɾsa		kurtɛsa	kurtɛʧa	skɔːrsa	ekøːrsa	ekɔʁs	skuse	koɾteθa		korteʧʧa	ʃkorʦa	ʃkɔrʦa			skɔrsa	skɔrsa	skɔːrsa				ʃkɔrʦə		eskɔrʦə	skɔrʦa~korteʧʧa		skɔrsa	skɔrsa		skɔrsa	skɔrsa		skɔa̯rʦa	sko̯arʦə	ʃkɔrsə	ʃkɔrsə	ʃkɔrsə	ʃkɔrʦə	skroʒu		skɔɾʧa	skɔʧʧa	ʃkwɔɾʧa	ʃkɔʧʧa	koɾteθa		korteʧʧa	skɔrθa	skɔrθa	skɔrsa	
BARK_3																										røska				ʀysko									kaʃkɐ																			
BARK_4																					lɪbɛr																																					
BARK_5																											pɛll																															
BARK_6																																	plat			pløja																						
BARK_7																																															koθikina											
BARK_8																																																					buʧʧa					
BARK_9																																																										skwaːs
BELLY_1	pɨntiku								vjantro				vɛtro	vɑ̃tʁ				vɛntre	venter	vəntər	wɛntɛr	vɛntɛr					ventru			vɛntɾe	vãntrə	vɛntre										vɛntər	vajntər	vɛntər	vajntər	brɛnti	frente											
BELLY_2		bariɡa														bariɣa																							bɐʁiɣɐ																			
BELLY_3				paɲʃə	paɲʧa	paɲʃə	paɲʧɛ	paɲʧa		pansa	panʦa	paːnsa			panʦe								paŋsa	paŋsa	paŋsa	pansa			panʦə				pɑ̃ʃ	paŋsa	paŋsa	paŋsa	paŋsa	paŋsa		pãnʦa								panʦa	panʦa	panʦa	panʦa		panʧa		paŋθa	paŋθa	paŋsa	
BELLY_4																	tərbux																																									
BELLY_5																												fo̯ali																														
BELLY_6																																									burtə																	
BELLY_7																																																				tɾipa		trippu				
BELLY_8																																																										vɛ̃t
BIG_1	mare								mawr								mɒre											mari													mare																	
BIG_2		ɡɾande		ɡɾan	ɡɾan		ɡɾan	ɡɾan			ɡrand	ɡraːnd	ɡrã	ɡʁɑ̃	ɡrant	ɡɾande		ɡrande	ɡran	ɡrant		ɡrandɪs					ɡraːnt			ɡɾant	ɡrãnt	ɡrande	ɡʁɑ̃		ɡraŋd~ɡraŋ	ɡraŋd	ɡraŋd		ɡɾɐ̃ndɨ	ɡrãnd		ɡrɔnt	ɡrɔnt	ɡrɔnt	ɡrɔnt							ɡɾande			ɡraŋt	ɡraŋt	ɡraŋdo	ɡʀã
BIG_3						ɡɾɔs				ɡrɔːs													ɡrøssu	ɡrɔssu	ɡrɔːssu	ɡrɔs			rwossə					ɡrɔs				ɡrɔːs											ɾɔssu				ɡrɔsso	ɡrossu				
BIG_4																					maŋnʊs																									mannu	mannu	ɾanni		ɾanni	ɾanni							
BIRD_1	puʎu																																																									
BIRD_2		paʃaɾo																																							pasəre											paxaɾo						
BIRD_3					paɾðaɫ	pəɾðaɫ		paɾðaɫ																																																		
BIRD_4				useʎ					oʧel	uzɛːl	uzɛl	uzɛl			uʧɛl			uʧʧɛllo	uʧel	uʧel			awʒellu	ɔwʒellu		oʦɛl	ulʧɛll				ojzel	uʧʧɛllo		uzɛl	uzɛl	uzɛl	uzɛl	yzɛl		uzɛə̯l			uʧel										uʧʧɛllo	ʧellu	ozɛl	uzɛl		
BIRD_5							miʃo																																																			
BIRD_6									uʧul								puʎ											puʎ																														
BIRD_7													ajʒo	wazo																																												
BIRD_8																aβe					awɪs	avɪs																	avɨ																			
BIRD_9																									ɔːwʒeː																																	
BIRD_10																													awʃjellə	awsɛw																												
BIRD_11																																	ɔzjo									uʧɛ		uʧi	uʧɛ~uʃɛ												ozɛo	ɔʒeː
BIRD_12																																														pillɔni	puʒone											
BIRD_13																																																aʧɛɖɖu	aʧiɖɖu	aʧjɛɖɖu	awʧjɛɖɖu							
BITE_1	mɨʃku~muʃku																muʧkɒ											muʧku																														
BITE_2		moɾdeɾ											møːrdre	mɔʁdʁ	mwardi	moɾðeɾ		mɔrdere	morder	mɔrdər	mɔrdeːrɛ	mɔrdeːrɛ	mɔːrde	mɔrde	mɔːrde					mɔɾdɾe	mɔrdrə	mɔrdere	mɔʁd	mɔrde	mɔrde	mɔrdi	mɔrde	mɔːrdi	muɾðeɾ			mɔrdər	mɔrdər	mɔrdər	mɔrdər							moɾðeɾ			mɔrðar	mɔrðer		
