# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
#
1	Aromanian	ALL	t u t u	1 7 1 7	AXBZ	TYTY	1	1.T.C 1.Y.V 1.T.C 1.Y.V	2.0 1.5 1.75 0.8	tutu	0	2
118	Asturian	ALL	t o o	1 7 7	AXZ	TUU	2	2.T.C 2.U.V 2.U.V	2.0 1.5 0.8	too	0	2
234	Catalan (Castelló de la Plana)	ALL	t o t	1 7 1	AXN	TUT	3	3.T.C 3.U.V 3.T.c	2.0 1.5 0.8	tot	0	2
347	Catalan (Central)	ALL	t o t	1 7 1	AXN	TUT	4	4.T.C 4.U.V 4.T.c	2.0 1.5 0.8	tot	0	2
463	Catalan (Manises)	ALL	t o t	1 7 1	AXN	TUT	5	5.T.C 5.U.V 5.T.c	2.0 1.5 0.8	tot	0	2
577	Catalan (Minorcan)	ALL	t o t	1 7 1	AXN	TUT	6	6.T.C 6.U.V 6.T.c	2.0 1.5 0.8	tot	0	2
689	Catalan (Northwestern)	ALL	t o t	1 7 1	AXN	TUT	7	7.T.C 7.U.V 7.T.c	2.0 1.5 0.8	tot	0	2
812	Catalan (Valencia)	ALL	t o t	1 7 1	AXN	TUT	8	8.T.C 8.U.V 8.T.c	2.0 1.5 0.8	tot	0	2
926	Dalmatian	ALL	t o ʧ	1 7 2	AXN	TUC	9	9.T.C 9.U.V 9.C.c	2.0 1.5 0.8	toʧ	0	9
1057	Emiliano (Carpigiano)	ALL	t u t	1 7 1	AXN	TYT	10	10.T.C 10.Y.V 10.T.c	2.0 1.5 0.8	tut	0	2
1170	Emiliano (Ferrarese)	ALL	t u t	1 7 1	AXN	TYT	11	11.T.C 11.Y.V 11.T.c	2.0 1.5 0.8	tut	0	2
1279	Emiliano (Reggiano)	ALL	t o t	1 7 1	AXN	TUT	12	12.T.C 12.U.V 12.T.c	2.0 1.5 0.8	tot	0	2
1402	Franco-Provençal	ALL	t o	1 7	AX	TU	13	13.T.C 13.U.V	2.0 1.5	to	0	2
1403	Franco-Provençal	ALL	t o t	1 7 1	AXN	TUT	13	13.T.C 13.U.V 13.T.c	2.0 1.5 0.8	tot	0	59
1536	French	ALL	t u	1 7	AX	TY	14	14.T.C 14.Y.V	2.0 1.5	tu	0	2
1649	Friulian	ALL	d u t	1 7 1	AXN	TYT	15	15.T.C 15.Y.V 15.T.c	2.0 1.5 0.8	dut	0	2
1762	Galician	ALL	t o ð o	1 7 3 7	AXBZ	TUDU	16	16.T.C 16.U.V 16.D.C 16.U.V	2.0 1.5 1.75 0.8	toðo	0	2
1877	Istro-Romanian	ALL	t o t	1 7 1	AXN	TUT	17	17.T.C 17.U.V 17.T.c	2.0 1.5 0.8	tot	0	2
1989	Italian	ALL	t u t t o	1 7 1 1 7	AXMBZ	TYTTU	18	18.T.C 18.Y.V 18.T.c 18.T.C 18.U.V	2.0 1.5 1.1 1.75 0.8	tutto	0	2
2105	Ladin (Fassano)	ALL	d u t	1 7 1	AXN	TYT	19	19.T.C 19.Y.V 19.T.c	2.0 1.5 0.8	dut	0	2
2221	Ladin (Gardenese)	ALL	d u t	1 7 1	AXN	TYT	20	20.T.C 20.Y.V 20.T.c	2.0 1.5 0.8	dut	0	2
2337	Latin (Archaic)	ALL	ɔ m n ɪ s	7 4 4 7 3	XMBYN	UMNIS	21	21.U.V 21.M.c 21.N.C 21.I.V 21.S.c	1.5 1.1 1.75 1.3 0.8	ɔmnɪs	0	21
2450	Latin (Late Classical)	ALL	ɔ m n ɪ s	7 4 4 7 3	XMBYN	UMNIS	22	22.U.V 22.M.c 22.N.C 22.I.V 22.S.c	1.5 1.1 1.75 1.3 0.8	ɔmnɪs	0	21
2451	Latin (Late Classical)	ALL	t oː t ʊ s	1 7 1 7 3	AXBYN	TUTYS	22	22.T.C 22.U.V 22.T.C 22.Y.V 22.S.c	2.0 1.5 1.75 1.3 0.8	toːtʊs	0	2
2562	Ligurian (Genoa)	ALL	t y t t u	1 7 1 1 7	AXMBZ	TYTTY	23	23.T.C 23.Y.V 23.T.c 23.T.C 23.Y.V	2.0 1.5 1.1 1.75 0.8	tyttu	0	2
2671	Ligurian (Rapallo)	ALL	t y t t u	1 7 1 1 7	AXMBZ	TYTTY	24	24.T.C 24.Y.V 24.T.c 24.T.C 24.Y.V	2.0 1.5 1.1 1.75 0.8	tyttu	0	2
2780	Ligurian (Stella)	ALL	t y t t u	1 7 1 1 7	AXMBZ	TYTTY	25	25.T.C 25.Y.V 25.T.c 25.T.C 25.Y.V	2.0 1.5 1.1 1.75 0.8	tyttu	0	2
2894	Lombard (Bergamo)	ALL	t ø t	1 7 1	AXN	TUT	26	26.T.C 26.U.V 26.T.c	2.0 1.5 0.8	tøt	0	2
3008	Lombard (Plesio)	ALL	t y ʧ ʧ	1 7 2 2	AXLN	TYCC	27	27.T.C 27.Y.V 27.C.c 27.C.c	2.0 1.5 1.1 0.8	tyʧʧ	0	2
3118	Megleno-Romanian	ALL	t o t	1 7 1	AXN	TUT	28	28.T.C 28.U.V 28.T.c	2.0 1.5 0.8	tot	0	2
3232	Neapolitan	ALL	t u t t ə	1 7 1 1 7	AXMBZ	TYTTE	29	29.T.C 29.Y.V 29.T.c 29.T.C 29.E.V	2.0 1.5 1.1 1.75 0.8	tuttə	0	2
3377	Occitan	ALL	t u t	1 7 1	AXN	TYT	30	30.T.C 30.Y.V 30.T.c	2.0 1.5 0.8	tut	0	2
3516	Old French	ALL	t o t	1 7 1	AXN	TUT	31	31.T.C 31.U.V 31.T.c	2.0 1.5 0.8	tot	0	2
3629	Old Italian	ALL	t u t t o	1 7 1 1 7	AXMBZ	TYTTU	32	32.T.C 32.Y.V 32.T.c 32.T.C 32.U.V	2.0 1.5 1.1 1.75 0.8	tutto	0	2
