Language_ID,Feature_ID,IPA,Value
Azerbaijani,COLD,sojuɡ,1
Bashkir,COLD,hɯwɯq,1
Chulym,COLD,sooq,1
Chuvash,COLD,sivɘ,1
Crimean_Tatar,COLD,suvuq,1
Cuman,COLD,sɑoɡh,1
Gagauz,COLD,suːk,1
Kara-Kalpak,COLD,suwɯq,1
Karachay-Balkar,COLD,suwuq,1
Karaim,COLD,suvuk,1
Karaim,COLD,suvuχ,1
Kazakh,COLD,suɯq,1
Khakas,COLD,sooχ,1
Khalaj,COLD,sovuq,1
Kumyk,COLD,suwuq,1
Kyrgyz,COLD,suuq,1
Nogai,COLD,suwɯq,1
Northern_Altai,COLD,sooq,1
Old_Turkic,COLD,soɣɯq,1
Salar,COLD,soχ,1
Shor,COLD,soːq,1
Southern_Altai,COLD,sooq,1
Tatar,COLD,suɯq,1
Tofa,COLD,sooq,1
Turkish,COLD,soːuk,1
Turkmen,COLD,θowuq,1
Tuvan,COLD,sooq,1
Uyghur,COLD,soɣuq,1
Uzbek,COLD,sɔvuq,1
Dolgan,COLD,tɯmnɯː,2
Yakut,COLD,tɯmnɯː,2
Khalaj,COLD,buːz,3
West_Yugur,COLD,tot,4
Azerbaijani,WIDE,ɟeniʃ,5
Bashkir,WIDE,kiŋ,5
Crimean_Tatar,WIDE,keŋ,5
Crimean_Tatar,WIDE,keniʃ,5
Gagauz,WIDE,ɡeniʃ,5
Kara-Kalpak,WIDE,keŋ,5
Karachay-Balkar,WIDE,keŋ,5
Karaim,WIDE,ken,5
Kazakh,WIDE,keŋ,5
Khalaj,WIDE,kiːeŋ,5
Kumyk,WIDE,ɡeŋ,5
Kyrgyz,WIDE,keŋ,5
Nogai,WIDE,keŋ,5
Northern_Altai,WIDE,keŋ,5
Old_Turkic,WIDE,keŋ,5
Siberian_Tatar,WIDE,kɛŋ,5
Southern_Altai,WIDE,keŋ,5
Tatar,WIDE,kiŋ,5
Turkish,WIDE,ɟeniʃ,5
Turkmen,WIDE,ɡiŋ,5
Uyghur,WIDE,kɛŋ,5
Uzbek,WIDE,keŋ,5
West_Yugur,WIDE,keŋ,5
Yakut,WIDE,kieŋ,5
Chulym,WIDE,ʧɑlβɑq,6
Khakas,WIDE,ʧɑlbɑχ,6
Shor,WIDE,ʧɑlbɑq,6
Siberian_Tatar,WIDE,jɑlbɯrsɑq,6
Southern_Altai,WIDE,ɟɑlbɑχ,6
Chuvash,WIDE,sɑrlɑɡɑ,7
Dolgan,WIDE,ketit,8
Khakas,WIDE,ɑllɯɣ,9
Tofa,WIDE,ɑˤlhɯɣ,9
Azerbaijani,DOG,it,10
Bashkir,DOG,et,10
Chuvash,DOG,jɯdɤ̆ʷ,10
Cuman,DOG,it,10
Dolgan,DOG,ɯt,10
Kara-Kalpak,DOG,ijt,10
Karachay-Balkar,DOG,it,10
