Language1,Phone1,Language2,Phone2,PMI
Chadian Arabic,ɛ,Chadian Arabic,ɛ,2.8366675789243043
Chadian Arabic,ɛ,Chadian Arabic,aː,-1.2576769832977963
Chadian Arabic,ɛ,Chadian Arabic,i,-0.9699949108460156
Chadian Arabic,ɛ,Chadian Arabic,ɔː,2.143520398364359
Chadian Arabic,ɛ,Chadian Arabic,a,-2.4566372458001884
Chadian Arabic,ʔ,Chadian Arabic,ʔ,3.592335116465583
Chadian Arabic,ʔ,Chadian Arabic,t,-0.23138535620931358
Chadian Arabic,m,Chadian Arabic,m,2.945301419927099
Chadian Arabic,iː,Chadian Arabic,iː,3.654977902438255
Chadian Arabic,iː,Chadian Arabic,aː,0.25378052077609947
Chadian Arabic,iː,Chadian Arabic,i,-0.1516845873320649
Chadian Arabic,w,Chadian Arabic,h,0.3653330066818468
Chadian Arabic,w,Chadian Arabic,w,4.121351763633411
Chadian Arabic,ɣ,Chadian Arabic,ɣ,7.05617528410041
Chadian Arabic,k,Chadian Arabic,k,3.6931991152584525
Chadian Arabic,k,Chadian Arabic,a,-1.7336371020905625
Chadian Arabic,f,Chadian Arabic,h,0.3653330066818475
Chadian Arabic,f,Chadian Arabic,f,3.920681068171261
Chadian Arabic,ɛː,Chadian Arabic,ɛː,4.491225926638874
Chadian Arabic,ɡ,Chadian Arabic,ɡ,3.5008272226109973
Chadian Arabic,ɡ,Chadian Arabic,ʃ,0.3653330066818475
Chadian Arabic,a,Chadian Arabic,u,-1.709283247403816
Chadian Arabic,a,Chadian Arabic,a,1.7259999235675905
Chadian Arabic,a,Chadian Arabic,ɛ,-2.500870500777014
Chadian Arabic,a,Chadian Arabic,n,-2.4195248613230613
Chadian Arabic,a,Chadian Arabic,l,-2.213188428325233
Chadian Arabic,a,Chadian Arabic,aː,-1.337719690971333
Chadian Arabic,a,Chadian Arabic,i,-2.1486499071876617
Chadian Arabic,l,Chadian Arabic,a,-2.207421454176204
Chadian Arabic,l,Chadian Arabic,l,3.1659260782218253
Chadian Arabic,ʕ,Chadian Arabic,ʕ,7.05617528410041
Chadian Arabic,uː,Chadian Arabic,uː,5.6698809229805205
Chadian Arabic,d,Chadian Arabic,ʤ,-0.2924122468271826
Chadian Arabic,d,Chadian Arabic,d,2.9016419248672043
Chadian Arabic,d,Chadian Arabic,s,-0.7742503337199208
Chadian Arabic,x,Chadian Arabic,x,4.165803526204246
Chadian Arabic,ʃ,Chadian Arabic,ɡ,0.3517609291363037
Chadian Arabic,ʃ,Chadian Arabic,ʃ,3.878121453752465
Chadian Arabic,ɔː,Chadian Arabic,ɔː,5.957562995432301
Chadian Arabic,ɔː,Chadian Arabic,ɛ,1.7986799120726291
Chadian Arabic,s,Chadian Arabic,s,3.5008272226109973
Chadian Arabic,s,Chadian Arabic,d,-0.6263071624340945
Chadian Arabic,ɔ,Chadian Arabic,u,2.9957322735539913
Chadian Arabic,ɔ,Chadian Arabic,ɔ,6.363028103540465
Chadian Arabic,aː,Chadian Arabic,iː,0.2049903566066677
Chadian Arabic,aː,Chadian Arabic,aː,2.8722185631886226
Chadian Arabic,aː,Chadian Arabic,a,-1.3870124940053312
Chadian Arabic,aː,Chadian Arabic,ɛ,-1.3512030413086205
Chadian Arabic,ɑː,Chadian Arabic,ɑː,5.6698809229805205
Chadian Arabic,z,Chadian Arabic,z,4.976733742420575
Chadian Arabic,i,Chadian Arabic,i,3.159361697335793
Chadian Arabic,i,Chadian Arabic,iː,-0.30010459245033816
Chadian Arabic,i,Chadian Arabic,ɛ,-1.1631508098056806
Chadian Arabic,i,Chadian Arabic,u,0.32158362412746233
Chadian Arabic,i,Chadian Arabic,a,-2.2975725511705014
Chadian Arabic,h,Chadian Arabic,w,0.4522314594999379
Chadian Arabic,h,Chadian Arabic,f,0.2515607640377866
Chadian Arabic,h,Chadian Arabic,h,3.4508168020363352
Chadian Arabic,n,Chadian Arabic,t,-0.9677047086344672
Chadian Arabic,n,Chadian Arabic,m,-1.3173784571142162
Chadian Arabic,n,Chadian Arabic,n,2.950064467750635
Chadian Arabic,b,Chadian Arabic,b,3.251366362979414
Chadian Arabic,b,Chadian Arabic,ʤ,0.11983254826636118
Chadian Arabic,ʤ,Chadian Arabic,d,-0.40316361111988513
Chadian Arabic,ʤ,Chadian Arabic,ʤ,3.898324161069984
Chadian Arabic,ʤ,Chadian Arabic,b,-0.06021885999305472
Chadian Arabic,ʤ,Chadian Arabic,r,-0.6948698338713913
Chadian Arabic,t,Chadian Arabic,ʔ,-0.3290556389661631
Chadian Arabic,t,Chadian Arabic,t,3.2755570825497466
