Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Modern Standard Arabic,ʔ,Najdi Arabic,-,0.8526933012197065,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,w,5.9434164716336335,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,θ,4.599462070416272,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,ʔ,3.1046973786666934,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,r,5.9434164716336335,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,x,5.9434164716336335,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,s,5.9434164716336335,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,m,5.9434164716336335,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,j,5.9434164716336335,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,ʕ,5.9434164716336335,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,n,5.9434164716336335,8.05889368905357
Modern Standard Arabic,ʔ,Najdi Arabic,l,5.9434164716336335,8.05889368905357
Modern Standard Arabic,a,Najdi Arabic,a,1.3839996605128533,10.283860054053843
Modern Standard Arabic,a,Najdi Arabic,ə,3.885828980080689,10.283860054053843
Modern Standard Arabic,a,Najdi Arabic,-,1.4457066446278983,10.283860054053843
Modern Standard Arabic,a,Najdi Arabic,ɛ,3.4894441877037368,10.283860054053843
Modern Standard Arabic,a,Najdi Arabic,ɪ,6.824428435416546,10.283860054053843
Modern Standard Arabic,a,Najdi Arabic,ɑ,4.81354011927381,10.283860054053843
Modern Standard Arabic,a,Najdi Arabic,u,7.345260598717986,10.283860054053843
Modern Standard Arabic,a,Najdi Arabic,aː,6.824428435416546,10.283860054053843
Modern Standard Arabic,n,Najdi Arabic,n,0.5915351546446425,8.655828831440802
Modern Standard Arabic,n,Najdi Arabic,-,2.8920631779308796,8.655828831440802
Modern Standard Arabic,n,Najdi Arabic,ħ,6.540351614020865,8.655828831440802
Modern Standard Arabic,n,Najdi Arabic,m,4.814526577459859,8.655828831440802
