ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Proto-Uralic_FIRE	Proto-Uralic			FIRE	*tuli̮				FIRE			De Heer et al.; Syrjänen
SouthSaami_FIRE	South Saami	sout2674	sma	FIRE	dålle				FIRE			De Heer et al.; Syrjänen
UmeSaami_FIRE	Ume Saami	umes1235	sju	FIRE	dålla				FIRE			De Heer et al.; Syrjänen
PiteSaami_FIRE	Pite Saami	pite1240	sje	FIRE	dållå				FIRE			De Heer et al.; Syrjänen
NorthSaami_FIRE	North Saami	nort2671	sme	FIRE	dolla				FIRE			De Heer et al.; Syrjänen
InariSaami_FIRE	Inari Saami	inar1241	smn	FIRE	tulla				FIRE			De Heer et al.; Syrjänen
SkoltSaami_FIRE	Skolt Saami	skol1241	sms	FIRE	toll				FIRE			De Heer et al.; Syrjänen
KildinSaami_FIRE	Kildin Saami	kild1236	sjd	FIRE	tōll	toːlː	t oː lː	toːlː	FIRE			De Heer et al.; Syrjänen
Finnish_FIRE	Finnish	finn1318	fin	FIRE	tuli	t̪uli	t̪ u l i	t̪uli	FIRE			De Heer et al.; Syrjänen
Karelian_FIRE	Karelian	kare1335	krl	FIRE	tuli				FIRE			De Heer et al.; Syrjänen
Veps_FIRE	Veps	veps1250	vep	FIRE	tulʹi				FIRE			De Heer et al.; Syrjänen
Ingrian_FIRE	Ingrian	ingr1248	izh	FIRE	tuli	tuli	t u l i	tuli	FIRE			De Heer et al.; Syrjänen
Votic_FIRE	Votic	west2391	vot	FIRE	tuli	tuli	t u l i	tuli	FIRE			De Heer et al.; Syrjänen
Estonian_FIRE	Estonian	esto1258	ekk	FIRE	tuli	tuli	t u l i	tuli	FIRE			De Heer et al.; Syrjänen
Võro_FIRE	Võro	sout2679	vro	FIRE	tuli				FIRE			De Heer et al.; Syrjänen
Livonian_FIRE	Livonian	west1760	liv	FIRE	tuʾlʹ				FIRE			De Heer et al.; Syrjänen
Erzya_FIRE	Erzya	erzy1239	myv	FIRE	tol	tol	t o l	tol	FIRE			De Heer et al.; Syrjänen
Mari_FIRE	Mari	east2328	mhr	FIRE	tul	tul	t u l	tul	FIRE			De Heer et al.; Syrjänen
Udmurt_FIRE	Udmurt	udmu1245	udm	FIRE	ti̮l	tɯl	t ɯ l	tɯl	FIRE			De Heer et al.; Syrjänen
Nganasan_FIRE	Nganasan	ngan1291	nio	FIRE	tuj	tuj	t u j	tuj	FIRE			De Heer et al.; Syrjänen
TundraNenets_FIRE	Tundra Nenets	nene1249	yrk	FIRE	tu				FIRE			De Heer et al.; Syrjänen
Selkup_FIRE	Selkup	tazz1244	sel	FIRE	tǖ	tyː	t yː	tyː	FIRE			De Heer et al.; Syrjänen
Veps_FIRE	Veps	veps1250	vep	FIRE	lʹämoi				FIRE			De Heer et al.; Syrjänen
Komi-Zyrian_FIRE	Komi-Zyrian	komi1268	kpv	FIRE	bi	bi	b i	bi	FIRE			De Heer et al.; Syrjänen
Komi-Permyak_FIRE	Komi-Permyak	komi1269	koi	FIRE	bi	bi	b i	bi	FIRE			De Heer et al.; Syrjänen
Hungarian_FIRE	Hungarian	hung1274	hun	FIRE	tűz	tyːz	t yː z	tyːz	FIRE			De Heer et al.; Syrjänen
Khanty_FIRE	Khanty	fare1244		FIRE	tö̆ɣət	tø̆ɣət	t ø ̆ ɣ ə t	tø̆ɣət	FIRE			De Heer et al.; Syrjänen
Mansi_FIRE	Mansi	nort2677	mns	FIRE	ulʹa	uʎɑ	u ʎ ɑ	uʎɑ	FIRE			De Heer et al.; Syrjänen
Mansi_FIRE	Mansi	nort2677	mns	FIRE	nāj	nɑːj	n ɑː j	nɑːj	FIRE			De Heer et al.; Syrjänen
Proto-Uralic_THOU	Proto-Uralic			THOU	"*ti-				THOU			De Heer et al.; Syrjänen
Proto-Uralic_THOU	Proto-Uralic			THOU	"*ti-				THOU			De Heer et al.; Syrjänen
SouthSaami_THOU	South Saami	sout2674	sma	THOU	datne				THOU			De Heer et al.; Syrjänen
UmeSaami_THOU	Ume Saami	umes1235	sju	THOU	dådˈna				THOU			De Heer et al.; Syrjänen
PiteSaami_THOU	Pite Saami	pite1240	sje	THOU	dån				THOU			De Heer et al.; Syrjänen
NorthSaami_THOU	North Saami	nort2671	sme	THOU	don				THOU			De Heer et al.; Syrjänen
