Gloss	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
ROTTEN_15		mætɑ																					mæːnyk
ROTTEN_2													mekʃɑn										
ROTTEN_3									siɕ	siɕ										ɕiɕ			
ROTTEN_4								kuːdʦ															
ROTTEN_5									ɲoʎʑɤm														
ROTTEN_6	nɑksɑdo																						
ROTTEN_7				korhɒtː																			
ROTTEN_8														ʧiːniʔiɑ									
ROUGH_10																				ʃɑkres			
ROUGH_11					kɑle																		
ROUGH_12		(kɑre)	(kɑrçe̞ɑ)		(kɑrhiɑ)																	(kɑrmɑ)	(kˑɑhrɤʔ)
ROUGH_13										zumɯd													
ROUGH_14													koʃtə̠rɑ										
ROUGH_15	irʒɑɲɑ																						
ROUGH_2	kɑʑɑmo												kozə̠rɑ										
ROUGH_3								keːrː															
ROUGH_4									ʨorɯt														
ROUGH_9				durvɒ																			
ROUND_1																				pitɯres			
ROUND_11				kɛrɛk			kørək																
ROUND_12									ɡɤɡrɤsɑ	ɡɤɡrɤs													
ROUND_13	(kruɡlovoj)													lɑlujkuə									
ROUND_14			pyø̞re̞æ		pøːræhæin	pyœriɛ	pøŋɭək																
ROUND_15													(ʧumə̠rɑʃ)										
ROUND_16												mɑrɑwi											
ROUND_17	keverʲ																						
ROUND_18				ɡømbøjyː																			
ROUND_19													jə̠rɣeʃke										
ROUND_2													tə̠rtə̠ʃ										
ROUND_20																					kɛxkɛr		
ROUND_3																koʎɑʎ							
ROUND_4																pyrəʎ							
ROUND_5																			sʲurtʲɑw				
ROUND_6		(ymːɑrkune)			(ymb̥ærikːoi̯)						(imːɨrɡoutlimi)											(ymːerkɤin)	(ymærikˑ)
ROUND_7																				kotɯres			
ROUND_8								jorʲːpesʲ							jɔrbpɑs		ʝoːrbɐs	jurpɛ					
ROUND_9														mɑndɑjku									
RUB_1													(jə̠ɣem)										
RUB_11			hɑŋːɑt̪ɑ																				
RUB_12													nyʒɑm										
RUB_13		hɣːrutɑ	hie̞ro̞ɑ		heːrojɑ	hiɛrʊɔ		jeːrːe			ɨːrʲə												hɤːrtmɑ
RUB_14									ɲirtnɯ	ɲirɑvnɯ													
RUB_16							sejɣəl																
RUB_17					ihmɑd̥ɑ																		
RUB_19																				posɯnɯ			
RUB_2																							nyːsˑtˑmæ
RUB_20									(tʲoritnɯ)														
RUB_22	jozɑms																						
RUB_23									zɯrtnɯ	zɯrɑvnɯ										zɯrɑnɯ			
RUB_24		nyhkːitɑ																					
RUB_25																					hɔstɑ		
RUB_26																						(ʃɑrkːimɑ)	
RUB_3				dørʒøl																			
RUB_4															rʊvːeh		ruvʲːʝʲɛd						
RUB_5														ɲɑkidʲɑ									
RUB_6																pyːqəlʧəkːu							
RUB_7							(nir)																
RUB_8												(sɑrti)											
RUB_9	ʧovɑms																						
RUN_1											ɑˀilə												
RUN_10							kəs																
RUN_11																				bɯʑɯnɯ			
RUN_12																kurɑl							
RUN_13																			sʲurmbəsʲ				
RUN_14							kɔɣəl																
RUN_16															viɛhkɑh								
RUN_17																						siukɑmɑ	
RUN_19														hojkirɕɑ									
RUN_2				sɒlɒd																			
RUN_20									kotrɑɕnɯ	kotɤrtnɯ													
RUN_21												χɑːjti											
RUN_23	ʧijems																						
RUN_3													kurʒɑm										
RUN_4								viːʤe															
RUN_5				fut																			
RUN_6		joːstɑ	juo̞stɑ		joːsːɑ	jʊɔsːɑ					juːokʃə										jɔkstɑ	johsɤmɑ	juːsˑkˑmɑ
RUN_7																	urʲʧʲːɐd						
RUN_9							nø̆rəɣtə																
SALTY_1				(ʃoːʃ)																			
SALTY_10								(suːlʲː)															
SALTY_2																				kuʑɯt			
SALTY_3														sɯrɯləməː									
SALTY_4	(sɑltoʑ)																						
SALTY_6																(ɕɑːq)							
SALTY_7													(ʃinʧɑlɑn)										
SALTY_8		(soːlɑne)	(suo̞lɑine̞n)		(soːlɑin)																	(soːlɤin)	(sˑoːlɑnɤ)
SALTY_9									(solɑ)	(solɑ)													
SALT_1	(sɑl)								(sov)	(sov)			(ʃiɲʧɑl)							(sɯlɑl)			
SALT_10														sɯr					seːrʔ				
SALT_2								(suːlʲː)															
SALT_3													(ʃiɲʧɑl)										
SALT_4												(solwɑl)											
SALT_5		(soːl)	(suo̞lɑ)		(soːlɑ)	(sʊɔlɑ)					(suːoʎ)										(sɔl)	(soːl)	(sˑuːl)
SALT_6															(saːlti)		(salʲtʲːɘ)	(sæːlhtiɛ)					
SALT_7																(ɕɑːq)							
SALT_8							(sɑ̆lnə)																
SALT_9				(ʃoː)																			
SAND_1													oʃmɑ										
SAND_10		(liːv)			(liːvɑ)																	(liːv)	(liːv)
SAND_11												seːj											
SAND_12										lɯɑ										luo			
SAND_13																			təb				
SAND_14								vuːntas									vuədːɐs						
SAND_15							sɑ̆ŋkɯ																
SAND_16									(pesɤk)														
SAND_17																					lɛtɛ		
SAND_18															(saːtːʊ)			(sæːtːiɛ)					
SAND_2	(pesok)																						
SAND_3																koːrɑ							
SAND_4			hie̯kːɑ																				
SAND_6				(homok)																			
SAND_7											jɨuɡə												
SAND_8												(χis)											
SAND_9														dʲuː									
SAY_1			sɑno̞ɑ		sɑnˑoːɑ	sɑnʊɔ															sɑnʊdɑ		
SAY_10	jovtɑms	ytːeltɑ																				jutːɤˑmɑ	ytˑlemæ
SAY_11													(ojlem)										
SAY_13									(ʃunɯ)	(ʃunɯ)										(ʃuɯnɯ)			
SAY_14																				verɑnɯ			
SAY_16				mond									mɑnɑm	munsɑ					mɑnzʲ				
SAY_17																kɤt							
SAY_18															tɑcːɑh								
SAY_20											(kiːtə)												
SAY_21							tŏɭəɣ																
SAY_23					(verkːɑː)																		
SAY_24	(merʲems)																						
SAY_3												lɑːwi											
SAY_5																		jiɛhtɛdh					
SAY_6									viɕtɑvnɯ	viɕtɑvnɯ													
SAY_8								ʦiel̥ʲːke									ʦɛalʲc͡çʲːɛd						
SAY_9							(ɑt)																
SCRATCH_1		(krɑːpːitɑ)	(rɑːpiɑ)		(rɑːpːiɑ)																	(krɑːpːimɑ)	(kˑrɑːpʲˑmɑ)
SCRATCH_10							kø̆ɳʧ		ɡɯʒjɑvnɯ	ɡɯʒjɑvnɯ		konsi		kɑðɑʔsɑ		qɑtət						ʧyːnisːemæ	
SCRATCH_11	koʨkerʲɑms																						
SCRATCH_13								suvːe															
SCRATCH_14																				kormɑnɯ			
SCRATCH_3													uðə̠rem										
SCRATCH_5										vuʃtɯnɯ													
SCRATCH_6				vɒkɒr																			
SCRATCH_7				kɒpɒr																			
SCRATCH_8	nozorʲɑms																						
SEA_10							(tʲɑrɑs)																
SEA_11									(sɑriʥ)	(sɑriʥ)										(zɑreʑ)			
SEA_12	iɲevedʲ																						
SEA_13		(meri)	(me̞ri)		(meri)	(mɛri)					(mɛˀr)										(mɛri)	(meri)	(meri)
SEA_2																ʨɑːsi							
SEA_3												(ɕɑːrəɕ)											
SEA_4													(teŋə̠z)										
SEA_6														dʲɑm					jɑmʔ				
SEA_7				(tɛŋɡɛr)																			
SEA_8								(mierː)							(me̯ærːɑ)		(miɐrːɐ)	(meæruʌ)					
SEA_9										(more)													
SEED_10							lænsem																
SEED_11																			sæwkoː				
SEED_12													tom										
SEED_13													nøʃmø										
SEED_14									kɤʥɯs	kɤidɯs										kidɯs			
SEED_2												(uːrlɑχ)											
SEED_3		(seːme)	(sie̞me̞n)		(seːmen)	(siɛmɛn)		(siem)			(siːɛmɡɨz)				(siɛpmɑn)		(siəmɐ)				(sɛmnɛd)	(seːmen)	(sˑeːmeʔ)
SEED_4									(tuɕ)	(tuɕ)										(tɯɕ)			
SEED_5				mɒɡ																			
SEED_6			(jyʋæ)																			(jyvæ)	
SEED_7	vidʲme																						
SEED_8							sem																
SEED_9																mumːol							
SEE_1				laːt																			
SEE_10							wu					wɑːɣ											
SEE_2																mɑnʧə			mɑɲijeːsʲ				
SEE_3									viʥɤtnɯ														
SEE_4								(ujːne)							(ɔ̯ɑidniːh)		(vuɛinʲːɛd)	(βʉɛjnɛdh)					
SEE_5	ɲejems	næhɑ	næçdæ		næhːæ	næhæ					næːdə										næxtɑ	næʧemæ	nækemæ
SEE_6														ŋəðyɕɑ									
SEE_7													uʒɑm										
SEE_8									ɑʥːɯnɯ	ɑʥːɯnɯ										ɑʥːɯnɯ			
SEE_9														ɕejmɯʔsɯ									
SEW_1				vɒrː					vurnɯ	vurnɯ			urɣem							vurɯnɯ			
SEW_2							jɯn																
SEW_3		ɤmːeltɑ	o̞mːe̞lːɑ		omːelːɑ	ɔmːɛlːɑ					umblə										ɔmbɛltɑ	ɤmːɤlːɑ	umplɤmɑ
SEW_4														soʧədʲɑ		ɕyːtːə			sædəsʲ				
SEW_5							jɑnt					juːnti											
SEW_6														sonsɯdʲi									
SEW_7	stɑms																						
SEW_8								kuarːe							kɔ̯ɑrːʊh		kuarːɒd	koɒrudh					
SHADE_1				aːrɲ																			
SHADE_10												is											
SHADE_11								kɨvʲːn									c͡çeːunʲic͡ç						
SHADE_12					kupˑɑːhuz	kʊvɑhɑini																	
SHADE_2													(ymə̠l)										
SHADE_3		(vɑri)	(ʋɑrjo̞)								(vɔːrʲ)											(vɑrjo)	(vɑri)
SHADE_4														ʧiəbə		tiːkːɑ			tʲid				
SHADE_5	suʎej																						
SHADE_6									vuʤɤr	vuʤɤr										vuʒer			
SHADE_7																		suʌjβɛnɛ					
SHADE_8							iləs																
SHADE_9																					pilʲvɛz		
SHAKE_1								(puʃʲːte)									(puʃʲtʲːɛd)						
SHAKE_10	tʲerɲevtʲems																						
SHAKE_11																ʧupər							
SHAKE_12									trekɤtnɯ														
SHAKE_14									pɯrkɤtnɯ														
SHAKE_15												reːχti											
SHAKE_16										vɑrkɤdnɯ													
SHAKE_18				raːz																			
SHAKE_19	ʧukɑdʲems																						
SHAKE_2			rɑʋist̪ɑː																				
SHAKE_20														torkiʧusɑ									
SHAKE_21													(ʧə̠tə̠rə̠ktem)										
SHAKE_23												reːpi											
SHAKE_24							ɳø̆ɣət																
SHAKE_26					(puisːelːɑ)	(pʊistʊɑ)															(pʊdiʃtɑdɑ)	(puisːɤmɑ)	
SHAKE_27										zurkɤdnɯ													
SHAKE_3																				sezjɑni			
SHAKE_4													loŋɑm										
SHAKE_5		rɑpːutːɑtɑ																				rɑpɑutːɤmɑ	rɑpˑutˑɑmɑ
SHAKE_7											rɛpcːə												
SHAKE_8	sornovtoms																						
SHAKE_9													ryzem										
SHALLOW_1													tɑʎɑkɑ										
SHALLOW_10														tɯrɑː									
SHALLOW_12									ʎɑpkɯt	ʎɑpɯt										lɑpeɡ			
SHALLOW_2							sɑrəm																
SHALLOW_3									lɑʒmɯt														
SHALLOW_4												tɑlkʷɑ											
SHALLOW_5								ʦueɡʲesʲ															
SHALLOW_6				(ʃɛkeːj)																			
SHALLOW_7		mɑtɑl	mɑt̪ɑlɑ		mɑd̥ɑlɑin																	mɑtɑl	mɑtˑɑlʲ
SHALLOW_8	ɑlkɑ																						
SHALLOW_9														ɕiŋəː									
SHARE_1									torjɤtnɯ														
SHARE_2													(ojə̠rem)										
SHARE_3	sɑʦtoms																						
SHARE_4									jɑnsɤtnɯ														
SHARE_5												uːrti											
SHARE_7				sɛtost																			
SHARE_8	jɑvoms	jɑotːɑtɑ	jɑkɑː		jɑkˑɑː			juːɡʲːe		juknɯ												jɑkɑmɑ	jɑkɑmɑ
SHARP_1																ɑːŋtəʎ							
SHARP_10		terɑv	t̪e̞ræʋæ		terˑæːvæ	tɛrævæ															tɛrɑv	terævʲ	tˑerːæv
SHARP_12								pasʲːtlesʲ							pɑstilih		pɐsʲtʲːɛl	pɛstɛlɛs					
SHARP_13	pʃtʲi																						
SHARP_14														ɲomsɑjkuə									
SHARP_15													pysø										
SHARP_16				hɛɟɛʃ																			
SHARP_17				eːlɛʃ																			
SHARP_18					suiɡ̊u																		
SHARP_2											vɑˀimi												
SHARP_3									leʨɯt	leʨɯd										leʨɯt			
SHARP_4												peːlpɑ											
SHARP_5	kerʲi																						
SHARP_6										joɕ													
SHARP_9														homɯntɯə									
SHELL_1					konːɑŋkɑrpːi																	konːokɑrpːi	
SHELL_10								(kaːl̥ʲːʧ)															
SHELL_11				kɒɟloːɦeːj																			
SHELL_12			nækiŋke̞ŋkæ																				
SHELL_14																				kwɑʎem			
SHELL_2		teokɑrp			konːɑŋkɑrpːi																	konːokɑrpːi	tˑiokˑɑrpʲˑ
SHELL_3	kumbrʲɑ																						
SHELL_4													(rɑkə̠βoð)										
SHELL_6										(rɑk)													
SHELL_7		teokɑrp																					tˑiokˑɑrpʲˑ
SHELL_8			(simpukːɑ)																				
SHELL_9									(rɑkovinɑ)														
SHIT (DEFECATE)_1																tyt							
SHIT (DEFECATE)_2		sitːutɑ							sitɑɕnɯ	sitɑvnɯ										sitʲɑnɯ		sitːumɑ	sˑitˑmɑ
SHIT (DEFECATE)_3							po̝ɣət					poχti											
SHIT (DEFECATE)_5	ɕerɲems			(sɒrik)																			
SHIT (DEFECATE)_6		pɑsɑntɑtɑ	pɑskɑn̪t̪ɑː					paːʃʲːke					puʃkeðɑm										pˑɑsˑɑntɑmɑ
SHORT_1		(lyhikːe)	(lyɦyt̪)		(lyhyd̥)	(lyhyt)					(liːti)										(lʏhʏd)	(lyhyd̥)	(lyhkˑene)
SHORT_10																				vɑkʨi			
SHORT_11	nurʲkɑ																						
SHORT_2				røvid																			
SHORT_3									ʤeɲɯt	ʤeɲɯd													
SHORT_4														kəːʎyky		qɑːmə			xæmʔ				
SHORT_5												wɑːtʲi											
SHORT_6							ɲɑɣəlt																
SHORT_7					mɑd̥ɑlɑin																		
SHORT_8													(kyʧə̠k)										
SHORT_9							wæɳ	ɒːnʲxesʲ							ɔ̯ɑnehɑʃ		vuanʲic͡ç	oænɛhks					
SHUT_10								kaːhtʲe									katʲːɛd						
SHUT_12																					sɑʊbɑtɑ		
SHUT_13													tyʧɑm										
SHUT_15														tələdʲɑ									
SHUT_16				(bɛzaːr)																			
SHUT_17									vevtɑvnɯ														
SHUT_18				bɛʧuk												ʧɑqəʧə							
SHUT_19		kinːi pɑnːɑ																				ʧiːn pɑnɤmɑ	
SHUT_2																		(steːkːɛdh)					
SHUT_20	ɕolɡoms																						
SHUT_21	pekstɑms																						
SHUT_3													(petə̠rem)										
SHUT_4		sulketɑ	sulke̞ɑ																				sˑulkmɑ
SHUT_6																				pɯʦɑnɯ			
SHUT_7							pent					lɑppɑnti											
SHUT_8												juwχɑrti											
SHUT_9										pɤdlɑvnɯ													
SING_1	morɑms												murem										
SING_10							ærəɣ					eːrɣi											
SING_11																				kɯrʥɑnɯ			
SING_12									ɕɯvnɯ	ɕɯvnɯ													
SING_13							loj																
SING_14		lɑultɑ	lɑwlɑː		lɑulɑː	lɑʊlʊɑ					loulə											lɑulomɑ	lɑulmɑ
SING_2														kəjŋiʔɕɑ									
SING_4				eːnɛkɛl																			
SING_5																			xɨnoːʦʲ				
SING_6																koʎməʧːə							
SING_7								(laːvːle)							(laːβlʊh)		(laulːɒd)	(lɑːβludh)					
SING_8				dɒlol																			
SISTER_1									(soj)	(ʨoi)													
SISTER_10							æɲi																
SISTER_11																				(ɑpɑi)			
SISTER_12																neʎɲæ							
SISTER_2															(ɔ̯ɑbpaː)		vuabʲbɐ	oɒpːa					
SISTER_3												jɑɣɑːɣi											
SISTER_4	(sɑzor)	(sɤsɑr)	(sisko̞)		(sizɑr)						(sɨzɑːr)		(ʃyʒɑr)							(suzer)	(sizɑr)	(sɤsɑr)	(sˑɤsˑɑrʲ)
SISTER_5				laːɲtɛʃtveːr																			
SISTER_6	pɑtʲɑ																						
SISTER_7		ɤte																					
SISTER_8													(ɑkɑ)							(ɑkɯ)			
SISTER_9								(vuerʲːpenʲ)															
SIT_1				yl																			
SIT_2							ɑməs					uːnli		ŋomtyɕɑ		ɑːmti			ŋɑmdʲoːsʲ				
SIT_3								(ɨʃːte)									(iʃtːɐdɔːrːɒd)						
SIT_4	(ɑʃtʲems ozɑdo)	(istutɑ)	(ist̪uɑ)		(istuɑ)	(istʊɔ)					(istə)										(iʃtːɑ)	(isːumɑ)	(isˑtˑmɑ)
SIT_5													ʃiɲʧem										
SIT_6									pukɑvnɯ	pukɑvnɯ										pukɯnɯ			
SIT_7															ʧɔhkːaːh			ʧahkaʃidh					
SKIN_1					(hibjæ)																		
SKIN_10		(nɑhk)									(noːɡə)												(nɑhkˑ)
SKIN_11							sŏɣ					sow											
SKIN_12															(lijki)		(lɛʃʲc͡çʲːɘ)						
SKIN_13				bøːr																			
SKIN_15									kuʨik	ku				kuhuo		qopə				ku			
SKIN_2			iɦo̞		iho																	iho	iho
SKIN_3													koβɑʃte										
SKIN_4								tuːʎː															
SKIN_5					(teːlɑ)																		
SKIN_6																		ɲalʧa					
SKIN_7	(kedʲ)																						
SKIN_8																			ŋɑjɑ				
SKIN_9	kiɕke																						
SKY_1														ŋuə									
SKY_10	meɲeʎ																						
SKY_2													(kɑβɑ)										
SKY_3								alʲːm	jenɤʒ	jeneʒ					ɑlɛbmi		ɐlʲmʲːɘ	ɛlmiɛ		in			
SKY_5							torəm					toːrəm											
SKY_6				eːɡ																			
SKY_7		(tɑevɑs)	(t̪ɑiʋɑs)		(tɑivɑz)	(tɑivɑs)					(toːvɑz)										(tɑivɑz)	(tɑivɤz)	(tˑɑivɑsˑ)
SKY_8												kors											
SKY_9																nom			numʔ				
SLEEP_1														kunsuɑsɑ		qonti			xoːɲoːsʲ				
SLEEP_2		(mɑkɑtɑ)			(mɑmːɑd̥ɑ)	mʊɑtɑ					(mɑˀɡːə)										mɑɡɑtɑ	(mɑkːɑmɑ)	(mɑkɑmɑ)
SLEEP_3			nukːuɑ		nukːuɑ																		
SLEEP_4													mɑlem										
SLEEP_5	udoms			ɒlsik			ɑ̆lɑ	vuedʲːe							ɔ̯ɑðːih		vuɐðʲːɛd	oærɛdh					
SLEEP_6												χoji											
SLEEP_8									uʑnɯ	uʑnɯ										iʑɯnɯ			
SMALL_1																		(smɑːβɛ)					
SMALL_10												mɑːɲ											
SMALL_11								udʦʲ							ʊhʦːi		uʦʲːɘ						
SMALL_12											piʃki												
SMALL_13									uʨɤt	iʨɤt			izi										
SMALL_14												(ɑj)											
SMALL_15															ʊnːi			unːɛ					
SMALL_16							æj																
SMALL_17			(pie̞ni)		(peːn)	(piɛni)															(pɛnʲ)	(peːn)	
SMALL_18													tə̠ɣə̠ðe										
SMALL_2																kɯpɑ							
SMALL_3														hiɲiə									
SMALL_4	viʃkɑ	(væikːe)																					(væikˑu)
SMALL_5				(kiʃ)																			
SMALL_6																			ɲudʲɑ				
SMALL_7							økəm																
SMALL_8														ɕeəlɑku									
SMALL_9										posɲɯd										piʨi			
SMELL_1							ewsintə	apʲːse		isɑvnɯ		ɑtɑji	ypʃiɲʧɑm		haːjsʊh	ɑptæptə	ɐpʲːsʲɛd	hɛpsɛdh					
SMELL_10											nuːʃkə												
SMELL_2	ɲikɕems																						
SMELL_3																							(nuhutˑɑmɑ)
SMELL_4														ʧinydʲɑ					tʲuɲeːsʲ				
SMELL_5				sɒɡol																			
SMELL_6									zɯnɑvni											zɯnjɑnɯ			
SMELL_7		hɑistːɑ	hɑist̪ɑː																				
SMELL_8															(haːjsʊh)								
SMOKE_1									ʧɯn	ʧɯn										ʧɯn			
SMOKE_2													ʃikʃ										
SMOKE_3		suiʦ																					
SMOKE_4												posim											
SMOKE_5																(purqə)							
SMOKE_6			(sɑʋu)		(sɑvːu)	(sɑvʊ)		(suːvː)			(soˀv)				(sʊ̯ɔvːɑ)		(suəvːɐ)	(suʌβɛ)			(sɑvʊ)	(sɑvːu)	(sˑɑvː)
SMOKE_7	kɑʧɑmo																						
SMOKE_8							pŏrkɯ																
SMOKE_9														dʲɑkɑɡə					jɑkæ				
SMOOTH_1													jə̠βə̠ʒɑ										
SMOOTH_12					lɑkˑiɑ																		
SMOOTH_13		sile	sile̞æ		silˑiːæ	siliɛ															silɛd	siliæ	sˑilːe
SMOOTH_14				(ʃiːk)																			
SMOOTH_16																						ʎipːɑ	
SMOOTH_18													(tør)										
SMOOTH_19													(ʃə̠mɑ)										
SMOOTH_2																	laːtʲːɛs						
SMOOTH_20								ɲolʲːkesʲ										ɲalhkɛdihks					
SMOOTH_21							lɑwtək																
SMOOTH_22																leːpɑ							
SMOOTH_3										ʃɯʎɯd													
SMOOTH_4							(weʎəχ)					woʎk											
SMOOTH_5																			sɑlmuj				
SMOOTH_6	vɑlɑɲɑ								voʎkɯt	voʎɯd										voʎɯt			
SMOOTH_8				(ʃimɒ)																			
SNAKE_1					(mɑd̥o)																(mɑdɔ)	(mɑto)	
SNAKE_11			(kæːrme̞)			(kiærmis)									(ke̯ærhpmɑʃ)			(kɨɛrmɛʃɛ)					
SNAKE_12								kuːvʲːt									kuvʲdʲːɘ						
SNAKE_13												ɲoːliɣ											
SNAKE_14	kuj			kiːɟoː						kɯj			kiʃke			ɕyː				kɯj			
SNAKE_2		(usː)									(uːʃkɑ)												
SNAKE_4							møŋkæm																
SNAKE_5																							ʦusʲː
SNAKE_6									(zmej)														
SNAKE_7																							sˑiuk
SNAKE_8	jozne																						
SNAKE_9					mɑːhiːn																		
SNIFF_1		hɑistɑ	hɑist̪e̞lːɑ		hɑisːelːɑ																		
SNIFF_11																				zɯmjɑɕkɯnɯ			
SNIFF_12												seːχwi											
SNIFF_2			(nuːxkiɑ)		(nuːhkiɑ)																		(nuhkʲˑmɑ)
SNIFF_3		(nuːskitɑ)																				nuːskɤmɑ	
SNIFF_4								apʲːse		isɑɕnɯ			ypʃə̠nʧɑm										
SNIFF_5	ɲikɕems																						
SNIFF_7				sɒɡlaːsik																			
SNIFF_9									(ɲukɑjtnɯ)														
SNOW_1															(mʊ̯ɔhtɑ)		(muətːɐ)	(muʌhtɛɡɛ)					
SNOW_2							ʧŏɣət																
SNOW_3				hoː																			
SNOW_4								veːʣ															
SNOW_5														ɕiry		sɯrə			sɨrɑ				
SNOW_6												tuːjt											
SNOW_7	lov	lumi	lumi		lumi	lʊmi			lɯm	lɯm	lum		lum	dʲum				lupmɛ		lɯmɯ	lʊmi	lumi	lumi
SOME_1													iktɑʒ										
SOME_10	meʑebutʲi	miski		vɒlɒmi									ɑlɑmo	mɑːɡyə								mikæle	miækˑiʔ
SOME_13	konɑbutʲi									kuʧɤmkɤ						qɑj kos				kudiz ke			
SOME_2		keːki							kinkɤ											kin ke			
SOME_3								muɡːavierʲt															
SOME_4	(tɑkodɑmo)																						
SOME_5							mətæ					mɑt											
SOME_6														kurədʲikyə									
SOME_7													(ɑlɑmo)										
SOME_9			jo̞kin		joɡ̊u																		
SON-IN-LAW_1		væi	ʋævy	vøː	vævy		wo̝ŋ	vɨvː					βeŋe	biŋi		kuə̠nək						vævy	væy
SON-IN-LAW_2									(ʑɑtʲ)														
SON-IN-LAW_4								(zeahtʲ)															
SON-IN-LAW_5																				emespi			
SON-IN-LAW_6	sodɑmo																						
SON-IN-LAW_7																emnæ							
SON-IN-LAW_9												wɑːps											
SONG_1	(moro)												(muro)										
SONG_10							(ærəɣ)					(eːriɣ)											
SONG_11								(laːvːl)							(laːβlːɑ)		(lɒːulɐ)	(lɑːβluʌ)					
SONG_12		lɑul	lɑwlu		lɑulu	lɑʊlʊ					loul											lɑulu	lɑul
SONG_13				eːnɛk																			
SONG_14														bəlɯ									
SONG_4																					(pɑjɔ)		
SONG_5				dɒl																			
SONG_6																lɤːrə							
SONG_7																				kɯrʑɑn			
SONG_8									ɕɯlɑnkɯv	ɕɯlɑnkɯv													
SOON_1																ʨɑːk							
SOON_10				minɟaːrt																			
SOON_11															fɑrɑkɑ								
SOON_13				hɒmɒr																			
SOON_14									ɤni														
SOON_15														ɲerɑʔɑ									
SOON_16											pɑkɑːnd												
SOON_18									(ʨɑsɤt)														
SOON_19	kurokːe																						
SOON_2		kohe	ko̞xt̪ɑ																				
SOON_20								vextenʲːe															
SOON_21					pɑrˑɑikɑː																		
SOON_23										ɤdjɤ													
SOON_24																				ʤoɡ			
SOON_25																						ʧiːre	
SOON_26	ɲejke																						
SOON_4		(peɑ)	(piɑn)								(piɡɑː)										(piɡɑi)		(pˑiɑ)
SOON_5												moɕeːrtn											
SOON_6																	sərɡːɐ						
SOON_7							(əsipə)																
SOON_8													(βɑʃke)										
SOON_9		vɑrstːi																					
SOUND OR NOISE_1								jɒːfː															
SOUND OR NOISE_10																			muʔ				
SOUND OR NOISE_11	vɑjɡeʎ																						
SOUND OR NOISE_12													jyk										
SOUND OR NOISE_13												χɑʎ											
SOUND OR NOISE_14														dʲeʎi									
SOUND OR NOISE_15														sɑy		syːmə							
SOUND OR NOISE_16			æːni		æːni	iæni									jiɛtnɑ		ʝiənːɐ					æːni	
SOUND OR NOISE_17										(ɡɤlɤs)													
SOUND OR NOISE_18									ʃɯ	ʃɯ													
SOUND OR NOISE_2							sø̆j					suj											
SOUND OR NOISE_3																					kʊlʊnd		
SOUND OR NOISE_4		hæːl																				elin	hely
SOUND OR NOISE_5																		ʧuʌjɛ					
SOUND OR NOISE_6																ʨɑru							
SOUND OR NOISE_7	ɡɑjtʲ																						
SOUND OR NOISE_8				hɒŋɡ																			
SOUND OR NOISE_9																				kwɑrɑ			
SPIDER_1				(poːk)																			
SPIDER_10																						(hæmølæin)	
SPIDER_11												ɲimser											
SPIDER_12								ɒːz															
SPIDER_13																iːʨæ							
SPIDER_2							kɑlwɯʎni																
SPIDER_3																			ʎɑrʦoː				
SPIDER_4	ʃɑnʒɑv																						
SPIDER_5		æmplik	hæmæɦækːi		hæmæhæːkːi	hæmæhikːi					ɛːbrikʃ										hæmæhɔʊk		hærm
SPIDER_6									ʨerɑɲ	ʨerɑɲ										ʨonɑri			
SPIDER_7														imiðiɑj									
SPIDER_8													eŋə̠remə̠ʃ										
SPIDER_9								jevneʃ							he̯ævdni		eːunɒʒ	hiɛβniɛ					
SPIT_1				køp																			
SPIT_2	ɕeʎɡems	sylitːɑtɑ	sylke̞æ		sylkiæ		sø̆jəm	ʧoːlːke	ɕɤlɑvnɯ	ɕɤlɑvnɯ		sɑʎɣi	ʃyβɑlɑm							ɕɑlɑnɯ		sylʧimæ	sˑylkæmæ
SPIT_3																syəsɑ							
SPIT_4														ɕebɕidʲi									
SPLIT_1																							pˑoːlɤntɑmɑ
SPLIT_10												χusɑti											
SPLIT_13							pəlkæχtə																
SPLIT_14								luenʲːte															
SPLIT_15									vundɯʃtnɯ														
SPLIT_16													ʃelɑm										
SPLIT_17	lɑzoms																						
SPLIT_19										ʨɑʃkɤdnɯ													
SPLIT_2							ɭɑ̆ŋkɯt																
SPLIT_20				hɒʃiːt																			
SPLIT_21										potkɤdnɯ													
SPLIT_3																				piʎɯnɯ			
SPLIT_4			hɑlkɑist̪ɑ		hɑlɑisːɑ																		
SPLIT_5		lɤhestɑtɑ																				lɤhkomɑ	
SPLIT_7														ʧəirɕi									
SPLIT_8														kɯrkɑʔsɑ									
SPLIT_9																pɑʨɑl							
SQUEEZE_1												mɑrli											
SQUEEZE_10								paʤe															
SQUEEZE_11																				ɲurɑnɯ			
SQUEEZE_12				ɲom																			
SQUEEZE_14					ɑhistɑː																		
SQUEEZE_15									ʒmitnɯ														
SQUEEZE_17	ɕuvordɑms																						
SQUEEZE_19																ɯp				pɑʨkɑtɯnɯ			
SQUEEZE_2	ʎepʃtʲɑms																						
SQUEEZE_23				soriːt																			
SQUEEZE_24	ʧemerʲdʲems																						
SQUEEZE_25										ʎiʨkɯnɯ													
