Language1,Phone1,Language2,Phone2,PMI
Erzya,n,Erzya,n,3.925938212308921
Erzya,n,Erzya,l,0.2863298072017675
Erzya,n,Erzya,m,-1.239726496293282
Erzya,n,Erzya,ʎ,0.3267764967823574
Erzya,n,Erzya,ʑ,1.642453290688295
Erzya,l,Erzya,n,0.2863298072017675
Erzya,l,Erzya,k,0.3612928456752227
Erzya,l,Erzya,l,3.782837368668248
Erzya,m,Erzya,n,-1.239726496293282
Erzya,m,Erzya,v,-2.0108352183229394
Erzya,m,Erzya,m,2.3611410804974406
Erzya,m,Erzya,o,-2.746802396065813
Erzya,m,Erzya,b,0.1030077500742289
Erzya,ʎ,Erzya,n,0.3267764967823574
Erzya,ʎ,Erzya,ʎ,3.8290699953158818
Erzya,ʎ,Erzya,dʲ,0.5579257419019243
Erzya,ʑ,Erzya,n,1.642453290688295
Erzya,ʑ,Erzya,ʑ,4.900549828709777
Erzya,k,Erzya,l,0.3612928456752227
Erzya,k,Erzya,p,-0.4532691365956787
Erzya,k,Erzya,dʲ,-0.2107074994243674
Erzya,k,Erzya,k,2.534949953607529
Erzya,k,Erzya,o,-2.532077415217199
Erzya,k,Erzya,t,-0.4098158763544344
Erzya,v,Erzya,m,-2.0108352183229394
Erzya,v,Erzya,ʃ,-0.2616353635136801
Erzya,v,Erzya,p,-0.8525036949532073
Erzya,v,Erzya,z,1.019298481948384
Erzya,v,Erzya,ɡ,0.3406306226532729
Erzya,v,Erzya,ʦ,2.368778869945559
Erzya,v,Erzya,b,0.8871743290213429
Erzya,v,Erzya,v,3.179709086161888
Erzya,o,Erzya,m,-2.746802396065813
Erzya,o,Erzya,k,-2.532077415217199
Erzya,o,Erzya,ɑ,-1.611285550462252
Erzya,o,Erzya,o,2.502534788260505
Erzya,b,Erzya,m,0.1030077500742289
Erzya,b,Erzya,v,0.8871743290213429
Erzya,b,Erzya,b,5.306014936817941
Erzya,dʲ,Erzya,ʎ,0.5579257419019243
Erzya,dʲ,Erzya,k,-0.2107074994243674
Erzya,dʲ,Erzya,ʃ,1.5177015857158185
Erzya,dʲ,Erzya,dʲ,4.059766649343767
