ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Finnish_EYE	Finnish	finn1318	fin	EYE	silmä	silmæ	s i l m æ	silmæ	EYE			
NorthernKhanty_FEBRUARY	Northern Khanty	khan1273	kca	FEBRUARY	патлам тыӆась	patɭamtɪɬasʲ	p a t ɭ a m t ɪ ɬ a sʲ	patlˈam tɪɬasʲ	FEBRUARY			
NorthernKhanty_WEST	Northern Khanty	khan1273	kca	WEST	хат ӆомасты пелак	χatɬomastɪpeɭak	χ a t ɬ o m a s t ɪ p e ɭ a k	χat ɬomastɪ pelˈak	WEST			
Finnish_NECK	Finnish	finn1318	fin	NECK	kaula	kɑwlɑ	k ɑ w l ɑ	kɑwlɑ	NECK			
Finnish_NAPE_(OF_NECK)	Finnish	finn1318	fin	NAPE_(OF_NECK)	niska	niskɑ	n i s k ɑ	niskɑ	NAPE_(OF_NECK)			
Finnish_BACK	Finnish	finn1318	fin	BACK	selkä	sɛlkæ	s ɛ l k æ	sɛlkæ	BACK			
Finnish_BELLY	Finnish	finn1318	fin	BELLY	maha	mɑhɑ	m ɑ h ɑ	mɑhɑ	BELLY			
Finnish_BELLY	Finnish	finn1318	fin	BELLY	vatsa	ʋɑʦɑ	ʋ ɑ ʦ ɑ	ʋɑt͡sɑ	BELLY			
Finnish_NAVEL	Finnish	finn1318	fin	NAVEL	napa	nɑpɑ	n ɑ p ɑ	nɑpɑ	NAVEL			
Finnish_BREAST	Finnish	finn1318	fin	BREAST	rinta	rintɑ	r i n t ɑ	rintɑ	BREAST			
Finnish_CHEST	Finnish	finn1318	fin	CHEST	rinta	rintɑ	r i n t ɑ	rintɑ	CHEST			
Finnish_SHOULDER	Finnish	finn1318	fin	SHOULDER	olka	ɔlkɑ	ɔ l k ɑ	ɔlkɑ	SHOULDER			
Finnish_SHOULDER	Finnish	finn1318	fin	SHOULDER	hartia	hɑrtiɑ	h ɑ r t i ɑ	hɑrtiɑ	SHOULDER			
